"","ANO_ELEICAO","UF","COD_MUN_TSE","NOME_MUNICIPIO","CARGO","VAGAS"
"4861","2000","SP","62499","BOTUCATU","VEREADOR","17"
"4862","2000","SP","62510","BRAGANCA PAULISTA","VEREADOR","19"
"4863","2000","SP","62553","BRAUNA","VEREADOR","9"
"4864","2000","SP","62081","BREJO ALEGRE","VEREADOR","9"
"4865","2000","SP","62570","BRODOWSKI","VEREADOR","13"
"4866","2000","SP","62596","BROTAS","VEREADOR","13"
"4867","2000","SP","62618","BURI","VEREADOR","11"
"4868","2000","SP","62634","BURITAMA","VEREADOR","13"
"4869","2000","SP","62650","BURITIZAL","VEREADOR","11"
"4870","2000","SP","62677","CABRALIA PAULISTA","VEREADOR","11"
"4871","2000","SP","62693","CABREUVA","VEREADOR","13"
"4872","2000","SP","62715","CACAPAVA","VEREADOR","15"
"4873","2000","SP","62731","CACHOEIRA PAULISTA","VEREADOR","15"
"4874","2000","SP","62758","CACONDE","VEREADOR","9"
"4875","2000","SP","62774","CAFELANDIA","VEREADOR","15"
"4876","2000","SP","62790","CAIABU","VEREADOR","11"
"4877","2000","SP","62812","CAIEIRAS","VEREADOR","13"
"4878","2000","SP","62839","CAIUA","VEREADOR","9"
"4879","2000","SP","62855","CAJAMAR","VEREADOR","15"
"4880","2000","SP","61484","CAJATI","VEREADOR","11"
"4881","2000","SP","62871","CAJOBI","VEREADOR","13"
"4882","2000","SP","62898","CAJURU","VEREADOR","13"
"4883","2000","SP","61506","CAMPINA DO MONTE ALEGRE","VEREADOR","9"
"4884","2000","SP","62910","CAMPINAS","VEREADOR","21"
"4885","2000","SP","62936","CAMPO LIMPO PAULISTA","VEREADOR","17"
"4886","2000","SP","62952","CAMPOS DO JORDAO","VEREADOR","15"
"4887","2000","SP","62979","CAMPOS NOVOS PAULISTA","VEREADOR","9"
"4888","2000","SP","62995","CANANEIA","VEREADOR","11"
"4889","2000","SP","62103","CANAS","VEREADOR","9"
"4890","2000","SP","63010","CANDIDO MOTA","VEREADOR","15"
"4891","2000","SP","63037","CANDIDO RODRIGUES","VEREADOR","11"
"4892","2000","SP","61344","CANITAR","VEREADOR","9"
"4893","2000","SP","63053","CAPAO BONITO","VEREADOR","17"
"4894","2000","SP","63070","CAPELA DO ALTO","VEREADOR","11"
"4895","2000","SP","63096","CAPIVARI","VEREADOR","15"
"4896","2000","SP","63118","CARAGUATATUBA","VEREADOR","17"
"4897","2000","SP","63134","CARAPICUIBA","VEREADOR","21"
"4898","2000","SP","63150","CARDOSO","VEREADOR","13"
"4899","2000","SP","63177","CASA BRANCA","VEREADOR","15"
"4900","2000","SP","63193","CASSIA DOS COQUEIROS","VEREADOR","11"
"4901","2000","SP","63215","CASTILHO","VEREADOR","13"
"4902","2000","SP","63231","CATANDUVA","VEREADOR","17"
"4903","2000","SP","63258","CATIGUA","VEREADOR","11"
"4904","2000","SP","63274","CEDRAL","VEREADOR","11"
"4905","2000","SP","63290","CERQUEIRA CESAR","VEREADOR","13"
"4906","2000","SP","63312","CERQUILHO","VEREADOR","13"
"4907","2000","SP","63339","CESARIO LANGE","VEREADOR","13"
"4908","2000","SP","63355","CHARQUEADA","VEREADOR","13"
"4909","2000","SP","63371","CHAVANTES","VEREADOR","13"
"4910","2000","SP","63398","CLEMENTINA","VEREADOR","9"
"4911","2000","SP","63410","COLINA","VEREADOR","13"
"4912","2000","SP","63436","COLOMBIA","VEREADOR","11"
"4913","2000","SP","63452","CONCHAL","VEREADOR","13"
"4914","2000","SP","63479","CONCHAS","VEREADOR","13"
"4915","2000","SP","63495","CORDEIROPOLIS","VEREADOR","9"
"4916","2000","SP","63517","COROADOS","VEREADOR","9"
"4917","2000","SP","63533","CORONEL MACEDO","VEREADOR","11"
"4918","2000","SP","63550","CORUMBATAI","VEREADOR","11"
"4919","2000","SP","63576","COSMOPOLIS","VEREADOR","15"
"4920","2000","SP","63592","COSMORAMA","VEREADOR","11"
"4921","2000","SP","63614","COTIA","VEREADOR","17"
"4922","2000","SP","63630","CRAVINHOS","VEREADOR","15"
"4923","2000","SP","63657","CRISTAIS PAULISTA","VEREADOR","9"
"4924","2000","SP","63673","CRUZALIA","VEREADOR","9"
"4925","2000","SP","63690","CRUZEIRO","VEREADOR","13"
"4926","2000","SP","63711","CUBATAO","VEREADOR","19"
"4927","2000","SP","63738","CUNHA","VEREADOR","15"
"4928","2000","SP","63754","DESCALVADO","VEREADOR","11"
"4929","2000","SP","63770","DIADEMA","VEREADOR","21"
"4930","2000","SP","61123","DIRCE REIS","VEREADOR","9"
"4931","2000","SP","63797","DIVINOLANDIA","VEREADOR","11"
"4932","2000","SP","63819","DOBRADA","VEREADOR","13"
"4933","2000","SP","63835","DOIS CORREGOS","VEREADOR","11"
"4934","2000","SP","63851","DOLCINOPOLIS","VEREADOR","11"
"4935","2000","SP","63878","DOURADO","VEREADOR","11"
"4936","2000","SP","63894","DRACENA","VEREADOR","13"
"4937","2000","SP","63916","DUARTINA","VEREADOR","9"
"4938","2000","SP","63932","DUMONT","VEREADOR","11"
"4939","2000","SP","63959","ECHAPORA","VEREADOR","11"
"4940","2000","SP","63975","ELDORADO","VEREADOR","13"
"4941","2000","SP","63991","ELIAS FAUSTO","VEREADOR","13"
"4942","2000","SP","61760","ELISIARIO","VEREADOR","9"
"4943","2000","SP","61182","EMBAUBA","VEREADOR","9"
"4944","2000","SP","64017","EMBU","VEREADOR","19"
"4945","2000","SP","64033","EMBU GUACU","VEREADOR","15"
"4946","2000","SP","61387","EMILIANOPOLIS","VEREADOR","9"
"4947","2000","SP","61689","ENGENHEIRO COELHO","VEREADOR","9"
"4948","2000","SP","68659","ESPIRITO SANTO DO PINHAL","VEREADOR","15"
"4949","2000","SP","61140","ESPIRITO SANTO DO TURVO","VEREADOR","9"
"4950","2000","SP","61662","ESTIVA GERBI","VEREADOR","9"
"4951","2000","SP","64050","ESTRELA D OESTE","VEREADOR","9"
"4952","2000","SP","64076","ESTRELA DO NORTE","VEREADOR","11"
"4953","2000","SP","61000","EUCLIDES DA CUNHA PAULISTA","VEREADOR","9"
"4954","2000","SP","64092","FARTURA","VEREADOR","9"
"4955","2000","SP","64130","FERNANDO PRESTES","VEREADOR","11"
"4956","2000","SP","64114","FERNANDOPOLIS","VEREADOR","17"
"4957","2000","SP","62286","FERNAO","VEREADOR","9"
"4958","2000","SP","64157","FERRAZ DE VASCONCELOS","VEREADOR","17"
"4959","2000","SP","64173","FLORA RICA","VEREADOR","11"
"4960","2000","SP","64190","FLOREAL","VEREADOR","11"
"4961","2000","SP","64211","FLORIDA PAULISTA","VEREADOR","11"
"4962","2000","SP","64238","FLORINEA","VEREADOR","11"
"4963","2000","SP","64254","FRANCA","VEREADOR","21"
"4964","2000","SP","64270","FRANCISCO MORATO","VEREADOR","13"
"4965","2000","SP","64297","FRANCO DA ROCHA","VEREADOR","17"
"4966","2000","SP","64319","GABRIEL MONTEIRO","VEREADOR","9"
"4967","2000","SP","64335","GALIA","VEREADOR","9"
"4968","2000","SP","64351","GARCA","VEREADOR","17"
"4969","2000","SP","64378","GASTAO VIDIGAL","VEREADOR","9"
"4970","2000","SP","62308","GAVIAO PEIXOTO","VEREADOR","9"
"4971","2000","SP","64394","GENERAL SALGADO","VEREADOR","9"
"4972","2000","SP","64416","GETULINA","VEREADOR","9"
"4973","2000","SP","64432","GLICERIO","VEREADOR","11"
"4974","2000","SP","64459","GUAICARA","VEREADOR","11"
"4975","2000","SP","64475","GUAIMBE","VEREADOR","11"
"4976","2000","SP","64491","GUAIRA","VEREADOR","15"
"4977","2000","SP","64513","GUAPIACU","VEREADOR","13"
"4978","2000","SP","64530","GUAPIARA","VEREADOR","13"
"4979","2000","SP","64556","GUARA","VEREADOR","13"
"4980","2000","SP","64572","GUARACAI","VEREADOR","11"
"4981","2000","SP","64599","GUARACI","VEREADOR","11"
"4982","2000","SP","64610","GUARANI D OESTE","VEREADOR","9"
"4983","2000","SP","64637","GUARANTA","VEREADOR","9"
"4984","2000","SP","64653","GUARARAPES","VEREADOR","11"
"4985","2000","SP","64670","GUARAREMA","VEREADOR","13"
"4986","2000","SP","64696","GUARATINGUETA","VEREADOR","19"
"4987","2000","SP","64718","GUAREI","VEREADOR","11"
"4988","2000","SP","64734","GUARIBA","VEREADOR","15"
"4989","2000","SP","64750","GUARUJA","VEREADOR","21"
"4990","2000","SP","64777","GUARULHOS","VEREADOR","33"
"4991","2000","SP","61107","GUATAPARA","VEREADOR","9"
"4992","2000","SP","64793","GUZOLANDIA","VEREADOR","11"
"4993","2000","SP","64815","HERCULANDIA","VEREADOR","9"
"4994","2000","SP","61743","HOLAMBRA","VEREADOR","9"
"4995","2000","SP","61727","HORTOLANDIA","VEREADOR","11"
"4996","2000","SP","64831","IACANGA","VEREADOR","9"
"4997","2000","SP","64858","IACRI","VEREADOR","11"
"4998","2000","SP","61085","IARAS","VEREADOR","9"
"4999","2000","SP","64874","IBATE","VEREADOR","13"
"5000","2000","SP","64890","IBIRA","VEREADOR","11"
"5001","2000","SP","64912","IBIRAREMA","VEREADOR","11"
"5002","2000","SP","64939","IBITINGA","VEREADOR","17"
"5003","2000","SP","64955","IBIUNA","VEREADOR","9"
"5004","2000","SP","64971","ICEM","VEREADOR","11"
"5005","2000","SP","64998","IEPE","VEREADOR","9"
"5006","2000","SP","65013","IGARACU DO TIETE","VEREADOR","13"
"5007","2000","SP","65030","IGARAPAVA","VEREADOR","15"
"5008","2000","SP","65056","IGARATA","VEREADOR","9"
"5009","2000","SP","65072","IGUAPE","VEREADOR","15"
"5010","2000","SP","62006","ILHA COMPRIDA","VEREADOR","9"
"5011","2000","SP","61204","ILHA SOLTEIRA","VEREADOR","11"
"5012","2000","SP","65099","ILHABELA","VEREADOR","13"
"5013","2000","SP","65110","INDAIATUBA","VEREADOR","9"
"5014","2000","SP","65137","INDIANA","VEREADOR","11"
"5015","2000","SP","65153","INDIAPORA","VEREADOR","11"
"5016","2000","SP","65170","INUBIA PAULISTA","VEREADOR","9"
"5017","2000","SP","65196","IPAUCU","VEREADOR","9"
"5018","2000","SP","65218","IPERO","VEREADOR","11"
"5019","2000","SP","65234","IPEUNA","VEREADOR","11"
"5020","2000","SP","62243","IPIGUA","VEREADOR","9"
"5021","2000","SP","65250","IPORANGA","VEREADOR","11"
"5022","2000","SP","65277","IPUA","VEREADOR","11"
"5023","2000","SP","65293","IRACEMAPOLIS","VEREADOR","13"
"5024","2000","SP","65315","IRAPUA","VEREADOR","11"
"5025","2000","SP","65331","IRAPURU","VEREADOR","9"
"5026","2000","SP","65358","ITABERA","VEREADOR","13"
"5027","2000","SP","65374","ITAI","VEREADOR","13"
"5028","2000","SP","65390","ITAJOBI","VEREADOR","13"
"5029","2000","SP","65412","ITAJU","VEREADOR","9"
"5030","2000","SP","65439","ITANHAEM","VEREADOR","17"
"5031","2000","SP","61603","ITAOCA","VEREADOR","9"
"5032","2000","SP","65455","ITAPECERICA DA SERRA","VEREADOR","17"
"5033","2000","SP","65471","ITAPETININGA","VEREADOR","19"
"5034","2000","SP","65498","ITAPEVA","VEREADOR","19"
"5035","2000","SP","65510","ITAPEVI","VEREADOR","17"
"5036","2000","SP","65536","ITAPIRA","VEREADOR","17"
"5037","2000","SP","61948","ITAPIRAPUA PAULISTA","VEREADOR","9"
"5038","2000","SP","65552","ITAPOLIS","VEREADOR","15"
"5039","2000","SP","65579","ITAPORANGA","VEREADOR","13"
"5040","2000","SP","65595","ITAPUI","VEREADOR","11"
"5041","2000","SP","65617","ITAPURA","VEREADOR","11"
"5042","2000","SP","65633","ITAQUAQUECETUBA","VEREADOR","19"
"5043","2000","SP","65650","ITARARE","VEREADOR","13"
"5044","2000","SP","65676","ITARIRI","VEREADOR","11"
"5045","2000","SP","65692","ITATIBA","VEREADOR","17"
"5046","2000","SP","65714","ITATINGA","VEREADOR","13"
"5047","2000","SP","65730","ITIRAPINA","VEREADOR","13"
"5048","2000","SP","65757","ITIRAPUA","VEREADOR","9"
"5049","2000","SP","65773","ITOBI","VEREADOR","9"
"5050","2000","SP","65790","ITU","VEREADOR","19"
"5051","2000","SP","65811","ITUPEVA","VEREADOR","13"
"5052","2000","SP","65838","ITUVERAVA","VEREADOR","15"
"5053","2000","SP","65854","JABORANDI","VEREADOR","11"
"5054","2000","SP","65870","JABOTICABAL","VEREADOR","17"
"5055","2000","SP","65897","JACAREI","VEREADOR","13"
"5056","2000","SP","65919","JACI","VEREADOR","11"
"5057","2000","SP","65935","JACUPIRANGA","VEREADOR","11"
"5058","2000","SP","65951","JAGUARIUNA","VEREADOR","13"
"5059","2000","SP","65978","JALES","VEREADOR","13"
"5060","2000","SP","65994","JAMBEIRO","VEREADOR","11"
"5061","2000","SP","66010","JANDIRA","VEREADOR","17"
"5062","2000","SP","66036","JARDINOPOLIS","VEREADOR","17"
"5063","2000","SP","66052","JARINU","VEREADOR","11"
"5064","2000","SP","66079","JAU","VEREADOR","17"
"5065","2000","SP","66095","JERIQUARA","VEREADOR","11"
"5066","2000","SP","66117","JOANOPOLIS","VEREADOR","11"
"5067","2000","SP","66133","JOAO RAMALHO","VEREADOR","11"
"5068","2000","SP","66150","JOSE BONIFACIO","VEREADOR","15"
"5069","2000","SP","66176","JULIO MESQUITA","VEREADOR","11"
"5070","2000","SP","62324","JUMIRIM","VEREADOR","9"
"5071","2000","SP","66192","JUNDIAI","VEREADOR","21"
"5072","2000","SP","66214","JUNQUEIROPOLIS","VEREADOR","9"
"5073","2000","SP","66230","JUQUIA","VEREADOR","13"
"5074","2000","SP","66257","JUQUITIBA","VEREADOR","13"
"5075","2000","SP","66273","LAGOINHA","VEREADOR","11"
"5076","2000","SP","66290","LARANJAL PAULISTA","VEREADOR","11"
"5077","2000","SP","66311","LAVINIA","VEREADOR","11"
"5078","2000","SP","66338","LAVRINHAS","VEREADOR","11"
"5079","2000","SP","66354","LEME","VEREADOR","17"
"5080","2000","SP","66370","LENCOIS PAULISTA","VEREADOR","17"
"5081","2000","SP","66397","LIMEIRA","VEREADOR","21"
"5082","2000","SP","66419","LINDOIA","VEREADOR","9"
"5083","2000","SP","66435","LINS","VEREADOR","17"
"5084","2000","SP","66451","LORENA","VEREADOR","17"
"5085","2000","SP","62022","LOURDES","VEREADOR","9"
"5086","2000","SP","66478","LOUVEIRA","VEREADOR","13"
"5087","2000","SP","66494","LUCELIA","VEREADOR","11"
"5088","2000","SP","66516","LUCIANOPOLIS","VEREADOR","9"
"5089","2000","SP","66532","LUIS ANTONIO","VEREADOR","11"
"5090","2000","SP","66559","LUISIANIA","VEREADOR","11"
"5091","2000","SP","66575","LUPERCIO","VEREADOR","9"
"5092","2000","SP","66591","LUTECIA","VEREADOR","11"
"5093","2000","SP","66613","MACATUBA","VEREADOR","13"
"5094","2000","SP","66630","MACAUBAL","VEREADOR","11"
"5095","2000","SP","66656","MACEDONIA","VEREADOR","11"
"5096","2000","SP","66672","MAGDA","VEREADOR","9"
"5097","2000","SP","66699","MAIRINQUE","VEREADOR","17"
"5098","2000","SP","66710","MAIRIPORA","VEREADOR","15"
"5099","2000","SP","66737","MANDURI","VEREADOR","11"
"5100","2000","SP","66753","MARABA PAULISTA","VEREADOR","11"
"5101","2000","SP","66770","MARACAI","VEREADOR","13"
"5102","2000","SP","61867","MARAPOAMA","VEREADOR","9"
"5103","2000","SP","66796","MARIAPOLIS","VEREADOR","9"
"5104","2000","SP","66818","MARILIA","VEREADOR","21"
"5105","2000","SP","66834","MARINOPOLIS","VEREADOR","9"
"5106","2000","SP","66850","MARTINOPOLIS","VEREADOR","11"
"5107","2000","SP","66877","MATAO","VEREADOR","17"
"5108","2000","SP","66893","MAUA","VEREADOR","21"
"5109","2000","SP","66915","MENDONCA","VEREADOR","11"
"5110","2000","SP","66931","MERIDIANO","VEREADOR","9"
"5111","2000","SP","61964","MESOPOLIS","VEREADOR","9"
"5112","2000","SP","66958","MIGUELOPOLIS","VEREADOR","15"
"5113","2000","SP","66974","MINEIROS DO TIETE","VEREADOR","11"
"5114","2000","SP","67016","MIRA ESTRELA","VEREADOR","11"
"5115","2000","SP","66990","MIRACATU","VEREADOR","11"
"5116","2000","SP","67032","MIRANDOPOLIS","VEREADOR","15"
"5117","2000","SP","67059","MIRANTE DO PARANAPANEMA","VEREADOR","13"
"5118","2000","SP","67075","MIRASSOL","VEREADOR","15"
"5119","2000","SP","67091","MIRASSOLANDIA","VEREADOR","11"
"5120","2000","SP","67113","MOCOCA","VEREADOR","15"
"5121","2000","SP","67130","MOGI DAS CRUZES","VEREADOR","21"
"5122","2000","SP","67156","MOJI GUACU","VEREADOR","19"
"5123","2000","SP","67172","MOJI MIRIM","VEREADOR","17"
"5124","2000","SP","67199","MOMBUCA","VEREADOR","11"
"5125","2000","SP","67210","MONCOES","VEREADOR","9"
"5126","2000","SP","67237","MONGAGUA","VEREADOR","15"
"5127","2000","SP","67253","MONTE ALEGRE DO SUL","VEREADOR","11"
"5128","2000","SP","67270","MONTE ALTO","VEREADOR","17"
"5129","2000","SP","67296","MONTE APRAZIVEL","VEREADOR","13"
"5130","2000","SP","67318","MONTE AZUL PAULISTA","VEREADOR","13"
"5131","2000","SP","67334","MONTE CASTELO","VEREADOR","11"
"5132","2000","SP","67377","MONTE MOR","VEREADOR","15"
"5133","2000","SP","67350","MONTEIRO LOBATO","VEREADOR","9"
"5134","2000","SP","67393","MORRO AGUDO","VEREADOR","15"
"5135","2000","SP","67415","MORUNGABA","VEREADOR","13"
"5136","2000","SP","61069","MOTUCA","VEREADOR","9"
"5137","2000","SP","67431","MURUTINGA DO SUL","VEREADOR","11"
"5138","2000","SP","62340","NANTES","VEREADOR","9"
"5139","2000","SP","67458","NARANDIBA","VEREADOR","11"
"5140","2000","SP","67474","NATIVIDADE DA SERRA","VEREADOR","11"
"5141","2000","SP","67490","NAZARE PAULISTA","VEREADOR","13"
"5142","2000","SP","67512","NEVES PAULISTA","VEREADOR","9"
"5143","2000","SP","67539","NHANDEARA","VEREADOR","9"
"5144","2000","SP","67555","NIPOA","VEREADOR","9"
"5145","2000","SP","67571","NOVA ALIANCA","VEREADOR","11"
"5146","2000","SP","61980","NOVA CAMPINA","VEREADOR","11"
"5147","2000","SP","61425","NOVA CANAA PAULISTA","VEREADOR","9"
"5148","2000","SP","62367","NOVA CASTILHO","VEREADOR","9"
"5149","2000","SP","67598","NOVA EUROPA","VEREADOR","11"
"5150","2000","SP","67610","NOVA GRANADA","VEREADOR","13"
"5151","2000","SP","67636","NOVA GUATAPORANGA","VEREADOR","11"
"5152","2000","SP","67652","NOVA INDEPENDENCIA","VEREADOR","11"
"5153","2000","SP","67679","NOVA LUZITANIA","VEREADOR","11"
"5154","2000","SP","67695","NOVA ODESSA","VEREADOR","15"
"5155","2000","SP","61409","NOVAIS","VEREADOR","9"
"5156","2000","SP","67717","NOVO HORIZONTE","VEREADOR","15"
"5157","2000","SP","67733","NUPORANGA","VEREADOR","11"
"5158","2000","SP","67750","OCAUCU","VEREADOR","11"
"5159","2000","SP","67776","OLEO","VEREADOR","11"
"5160","2000","SP","67792","OLIMPIA","VEREADOR","17"
"5161","2000","SP","67814","ONDA VERDE","VEREADOR","11"
"5162","2000","SP","67830","ORIENTE","VEREADOR","11"
"5163","2000","SP","67857","ORINDIUVA","VEREADOR","9"
"5164","2000","SP","67873","ORLANDIA","VEREADOR","13"
"5165","2000","SP","67890","OSASCO","VEREADOR","21"
"5166","2000","SP","67911","OSCAR BRESSANE","VEREADOR","11"
"5167","2000","SP","67938","OSVALDO CRUZ","VEREADOR","15"
"5168","2000","SP","67954","OURINHOS","VEREADOR","17"
"5169","2000","SP","67970","OURO VERDE","VEREADOR","11"
"5170","2000","SP","62383","OUROESTE","VEREADOR","9"
"5171","2000","SP","67997","PACAEMBU","VEREADOR","11"
"5172","2000","SP","68012","PALESTINA","VEREADOR","9"
"5173","2000","SP","68039","PALMARES PAULISTA","VEREADOR","11"
"5174","2000","SP","68055","PALMEIRA D OESTE","VEREADOR","13"
"5175","2000","SP","68071","PALMITAL","VEREADOR","15"
"5176","2000","SP","68098","PANORAMA","VEREADOR","9"
"5177","2000","SP","68110","PARAGUACU PAULISTA","VEREADOR","15"
"5178","2000","SP","68136","PARAIBUNA","VEREADOR","9"
"5179","2000","SP","68152","PARAISO","VEREADOR","11"
"5180","2000","SP","68179","PARANAPANEMA","VEREADOR","13"
"5181","2000","SP","68195","PARANAPUA","VEREADOR","9"
"5182","2000","SP","68217","PARAPUA","VEREADOR","9"
"5183","2000","SP","68233","PARDINHO","VEREADOR","11"
"5184","2000","SP","68250","PARIQUERA-ACU","VEREADOR","9"
"5185","2000","SP","61824","PARISI","VEREADOR","9"
"5186","2000","SP","68276","PATROCINIO PAULISTA","VEREADOR","13"
"5187","2000","SP","68292","PAULICEIA","VEREADOR","9"
"5188","2000","SP","68314","PAULINIA","VEREADOR","15"
"5189","2000","SP","62405","PAULISTANIA","VEREADOR","9"
"5190","2000","SP","68330","PAULO DE FARIA","VEREADOR","11"
"5191","2000","SP","68357","PEDERNEIRAS","VEREADOR","13"
"5192","2000","SP","68373","PEDRA BELA","VEREADOR","11"
"5193","2000","SP","68390","PEDRANOPOLIS","VEREADOR","11"
"5194","2000","SP","68411","PEDREGULHO","VEREADOR","13"
"5195","2000","SP","68438","PEDREIRA","VEREADOR","15"
"5196","2000","SP","61247","PEDRINHAS PAULISTA","VEREADOR","9"
"5197","2000","SP","68454","PEDRO DE TOLEDO","VEREADOR","11"
"5198","2000","SP","68470","PENAPOLIS","VEREADOR","17"
"5199","2000","SP","68497","PEREIRA BARRETO","VEREADOR","17"
"5200","2000","SP","68519","PEREIRAS","VEREADOR","11"
"5201","2000","SP","68535","PERUIBE","VEREADOR","15"
"5202","2000","SP","68551","PIACATU","VEREADOR","11"
"5203","2000","SP","68578","PIEDADE","VEREADOR","17"
"5204","2000","SP","68594","PILAR DO SUL","VEREADOR","9"
"5205","2000","SP","68616","PINDAMONHANGABA","VEREADOR","19"
"5206","2000","SP","68632","PINDORAMA","VEREADOR","13"
"5207","2000","SP","68675","PINHALZINHO","VEREADOR","11"
"5208","2000","SP","68691","PIQUEROBI","VEREADOR","11"
"5209","2000","SP","68713","PIQUETE","VEREADOR","11"
"5210","2000","SP","68730","PIRACAIA","VEREADOR","11"
"5211","2000","SP","68756","PIRACICABA","VEREADOR","21"
"5212","2000","SP","68870","PIRACUNUNGA","VEREADOR","13"
"5213","2000","SP","68772","PIRAJU","VEREADOR","15"
"5214","2000","SP","68799","PIRAJUI","VEREADOR","13"
"5215","2000","SP","68810","PIRANGI","VEREADOR","9"
"5216","2000","SP","68837","PIRAPORA DO BOM JESUS","VEREADOR","11"
"5217","2000","SP","68853","PIRAPOZINHO","VEREADOR","15"
"5218","2000","SP","68896","PIRATININGA","VEREADOR","9"
"5219","2000","SP","68918","PITANGUEIRAS","VEREADOR","15"
"5220","2000","SP","68934","PLANALTO","VEREADOR","11"
"5221","2000","SP","68950","PLATINA","VEREADOR","11"
"5222","2000","SP","68977","POA","VEREADOR","17"
"5223","2000","SP","68993","POLONI","VEREADOR","11"
"5224","2000","SP","69019","POMPEIA","VEREADOR","13"
"5225","2000","SP","69035","PONGAI","VEREADOR","11"
"5226","2000","SP","69051","PONTAL","VEREADOR","15"
"5227","2000","SP","61808","PONTALINDA","VEREADOR","9"
"5228","2000","SP","69078","PONTES GESTAL","VEREADOR","9"
"5229","2000","SP","69094","POPULINA","VEREADOR","11"
"5230","2000","SP","69116","PORANGABA","VEREADOR","11"
"5231","2000","SP","69132","PORTO FELIZ","VEREADOR","15"
"5232","2000","SP","69159","PORTO FERREIRA","VEREADOR","15"
"5233","2000","SP","61565","POTIM","VEREADOR","9"
"5234","2000","SP","69175","POTIRENDABA","VEREADOR","13"
"5235","2000","SP","62120","PRACINHA","VEREADOR","9"
"5236","2000","SP","69191","PRADOPOLIS","VEREADOR","13"
"5237","2000","SP","69213","PRAIA GRANDE","VEREADOR","19"
"5238","2000","SP","62146","PRATANIA","VEREADOR","9"
"5239","2000","SP","69230","PRESIDENTE ALVES","VEREADOR","11"
"5240","2000","SP","69256","PRESIDENTE BERNARDES","VEREADOR","13"
"5241","2000","SP","69272","PRESIDENTE EPITACIO","VEREADOR","15"
"5242","2000","SP","69299","PRESIDENTE PRUDENTE","VEREADOR","19"
"5243","2000","SP","69310","PRESIDENTE VENCESLAU","VEREADOR","15"
"5244","2000","SP","69337","PROMISSAO","VEREADOR","15"
"5245","2000","SP","62162","QUADRA","VEREADOR","9"
"5246","2000","SP","69353","QUATA","VEREADOR","13"
"5247","2000","SP","69370","QUEIROZ","VEREADOR","11"
"5248","2000","SP","69396","QUELUZ","VEREADOR","9"
"5249","2000","SP","69418","QUINTANA","VEREADOR","11"
"5250","2000","SP","69434","RAFARD","VEREADOR","13"
"5251","2000","SP","69450","RANCHARIA","VEREADOR","15"
"5252","2000","SP","69477","REDENCAO DA SERRA","VEREADOR","11"
"5253","2000","SP","69493","REGENTE FEIJO","VEREADOR","11"
"5254","2000","SP","69515","REGINOPOLIS","VEREADOR","11"
"5255","2000","SP","69531","REGISTRO","VEREADOR","17"
"5256","2000","SP","69558","RESTINGA","VEREADOR","11"
"5257","2000","SP","69574","RIBEIRA","VEREADOR","9"
"5258","2000","SP","69590","RIBEIRAO BONITO","VEREADOR","13"
"5259","2000","SP","69612","RIBEIRAO BRANCO","VEREADOR","13"
"5260","2000","SP","69639","RIBEIRAO CORRENTE","VEREADOR","11"
"5261","2000","SP","69655","RIBEIRAO DO SUL","VEREADOR","9"
"5262","2000","SP","62421","RIBEIRAO DOS INDIOS","VEREADOR","9"
"5263","2000","SP","61700","RIBEIRAO GRANDE","VEREADOR","9"
"5264","2000","SP","69671","RIBEIRAO PIRES","VEREADOR","15"
"5265","2000","SP","69698","RIBEIRAO PRETO","VEREADOR","21"
"5266","2000","SP","69736","RIFAINA","VEREADOR","11"
"5267","2000","SP","69752","RINCAO","VEREADOR","11"
"5268","2000","SP","69779","RINOPOLIS","VEREADOR","11"
"5269","2000","SP","69795","RIO CLARO","VEREADOR","19"
"5270","2000","SP","69817","RIO DAS PEDRAS","VEREADOR","13"
"5271","2000","SP","69833","RIO GRANDE DA SERRA","VEREADOR","15"
"5272","2000","SP","69850","RIOLANDIA","VEREADOR","11"
"5273","2000","SP","69710","RIVERSUL","VEREADOR","13"
"5274","2000","SP","61166","ROSANA","VEREADOR","11"
"5275","2000","SP","69876","ROSEIRA","VEREADOR","9"
"5276","2000","SP","69892","RUBIACEA","VEREADOR","11"
"5277","2000","SP","69914","RUBINEIA","VEREADOR","9"
"5278","2000","SP","69930","SABINO","VEREADOR","11"
"5279","2000","SP","69957","SAGRES","VEREADOR","11"
"5280","2000","SP","69973","SALES","VEREADOR","9"
"5281","2000","SP","69990","SALES OLIVEIRA","VEREADOR","11"
"5282","2000","SP","70017","SALESOPOLIS","VEREADOR","9"
"5283","2000","SP","70033","SALMORAO","VEREADOR","11"
"5284","2000","SP","61441","SALTINHO","VEREADOR","9"
"5285","2000","SP","70050","SALTO","VEREADOR","17"
"5286","2000","SP","70076","SALTO DE PIRAPORA","VEREADOR","9"
"5287","2000","SP","70092","SALTO GRANDE","VEREADOR","11"
"5288","2000","SP","70114","SANDOVALINA","VEREADOR","11"
"5289","2000","SP","70130","SANTA ADELIA","VEREADOR","13"
"5290","2000","SP","70157","SANTA ALBERTINA","VEREADOR","9"
"5291","2000","SP","70173","SANTA BARBARA D OESTE","VEREADOR","19"
"5292","2000","SP","70211","SANTA BRANCA","VEREADOR","9"
"5293","2000","SP","70238","SANTA CLARA D OESTE","VEREADOR","9"
"5294","2000","SP","70254","SANTA CRUZ DA CONCEICAO","VEREADOR","11"
