"","Ano da eleição","UF","Código do município","Nome do município","Cargo","Volatilidade eleitoral","Volatilidade parlamentar"
"4264",2016,"GO","92860","Guarinos","Vereador"," 6,79"," 7,33"
"4265",2016,"GO","92878","Caiaponia","Vereador"," 5,71"," 6,23"
"4266",2016,"GO","92886","Cocalzinho De Goias","Vereador"," 9,00"," 9,50"
"4267",2016,"GO","92894","Caldas Novas","Vereador","14,07","14,57"
"4268",2016,"GO","92908","Santo Antonio De Goias","Vereador"," 7,63"," 8,28"
"4269",2016,"GO","92916","Campestre De Goias","Vereador"," 9,71","10,11"
"4270",2016,"GO","92924","Chapadao Do Ceu","Vereador"," 7,19"," 7,67"
"4271",2016,"GO","92932","Campinorte","Vereador"," 9,00"," 9,50"
"4272",2016,"GO","92940","Alto Horizonte","Vereador"," 6,02"," 6,50"
"4273",2016,"GO","92959","Campo Alegre De Goias","Vereador"," 6,34"," 6,83"
"4274",2016,"GO","92967","Castelandia","Vereador"," 3,51"," 4,00"
"4275",2016,"GO","92975","Campos Belos","Vereador"," 7,08"," 7,59"
"4276",2016,"GO","92983","Jesupolis","Vereador"," 4,71"," 5,22"
"4277",2016,"GO","92991","Carmo Do Rio Verde","Vereador"," 5,28"," 5,89"
"4278",2016,"GO","93009","Aparecida Do Rio Doce","Vereador"," 5,59"," 6,11"
"4279",2016,"GO","93017","Catalao","Vereador","13,73","14,26"
"4280",2016,"GO","93025","Cidade Ocidental","Vereador","13,59","14,08"
"4281",2016,"GO","93033","Caturai","Vereador"," 8,17"," 8,61"
"4282",2016,"GO","93041","Professor Jamil","Vereador"," 4,01"," 4,50"
"4283",2016,"GO","93050","Cavalcante","Vereador"," 8,56"," 9,00"
"4284",2016,"GO","93068","Perolandia","Vereador"," 5,04"," 5,83"
"4285",2016,"GO","93076","Ceres","Vereador","10,59","11,09"
"4286",2016,"GO","93084","Nova Iguacu De Goias","Vereador"," 5,25"," 5,78"
"4287",2016,"GO","93092","Divinopolis De Goias","Vereador"," 5,41"," 6,00"
"4288",2016,"GO","93106","Buriti De Goias","Vereador"," 4,12"," 4,67"
"4289",2016,"GO","93122","Caldazinha","Vereador"," 5,15"," 5,61"
"4290",2016,"GO","93149","Guaraita","Vereador"," 7,20"," 7,78"
"4291",2016,"GO","93157","Corrego Do Ouro","Vereador"," 6,19"," 6,67"
"4292",2016,"GO","93165","Inaciolandia","Vereador"," 8,63"," 9,11"
"4293",2016,"GO","93173","Corumba De Goias","Vereador"," 6,97"," 7,50"
"4294",2016,"GO","93181","Montividiu Do Norte","Vereador"," 6,00"," 6,50"
"4295",2016,"GO","93190","Corumbaiba","Vereador"," 5,20"," 5,67"
"4296",2016,"GO","93203","Santo Antonio Da Barra","Vereador"," 5,05"," 5,56"
"4297",2016,"GO","93220","Terezopolis De Goias","Vereador"," 8,50"," 9,00"
"4298",2016,"GO","93246","Uirapuru","Vereador"," 5,66"," 6,11"
"4299",2016,"GO","93254","Cristalina","Vereador","11,03","11,58"
"4300",2016,"GO","93262","Buritinopolis","Vereador"," 7,72"," 8,22"
"4301",2016,"GO","93270","Cristianopolis","Vereador"," 5,73"," 6,22"
"4302",2016,"GO","93289","Vila Boa","Vereador"," 6,76"," 7,22"
"4303",2016,"GO","93297","Crixas","Vereador"," 7,30"," 7,86"
"4304",2016,"GO","93300","Valparaiso De Goias","Vereador","15,07","15,54"
"4305",2016,"GO","93319","Crominia","Vereador"," 3,48"," 4,22"
"4306",2016,"GO","93327","Novo Gama","Vereador","13,51","14,00"
"4307",2016,"GO","93335","Cumari","Vereador"," 3,76"," 4,33"
"4308",2016,"GO","93343","Aguas Lindas De Goias","Vereador","14,53","15,00"
"4309",2016,"GO","93351","Damianopolis","Vereador"," 1,50"," 2,50"
"4310",2016,"GO","93360","Abadia De Goias","Vereador"," 8,20"," 8,72"
"4311",2016,"GO","93378","Damolandia","Vereador"," 2,00"," 2,50"
"4312",2016,"GO","93386","Amaralina","Vereador"," 4,00"," 4,50"
"4313",2016,"GO","93394","Davinopolis","Vereador"," 4,94"," 5,50"
"4314",2016,"GO","93408","Bonopolis","Vereador"," 6,54"," 7,00"
"4315",2016,"GO","93424","Porteirao","Vereador"," 7,51"," 8,00"
"4316",2016,"GO","93432","Diorama","Vereador"," 2,00"," 2,50"
"4317",2016,"GO","93440","Santa Rita Do Novo Destino","Vereador"," 6,68"," 7,22"
"4318",2016,"GO","93483","Sao Patricio","Vereador"," 3,00"," 3,50"
"4319",2016,"GO","93491","Edeia","Vereador"," 6,00"," 6,50"
"4320",2016,"GO","93505","Vila Propicio","Vereador"," 8,52"," 9,00"
"4321",2016,"GO","93513","Estrela Do Norte","Vereador"," 6,18"," 6,72"
"4322",2016,"GO","93530","Fazenda Nova","Vereador"," 9,96","10,50"
"4323",2016,"GO","93548","Ipiranga De Goias","Vereador"," 3,50"," 4,00"
"4324",2016,"GO","93564","Gameleira De Goias","Vereador"," 8,92"," 9,39"
"4325",2016,"GO","93572","Firminopolis","Vereador"," 9,68","10,22"
"4326",2016,"GO","93580","Campo Limpo De Goias","Vereador"," 6,00"," 6,50"
"4327",2016,"GO","93599","Flores De Goias","Vereador","10,71","11,17"
"4328",2016,"GO","93602","Lagoa Santa","Vereador"," 3,68"," 4,17"
"4329",2016,"GO","93610","Formosa","Vereador","13,15","13,59"
"4330",2016,"GO","93637","Formoso","Vereador"," 7,11"," 7,61"
"4331",2016,"GO","93670","Goianapolis","Vereador"," 7,97"," 8,50"
"4332",2016,"GO","93696","Goiandira","Vereador"," 5,68"," 6,28"
"4333",2016,"GO","93718","Goianesia","Vereador","12,71","13,23"
"4334",2016,"GO","93734","Goiania","Vereador","15,54","16,03"
"4335",2016,"GO","93750","Goianira","Vereador","10,52","11,00"
"4336",2016,"GO","93777","Goias","Vereador","10,65","11,17"
"4337",2016,"GO","93793","Goiatuba","Vereador"," 9,71","10,19"
"4338",2016,"GO","93815","Guapo","Vereador"," 8,73"," 9,22"
"4339",2016,"GO","93831","Guarani De Goias","Vereador"," 4,00"," 4,50"
"4340",2016,"GO","93874","Heitorai","Vereador"," 6,32"," 6,89"
"4341",2016,"GO","93890","Hidrolandia","Vereador"," 9,57","10,09"
"4342",2016,"GO","93912","Hidrolina","Vereador"," 4,50"," 5,00"
"4343",2016,"GO","93939","Iaciara","Vereador"," 8,09"," 8,67"
"4344",2016,"GO","93955","Inhumas","Vereador","12,54","13,00"
"4345",2016,"GO","93971","Ipameri","Vereador","12,18","12,64"
"4346",2016,"GO","93998","Ipora","Vereador","13,00","13,50"
"4347",2016,"GO","94013","Israelandia","Vereador"," 3,13"," 3,61"
"4348",2016,"GO","94030","Itaberai","Vereador","10,57","11,04"
"4349",2016,"GO","94072","Itaguaru","Vereador"," 7,50"," 8,00"
"4350",2016,"GO","94110","Itaja","Vereador"," 4,30"," 4,83"
"4351",2016,"GO","94137","Itapaci","Vereador"," 7,50"," 8,27"
"4352",2016,"GO","94153","Itapirapua","Vereador"," 7,67"," 8,33"
"4353",2016,"GO","94196","Itapuranga","Vereador","14,19","14,59"
"4354",2016,"GO","94218","Itaruma","Vereador"," 5,54"," 6,06"
"4355",2016,"GO","94234","Itaucu","Vereador"," 6,86"," 7,44"
"4356",2016,"GO","94250","Itumbiara","Vereador","12,50","13,00"
"4357",2016,"GO","94277","Ivolandia","Vereador"," 6,06"," 6,56"
"4358",2016,"GO","94293","Jandaia","Vereador"," 4,78"," 5,28"
"4359",2016,"GO","94315","Jaragua","Vereador","12,55","13,04"
"4360",2016,"GO","94331","Jatai","Vereador","11,79","12,35"
"4361",2016,"GO","94358","Jaupaci","Vereador"," 3,95"," 4,50"
"4362",2016,"GO","94374","Joviania","Vereador"," 5,14"," 5,78"
"4363",2016,"GO","94390","Jussara","Vereador","10,50","11,00"
"4364",2016,"GO","94439","Leopoldo De Bulhoes","Vereador"," 8,42"," 8,94"
"4365",2016,"GO","94455","Luziania","Vereador","13,58","14,03"
"4366",2016,"GO","94471","Mairipotaba","Vereador"," 3,50"," 4,00"
"4367",2016,"GO","94498","Mambai","Vereador"," 6,04"," 6,78"
"4368",2016,"GO","94510","Mara Rosa","Vereador"," 5,29"," 6,17"
"4369",2016,"GO","94536","Marzagao","Vereador"," 3,74"," 4,39"
"4370",2016,"GO","94552","Paranaiguara","Vereador"," 5,55"," 6,06"
"4371",2016,"GO","94579","Maurilandia","Vereador"," 5,50"," 6,00"
"4372",2016,"GO","94595","Mineiros","Vereador"," 8,01"," 8,50"
"4373",2016,"GO","94650","Moipora","Vereador"," 5,61"," 6,11"
"4374",2016,"GO","94676","Monte Alegre De Goias","Vereador"," 5,85"," 6,39"
"4375",2016,"GO","94714","Montes Claros De Goias","Vereador"," 6,50"," 7,00"
"4376",2016,"GO","94730","Morrinhos","Vereador","10,48","11,00"
"4377",2016,"GO","94757","Mossamedes","Vereador"," 5,44"," 5,94"
"4378",2016,"GO","94773","Mozarlandia","Vereador"," 6,19"," 6,83"
"4379",2016,"GO","94790","Mutunopolis","Vereador"," 6,14"," 6,61"
"4380",2016,"GO","94854","Nazario","Vereador","11,72","12,28"
"4381",2016,"GO","94870","Neropolis","Vereador","11,71","12,27"
"4382",2016,"GO","94897","Niquelandia","Vereador","12,54","13,00"
"4383",2016,"GO","94919","Nova America","Vereador"," 1,98"," 2,50"
"4384",2016,"GO","94935","Nova Aurora","Vereador"," 2,79"," 3,61"
"4385",2016,"GO","94951","Nova Roma","Vereador"," 3,78"," 4,39"
"4386",2016,"GO","94978","Nova Veneza","Vereador"," 9,02"," 9,50"
"4387",2016,"GO","95010","Novo Brasil","Vereador"," 4,50"," 5,00"
"4388",2016,"GO","95036","Orizona","Vereador"," 4,12"," 4,78"
"4389",2016,"GO","95052","Ouro Verde De Goias","Vereador"," 5,11"," 5,83"
"4390",2016,"GO","95079","Ouvidor","Vereador"," 5,50"," 6,00"
"4391",2016,"GO","95095","Padre Bernardo","Vereador","10,17","11,08"
"4392",2016,"GO","95117","Palmeiras De Goias","Vereador"," 8,59"," 9,09"
"4393",2016,"GO","95133","Palmelo","Vereador"," 4,98"," 5,50"
"4394",2016,"GO","95150","Palminopolis","Vereador"," 4,74"," 5,28"
"4395",2016,"GO","95176","Panama","Vereador"," 3,70"," 4,22"
"4396",2016,"GO","95230","Parauna","Vereador"," 8,00"," 8,50"
"4397",2016,"GO","95311","Petrolina De Goias","Vereador","10,81","11,33"
"4398",2016,"GO","95354","Pilar De Goias","Vereador"," 6,14"," 6,61"
"4399",2016,"GO","95397","Piracanjuba","Vereador"," 9,52","10,00"
"4400",2016,"GO","95419","Piranhas","Vereador"," 9,94","10,44"
"4401",2016,"GO","95435","Pirenopolis","Vereador"," 7,88"," 8,45"
"4402",2016,"GO","95451","Pires Do Rio","Vereador"," 8,63"," 9,14"
"4403",2016,"GO","95494","Pontalina","Vereador"," 7,59"," 8,32"
"4404",2016,"GO","95559","Porangatu","Vereador","12,40","12,92"
"4405",2016,"GO","95575","Portelandia","Vereador"," 3,56"," 4,06"
"4406",2016,"GO","95613","Posse","Vereador","10,99","11,50"
"4407",2016,"GO","95630","Quirinopolis","Vereador"," 7,59"," 8,12"
"4408",2016,"GO","95656","Rialma","Vereador"," 4,00"," 4,50"
"4409",2016,"GO","95672","Rianapolis","Vereador"," 3,50"," 4,00"
"4410",2016,"GO","95710","Rio Verde","Vereador","13,01","13,50"
"4411",2016,"GO","95737","Rubiataba","Vereador"," 6,49"," 7,00"
"4412",2016,"GO","95753","Sanclerlandia","Vereador"," 5,46"," 6,00"
"4413",2016,"GO","95770","Santa Barbara De Goias","Vereador"," 7,00"," 7,50"
"4414",2016,"GO","95796","Santa Cruz De Goias","Vereador"," 7,20"," 7,78"
"4415",2016,"GO","95818","Santa Helena De Goias","Vereador"," 9,53","10,00"
"4416",2016,"GO","95834","Santa Rita Do Araguaia","Vereador"," 5,50"," 6,00"
"4417",2016,"GO","95850","Santa Rosa De Goias","Vereador"," 5,84"," 6,28"
"4418",2016,"GO","95877","Santa Tereza De Goias","Vereador"," 6,11"," 6,61"
"4419",2016,"GO","95893","Santa Terezinha De Goias","Vereador"," 6,29"," 6,72"
"4420",2016,"GO","95915","Sao Domingos","Vereador"," 6,26"," 6,72"
"4421",2016,"GO","95931","Sao Francisco De Goias","Vereador","10,76","11,28"
"4422",2016,"GO","95958","Planaltina","Vereador","14,58","15,06"
"4423",2016,"GO","95974","Sao Joao D Alianca","Vereador","11,18","11,67"
"4424",2016,"GO","95990","Sao Luis De Montes Belos","Vereador"," 8,82"," 9,38"
"4425",2016,"GO","96016","Sao Miguel Do Araguaia","Vereador","12,05","12,55"
"4426",2016,"GO","96059","Sao Simao","Vereador","11,06","11,59"
"4427",2016,"GO","96075","Serranopolis","Vereador"," 6,18"," 6,67"
"4428",2016,"GO","96091","Silvania","Vereador","11,03","11,50"
"4429",2016,"GO","96113","Sitio D Abadia","Vereador"," 3,51"," 4,28"
"4430",2016,"GO","96172","Taquaral De Goias","Vereador"," 7,50"," 8,00"
"4431",2016,"GO","96237","Tres Ranchos","Vereador"," 5,00"," 5,50"
"4432",2016,"GO","96253","Trindade","Vereador","14,53","15,06"
"4433",2016,"GO","96318","Turvania","Vereador"," 6,39"," 6,89"
"4434",2016,"GO","96334","Uruacu","Vereador","13,26","13,69"
"4435",2016,"GO","96350","Uruana","Vereador"," 6,00"," 6,50"
"4436",2016,"GO","96377","Urutai","Vereador"," 5,50"," 6,00"
"4437",2016,"GO","96393","Varjao","Vereador"," 4,50"," 5,00"
"4438",2016,"GO","96415","Vianopolis","Vereador"," 8,51"," 9,50"
"4439",2016,"GO","96458","Acreuna","Vereador","12,57","13,09"
"4440",2016,"GO","96474","Minacu","Vereador","11,16","11,65"
"4441",2016,"GO","96512","Mundo Novo","Vereador"," 7,08"," 7,61"
"4442",2016,"GO","96539","Nova Crixas","Vereador"," 5,50"," 6,00"
"4443",2016,"GO","96555","Nova Gloria","Vereador"," 3,13"," 3,67"
"4444",2016,"GO","96571","Vicentinopolis","Vereador"," 5,18"," 5,67"
"4445",2016,"GO","96610","Americano Do Brasil","Vereador"," 6,07"," 6,61"
"4446",2016,"GO","96695","Araguapaz","Vereador"," 5,62"," 6,11"
"4447",2016,"GO","96717","Arenopolis","Vereador"," 4,67"," 5,22"
"4448",2016,"GO","96733","Cachoeira Dourada","Vereador"," 7,08"," 7,56"
"4449",2016,"GO","96750","Doverlandia","Vereador"," 9,66","10,11"
"4450",2016,"GO","96776","Santo Antonio Do Descoberto","Vereador","14,06","14,57"
"4451",2016,"GO","96814","Indiara","Vereador"," 9,65","10,17"
"4452",2016,"GO","96873","Campinacu","Vereador"," 3,00"," 3,50"
"4453",2016,"GO","96890","Santa Isabel","Vereador"," 3,00"," 3,50"
"4454",2016,"GO","96911","Adelandia","Vereador"," 5,08"," 5,61"
"4455",2016,"GO","96938","Agua Fria De Goias","Vereador"," 6,00"," 6,50"
"4456",2004,"MA","09210","Sao Luis","Vereador","13,45","13,45"
"4457",2008,"MA","07005","Agua Doce Do Maranhao","Vereador"," 6,61"," 7,11"
"4458",2008,"MA","07013","Afonso Cunha","Vereador"," 7,67"," 8,17"
"4459",2008,"MA","07021","Alto Alegre Do Maranhao","Vereador"," 7,96"," 8,44"
"4460",2008,"MA","07030","Alcantara","Vereador"," 8,13"," 8,67"
"4461",2008,"MA","07056","Aldeias Altas","Vereador"," 9,75","10,22"
"4462",2008,"MA","07064","Apicum-Acu","Vereador"," 9,24"," 9,72"
"4463",2008,"MA","07072","Altamira Do Maranhao","Vereador"," 5,45"," 6,00"
"4464",2008,"MA","07080","Amapa Do Maranhao","Vereador"," 5,70"," 6,50"
"4465",2008,"MA","07099","Alto Parnaiba","Vereador"," 3,08"," 3,56"
"4466",2008,"MA","07102","Araguana","Vereador","10,36","10,94"
"4467",2008,"MA","07110","Amarante Do Maranhao","Vereador"," 9,56","10,06"
"4468",2008,"MA","07129","Bacabeira","Vereador"," 7,73"," 8,61"
"4469",2008,"MA","07137","Anajatuba","Vereador"," 6,29"," 6,78"
"4470",2008,"MA","07145","Bacurituba","Vereador"," 4,36"," 5,17"
"4471",2008,"MA","07153","Anapurus","Vereador"," 8,90"," 9,39"
"4472",2008,"MA","07161","Belagua","Vereador"," 5,51"," 6,00"
"4473",2008,"MA","07170","Araioses","Vereador"," 6,85"," 7,94"
"4474",2008,"MA","07188","Bela Vista Do Maranhao","Vereador"," 8,25"," 8,83"
"4475",2008,"MA","07196","Arari","Vereador"," 9,00"," 9,50"
"4476",2008,"MA","07200","Bernardo Do Mearim","Vereador"," 4,48"," 5,22"
"4477",2008,"MA","07218","Axixa","Vereador"," 6,64"," 7,17"
"4478",2008,"MA","07226","Cachoeira Grande","Vereador"," 6,77"," 7,17"
"4479",2008,"MA","07234","Bacabal","Vereador","12,00","12,50"
"4480",2008,"MA","07242","Davinopolis","Vereador"," 9,97","10,50"
"4481",2008,"MA","07250","Bacuri","Vereador"," 5,37"," 5,89"
"4482",2008,"MA","07277","Balsas","Vereador"," 7,66"," 8,10"
"4483",2008,"MA","07285","Bom Lugar","Vereador"," 6,35"," 6,94"
"4484",2008,"MA","07293","Barao De Grajau","Vereador"," 5,50"," 6,00"
"4485",2008,"MA","07307","Brejo De Areia","Vereador"," 6,52"," 7,06"
"4486",2008,"MA","07315","Barra Do Corda","Vereador","11,05","11,55"
"4487",2008,"MA","07323","Boa Vista Do Gurupi","Vereador"," 8,20"," 8,72"
"4488",2008,"MA","07331","Barreirinhas","Vereador"," 9,87","10,39"
"4489",2008,"MA","07358","Benedito Leite","Vereador"," 4,50"," 5,00"
"4490",2008,"MA","07366","Buritirana","Vereador"," 5,88"," 6,44"
"4491",2008,"MA","07382","Campestre Do Maranhao","Vereador"," 9,57","10,06"
"4492",2008,"MA","07390","Brejo","Vereador"," 8,23"," 8,78"
"4493",2008,"MA","07404","Capinzal Do Norte","Vereador"," 5,52"," 6,00"
"4494",2008,"MA","07412","Buriti","Vereador"," 7,25"," 7,72"
"4495",2008,"MA","07420","Central Do Maranhao","Vereador"," 5,50"," 6,00"
"4496",2008,"MA","07439","Buriti Bravo","Vereador"," 4,52"," 5,00"
"4497",2008,"MA","07447","Centro Do Guilherme","Vereador"," 6,00"," 6,50"
"4498",2008,"MA","07455","Cajapio","Vereador"," 4,79"," 5,33"
"4499",2008,"MA","07463","Centro Novo Do Maranhao","Vereador"," 7,13"," 7,61"
"4500",2008,"MA","07471","Cajari","Vereador"," 9,50","10,00"
"4501",2008,"MA","07480","Cidelandia","Vereador"," 9,19"," 9,72"
"4502",2008,"MA","07498","Candido Mendes","Vereador"," 9,58","10,17"
"4503",2008,"MA","07501","Conceicao Do Lago-Acu","Vereador","10,05","10,50"
"4504",2008,"MA","07510","Cantanhede","Vereador"," 7,54"," 8,00"
"4505",2008,"MA","07528","Feira Nova Do Maranhao","Vereador"," 3,68"," 4,22"
"4506",2008,"MA","07536","Carolina","Vereador"," 6,53"," 7,06"
"4507",2008,"MA","07544","Fernando Falcao","Vereador"," 5,00"," 5,50"
"4508",2008,"MA","07552","Carutapera","Vereador"," 4,28"," 5,22"
"4509",2008,"MA","07560","Formosa Da Serra Negra","Vereador"," 4,32"," 4,83"
"4510",2008,"MA","07579","Caxias","Vereador","11,50","12,00"
"4511",2008,"MA","07595","Cedral","Vereador"," 6,20"," 6,72"
"4512",2008,"MA","07609","Governador Edison Lobao","Vereador"," 8,50"," 9,00"
"4513",2008,"MA","07617","Chapadinha","Vereador","11,30","11,95"
"4514",2008,"MA","07625","Governador Luiz Rocha","Vereador"," 4,63"," 5,22"
"4515",2008,"MA","07633","Codo","Vereador","11,02","11,50"
"4516",2008,"MA","07641","Governador Newton Bello","Vereador"," 7,59"," 8,17"
"4517",2008,"MA","07650","Coelho Neto","Vereador","10,32","10,89"
"4518",2008,"MA","07668","Governador Nunes Freire","Vereador"," 9,50","10,00"
"4519",2008,"MA","07676","Colinas","Vereador"," 7,88"," 8,72"
"4520",2008,"MA","07684","Igarape Do Meio","Vereador"," 7,00"," 7,50"
"4521",2008,"MA","07692","Coroata","Vereador"," 9,62","10,15"
"4522",2008,"MA","07706","Itaipava Do Grajau","Vereador"," 8,57"," 9,06"
"4523",2008,"MA","07714","Cururupu","Vereador"," 9,60","10,67"
"4524",2008,"MA","07722","Itinga Do Maranhao","Vereador"," 9,34"," 9,89"
"4525",2008,"MA","07730","Dom Pedro","Vereador"," 7,24"," 7,78"
"4526",2008,"MA","07749","Jatoba","Vereador"," 5,17"," 5,83"
"4527",2008,"MA","07757","Duque Bacelar","Vereador"," 8,24"," 8,78"
"4528",2008,"MA","07765","Jenipapo Dos Vieiras","Vereador"," 6,11"," 6,56"
"4529",2008,"MA","07773","Esperantinopolis","Vereador"," 6,67"," 7,17"
"4530",2008,"MA","07781","Junco Do Maranhao","Vereador"," 5,12"," 5,67"
"4531",2008,"MA","07790","Fortaleza Dos Nogueiras","Vereador"," 5,00"," 5,50"
"4532",2008,"MA","07803","Lago Dos Rodrigues","Vereador"," 5,23"," 5,83"
"4533",2008,"MA","07811","Fortuna","Vereador"," 3,67"," 4,33"
"4534",2008,"MA","07838","Godofredo Viana","Vereador"," 5,36"," 5,89"
"4535",2008,"MA","07854","Goncalves Dias","Vereador"," 4,24"," 4,83"
"4536",2008,"MA","07862","Lajeado Novo","Vereador"," 4,94"," 5,44"
"4537",2008,"MA","07870","Governador Archer","Vereador"," 4,00"," 4,50"
"4538",2008,"MA","07889","Maracacume","Vereador"," 9,50","10,00"
"4539",2008,"MA","07897","Governador Eugenio Barros","Vereador"," 6,11"," 6,50"
"4540",2008,"MA","07900","Maraja Do Sena","Vereador"," 5,68"," 6,17"
"4541",2008,"MA","07919","Graca Aranha","Vereador"," 3,00"," 3,50"
"4542",2008,"MA","07927","Maranhaozinho","Vereador"," 8,20"," 9,11"
"4543",2008,"MA","07935","Grajau","Vereador","10,09","10,60"
"4544",2008,"MA","07943","Matoes Do Norte","Vereador"," 7,81"," 8,39"
"4545",2008,"MA","07951","Guimaraes","Vereador"," 7,87"," 8,33"
"4546",2008,"MA","07960","Milagres Do Maranhao","Vereador"," 5,00"," 5,50"
"4547",2008,"MA","07978","Humberto De Campos","Vereador","11,63","12,17"
"4548",2008,"MA","07986","Nova Colinas","Vereador"," 3,50"," 4,00"
"4549",2008,"MA","07994","Icatu","Vereador"," 9,45"," 9,94"
"4550",2008,"MA","08001","Nova Olinda Do Maranhao","Vereador"," 7,16"," 7,78"
"4551",2008,"MA","08010","Igarape Grande","Vereador"," 4,65"," 5,17"
"4552",2008,"MA","08028","Olinda Nova Do Maranhao","Vereador"," 6,06"," 6,56"
"4553",2008,"MA","08036","Imperatriz","Vereador","11,47","12,00"
"4554",2008,"MA","08044","Paulino Neves","Vereador"," 5,65"," 6,11"
"4555",2008,"MA","08052","Sao Luis Gonzaga Do Maranhao","Vereador"," 9,50","10,00"
"4556",2008,"MA","08060","Pedro Do Rosario","Vereador"," 9,13"," 9,94"
"4557",2008,"MA","08079","Itapecuru Mirim","Vereador"," 9,84","10,35"
"4558",2008,"MA","08087","Peritoro","Vereador"," 9,69","10,39"
"4559",2008,"MA","08095","Joao Lisboa","Vereador","10,69","11,33"
"4560",2008,"MA","08109","Porto Rico Do Maranhao","Vereador"," 5,24"," 5,89"
"4561",2008,"MA","08117","Joselandia","Vereador"," 3,50"," 4,00"
"4562",2008,"MA","08125","Presidente Medici","Vereador"," 7,33"," 7,89"
"4563",2008,"MA","08133","Lago Da Pedra","Vereador"," 7,33"," 7,89"
"4564",2008,"MA","08141","Presidente Sarney","Vereador"," 7,36"," 8,11"
"4565",2008,"MA","08150","Lago Do Junco","Vereador"," 7,62"," 8,11"
"4566",2008,"MA","08168","Raposa","Vereador","10,68","11,33"
"4567",2008,"MA","08176","Lago Verde","Vereador"," 5,33"," 5,94"
"4568",2008,"MA","08184","Ribamar Fiquene","Vereador"," 7,50"," 8,00"
"4569",2008,"MA","08192","Lima Campos","Vereador"," 3,00"," 3,50"
"4570",2008,"MA","08206","Santa Filomena Do Maranhao","Vereador"," 6,42"," 6,89"
"4571",2008,"MA","08214","Loreto","Vereador"," 7,60"," 8,17"
"4572",2008,"MA","08222","Santana Do Maranhao","Vereador"," 3,01"," 3,72"
"4573",2008,"MA","08230","Luis Domingues","Vereador"," 5,15"," 5,67"
"4574",2008,"MA","08257","Magalhaes De Almeida","Vereador"," 4,09"," 4,61"
"4575",2008,"MA","08265","Sao Domingos Do Azeitao","Vereador","10,38","11,00"
"4576",2008,"MA","08273","Mata Roma","Vereador"," 5,21"," 5,72"
"4577",2008,"MA","08281","Sao Francisco Do Brejao","Vereador"," 4,50"," 5,00"
"4578",2008,"MA","08290","Matinha","Vereador"," 7,65"," 8,06"
"4579",2008,"MA","08303","Sao Joao Do Caru","Vereador"," 8,68"," 9,22"
"4580",2008,"MA","08311","Matoes","Vereador"," 6,58"," 7,17"
"4581",2008,"MA","08320","Sao Joao Do Paraiso","Vereador","10,21","10,78"
"4582",2008,"MA","08338","Mirador","Vereador"," 6,69"," 7,17"
"4583",2008,"MA","08346","Sao Joao Do Soter","Vereador","10,01","10,50"
"4584",2008,"MA","08354","Mirinzal","Vereador","10,69","11,39"
"4585",2008,"MA","08362","Sao Jose Dos Basilios","Vereador"," 5,09"," 5,50"
"4586",2008,"MA","08370","Moncao","Vereador"," 9,92","10,50"
"4587",2008,"MA","08397","Montes Altos","Vereador"," 7,76"," 8,28"
"4588",2008,"MA","08400","Sao Pedro Dos Crentes","Vereador"," 2,90"," 3,44"
"4589",2008,"MA","08419","Morros","Vereador"," 8,96"," 9,50"
"4590",2008,"MA","08427","Sao Raimundo Do Doca Bezerra","Vereador"," 4,57"," 5,06"
"4591",2008,"MA","08435","Nina Rodrigues","Vereador"," 5,95"," 6,50"
"4592",2008,"MA","08443","Sao Roberto","Vereador"," 2,87"," 3,39"
"4593",2008,"MA","08451","Nova Iorque","Vereador"," 2,87"," 3,39"
"4594",2008,"MA","08460","Satubinha","Vereador"," 5,59"," 6,11"
"4595",2008,"MA","08478","Olho D'agua Das Cunhas","Vereador"," 7,00"," 7,50"
"4596",2008,"MA","08486","Senador Alexandre Costa","Vereador"," 5,14"," 5,61"
"4597",2008,"MA","08494","Paco Do Lumiar","Vereador","12,00","12,50"
"4598",2008,"MA","08508","Senador La Rocque","Vereador"," 9,87","10,39"
"4599",2008,"MA","08524","Serrano Do Maranhao","Vereador"," 5,13"," 5,67"
"4600",2008,"MA","08532","Paraibano","Vereador"," 6,41"," 6,89"
"4601",2008,"MA","08540","Sucupira Do Riachao","Vereador"," 8,32"," 8,83"
"4602",2008,"MA","08559","Parnarama","Vereador"," 8,58"," 9,11"
"4603",2008,"MA","08567","Trizidela Do Vale","Vereador"," 7,28"," 7,78"
"4604",2008,"MA","08575","Passagem Franca","Vereador"," 4,50"," 5,00"
"4605",2008,"MA","08583","Tufilandia","Vereador"," 7,15"," 7,78"
"4606",2008,"MA","08591","Pastos Bons","Vereador"," 8,76"," 9,28"
"4607",2008,"MA","08605","Turilandia","Vereador","10,10","10,94"
"4608",2008,"MA","08613","Pedreiras","Vereador"," 8,54"," 9,06"
"4609",2008,"MA","08630","Penalva","Vereador"," 6,55"," 7,22"
"4610",2008,"MA","08672","Pindare-Mirim","Vereador"," 8,40"," 8,94"
"4611",2008,"MA","08699","Pinheiro","Vereador","10,78","11,45"
"4612",2008,"MA","08710","Pio Xii","Vereador","11,11","11,61"
"4613",2008,"MA","08737","Pirapemas","Vereador","10,38","10,94"
"4614",2008,"MA","08753","Pocao De Pedras","Vereador"," 8,80"," 9,33"
"4615",2008,"MA","08770","Porto Franco","Vereador"," 7,18"," 7,67"
"4616",2008,"MA","08796","Presidente Dutra","Vereador"," 7,62"," 8,17"
