"","Ano da eleição","UF","Código do município","Nome do município","Cargo","Volatilidade eleitoral","Volatilidade parlamentar"
"12864",2008,"PR","75795","Guaraci","Vereador"," 2,57"," 3,06"
"12865",2008,"PR","75809","Luiziana","Vereador"," 3,99"," 4,50"
"12866",2008,"PR","75817","Guaraniacu","Vereador"," 4,24"," 4,78"
"12867",2008,"PR","75833","Guarapuava","Vereador","10,33","10,88"
"12868",2008,"PR","75850","Guaraquecaba","Vereador"," 4,00"," 4,50"
"12869",2008,"PR","75876","Guaratuba","Vereador"," 9,51","10,00"
"12870",2008,"PR","75892","Ibaiti","Vereador"," 8,16"," 8,67"
"12871",2008,"PR","75914","Ibipora","Vereador"," 9,24"," 9,83"
"12872",2008,"PR","75930","Icaraima","Vereador"," 7,60"," 8,11"
"12873",2008,"PR","75957","Iguaracu","Vereador"," 4,51"," 5,00"
"12874",2008,"PR","75973","Imbituva","Vereador"," 5,98"," 6,72"
"12875",2008,"PR","75990","Inacio Martins","Vereador"," 6,43"," 6,89"
"12876",2008,"PR","76015","Inaja","Vereador"," 3,37"," 3,89"
"12877",2008,"PR","76031","Ipiranga","Vereador"," 5,00"," 5,50"
"12878",2008,"PR","76058","Ipora","Vereador"," 9,67","10,22"
"12879",2008,"PR","76074","Irati","Vereador"," 6,63"," 7,30"
"12880",2008,"PR","76090","Iretama","Vereador"," 4,22"," 4,78"
"12881",2008,"PR","76112","Itaguaje","Vereador"," 1,50"," 2,00"
"12882",2008,"PR","76139","Itambaraca","Vereador"," 4,14"," 4,67"
"12883",2008,"PR","76155","Itambe","Vereador"," 3,32"," 3,89"
"12884",2008,"PR","76171","Itapejara D'oeste","Vereador"," 4,10"," 4,61"
"12885",2008,"PR","76198","Itauna Do Sul","Vereador"," 2,50"," 3,00"
"12886",2008,"PR","76210","Ivai","Vereador"," 3,50"," 4,00"
"12887",2008,"PR","76236","Ivaipora","Vereador"," 7,30"," 7,83"
"12888",2008,"PR","76252","Ivatuba","Vereador"," 4,06"," 4,50"
"12889",2008,"PR","76279","Jaboti","Vereador"," 4,00"," 4,50"
"12890",2008,"PR","76295","Jacarezinho","Vereador"," 6,42"," 6,94"
"12891",2008,"PR","76317","Jaguapita","Vereador"," 4,74"," 5,28"
"12892",2008,"PR","76333","Jaguariaiva","Vereador"," 9,05"," 9,56"
"12893",2008,"PR","76350","Jandaia Do Sul","Vereador"," 8,62"," 9,11"
"12894",2008,"PR","76376","Janiopolis","Vereador"," 5,00"," 5,50"
"12895",2008,"PR","76392","Japira","Vereador"," 3,50"," 4,00"
"12896",2008,"PR","76414","Japura","Vereador"," 4,50"," 5,00"
"12897",2008,"PR","76430","Jardim Alegre","Vereador"," 3,98"," 4,72"
"12898",2008,"PR","76457","Jardim Olinda","Vereador"," 4,01"," 4,50"
"12899",2008,"PR","76473","Jataizinho","Vereador"," 7,12"," 7,61"
"12900",2008,"PR","76490","Joaquim Tavora","Vereador"," 4,00"," 4,50"
"12901",2008,"PR","76511","Jundiai Do Sul","Vereador"," 4,50"," 5,00"
"12902",2008,"PR","76538","Jussara","Vereador"," 5,56"," 6,00"
"12903",2008,"PR","76554","Kalore","Vereador"," 4,00"," 4,50"
"12904",2008,"PR","76570","Lapa","Vereador"," 7,25"," 7,78"
"12905",2008,"PR","76597","Laranjeiras Do Sul","Vereador"," 7,26"," 7,83"
"12906",2008,"PR","76619","Leopolis","Vereador"," 5,50"," 6,00"
"12907",2008,"PR","76635","Loanda","Vereador"," 3,51"," 4,06"
"12908",2008,"PR","76651","Lobato","Vereador"," 4,41"," 4,94"
"12909",2008,"PR","76678","Londrina","Vereador","12,00","12,50"
"12910",2008,"PR","76694","Lupionopolis","Vereador"," 3,75"," 4,44"
"12911",2008,"PR","76716","Mallet","Vereador"," 9,47","10,00"
"12912",2008,"PR","76732","Mambore","Vereador"," 6,50"," 7,00"
"12913",2008,"PR","76759","Mandaguacu","Vereador"," 5,78"," 6,22"
"12914",2008,"PR","76775","Mandaguari","Vereador"," 8,22"," 8,78"
"12915",2008,"PR","76791","Mandirituba","Vereador"," 8,67"," 9,17"
"12916",2008,"PR","76813","Manoel Ribas","Vereador"," 4,50"," 5,00"
"12917",2008,"PR","76830","Marechal Candido Rondon","Vereador"," 7,67"," 8,17"
"12918",2008,"PR","76856","Maria Helena","Vereador"," 7,71"," 8,17"
"12919",2008,"PR","76872","Marialva","Vereador"," 8,04"," 8,56"
"12920",2008,"PR","76899","Mariluz","Vereador"," 4,00"," 4,50"
"12921",2008,"PR","76910","Maringa","Vereador","12,15","12,70"
"12922",2008,"PR","76937","Mariopolis","Vereador"," 3,72"," 4,22"
"12923",2008,"PR","76953","Marmeleiro","Vereador"," 5,12"," 5,61"
"12924",2008,"PR","76970","Marumbi","Vereador"," 2,80"," 3,44"
"12925",2008,"PR","76996","Matelandia","Vereador"," 6,58"," 7,06"
"12926",2008,"PR","77011","Medianeira","Vereador"," 5,42"," 5,94"
"12927",2008,"PR","77038","Mirador","Vereador"," 2,08"," 2,83"
"12928",2008,"PR","77054","Miraselva","Vereador"," 2,50"," 3,00"
"12929",2008,"PR","77070","Moreira Sales","Vereador"," 6,11"," 6,61"
"12930",2008,"PR","77097","Morretes","Vereador"," 8,71"," 9,17"
"12931",2008,"PR","77119","Munhoz De Melo","Vereador"," 3,50"," 4,00"
"12932",2008,"PR","77135","Nossa Senhora Das Gracas","Vereador"," 4,85"," 5,39"
"12933",2008,"PR","77151","Nova Alianca Do Ivai","Vereador"," 4,20"," 4,72"
"12934",2008,"PR","77178","Nova America Da Colina","Vereador"," 6,50"," 7,00"
"12935",2008,"PR","77194","Nova Cantu","Vereador"," 5,00"," 5,50"
"12936",2008,"PR","77216","Nova Esperanca","Vereador"," 7,73"," 8,22"
"12937",2008,"PR","77232","Nova Fatima","Vereador"," 4,55"," 5,06"
"12938",2008,"PR","77259","Nova Londrina","Vereador"," 5,12"," 5,56"
"12939",2008,"PR","77275","Ortigueira","Vereador"," 9,09"," 9,56"
"12940",2008,"PR","77291","Ourizona","Vereador"," 2,88"," 3,39"
"12941",2008,"PR","77313","Paicandu","Vereador"," 9,74","10,22"
"12942",2008,"PR","77330","Palmas","Vereador"," 5,00"," 5,50"
"12943",2008,"PR","77356","Palmeira","Vereador"," 8,50"," 9,00"
"12944",2008,"PR","77372","Palmital","Vereador"," 6,61"," 7,17"
"12945",2008,"PR","77399","Palotina","Vereador"," 4,00"," 4,50"
"12946",2008,"PR","77410","Paraiso Do Norte","Vereador"," 2,50"," 3,00"
"12947",2008,"PR","77437","Paranacity","Vereador"," 6,19"," 6,72"
"12948",2008,"PR","77453","Paranagua","Vereador","11,62","12,09"
"12949",2008,"PR","77470","Paranapoema","Vereador"," 3,43"," 4,00"
"12950",2008,"PR","77496","Paranavai","Vereador"," 8,65"," 9,10"
"12951",2008,"PR","77518","Pato Branco","Vereador"," 7,69"," 8,15"
"12952",2008,"PR","77534","Paula Freitas","Vereador"," 3,85"," 4,72"
"12953",2008,"PR","77550","Paulo Frontin","Vereador"," 4,95"," 5,50"
"12954",2008,"PR","77577","Peabiru","Vereador"," 5,86"," 6,67"
"12955",2008,"PR","77593","Perola D'oeste","Vereador"," 3,57"," 4,11"
"12956",2008,"PR","77615","Pien","Vereador"," 9,43"," 9,94"
"12957",2008,"PR","77631","Pinhalao","Vereador"," 4,10"," 4,56"
"12958",2008,"PR","77658","Pinhao","Vereador"," 6,05"," 6,50"
"12959",2008,"PR","77674","Pirai Do Sul","Vereador"," 8,35"," 8,89"
"12960",2008,"PR","77690","Piraquara","Vereador"," 9,22"," 9,85"
"12961",2008,"PR","77712","Pitanga","Vereador"," 7,26"," 7,89"
"12962",2008,"PR","77739","Planaltina Do Parana","Vereador"," 3,50"," 4,39"
"12963",2008,"PR","77755","Planalto","Vereador"," 3,03"," 3,56"
"12964",2008,"PR","77771","Ponta Grossa","Vereador","12,00","12,50"
"12965",2008,"PR","77798","Porecatu","Vereador"," 6,68"," 7,17"
"12966",2008,"PR","77810","Porto Amazonas","Vereador"," 6,73"," 7,28"
"12967",2008,"PR","77836","Porto Rico","Vereador"," 3,37"," 3,83"
"12968",2008,"PR","77852","Porto Vitoria","Vereador"," 4,18"," 4,67"
"12969",2008,"PR","77879","Presidente Castelo Branco","Vereador"," 6,24"," 6,83"
"12970",2008,"PR","77895","Primeiro De Maio","Vereador"," 4,22"," 4,83"
"12971",2008,"PR","77917","Prudentopolis","Vereador"," 7,50"," 8,00"
"12972",2008,"PR","77933","Quatigua","Vereador"," 4,53"," 5,06"
"12973",2008,"PR","77950","Quatro Barras","Vereador"," 8,11"," 8,50"
"12974",2008,"PR","77976","Querencia Do Norte","Vereador"," 3,91"," 4,44"
"12975",2008,"PR","77992","Quinta Do Sol","Vereador"," 5,06"," 5,56"
"12976",2008,"PR","78018","Quitandinha","Vereador"," 7,00"," 7,50"
"12977",2008,"PR","78034","Rancho Alegre","Vereador"," 4,10"," 5,11"
"12978",2008,"PR","78050","Realeza","Vereador"," 5,00"," 5,50"
"12979",2008,"PR","78077","Reboucas","Vereador"," 6,53"," 7,06"
"12980",2008,"PR","78093","Renascenca","Vereador"," 3,96"," 4,50"
"12981",2008,"PR","78115","Reserva","Vereador"," 7,63"," 8,17"
"12982",2008,"PR","78131","Ribeirao Claro","Vereador"," 5,69"," 6,17"
"12983",2008,"PR","78158","Ribeirao Do Pinhal","Vereador"," 7,98"," 8,78"
"12984",2008,"PR","78174","Rio Azul","Vereador"," 6,15"," 6,72"
"12985",2008,"PR","78190","Rio Bom","Vereador"," 4,57"," 5,06"
"12986",2008,"PR","78212","Rio Branco Do Sul","Vereador"," 6,53"," 7,06"
"12987",2008,"PR","78239","Rio Negro","Vereador"," 7,20"," 7,78"
"12988",2008,"PR","78255","Rolandia","Vereador"," 8,50"," 9,00"
"12989",2008,"PR","78271","Roncador","Vereador"," 6,58"," 7,00"
"12990",2008,"PR","78298","Rondon","Vereador"," 4,52"," 5,00"
"12991",2008,"PR","78310","Sabaudia","Vereador"," 4,80"," 5,28"
"12992",2008,"PR","78336","Salgado Filho","Vereador"," 4,02"," 4,50"
"12993",2008,"PR","78352","Salto Do Itarare","Vereador"," 5,50"," 6,00"
"12994",2008,"PR","78379","Salto Do Lontra","Vereador"," 7,21"," 7,72"
"12995",2008,"PR","78395","Santa Amelia","Vereador"," 3,37"," 4,17"
"12996",2008,"PR","78417","Santa Cecilia Do Pavao","Vereador"," 4,71"," 5,22"
"12997",2008,"PR","78433","Santa Cruz De Monte Castelo","Vereador"," 5,50"," 6,00"
"12998",2008,"PR","78450","Santa Fe","Vereador"," 4,50"," 5,00"
"12999",2008,"PR","78476","Santa Ines","Vereador"," 4,76"," 5,39"
"13000",2008,"PR","78492","Santa Isabel Do Ivai","Vereador"," 7,00"," 7,50"
"13001",2008,"PR","78514","Santa Izabel Do Oeste","Vereador"," 3,50"," 4,00"
"13002",2008,"PR","78530","Santa Mariana","Vereador"," 4,06"," 4,56"
"13003",2008,"PR","78557","Santana Do Itarare","Vereador"," 4,59"," 5,06"
"13004",2008,"PR","78573","Santo Antonio Do Sudoeste","Vereador"," 6,00"," 6,50"
"13005",2008,"PR","78590","Santo Antonio Da Platina","Vereador"," 7,00"," 7,50"
"13006",2008,"PR","78611","Santo Antonio Do Caiua","Vereador"," 4,71"," 5,22"
"13007",2008,"PR","78638","Santo Antonio Do Paraiso","Vereador"," 5,04"," 5,56"
"13008",2008,"PR","78654","Santo Inacio","Vereador"," 3,00"," 3,50"
"13009",2008,"PR","78670","Sao Carlos Do Ivai","Vereador"," 3,47"," 4,00"
"13010",2008,"PR","78697","Sao Jeronimo Da Serra","Vereador"," 4,52"," 5,00"
"13011",2008,"PR","78719","Sao Joao","Vereador"," 4,51"," 5,00"
"13012",2008,"PR","78735","Sao Joao Do Caiua","Vereador"," 4,50"," 5,00"
"13013",2008,"PR","78751","Sao Joao Do Ivai","Vereador"," 4,97"," 5,50"
"13014",2008,"PR","78778","Sao Joao Do Triunfo","Vereador"," 6,00"," 6,50"
"13015",2008,"PR","78794","Sao Jorge Do Ivai","Vereador"," 4,40"," 4,83"
"13016",2008,"PR","78816","Sao Jorge D'oeste","Vereador"," 5,55"," 6,00"
"13017",2008,"PR","78832","Sao Jose Da Boa Vista","Vereador"," 4,00"," 4,50"
"13018",2008,"PR","78859","Sao Jose Dos Pinhais","Vereador","10,53","11,04"
"13019",2008,"PR","78875","Sao Mateus Do Sul","Vereador"," 9,27"," 9,72"
"13020",2008,"PR","78891","Sao Miguel Do Iguacu","Vereador"," 5,41"," 6,17"
"13021",2008,"PR","78913","Sao Pedro Do Ivai","Vereador"," 5,12"," 5,61"
"13022",2008,"PR","78930","Sao Pedro Do Parana","Vereador"," 1,77"," 2,39"
"13023",2008,"PR","78956","Sao Sebastiao Da Amoreira","Vereador"," 4,92"," 5,44"
"13024",2008,"PR","78972","Sao Tome","Vereador"," 6,17"," 6,67"
"13025",2008,"PR","78999","Sapopema","Vereador"," 5,06"," 5,50"
"13026",2008,"PR","79014","Senges","Vereador"," 5,50"," 6,00"
"13027",2008,"PR","79030","Sertaneja","Vereador"," 3,76"," 4,56"
"13028",2008,"PR","79057","Sertanopolis","Vereador"," 6,12"," 6,56"
"13029",2008,"PR","79073","Siqueira Campos","Vereador"," 8,10"," 8,61"
"13030",2008,"PR","79090","Tamboara","Vereador"," 5,00"," 5,50"
"13031",2008,"PR","79111","Tapejara","Vereador"," 6,04"," 6,50"
"13032",2008,"PR","79138","Teixeira Soares","Vereador"," 5,56"," 6,11"
"13033",2008,"PR","79154","Telemaco Borba","Vereador"," 9,50","10,00"
"13034",2008,"PR","79170","Terra Boa","Vereador"," 5,53"," 6,00"
"13035",2008,"PR","79197","Terra Rica","Vereador"," 6,11"," 6,78"
"13036",2008,"PR","79219","Terra Roxa","Vereador"," 5,66"," 6,11"
"13037",2008,"PR","79235","Tibagi","Vereador"," 7,75"," 8,28"
"13038",2008,"PR","79251","Tijucas Do Sul","Vereador"," 3,98"," 4,50"
"13039",2008,"PR","79278","Toledo","Vereador"," 7,09"," 7,55"
"13040",2008,"PR","79294","Tomazina","Vereador"," 6,00"," 6,50"
"13041",2008,"PR","79316","Tuneiras Do Oeste","Vereador"," 6,23"," 6,78"
"13042",2008,"PR","79332","Ubirata","Vereador"," 7,36"," 7,94"
"13043",2008,"PR","79359","Umuarama","Vereador","10,21","10,75"
"13044",2008,"PR","79375","Uniao Da Vitoria","Vereador"," 6,50"," 7,00"
"13045",2008,"PR","79391","Uniflor","Vereador"," 3,00"," 3,50"
"13046",2008,"PR","79413","Urai","Vereador"," 8,73"," 9,22"
"13047",2008,"PR","79430","Wenceslau Braz","Vereador"," 9,27"," 9,94"
"13048",2008,"PR","79456","Vere","Vereador"," 4,01"," 4,50"
"13049",2008,"PR","79472","Vitorino","Vereador"," 4,16"," 4,72"
"13050",2008,"PR","79499","Xambre","Vereador"," 4,00"," 4,50"
"13051",2008,"PR","79510","Altonia","Vereador"," 4,00"," 4,50"
"13052",2008,"PR","79537","Assis Chateaubriand","Vereador"," 6,63"," 7,17"
"13053",2008,"PR","79553","Quedas Do Iguacu","Vereador"," 9,55","10,11"
"13054",2008,"PR","79570","Ceu Azul","Vereador"," 5,60"," 6,06"
"13055",2008,"PR","79596","Grandes Rios","Vereador"," 2,67"," 3,17"
"13056",2008,"PR","79618","Indianopolis","Vereador"," 5,52"," 6,00"
"13057",2008,"PR","79634","Matinhos","Vereador"," 8,63"," 9,22"
"13058",2008,"PR","79650","Nova Aurora","Vereador"," 5,53"," 6,06"
"13059",2008,"PR","79677","Nova Olimpia","Vereador"," 3,00"," 3,50"
"13060",2008,"PR","79693","Perola","Vereador"," 3,45"," 3,94"
"13061",2008,"PR","79715","Santa Helena","Vereador"," 5,77"," 6,61"
"13062",2008,"PR","79731","Tapira","Vereador"," 2,88"," 3,72"
"13063",2008,"PR","79774","Francisco Alves","Vereador"," 2,50"," 3,00"
"13064",2008,"PR","79790","Nova Santa Rosa","Vereador"," 3,00"," 3,50"
"13065",2008,"PR","79812","Boa Vista Da Aparecida","Vereador"," 4,50"," 5,00"
"13066",2008,"PR","79839","Braganey","Vereador"," 4,42"," 5,00"
"13067",2008,"PR","79855","Cafelandia","Vereador"," 3,65"," 4,17"
"13068",2008,"PR","79871","Tres Barras Do Parana","Vereador"," 4,62"," 5,06"
"13069",2008,"PR","79898","Vera Cruz Do Oeste","Vereador"," 4,55"," 5,11"
"13070",2008,"PR","79910","Pranchita","Vereador"," 3,00"," 3,50"
"13071",2008,"PR","79936","Tupassi","Vereador"," 4,00"," 4,50"
"13072",2008,"PR","79952","Nova Prata Do Iguacu","Vereador"," 5,10"," 5,56"
"13073",2008,"PR","79979","Jesuitas","Vereador"," 5,05"," 5,56"
"13074",2008,"PR","79995","Sao Jorge Do Patrocinio","Vereador"," 3,66"," 4,06"
"13075",2008,"PR","84514","Cantagalo","Vereador"," 4,53"," 5,00"
"13076",2008,"PR","84530","Turvo","Vereador"," 5,57"," 6,06"
"13077",2008,"PR","84557","Altamira Do Parana","Vereador"," 3,50"," 4,00"
"13078",2008,"PR","84573","Figueira","Vereador"," 5,09"," 6,00"
"13079",2008,"PR","84590","Lunardelli","Vereador"," 5,35"," 6,22"
"13080",2008,"PR","84611","Sarandi","Vereador","11,53","12,00"
"13081",2008,"PR","84638","Juranda","Vereador"," 5,24"," 5,72"
"13082",2008,"PR","84654","Douradina","Vereador"," 4,00"," 4,50"
"13083",2008,"PR","84670","Santa Terezinha De Itaipu","Vereador"," 7,65"," 8,06"
"13084",2008,"PR","84697","Missal","Vereador"," 4,52"," 5,28"
"13085",2008,"PR","84719","Sao Jose Das Palmeiras","Vereador"," 3,00"," 3,50"
"13086",2012,"PR","74004","Godoy Moreira","Vereador"," 4,99"," 4,50"
"13087",2012,"PR","74012","Abatia","Vereador"," 6,14"," 5,56"
"13088",2012,"PR","74020","Ibema","Vereador"," 5,82"," 5,17"
"13089",2012,"PR","74039","Adrianopolis","Vereador"," 6,68"," 5,83"
"13090",2012,"PR","74047","Lindoeste","Vereador"," 7,69"," 6,83"
"13091",2012,"PR","74055","Agudos Do Sul","Vereador"," 6,70"," 6,11"
"13092",2012,"PR","74063","Ouro Verde Do Oeste","Vereador"," 4,50"," 4,00"
"13093",2012,"PR","74071","Almirante Tamandare","Vereador","13,06","12,55"
"13094",2012,"PR","74080","Santa Tereza Do Oeste","Vereador"," 7,98"," 7,28"
"13095",2012,"PR","74098","Alto Parana","Vereador"," 6,92"," 6,39"
"13096",2012,"PR","74101","Anahy","Vereador"," 4,67"," 4,06"
"13097",2012,"PR","74110","Alto Piquiri","Vereador"," 8,06"," 7,56"
"13098",2012,"PR","74128","Angulo","Vereador"," 6,00"," 5,22"
"13099",2012,"PR","74136","Alvorada Do Sul","Vereador"," 7,86"," 7,17"
"13100",2012,"PR","74144","Boa Esperanca Do Iguacu","Vereador"," 5,03"," 4,28"
"13101",2012,"PR","74152","Amapora","Vereador"," 6,56"," 6,06"
"13102",2012,"PR","74160","Bom Sucesso Do Sul","Vereador"," 4,00"," 3,50"
"13103",2012,"PR","74179","Ampere","Vereador"," 8,74"," 7,94"
"13104",2012,"PR","74187","Brasilandia Do Sul","Vereador"," 5,20"," 4,61"
"13105",2012,"PR","74195","Andira","Vereador"," 7,86"," 7,11"
"13106",2012,"PR","74209","Cafezal Do Sul","Vereador"," 4,00"," 3,50"
"13107",2012,"PR","74217","Antonina","Vereador"," 9,62"," 9,11"
"13108",2012,"PR","74225","Candoi","Vereador"," 7,79"," 7,11"
"13109",2012,"PR","74233","Antonio Olinto","Vereador"," 5,36"," 4,67"
"13110",2012,"PR","74241","Cruzeiro Do Iguacu","Vereador"," 7,83"," 6,94"
"13111",2012,"PR","74250","Apucarana","Vereador","12,67","12,09"
"13112",2012,"PR","74268","Diamante Do Sul","Vereador"," 7,42"," 6,67"
"13113",2012,"PR","74276","Arapongas","Vereador","12,47","11,77"
"13114",2012,"PR","74284","Entre Rios Do Oeste","Vereador"," 4,88"," 3,94"
"13115",2012,"PR","74292","Arapoti","Vereador"," 7,36"," 6,94"
"13116",2012,"PR","74306","Farol","Vereador"," 5,07"," 4,56"
"13117",2012,"PR","74314","Araruna","Vereador"," 8,89"," 8,33"
"13118",2012,"PR","74322","Fazenda Rio Grande","Vereador","11,00","10,50"
"13119",2012,"PR","74330","Marilandia Do Sul","Vereador"," 8,50"," 8,00"
"13120",2012,"PR","74349","Flor Da Serra Do Sul","Vereador"," 5,60"," 5,06"
"13121",2012,"PR","74357","Araucaria","Vereador","12,86","12,18"
"13122",2012,"PR","74365","Honorio Serpa","Vereador"," 8,58"," 7,78"
"13123",2012,"PR","74373","Assai","Vereador"," 7,80"," 7,11"
"13124",2012,"PR","74381","Iguatu","Vereador"," 5,60"," 4,83"
"13125",2012,"PR","74390","Astorga","Vereador"," 9,18"," 8,61"
"13126",2012,"PR","74403","Iracema Do Oeste","Vereador"," 6,00"," 5,50"
"13127",2012,"PR","74411","Atalaia","Vereador"," 6,59"," 5,78"
"13128",2012,"PR","74420","Novo Itacolomi","Vereador"," 5,50"," 5,00"
"13129",2012,"PR","74438","Balsa Nova","Vereador","12,04","11,50"
"13130",2012,"PR","74446","Itaperucu","Vereador"," 9,53"," 9,06"
"13131",2012,"PR","74454","Bandeirantes","Vereador","11,91","11,17"
"13132",2012,"PR","74462","Ivate","Vereador"," 6,87"," 6,11"
"13133",2012,"PR","74470","Barbosa Ferraz","Vereador"," 7,30"," 6,78"
"13134",2012,"PR","74489","Lidianopolis","Vereador"," 6,04"," 5,28"
"13135",2012,"PR","74497","Barracao","Vereador"," 6,79"," 6,17"
"13136",2012,"PR","74500","Maripa","Vereador"," 5,32"," 4,61"
"13137",2012,"PR","74519","Barra Do Jacare","Vereador"," 7,18"," 6,56"
"13138",2012,"PR","74527","Mato Rico","Vereador"," 8,04"," 7,28"
"13139",2012,"PR","74535","Bela Vista Do Paraiso","Vereador"," 9,18"," 8,61"
"13140",2012,"PR","74543","Maua Da Serra","Vereador"," 8,35"," 7,67"
"13141",2012,"PR","74551","Bituruna","Vereador"," 6,27"," 5,61"
"13142",2012,"PR","74560","Mercedes","Vereador"," 5,00"," 4,50"
"13143",2012,"PR","74578","Boa Esperanca","Vereador"," 4,50"," 4,00"
"13144",2012,"PR","74586","Nova Laranjeiras","Vereador"," 6,02"," 5,50"
"13145",2012,"PR","74594","Bocaiuva Do Sul","Vereador"," 8,06"," 7,50"
"13146",2012,"PR","74608","Nova Santa Barbara","Vereador"," 4,58"," 4,00"
"13147",2012,"PR","74616","Bom Sucesso","Vereador"," 7,19"," 6,56"
"13148",2012,"PR","74624","Pato Bragado","Vereador"," 5,72"," 4,89"
"13149",2012,"PR","74632","Borrazopolis","Vereador"," 6,53"," 6,00"
"13150",2012,"PR","74640","Pinhal De Sao Bento","Vereador"," 4,50"," 4,00"
"13151",2012,"PR","74659","Cafeara","Vereador"," 4,34"," 3,50"
"13152",2012,"PR","74667","Pitangueiras","Vereador"," 5,36"," 4,67"
"13153",2012,"PR","74675","California","Vereador"," 6,50"," 6,00"
"13154",2012,"PR","74683","Quatro Pontes","Vereador"," 5,90"," 4,94"
"13155",2012,"PR","74691","Cambara","Vereador"," 8,40"," 7,67"
"13156",2012,"PR","74705","Ramilandia","Vereador"," 7,30"," 6,67"
"13157",2012,"PR","74713","Cambe","Vereador","12,43","11,95"
"13158",2012,"PR","74721","Rancho Alegre D'oeste","Vereador"," 4,98"," 4,28"
"13159",2012,"PR","74730","Cambira","Vereador"," 7,07"," 6,50"
"13160",2012,"PR","74748","Rio Bonito Do Iguacu","Vereador"," 8,79"," 8,11"
"13161",2012,"PR","74756","Campina Da Lagoa","Vereador"," 9,92"," 9,17"
"13162",2012,"PR","74764","Santa Lucia","Vereador"," 4,00"," 3,50"
"13163",2012,"PR","74772","Campina Grande Do Sul","Vereador","10,98","10,44"
"13164",2012,"PR","74780","Campo Bonito","Vereador"," 6,52"," 6,00"
"13165",2012,"PR","74799","Campo Do Tenente","Vereador"," 7,78"," 7,17"
"13166",2012,"PR","74802","Santa Maria Do Oeste","Vereador"," 8,92"," 8,22"
"13167",2012,"PR","74810","Campo Largo","Vereador","12,05","11,45"
"13168",2012,"PR","74829","Santa Monica","Vereador"," 4,50"," 4,00"
"13169",2012,"PR","74837","Campo Mourao","Vereador"," 9,54"," 9,00"
"13170",2012,"PR","74845","Sao Manoel Do Parana","Vereador"," 3,33"," 2,83"
"13171",2012,"PR","74853","Candido De Abreu","Vereador"," 8,55"," 7,83"
"13172",2012,"PR","74861","Sao Pedro Do Iguacu","Vereador"," 7,01"," 6,28"
"13173",2012,"PR","74870","Capanema","Vereador"," 7,08"," 6,28"
"13174",2012,"PR","74888","Tunas Do Parana","Vereador"," 6,00"," 5,50"
"13175",2012,"PR","74896","Capitao Leonidas Marques","Vereador"," 5,64"," 5,06"
"13176",2012,"PR","74900","Ventania","Vereador"," 5,13"," 4,50"
"13177",2012,"PR","74918","Carlopolis","Vereador"," 7,00"," 6,50"
"13178",2012,"PR","74926","Alto Paraiso","Vereador"," 6,73"," 6,11"
"13179",2012,"PR","74934","Cascavel","Vereador","14,55","14,00"
"13180",2012,"PR","74942","Doutor Ulysses","Vereador"," 4,45"," 3,94"
"13181",2012,"PR","74950","Castro","Vereador","11,36","10,75"
"13182",2012,"PR","74969","Virmond","Vereador"," 8,95"," 8,22"
"13183",2012,"PR","74977","Catanduvas","Vereador"," 5,44"," 4,94"
"13184",2012,"PR","74985","Laranjal","Vereador"," 7,00"," 6,50"
"13185",2012,"PR","74993","Centenario Do Sul","Vereador"," 6,50"," 6,00"
"13186",2012,"PR","75000","Itaipulandia","Vereador","10,81","10,17"
"13187",2012,"PR","75019","Cerro Azul","Vereador"," 6,89"," 6,17"
"13188",2012,"PR","75027","Nova Esperanca Do Sudoeste","Vereador"," 5,23"," 4,61"
"13189",2012,"PR","75035","Chopinzinho","Vereador"," 9,68"," 8,78"
"13190",2012,"PR","75043","Pinhais","Vereador","12,06","11,50"
"13191",2012,"PR","75051","Cianorte","Vereador"," 9,67"," 9,10"
"13192",2012,"PR","75060","Saudade Do Iguacu","Vereador"," 7,25"," 6,61"
"13193",2012,"PR","75078","Cidade Gaucha","Vereador"," 6,37"," 5,67"
"13194",2012,"PR","75086","Ariranha Do Ivai","Vereador"," 4,69"," 4,11"
"13195",2012,"PR","75094","Clevelandia","Vereador"," 7,00"," 6,50"
"13196",2012,"PR","75108","Arapua","Vereador"," 4,50"," 4,00"
"13197",2012,"PR","75116","Mangueirinha","Vereador"," 8,99"," 8,22"
"13198",2012,"PR","75124","Bela Vista Da Caroba","Vereador"," 7,49"," 6,78"
"13199",2012,"PR","75132","Colombo","Vereador","13,60","13,08"
"13200",2012,"PR","75140","Boa Ventura De Sao Roque","Vereador"," 8,07"," 7,50"
"13201",2012,"PR","75159","Colorado","Vereador","10,60","10,00"
"13202",2012,"PR","75167","Bom Jesus Do Sul","Vereador"," 7,96"," 6,72"
"13203",2012,"PR","75175","Congonhinhas","Vereador"," 6,31"," 5,67"
"13204",2012,"PR","75183","Campina Do Simao","Vereador"," 5,03"," 4,50"
"13205",2012,"PR","75191","Conselheiro Mairinck","Vereador"," 6,00"," 5,50"
"13206",2012,"PR","75205","Campo Magro","Vereador","13,61","12,83"
"13207",2012,"PR","75213","Contenda","Vereador"," 6,58"," 6,11"
"13208",2012,"PR","75221","Carambei","Vereador"," 8,92"," 8,36"
"13209",2012,"PR","75230","Corbelia","Vereador"," 6,63"," 6,11"
"13210",2012,"PR","75248","Coronel Domingos Soares","Vereador"," 9,10"," 8,56"
"13211",2012,"PR","75256","Cornelio Procopio","Vereador","11,58","11,00"
