"","Ano da eleição","UF","Cargo","Cadeiras oferecidas","Votos válidos","Sigla do partido","Votos do partido","Quociente eleitoral","Quociente partidário"
"556",2010,"AP","Deputado Estadual",24,"348.593","PRTB","20.773","14.524,70","1,43"
"557",2010,"AP","Deputado Estadual",24,"348.593","PSB","17.253","14.524,70","1,19"
"558",2010,"AP","Deputado Estadual",24,"348.593","PSC","21.042","14.524,70","1,45"
"559",2010,"AP","Deputado Estadual",24,"348.593","PSDB","26.751","14.524,70","1,84"
"560",2010,"AP","Deputado Estadual",24,"348.593","PSDC","7.380","14.524,70","0,51"
"561",2010,"AP","Deputado Estadual",24,"348.593","PSL","2.029","14.524,70","0,14"
"562",2010,"AP","Deputado Estadual",24,"348.593","PSOL","500","14.524,70","0,03"
"563",2010,"AP","Deputado Estadual",24,"348.593","PSTU","221","14.524,70","0,02"
"564",2010,"AP","Deputado Estadual",24,"348.593","PT","16.536","14.524,70","1,14"
"565",2010,"AP","Deputado Estadual",24,"348.593","PT do B","22.163","14.524,70","1,53"
"566",2010,"AP","Deputado Estadual",24,"348.593","PTB","27.835","14.524,70","1,92"
"567",2010,"AP","Deputado Estadual",24,"348.593","PTC","149","14.524,70","0,01"
"568",2010,"AP","Deputado Estadual",24,"348.593","PTN","387","14.524,70","0,03"
"569",2010,"AP","Deputado Estadual",24,"348.593","PV","10.484","14.524,70","0,72"
"570",2014,"AP","Deputado Estadual",24,"393.212","DEM","16.205","16.383,83","0,99"
"571",2014,"AP","Deputado Estadual",24,"393.212","PC do B","4.759","16.383,83","0,29"
"572",2014,"AP","Deputado Estadual",24,"393.212","PDT","28.467","16.383,83","1,74"
"573",2014,"AP","Deputado Estadual",24,"393.212","PEN","1.257","16.383,83","0,08"
"574",2014,"AP","Deputado Estadual",24,"393.212","PHS","11.644","16.383,83","0,71"
"575",2014,"AP","Deputado Estadual",24,"393.212","PMDB","20.992","16.383,83","1,28"
"576",2014,"AP","Deputado Estadual",24,"393.212","PMN","370","16.383,83","0,02"
"577",2014,"AP","Deputado Estadual",24,"393.212","PP","11.898","16.383,83","0,73"
"578",2014,"AP","Deputado Estadual",24,"393.212","PPL","5.857","16.383,83","0,36"
"579",2014,"AP","Deputado Estadual",24,"393.212","PPS","6.615","16.383,83","0,4"
"580",2014,"AP","Deputado Estadual",24,"393.212","PR","15.208","16.383,83","0,93"
"581",2014,"AP","Deputado Estadual",24,"393.212","PRB","45.116","16.383,83","2,75"
"582",2014,"AP","Deputado Estadual",24,"393.212","PROS","19.737","16.383,83","1,2"
"583",2014,"AP","Deputado Estadual",24,"393.212","PRP","7.413","16.383,83","0,45"
"584",2014,"AP","Deputado Estadual",24,"393.212","PRTB","7.451","16.383,83","0,45"
"585",2014,"AP","Deputado Estadual",24,"393.212","PSB","36.089","16.383,83","2,2"
"586",2014,"AP","Deputado Estadual",24,"393.212","PSC","28.478","16.383,83","1,74"
"587",2014,"AP","Deputado Estadual",24,"393.212","PSD","11.553","16.383,83","0,71"
"588",2014,"AP","Deputado Estadual",24,"393.212","PSDB","19.117","16.383,83","1,17"
"589",2014,"AP","Deputado Estadual",24,"393.212","PSDC","13.190","16.383,83","0,81"
"590",2014,"AP","Deputado Estadual",24,"393.212","PSOL","18.893","16.383,83","1,15"
"591",2014,"AP","Deputado Estadual",24,"393.212","PSTU","1.208","16.383,83","0,07"
"592",2014,"AP","Deputado Estadual",24,"393.212","PT","14.472","16.383,83","0,88"
"593",2014,"AP","Deputado Estadual",24,"393.212","PT do B","12.049","16.383,83","0,74"
"594",2014,"AP","Deputado Estadual",24,"393.212","PTB","15.540","16.383,83","0,95"
"595",2014,"AP","Deputado Estadual",24,"393.212","PTC","548","16.383,83","0,03"
"596",2014,"AP","Deputado Estadual",24,"393.212","PTN","5.941","16.383,83","0,36"
"597",2014,"AP","Deputado Estadual",24,"393.212","PV","7.714","16.383,83","0,47"
"598",2014,"AP","Deputado Estadual",24,"393.212","SD","5.431","16.383,83","0,33"
"599",2018,"AP","Deputado Estadual",24,"410.850","","21.375","17.118,75","1,25"
"600",2018,"AP","Deputado Estadual",24,"410.850","AVANTE","552","17.118,75","0,03"
"601",2018,"AP","Deputado Estadual",24,"410.850","DC","8.854","17.118,75","0,52"
"602",2018,"AP","Deputado Estadual",24,"410.850","DEM","25.324","17.118,75","1,48"
"603",2018,"AP","Deputado Estadual",24,"410.850","MDB","9.923","17.118,75","0,58"
"604",2018,"AP","Deputado Estadual",24,"410.850","PC do B","8.611","17.118,75","0,5"
"605",2018,"AP","Deputado Estadual",24,"410.850","PDT","24.838","17.118,75","1,45"
"606",2018,"AP","Deputado Estadual",24,"410.850","PHS","6.001","17.118,75","0,35"
"607",2018,"AP","Deputado Estadual",24,"410.850","PMB","10.158","17.118,75","0,59"
"608",2018,"AP","Deputado Estadual",24,"410.850","PMN","441","17.118,75","0,03"
"609",2018,"AP","Deputado Estadual",24,"410.850","PODE","6.289","17.118,75","0,37"
"610",2018,"AP","Deputado Estadual",24,"410.850","PP","24.525","17.118,75","1,43"
"611",2018,"AP","Deputado Estadual",24,"410.850","PPL","7.733","17.118,75","0,45"
"612",2018,"AP","Deputado Estadual",24,"410.850","PR","45.966","17.118,75","2,69"
"613",2018,"AP","Deputado Estadual",24,"410.850","PRB","6.739","17.118,75","0,39"
"614",2018,"AP","Deputado Estadual",24,"410.850","PROS","8.053","17.118,75","0,47"
"615",2018,"AP","Deputado Estadual",24,"410.850","PRP","15.673","17.118,75","0,92"
"616",2018,"AP","Deputado Estadual",24,"410.850","PSB","18.801","17.118,75","1,1"
"617",2018,"AP","Deputado Estadual",24,"410.850","PSC","20.473","17.118,75","1,2"
"618",2018,"AP","Deputado Estadual",24,"410.850","PSD","18.819","17.118,75","1,1"
"619",2018,"AP","Deputado Estadual",24,"410.850","PSDB","16.918","17.118,75","0,99"
"620",2018,"AP","Deputado Estadual",24,"410.850","PSL","1.909","17.118,75","0,11"
"621",2018,"AP","Deputado Estadual",24,"410.850","PSOL","10.457","17.118,75","0,61"
"622",2018,"AP","Deputado Estadual",24,"410.850","PSTU","833","17.118,75","0,05"
"623",2018,"AP","Deputado Estadual",24,"410.850","PT","6.129","17.118,75","0,36"
"624",2018,"AP","Deputado Estadual",24,"410.850","PTB","15.030","17.118,75","0,88"
"625",2018,"AP","Deputado Estadual",24,"410.850","PTC","26.656","17.118,75","1,56"
"626",2018,"AP","Deputado Estadual",24,"410.850","PV","11.014","17.118,75","0,64"
"627",2018,"AP","Deputado Estadual",24,"410.850","REDE","24.973","17.118,75","1,46"
"628",2018,"AP","Deputado Estadual",24,"410.850","SOLIDARIEDADE","7.783","17.118,75","0,45"
"629",1998,"BA","Deputado Estadual",63,"4.184.862","PAN","11.065","66.426,38","0,17"
"630",1998,"BA","Deputado Estadual",63,"4.184.862","PC do B","99.265","66.426,38","1,49"
"631",1998,"BA","Deputado Estadual",63,"4.184.862","PCB","5.592","66.426,38","0,08"
"632",1998,"BA","Deputado Estadual",63,"4.184.862","PDT","117.634","66.426,38","1,77"
"633",1998,"BA","Deputado Estadual",63,"4.184.862","PFL","1.434.185","66.426,38","21,59"
"634",1998,"BA","Deputado Estadual",63,"4.184.862","PGT","1.293","66.426,38","0,02"
"635",1998,"BA","Deputado Estadual",63,"4.184.862","PL","268.970","66.426,38","4,05"
"636",1998,"BA","Deputado Estadual",63,"4.184.862","PMDB","247.895","66.426,38","3,73"
"637",1998,"BA","Deputado Estadual",63,"4.184.862","PMN","1.521","66.426,38","0,02"
"638",1998,"BA","Deputado Estadual",63,"4.184.862","PPB","395.414","66.426,38","5,95"
"639",1998,"BA","Deputado Estadual",63,"4.184.862","PPS","11.885","66.426,38","0,18"
"640",1998,"BA","Deputado Estadual",63,"4.184.862","PRN","17.566","66.426,38","0,26"
"641",1998,"BA","Deputado Estadual",63,"4.184.862","PRONA","32.119","66.426,38","0,48"
"642",1998,"BA","Deputado Estadual",63,"4.184.862","PRP","6.786","66.426,38","0,1"
"643",1998,"BA","Deputado Estadual",63,"4.184.862","PRTB","841","66.426,38","0,01"
"644",1998,"BA","Deputado Estadual",63,"4.184.862","PSB","170.672","66.426,38","2,57"
"645",1998,"BA","Deputado Estadual",63,"4.184.862","PSC","231.654","66.426,38","3,49"
"646",1998,"BA","Deputado Estadual",63,"4.184.862","PSD","4.064","66.426,38","0,06"
"647",1998,"BA","Deputado Estadual",63,"4.184.862","PSDB","305.614","66.426,38","4,6"
"648",1998,"BA","Deputado Estadual",63,"4.184.862","PSN","2.813","66.426,38","0,04"
"649",1998,"BA","Deputado Estadual",63,"4.184.862","PSTU","2.895","66.426,38","0,04"
"650",1998,"BA","Deputado Estadual",63,"4.184.862","PT","367.536","66.426,38","5,53"
"651",1998,"BA","Deputado Estadual",63,"4.184.862","PT do B","51.958","66.426,38","0,78"
"652",1998,"BA","Deputado Estadual",63,"4.184.862","PTB","367.518","66.426,38","5,53"
"653",1998,"BA","Deputado Estadual",63,"4.184.862","PV","28.107","66.426,38","0,42"
"654",2002,"BA","Deputado Estadual",63,"5.899.004","PAN","18.147","93.634,97","0,19"
"655",2002,"BA","Deputado Estadual",63,"5.899.004","PC do B","221.829","93.634,97","2,37"
"656",2002,"BA","Deputado Estadual",63,"5.899.004","PCO","3.236","93.634,97","0,03"
"657",2002,"BA","Deputado Estadual",63,"5.899.004","PDT","296.966","93.634,97","3,17"
"658",2002,"BA","Deputado Estadual",63,"5.899.004","PFL","1.404.083","93.634,97","15"
"659",2002,"BA","Deputado Estadual",63,"5.899.004","PGT","9.217","93.634,97","0,1"
"660",2002,"BA","Deputado Estadual",63,"5.899.004","PHS","5.334","93.634,97","0,06"
"661",2002,"BA","Deputado Estadual",63,"5.899.004","PL","370.576","93.634,97","3,96"
"662",2002,"BA","Deputado Estadual",63,"5.899.004","PMDB","299.309","93.634,97","3,2"
"663",2002,"BA","Deputado Estadual",63,"5.899.004","PMN","5.850","93.634,97","0,06"
"664",2002,"BA","Deputado Estadual",63,"5.899.004","PPB","646.221","93.634,97","6,9"
"665",2002,"BA","Deputado Estadual",63,"5.899.004","PPS","86.030","93.634,97","0,92"
"666",2002,"BA","Deputado Estadual",63,"5.899.004","PRP","56.443","93.634,97","0,6"
"667",2002,"BA","Deputado Estadual",63,"5.899.004","PRTB","8.552","93.634,97","0,09"
"668",2002,"BA","Deputado Estadual",63,"5.899.004","PSB","226.803","93.634,97","2,42"
"669",2002,"BA","Deputado Estadual",63,"5.899.004","PSC","62.618","93.634,97","0,67"
"670",2002,"BA","Deputado Estadual",63,"5.899.004","PSD","55.525","93.634,97","0,59"
"671",2002,"BA","Deputado Estadual",63,"5.899.004","PSDB","274.998","93.634,97","2,94"
"672",2002,"BA","Deputado Estadual",63,"5.899.004","PSDC","17.396","93.634,97","0,19"
"673",2002,"BA","Deputado Estadual",63,"5.899.004","PST","342.888","93.634,97","3,66"
"674",2002,"BA","Deputado Estadual",63,"5.899.004","PSTU","6.730","93.634,97","0,07"
"675",2002,"BA","Deputado Estadual",63,"5.899.004","PT","940.784","93.634,97","10,05"
"676",2002,"BA","Deputado Estadual",63,"5.899.004","PT do B","64.661","93.634,97","0,69"
"677",2002,"BA","Deputado Estadual",63,"5.899.004","PTB","391.766","93.634,97","4,18"
"678",2002,"BA","Deputado Estadual",63,"5.899.004","PTC","60.678","93.634,97","0,65"
"679",2002,"BA","Deputado Estadual",63,"5.899.004","PTN","3.076","93.634,97","0,03"
"680",2002,"BA","Deputado Estadual",63,"5.899.004","PV","19.288","93.634,97","0,21"
"681",2006,"BA","Deputado Estadual",63,"6.534.812","PAN","7.417","103.727,16","0,07"
"682",2006,"BA","Deputado Estadual",63,"6.534.812","PC do B","248.543","103.727,16","2,4"
"683",2006,"BA","Deputado Estadual",63,"6.534.812","PCB","9.589","103.727,16","0,09"
"684",2006,"BA","Deputado Estadual",63,"6.534.812","PCO","3.077","103.727,16","0,03"
"685",2006,"BA","Deputado Estadual",63,"6.534.812","PDT","434.625","103.727,16","4,19"
"686",2006,"BA","Deputado Estadual",63,"6.534.812","PFL","1.661.184","103.727,16","16,01"
"687",2006,"BA","Deputado Estadual",63,"6.534.812","PHS","9.816","103.727,16","0,09"
"688",2006,"BA","Deputado Estadual",63,"6.534.812","PL","476.278","103.727,16","4,59"
"689",2006,"BA","Deputado Estadual",63,"6.534.812","PMDB","386.854","103.727,16","3,73"
"690",2006,"BA","Deputado Estadual",63,"6.534.812","PMN","48.243","103.727,16","0,47"
"691",2006,"BA","Deputado Estadual",63,"6.534.812","PP","421.655","103.727,16","4,07"
"692",2006,"BA","Deputado Estadual",63,"6.534.812","PPS","93.009","103.727,16","0,9"
"693",2006,"BA","Deputado Estadual",63,"6.534.812","PRONA","12.241","103.727,16","0,12"
"694",2006,"BA","Deputado Estadual",63,"6.534.812","PRP","221.416","103.727,16","2,13"
"695",2006,"BA","Deputado Estadual",63,"6.534.812","PRTB","79.036","103.727,16","0,76"
"696",2006,"BA","Deputado Estadual",63,"6.534.812","PSB","152.387","103.727,16","1,47"
"697",2006,"BA","Deputado Estadual",63,"6.534.812","PSC","170.945","103.727,16","1,65"
"698",2006,"BA","Deputado Estadual",63,"6.534.812","PSDB","314.454","103.727,16","3,03"
"699",2006,"BA","Deputado Estadual",63,"6.534.812","PSDC","52.719","103.727,16","0,51"
"700",2006,"BA","Deputado Estadual",63,"6.534.812","PSL","188.082","103.727,16","1,81"
"701",2006,"BA","Deputado Estadual",63,"6.534.812","PSOL","21.083","103.727,16","0,2"
"702",2006,"BA","Deputado Estadual",63,"6.534.812","PSTU","3.577","103.727,16","0,03"
"703",2006,"BA","Deputado Estadual",63,"6.534.812","PT","1.72.022","103.727,16","10,34"
"704",2006,"BA","Deputado Estadual",63,"6.534.812","PT do B","205.475","103.727,16","1,98"
"705",2006,"BA","Deputado Estadual",63,"6.534.812","PTB","72.496","103.727,16","0,7"
"706",2006,"BA","Deputado Estadual",63,"6.534.812","PTC","62.275","103.727,16","0,6"
"707",2006,"BA","Deputado Estadual",63,"6.534.812","PTN","59.736","103.727,16","0,58"
"708",2006,"BA","Deputado Estadual",63,"6.534.812","PV","46.578","103.727,16","0,45"
"709",2010,"BA","Deputado Estadual",63,"6.828.320","DEM","503.589","108.386,02","4,65"
"710",2010,"BA","Deputado Estadual",63,"6.828.320","PC do B","392.839","108.386,02","3,62"
"711",2010,"BA","Deputado Estadual",63,"6.828.320","PCB","8.117","108.386,02","0,07"
"712",2010,"BA","Deputado Estadual",63,"6.828.320","PDT","553.503","108.386,02","5,11"
"713",2010,"BA","Deputado Estadual",63,"6.828.320","PHS","34.676","108.386,02","0,32"
"714",2010,"BA","Deputado Estadual",63,"6.828.320","PMDB","691.121","108.386,02","6,38"
"715",2010,"BA","Deputado Estadual",63,"6.828.320","PMN","48.011","108.386,02","0,44"
"716",2010,"BA","Deputado Estadual",63,"6.828.320","PP","557.410","108.386,02","5,14"
"717",2010,"BA","Deputado Estadual",63,"6.828.320","PPS","51.874","108.386,02","0,48"
"718",2010,"BA","Deputado Estadual",63,"6.828.320","PR","370.720","108.386,02","3,42"
"719",2010,"BA","Deputado Estadual",63,"6.828.320","PRB","186.359","108.386,02","1,72"
"720",2010,"BA","Deputado Estadual",63,"6.828.320","PRP","243.398","108.386,02","2,25"
"721",2010,"BA","Deputado Estadual",63,"6.828.320","PRTB","23.555","108.386,02","0,22"
"722",2010,"BA","Deputado Estadual",63,"6.828.320","PSB","242.480","108.386,02","2,24"
"723",2010,"BA","Deputado Estadual",63,"6.828.320","PSC","400.104","108.386,02","3,69"
"724",2010,"BA","Deputado Estadual",63,"6.828.320","PSDB","268.233","108.386,02","2,47"
"725",2010,"BA","Deputado Estadual",63,"6.828.320","PSDC","10.624","108.386,02","0,1"
"726",2010,"BA","Deputado Estadual",63,"6.828.320","PSL","156.747","108.386,02","1,45"
"727",2010,"BA","Deputado Estadual",63,"6.828.320","PSOL","45.685","108.386,02","0,42"
"728",2010,"BA","Deputado Estadual",63,"6.828.320","PSTU","5.513","108.386,02","0,05"
"729",2010,"BA","Deputado Estadual",63,"6.828.320","PT","1.376.070","108.386,02","12,7"
"730",2010,"BA","Deputado Estadual",63,"6.828.320","PT do B","113.853","108.386,02","1,05"
"731",2010,"BA","Deputado Estadual",63,"6.828.320","PTB","64.474","108.386,02","0,59"
"732",2010,"BA","Deputado Estadual",63,"6.828.320","PTC","63.159","108.386,02","0,58"
"733",2010,"BA","Deputado Estadual",63,"6.828.320","PTN","232.320","108.386,02","2,14"
"734",2010,"BA","Deputado Estadual",63,"6.828.320","PV","183.886","108.386,02","1,7"
"735",2014,"BA","Deputado Estadual",63,"6.898.203","DEM","666.013","109.495,28","6,08"
"736",2014,"BA","Deputado Estadual",63,"6.898.203","PC do B","348.428","109.495,28","3,18"
"737",2014,"BA","Deputado Estadual",63,"6.898.203","PDT","459.934","109.495,28","4,2"
"738",2014,"BA","Deputado Estadual",63,"6.898.203","PEN","53.327","109.495,28","0,49"
"739",2014,"BA","Deputado Estadual",63,"6.898.203","PHS","8.485","109.495,28","0,08"
"740",2014,"BA","Deputado Estadual",63,"6.898.203","PMDB","550.336","109.495,28","5,03"
"741",2014,"BA","Deputado Estadual",63,"6.898.203","PMN","23.190","109.495,28","0,21"
"742",2014,"BA","Deputado Estadual",63,"6.898.203","PP","408.355","109.495,28","3,73"
"743",2014,"BA","Deputado Estadual",63,"6.898.203","PPL","7.378","109.495,28","0,07"
"744",2014,"BA","Deputado Estadual",63,"6.898.203","PPS","33.509","109.495,28","0,31"
"745",2014,"BA","Deputado Estadual",63,"6.898.203","PR","81.902","109.495,28","0,75"
"746",2014,"BA","Deputado Estadual",63,"6.898.203","PRB","227.093","109.495,28","2,07"
"747",2014,"BA","Deputado Estadual",63,"6.898.203","PROS","50.724","109.495,28","0,46"
"748",2014,"BA","Deputado Estadual",63,"6.898.203","PRP","107.712","109.495,28","0,98"
"749",2014,"BA","Deputado Estadual",63,"6.898.203","PRTB","9.288","109.495,28","0,08"
"750",2014,"BA","Deputado Estadual",63,"6.898.203","PSB","181.463","109.495,28","1,66"
"751",2014,"BA","Deputado Estadual",63,"6.898.203","PSC","314.571","109.495,28","2,87"
"752",2014,"BA","Deputado Estadual",63,"6.898.203","PSD","694.331","109.495,28","6,34"
"753",2014,"BA","Deputado Estadual",63,"6.898.203","PSDB","378.202","109.495,28","3,45"
"754",2014,"BA","Deputado Estadual",63,"6.898.203","PSDC","11.294","109.495,28","0,1"
"755",2014,"BA","Deputado Estadual",63,"6.898.203","PSL","122.207","109.495,28","1,12"
"756",2014,"BA","Deputado Estadual",63,"6.898.203","PSOL","82.260","109.495,28","0,75"
"757",2014,"BA","Deputado Estadual",63,"6.898.203","PSTU","6.263","109.495,28","0,06"
"758",2014,"BA","Deputado Estadual",63,"6.898.203","PT","1.375.040","109.495,28","12,56"
"759",2014,"BA","Deputado Estadual",63,"6.898.203","PT do B","47.608","109.495,28","0,43"
"760",2014,"BA","Deputado Estadual",63,"6.898.203","PTB","67.957","109.495,28","0,62"
"761",2014,"BA","Deputado Estadual",63,"6.898.203","PTC","89.426","109.495,28","0,82"
"762",2014,"BA","Deputado Estadual",63,"6.898.203","PTN","270.985","109.495,28","2,47"
"763",2014,"BA","Deputado Estadual",63,"6.898.203","PV","188.269","109.495,28","1,72"
"764",2014,"BA","Deputado Estadual",63,"6.898.203","SD","32.653","109.495,28","0,3"
"765",2018,"BA","Deputado Estadual",63,"6.996.000","AVANTE","127.341","111.047,61","1,15"
"766",2018,"BA","Deputado Estadual",63,"6.996.000","DC","30.380","111.047,61","0,27"
"767",2018,"BA","Deputado Estadual",63,"6.996.000","DEM","697.461","111.047,61","6,28"
"768",2018,"BA","Deputado Estadual",63,"6.996.000","MDB","89.279","111.047,61","0,8"
"769",2018,"BA","Deputado Estadual",63,"6.996.000","PATRI","121.979","111.047,61","1,1"
"770",2018,"BA","Deputado Estadual",63,"6.996.000","PC do B","514.572","111.047,61","4,63"
"771",2018,"BA","Deputado Estadual",63,"6.996.000","PCO","866","111.047,61","0,01"
"772",2018,"BA","Deputado Estadual",63,"6.996.000","PDT","293.276","111.047,61","2,64"
"773",2018,"BA","Deputado Estadual",63,"6.996.000","PHS","53.897","111.047,61","0,49"
"774",2018,"BA","Deputado Estadual",63,"6.996.000","PMB","32.980","111.047,61","0,3"
"775",2018,"BA","Deputado Estadual",63,"6.996.000","PMN","5.425","111.047,61","0,05"
"776",2018,"BA","Deputado Estadual",63,"6.996.000","PODE","173.367","111.047,61","1,56"
"777",2018,"BA","Deputado Estadual",63,"6.996.000","PP","590.949","111.047,61","5,32"
"778",2018,"BA","Deputado Estadual",63,"6.996.000","PPL","70.485","111.047,61","0,63"
"779",2018,"BA","Deputado Estadual",63,"6.996.000","PPS","53.125","111.047,61","0,48"
"780",2018,"BA","Deputado Estadual",63,"6.996.000","PR","210.087","111.047,61","1,89"
"781",2018,"BA","Deputado Estadual",63,"6.996.000","PRB","150.441","111.047,61","1,35"
"782",2018,"BA","Deputado Estadual",63,"6.996.000","PROS","4.796","111.047,61","0,04"
"783",2018,"BA","Deputado Estadual",63,"6.996.000","PRP","88.257","111.047,61","0,79"
"784",2018,"BA","Deputado Estadual",63,"6.996.000","PRTB","15.798","111.047,61","0,14"
"785",2018,"BA","Deputado Estadual",63,"6.996.000","PSB","379.699","111.047,61","3,42"
"786",2018,"BA","Deputado Estadual",63,"6.996.000","PSC","278.223","111.047,61","2,51"
"787",2018,"BA","Deputado Estadual",63,"6.996.000","PSD","884.445","111.047,61","7,96"
"788",2018,"BA","Deputado Estadual",63,"6.996.000","PSDB","405.669","111.047,61","3,65"
"789",2018,"BA","Deputado Estadual",63,"6.996.000","PSL","200.963","111.047,61","1,81"
"790",2018,"BA","Deputado Estadual",63,"6.996.000","PSOL","115.543","111.047,61","1,04"
"791",2018,"BA","Deputado Estadual",63,"6.996.000","PT","1.124.678","111.047,61","10,13"
"792",2018,"BA","Deputado Estadual",63,"6.996.000","PTB","41.464","111.047,61","0,37"
"793",2018,"BA","Deputado Estadual",63,"6.996.000","PTC","82.413","111.047,61","0,74"
"794",2018,"BA","Deputado Estadual",63,"6.996.000","PV","40.150","111.047,61","0,36"
"795",2018,"BA","Deputado Estadual",63,"6.996.000","REDE","21.801","111.047,61","0,2"
"796",2018,"BA","Deputado Estadual",63,"6.996.000","SOLIDARIEDADE","96.191","111.047,61","0,87"
"797",1998,"CE","Deputado Estadual",46,"2.730.197","PAN","504","59.352,11","0,01"
"798",1998,"CE","Deputado Estadual",46,"2.730.197","PC do B","72.246","59.352,11","1,22"
"799",1998,"CE","Deputado Estadual",46,"2.730.197","PCB","2.193","59.352,11","0,04"
"800",1998,"CE","Deputado Estadual",46,"2.730.197","PDT","111.371","59.352,11","1,88"
"801",1998,"CE","Deputado Estadual",46,"2.730.197","PFL","85.949","59.352,11","1,45"
"802",1998,"CE","Deputado Estadual",46,"2.730.197","PL","56.176","59.352,11","0,95"
"803",1998,"CE","Deputado Estadual",46,"2.730.197","PMDB","384.531","59.352,11","6,48"
"804",1998,"CE","Deputado Estadual",46,"2.730.197","PMN","8.113","59.352,11","0,14"
"805",1998,"CE","Deputado Estadual",46,"2.730.197","PPB","151.955","59.352,11","2,56"
"806",1998,"CE","Deputado Estadual",46,"2.730.197","PPS","290.908","59.352,11","4,9"
"807",1998,"CE","Deputado Estadual",46,"2.730.197","PRN","1.426","59.352,11","0,02"
"808",1998,"CE","Deputado Estadual",46,"2.730.197","PSB","60.104","59.352,11","1,01"
"809",1998,"CE","Deputado Estadual",46,"2.730.197","PSC","95.171","59.352,11","1,6"
"810",1998,"CE","Deputado Estadual",46,"2.730.197","PSD","14.523","59.352,11","0,24"
"811",1998,"CE","Deputado Estadual",46,"2.730.197","PSDB","1.43.507","59.352,11","17,58"
"812",1998,"CE","Deputado Estadual",46,"2.730.197","PSDC","1.061","59.352,11","0,02"
"813",1998,"CE","Deputado Estadual",46,"2.730.197","PSL","4.500","59.352,11","0,08"
"814",1998,"CE","Deputado Estadual",46,"2.730.197","PSN","21.758","59.352,11","0,37"
"815",1998,"CE","Deputado Estadual",46,"2.730.197","PSTU","4.424","59.352,11","0,07"
"816",1998,"CE","Deputado Estadual",46,"2.730.197","PT","178.857","59.352,11","3,01"
"817",1998,"CE","Deputado Estadual",46,"2.730.197","PT do B","10.153","59.352,11","0,17"
"818",1998,"CE","Deputado Estadual",46,"2.730.197","PTB","129.756","59.352,11","2,19"
"819",1998,"CE","Deputado Estadual",46,"2.730.197","PV","1.011","59.352,11","0,02"
"820",2002,"CE","Deputado Estadual",46,"3.606.697","PAN","7.723","78.406,46","0,1"
"821",2002,"CE","Deputado Estadual",46,"3.606.697","PC do B","116.726","78.406,46","1,49"
"822",2002,"CE","Deputado Estadual",46,"3.606.697","PCB","2.704","78.406,46","0,03"
"823",2002,"CE","Deputado Estadual",46,"3.606.697","PDT","84.401","78.406,46","1,08"
"824",2002,"CE","Deputado Estadual",46,"3.606.697","PFL","81.419","78.406,46","1,04"
"825",2002,"CE","Deputado Estadual",46,"3.606.697","PGT","1.386","78.406,46","0,02"
"826",2002,"CE","Deputado Estadual",46,"3.606.697","PHS","172.722","78.406,46","2,2"
"827",2002,"CE","Deputado Estadual",46,"3.606.697","PL","213.412","78.406,46","2,72"
"828",2002,"CE","Deputado Estadual",46,"3.606.697","PMDB","351.451","78.406,46","4,48"
"829",2002,"CE","Deputado Estadual",46,"3.606.697","PMN","58.035","78.406,46","0,74"
"830",2002,"CE","Deputado Estadual",46,"3.606.697","PPB","185.750","78.406,46","2,37"
"831",2002,"CE","Deputado Estadual",46,"3.606.697","PPS","288.880","78.406,46","3,68"
"832",2002,"CE","Deputado Estadual",46,"3.606.697","PRTB","653","78.406,46","0,01"
"833",2002,"CE","Deputado Estadual",46,"3.606.697","PSB","156.376","78.406,46","1,99"
"834",2002,"CE","Deputado Estadual",46,"3.606.697","PSC","7.707","78.406,46","0,1"
"835",2002,"CE","Deputado Estadual",46,"3.606.697","PSD","162.144","78.406,46","2,07"
"836",2002,"CE","Deputado Estadual",46,"3.606.697","PSDB","1.69.591","78.406,46","13,64"
"837",2002,"CE","Deputado Estadual",46,"3.606.697","PSDC","9.937","78.406,46","0,13"
"838",2002,"CE","Deputado Estadual",46,"3.606.697","PSL","54.447","78.406,46","0,69"
"839",2002,"CE","Deputado Estadual",46,"3.606.697","PST","98.557","78.406,46","1,26"
"840",2002,"CE","Deputado Estadual",46,"3.606.697","PSTU","3.377","78.406,46","0,04"
"841",2002,"CE","Deputado Estadual",46,"3.606.697","PT","376.791","78.406,46","4,81"
"842",2002,"CE","Deputado Estadual",46,"3.606.697","PT do B","2.857","78.406,46","0,04"
"843",2002,"CE","Deputado Estadual",46,"3.606.697","PTB","69.677","78.406,46","0,89"
"844",2002,"CE","Deputado Estadual",46,"3.606.697","PTN","2.025","78.406,46","0,03"
"845",2002,"CE","Deputado Estadual",46,"3.606.697","PV","27.949","78.406,46","0,36"
"846",2006,"CE","Deputado Estadual",46,"4.115.623","PAN","135.307","89.470,07","1,51"
"847",2006,"CE","Deputado Estadual",46,"4.115.623","PC do B","135.303","89.470,07","1,51"
"848",2006,"CE","Deputado Estadual",46,"4.115.623","PCB","2.367","89.470,07","0,03"
"849",2006,"CE","Deputado Estadual",46,"4.115.623","PCO","834","89.470,07","0,01"
"850",2006,"CE","Deputado Estadual",46,"4.115.623","PDT","161.159","89.470,07","1,8"
"851",2006,"CE","Deputado Estadual",46,"4.115.623","PFL","98.549","89.470,07","1,1"
"852",2006,"CE","Deputado Estadual",46,"4.115.623","PHS","169.980","89.470,07","1,9"
"853",2006,"CE","Deputado Estadual",46,"4.115.623","PL","66.343","89.470,07","0,74"
