"","Ano da eleição","UF","Cargo","Cadeiras oferecidas","Votos válidos","Sigla do partido","Votos do partido","Quociente eleitoral","Quociente partidário"
"2057",2006,"MT","Deputado Estadual",24,"1.454.818","PSTU","859","60.617,41","0,01"
"2058",2006,"MT","Deputado Estadual",24,"1.454.818","PT","110.688","60.617,41","1,83"
"2059",2006,"MT","Deputado Estadual",24,"1.454.818","PT do B","5.454","60.617,41","0,09"
"2060",2006,"MT","Deputado Estadual",24,"1.454.818","PTB","29.454","60.617,41","0,49"
"2061",2006,"MT","Deputado Estadual",24,"1.454.818","PTC","538","60.617,41","0,01"
"2062",2006,"MT","Deputado Estadual",24,"1.454.818","PTN","159","60.617,41","0"
"2063",2006,"MT","Deputado Estadual",24,"1.454.818","PV","10.440","60.617,41","0,17"
"2064",2010,"MT","Deputado Estadual",24,"1.561.673","DEM","112.103","65.069,70","1,72"
"2065",2010,"MT","Deputado Estadual",24,"1.561.673","PC do B","2.505","65.069,70","0,04"
"2066",2010,"MT","Deputado Estadual",24,"1.561.673","PDT","59.754","65.069,70","0,92"
"2067",2010,"MT","Deputado Estadual",24,"1.561.673","PHS","909","65.069,70","0,01"
"2068",2010,"MT","Deputado Estadual",24,"1.561.673","PMDB","206.359","65.069,70","3,17"
"2069",2010,"MT","Deputado Estadual",24,"1.561.673","PMN","11.693","65.069,70","0,18"
"2070",2010,"MT","Deputado Estadual",24,"1.561.673","PP","332.624","65.069,70","5,11"
"2071",2010,"MT","Deputado Estadual",24,"1.561.673","PPS","54.832","65.069,70","0,84"
"2072",2010,"MT","Deputado Estadual",24,"1.561.673","PR","354.668","65.069,70","5,45"
"2073",2010,"MT","Deputado Estadual",24,"1.561.673","PRB","25.132","65.069,70","0,39"
"2074",2010,"MT","Deputado Estadual",24,"1.561.673","PRP","6.803","65.069,70","0,1"
"2075",2010,"MT","Deputado Estadual",24,"1.561.673","PRTB","2.834","65.069,70","0,04"
"2076",2010,"MT","Deputado Estadual",24,"1.561.673","PSB","58.030","65.069,70","0,89"
"2077",2010,"MT","Deputado Estadual",24,"1.561.673","PSC","5.456","65.069,70","0,08"
"2078",2010,"MT","Deputado Estadual",24,"1.561.673","PSDB","101.683","65.069,70","1,56"
"2079",2010,"MT","Deputado Estadual",24,"1.561.673","PSDC","4.335","65.069,70","0,07"
"2080",2010,"MT","Deputado Estadual",24,"1.561.673","PSL","7.874","65.069,70","0,12"
"2081",2010,"MT","Deputado Estadual",24,"1.561.673","PSOL","2.323","65.069,70","0,04"
"2082",2010,"MT","Deputado Estadual",24,"1.561.673","PT","117.391","65.069,70","1,8"
"2083",2010,"MT","Deputado Estadual",24,"1.561.673","PT do B","2.305","65.069,70","0,04"
"2084",2010,"MT","Deputado Estadual",24,"1.561.673","PTB","62.858","65.069,70","0,97"
"2085",2010,"MT","Deputado Estadual",24,"1.561.673","PTC","1.697","65.069,70","0,03"
"2086",2010,"MT","Deputado Estadual",24,"1.561.673","PTN","11.231","65.069,70","0,17"
"2087",2010,"MT","Deputado Estadual",24,"1.561.673","PV","16.274","65.069,70","0,25"
"2088",2014,"MT","Deputado Estadual",24,"1.522.619","DEM","57.032","63.442,45","0,9"
"2089",2014,"MT","Deputado Estadual",24,"1.522.619","PC do B","4.865","63.442,45","0,08"
"2090",2014,"MT","Deputado Estadual",24,"1.522.619","PDT","168.972","63.442,45","2,66"
"2091",2014,"MT","Deputado Estadual",24,"1.522.619","PEN","2.196","63.442,45","0,03"
"2092",2014,"MT","Deputado Estadual",24,"1.522.619","PMDB","148.672","63.442,45","2,34"
"2093",2014,"MT","Deputado Estadual",24,"1.522.619","PP","62.803","63.442,45","0,99"
"2094",2014,"MT","Deputado Estadual",24,"1.522.619","PPS","13.280","63.442,45","0,21"
"2095",2014,"MT","Deputado Estadual",24,"1.522.619","PR","215.892","63.442,45","3,4"
"2096",2014,"MT","Deputado Estadual",24,"1.522.619","PRB","13.348","63.442,45","0,21"
"2097",2014,"MT","Deputado Estadual",24,"1.522.619","PROS","31.616","63.442,45","0,5"
"2098",2014,"MT","Deputado Estadual",24,"1.522.619","PRP","5.917","63.442,45","0,09"
"2099",2014,"MT","Deputado Estadual",24,"1.522.619","PRTB","10.244","63.442,45","0,16"
"2100",2014,"MT","Deputado Estadual",24,"1.522.619","PSB","130.597","63.442,45","2,06"
"2101",2014,"MT","Deputado Estadual",24,"1.522.619","PSC","15.530","63.442,45","0,24"
"2102",2014,"MT","Deputado Estadual",24,"1.522.619","PSD","237.873","63.442,45","3,75"
"2103",2014,"MT","Deputado Estadual",24,"1.522.619","PSDB","122.018","63.442,45","1,92"
"2104",2014,"MT","Deputado Estadual",24,"1.522.619","PSDC","15.310","63.442,45","0,24"
"2105",2014,"MT","Deputado Estadual",24,"1.522.619","PSL","5.067","63.442,45","0,08"
"2106",2014,"MT","Deputado Estadual",24,"1.522.619","PSOL","5.543","63.442,45","0,09"
"2107",2014,"MT","Deputado Estadual",24,"1.522.619","PT","101.717","63.442,45","1,6"
"2108",2014,"MT","Deputado Estadual",24,"1.522.619","PT do B","1.020","63.442,45","0,02"
"2109",2014,"MT","Deputado Estadual",24,"1.522.619","PTB","39.670","63.442,45","0,63"
"2110",2014,"MT","Deputado Estadual",24,"1.522.619","PTC","7.242","63.442,45","0,11"
"2111",2014,"MT","Deputado Estadual",24,"1.522.619","PTN","1.098","63.442,45","0,02"
"2112",2014,"MT","Deputado Estadual",24,"1.522.619","PV","60.809","63.442,45","0,96"
"2113",2014,"MT","Deputado Estadual",24,"1.522.619","SD","44.288","63.442,45","0,7"
"2114",2018,"MT","Deputado Estadual",24,"1.557.303","AVANTE","17.524","64.887,62","0,27"
"2115",2018,"MT","Deputado Estadual",24,"1.557.303","DC","61.066","64.887,62","0,94"
"2116",2018,"MT","Deputado Estadual",24,"1.557.303","DEM","104.033","64.887,62","1,6"
"2117",2018,"MT","Deputado Estadual",24,"1.557.303","MDB","157.753","64.887,62","2,43"
"2118",2018,"MT","Deputado Estadual",24,"1.557.303","PATRI","11.155","64.887,62","0,17"
"2119",2018,"MT","Deputado Estadual",24,"1.557.303","PC do B","9.721","64.887,62","0,15"
"2120",2018,"MT","Deputado Estadual",24,"1.557.303","PDT","64.475","64.887,62","0,99"
"2121",2018,"MT","Deputado Estadual",24,"1.557.303","PHS","502","64.887,62","0,01"
"2122",2018,"MT","Deputado Estadual",24,"1.557.303","PMB","395","64.887,62","0,01"
"2123",2018,"MT","Deputado Estadual",24,"1.557.303","PMN","15.606","64.887,62","0,24"
"2124",2018,"MT","Deputado Estadual",24,"1.557.303","PODE","29.621","64.887,62","0,46"
"2125",2018,"MT","Deputado Estadual",24,"1.557.303","PP","57.213","64.887,62","0,88"
"2126",2018,"MT","Deputado Estadual",24,"1.557.303","PPL","2.492","64.887,62","0,04"
"2127",2018,"MT","Deputado Estadual",24,"1.557.303","PPS","70.270","64.887,62","1,08"
"2128",2018,"MT","Deputado Estadual",24,"1.557.303","PR","27.121","64.887,62","0,42"
"2129",2018,"MT","Deputado Estadual",24,"1.557.303","PRB","54.447","64.887,62","0,84"
"2130",2018,"MT","Deputado Estadual",24,"1.557.303","PROS","35.900","64.887,62","0,55"
"2131",2018,"MT","Deputado Estadual",24,"1.557.303","PRP","13.171","64.887,62","0,2"
"2132",2018,"MT","Deputado Estadual",24,"1.557.303","PRTB","414","64.887,62","0,01"
"2133",2018,"MT","Deputado Estadual",24,"1.557.303","PSB","88.125","64.887,62","1,36"
"2134",2018,"MT","Deputado Estadual",24,"1.557.303","PSC","63.457","64.887,62","0,98"
"2135",2018,"MT","Deputado Estadual",24,"1.557.303","PSD","132.555","64.887,62","2,04"
"2136",2018,"MT","Deputado Estadual",24,"1.557.303","PSDB","145.540","64.887,62","2,24"
"2137",2018,"MT","Deputado Estadual",24,"1.557.303","PSL","120.488","64.887,62","1,86"
"2138",2018,"MT","Deputado Estadual",24,"1.557.303","PSOL","2.947","64.887,62","0,05"
"2139",2018,"MT","Deputado Estadual",24,"1.557.303","PT","82.986","64.887,62","1,28"
"2140",2018,"MT","Deputado Estadual",24,"1.557.303","PTB","25.836","64.887,62","0,4"
"2141",2018,"MT","Deputado Estadual",24,"1.557.303","PTC","244","64.887,62","0"
"2142",2018,"MT","Deputado Estadual",24,"1.557.303","PV","99.958","64.887,62","1,54"
"2143",2018,"MT","Deputado Estadual",24,"1.557.303","REDE","5.904","64.887,62","0,09"
"2144",2018,"MT","Deputado Estadual",24,"1.557.303","SOLIDARIEDADE","56.384","64.887,62","0,87"
"2145",1998,"PA","Deputado Estadual",41,"1.838.109","PC do B","10.404","44.831,93","0,23"
"2146",1998,"PA","Deputado Estadual",41,"1.838.109","PCB","2.703","44.831,93","0,06"
"2147",1998,"PA","Deputado Estadual",41,"1.838.109","PDT","139.174","44.831,93","3,1"
"2148",1998,"PA","Deputado Estadual",41,"1.838.109","PFL","152.968","44.831,93","3,41"
"2149",1998,"PA","Deputado Estadual",41,"1.838.109","PGT","2.264","44.831,93","0,05"
"2150",1998,"PA","Deputado Estadual",41,"1.838.109","PL","126.425","44.831,93","2,82"
"2151",1998,"PA","Deputado Estadual",41,"1.838.109","PMDB","319.694","44.831,93","7,13"
"2152",1998,"PA","Deputado Estadual",41,"1.838.109","PMN","6.798","44.831,93","0,15"
"2153",1998,"PA","Deputado Estadual",41,"1.838.109","PPB","179.625","44.831,93","4,01"
"2154",1998,"PA","Deputado Estadual",41,"1.838.109","PPS","79.847","44.831,93","1,78"
"2155",1998,"PA","Deputado Estadual",41,"1.838.109","PRONA","8.867","44.831,93","0,2"
"2156",1998,"PA","Deputado Estadual",41,"1.838.109","PSB","71.559","44.831,93","1,6"
"2157",1998,"PA","Deputado Estadual",41,"1.838.109","PSC","13.740","44.831,93","0,31"
"2158",1998,"PA","Deputado Estadual",41,"1.838.109","PSD","54.292","44.831,93","1,21"
"2159",1998,"PA","Deputado Estadual",41,"1.838.109","PSDB","346.389","44.831,93","7,73"
"2160",1998,"PA","Deputado Estadual",41,"1.838.109","PSTU","9.095","44.831,93","0,2"
"2161",1998,"PA","Deputado Estadual",41,"1.838.109","PT","163.731","44.831,93","3,65"
"2162",1998,"PA","Deputado Estadual",41,"1.838.109","PT do B","3.260","44.831,93","0,07"
"2163",1998,"PA","Deputado Estadual",41,"1.838.109","PTB","138.446","44.831,93","3,09"
"2164",1998,"PA","Deputado Estadual",41,"1.838.109","PV","8.828","44.831,93","0,2"
"2165",2002,"PA","Deputado Estadual",41,"2.655.726","PC do B","37.914","64.773,80","0,59"
"2166",2002,"PA","Deputado Estadual",41,"2.655.726","PCB","1.681","64.773,80","0,03"
"2167",2002,"PA","Deputado Estadual",41,"2.655.726","PDT","139.697","64.773,80","2,16"
"2168",2002,"PA","Deputado Estadual",41,"2.655.726","PFL","14.885","64.773,80","0,23"
"2169",2002,"PA","Deputado Estadual",41,"2.655.726","PGT","5.001","64.773,80","0,08"
"2170",2002,"PA","Deputado Estadual",41,"2.655.726","PHS","7.006","64.773,80","0,11"
"2171",2002,"PA","Deputado Estadual",41,"2.655.726","PL","269.536","64.773,80","4,16"
"2172",2002,"PA","Deputado Estadual",41,"2.655.726","PMDB","498.258","64.773,80","7,69"
"2173",2002,"PA","Deputado Estadual",41,"2.655.726","PMN","3.311","64.773,80","0,05"
"2174",2002,"PA","Deputado Estadual",41,"2.655.726","PPB","147.513","64.773,80","2,28"
"2175",2002,"PA","Deputado Estadual",41,"2.655.726","PPS","65.186","64.773,80","1,01"
"2176",2002,"PA","Deputado Estadual",41,"2.655.726","PRONA","976","64.773,80","0,02"
"2177",2002,"PA","Deputado Estadual",41,"2.655.726","PRP","4.791","64.773,80","0,07"
"2178",2002,"PA","Deputado Estadual",41,"2.655.726","PRTB","219","64.773,80","0"
"2179",2002,"PA","Deputado Estadual",41,"2.655.726","PSB","109.864","64.773,80","1,7"
"2180",2002,"PA","Deputado Estadual",41,"2.655.726","PSC","1.156","64.773,80","0,02"
"2181",2002,"PA","Deputado Estadual",41,"2.655.726","PSD","170.658","64.773,80","2,63"
"2182",2002,"PA","Deputado Estadual",41,"2.655.726","PSDB","433.346","64.773,80","6,69"
"2183",2002,"PA","Deputado Estadual",41,"2.655.726","PSDC","515","64.773,80","0,01"
"2184",2002,"PA","Deputado Estadual",41,"2.655.726","PSL","2.970","64.773,80","0,05"
"2185",2002,"PA","Deputado Estadual",41,"2.655.726","PST","89.594","64.773,80","1,38"
"2186",2002,"PA","Deputado Estadual",41,"2.655.726","PSTU","3.675","64.773,80","0,06"
"2187",2002,"PA","Deputado Estadual",41,"2.655.726","PT","354.763","64.773,80","5,48"
"2188",2002,"PA","Deputado Estadual",41,"2.655.726","PT do B","2.348","64.773,80","0,04"
"2189",2002,"PA","Deputado Estadual",41,"2.655.726","PTB","263.349","64.773,80","4,07"
"2190",2002,"PA","Deputado Estadual",41,"2.655.726","PTC","732","64.773,80","0,01"
"2191",2002,"PA","Deputado Estadual",41,"2.655.726","PTN","1.502","64.773,80","0,02"
"2192",2002,"PA","Deputado Estadual",41,"2.655.726","PV","25.280","64.773,80","0,39"
"2193",2006,"PA","Deputado Estadual",41,"3.149.960","PAN","1.691","76.828,28","0,02"
"2194",2006,"PA","Deputado Estadual",41,"3.149.960","PC do B","39.620","76.828,28","0,52"
"2195",2006,"PA","Deputado Estadual",41,"3.149.960","PCB","1.655","76.828,28","0,02"
"2196",2006,"PA","Deputado Estadual",41,"3.149.960","PDT","170.402","76.828,28","2,22"
"2197",2006,"PA","Deputado Estadual",41,"3.149.960","PFL","271.936","76.828,28","3,54"
"2198",2006,"PA","Deputado Estadual",41,"3.149.960","PHS","3.866","76.828,28","0,05"
"2199",2006,"PA","Deputado Estadual",41,"3.149.960","PL","126.836","76.828,28","1,65"
"2200",2006,"PA","Deputado Estadual",41,"3.149.960","PMDB","387.570","76.828,28","5,04"
"2201",2006,"PA","Deputado Estadual",41,"3.149.960","PMN","3.283","76.828,28","0,04"
"2202",2006,"PA","Deputado Estadual",41,"3.149.960","PP","125.598","76.828,28","1,63"
"2203",2006,"PA","Deputado Estadual",41,"3.149.960","PPS","138.279","76.828,28","1,8"
"2204",2006,"PA","Deputado Estadual",41,"3.149.960","PRB","45.254","76.828,28","0,59"
"2205",2006,"PA","Deputado Estadual",41,"3.149.960","PRONA","1.259","76.828,28","0,02"
"2206",2006,"PA","Deputado Estadual",41,"3.149.960","PRP","16.831","76.828,28","0,22"
"2207",2006,"PA","Deputado Estadual",41,"3.149.960","PRTB","2.354","76.828,28","0,03"
"2208",2006,"PA","Deputado Estadual",41,"3.149.960","PSB","103.068","76.828,28","1,34"
"2209",2006,"PA","Deputado Estadual",41,"3.149.960","PSC","116.817","76.828,28","1,52"
"2210",2006,"PA","Deputado Estadual",41,"3.149.960","PSDB","680.725","76.828,28","8,86"
"2211",2006,"PA","Deputado Estadual",41,"3.149.960","PSDC","2.370","76.828,28","0,03"
"2212",2006,"PA","Deputado Estadual",41,"3.149.960","PSL","2.780","76.828,28","0,04"
"2213",2006,"PA","Deputado Estadual",41,"3.149.960","PSOL","29.605","76.828,28","0,39"
"2214",2006,"PA","Deputado Estadual",41,"3.149.960","PSTU","3.741","76.828,28","0,05"
"2215",2006,"PA","Deputado Estadual",41,"3.149.960","PT","417.180","76.828,28","5,43"
"2216",2006,"PA","Deputado Estadual",41,"3.149.960","PT do B","9.119","76.828,28","0,12"
"2217",2006,"PA","Deputado Estadual",41,"3.149.960","PTB","308.265","76.828,28","4,01"
"2218",2006,"PA","Deputado Estadual",41,"3.149.960","PTC","12.287","76.828,28","0,16"
"2219",2006,"PA","Deputado Estadual",41,"3.149.960","PTN","14.330","76.828,28","0,19"
"2220",2006,"PA","Deputado Estadual",41,"3.149.960","PV","113.239","76.828,28","1,47"
"2221",2010,"PA","Deputado Estadual",41,"3.578.653","DEM","150.780","87.284,22","1,73"
"2222",2010,"PA","Deputado Estadual",41,"3.578.653","PC do B","84.687","87.284,22","0,97"
"2223",2010,"PA","Deputado Estadual",41,"3.578.653","PDT","164.112","87.284,22","1,88"
"2224",2010,"PA","Deputado Estadual",41,"3.578.653","PHS","9.230","87.284,22","0,11"
"2225",2010,"PA","Deputado Estadual",41,"3.578.653","PMDB","593.564","87.284,22","6,8"
"2226",2010,"PA","Deputado Estadual",41,"3.578.653","PMN","50.177","87.284,22","0,57"
"2227",2010,"PA","Deputado Estadual",41,"3.578.653","PP","117.027","87.284,22","1,34"
"2228",2010,"PA","Deputado Estadual",41,"3.578.653","PPS","108.212","87.284,22","1,24"
"2229",2010,"PA","Deputado Estadual",41,"3.578.653","PR","311.828","87.284,22","3,57"
"2230",2010,"PA","Deputado Estadual",41,"3.578.653","PRB","120.176","87.284,22","1,38"
"2231",2010,"PA","Deputado Estadual",41,"3.578.653","PRP","19.447","87.284,22","0,22"
"2232",2010,"PA","Deputado Estadual",41,"3.578.653","PRTB","24.686","87.284,22","0,28"
"2233",2010,"PA","Deputado Estadual",41,"3.578.653","PSB","187.581","87.284,22","2,15"
"2234",2010,"PA","Deputado Estadual",41,"3.578.653","PSC","93.967","87.284,22","1,08"
"2235",2010,"PA","Deputado Estadual",41,"3.578.653","PSDB","437.797","87.284,22","5,02"
"2236",2010,"PA","Deputado Estadual",41,"3.578.653","PSDC","6.162","87.284,22","0,07"
"2237",2010,"PA","Deputado Estadual",41,"3.578.653","PSOL","121.483","87.284,22","1,39"
"2238",2010,"PA","Deputado Estadual",41,"3.578.653","PSTU","5.559","87.284,22","0,06"
"2239",2010,"PA","Deputado Estadual",41,"3.578.653","PT","548.726","87.284,22","6,29"
"2240",2010,"PA","Deputado Estadual",41,"3.578.653","PT do B","16.649","87.284,22","0,19"
"2241",2010,"PA","Deputado Estadual",41,"3.578.653","PTB","267.065","87.284,22","3,06"
"2242",2010,"PA","Deputado Estadual",41,"3.578.653","PTC","14.137","87.284,22","0,16"
"2243",2010,"PA","Deputado Estadual",41,"3.578.653","PTN","1.910","87.284,22","0,02"
"2244",2010,"PA","Deputado Estadual",41,"3.578.653","PV","123.691","87.284,22","1,42"
"2245",2014,"PA","Deputado Estadual",41,"3.813.698","DEM","177.215","93.017,02","1,91"
"2246",2014,"PA","Deputado Estadual",41,"3.813.698","PC do B","94.282","93.017,02","1,01"
"2247",2014,"PA","Deputado Estadual",41,"3.813.698","PCB","2.522","93.017,02","0,03"
"2248",2014,"PA","Deputado Estadual",41,"3.813.698","PDT","153.877","93.017,02","1,65"
"2249",2014,"PA","Deputado Estadual",41,"3.813.698","PEN","55.669","93.017,02","0,6"
"2250",2014,"PA","Deputado Estadual",41,"3.813.698","PHS","85.336","93.017,02","0,92"
"2251",2014,"PA","Deputado Estadual",41,"3.813.698","PMDB","546.048","93.017,02","5,87"
"2252",2014,"PA","Deputado Estadual",41,"3.813.698","PMN","43.256","93.017,02","0,47"
"2253",2014,"PA","Deputado Estadual",41,"3.813.698","PP","56.558","93.017,02","0,61"
"2254",2014,"PA","Deputado Estadual",41,"3.813.698","PPL","39.456","93.017,02","0,42"
"2255",2014,"PA","Deputado Estadual",41,"3.813.698","PPS","119.672","93.017,02","1,29"
"2256",2014,"PA","Deputado Estadual",41,"3.813.698","PR","187.552","93.017,02","2,02"
"2257",2014,"PA","Deputado Estadual",41,"3.813.698","PRB","90.369","93.017,02","0,97"
"2258",2014,"PA","Deputado Estadual",41,"3.813.698","PROS","129.869","93.017,02","1,4"
"2259",2014,"PA","Deputado Estadual",41,"3.813.698","PRP","31.204","93.017,02","0,34"
"2260",2014,"PA","Deputado Estadual",41,"3.813.698","PRTB","936","93.017,02","0,01"
"2261",2014,"PA","Deputado Estadual",41,"3.813.698","PSB","194.357","93.017,02","2,09"
"2262",2014,"PA","Deputado Estadual",41,"3.813.698","PSC","174.194","93.017,02","1,87"
"2263",2014,"PA","Deputado Estadual",41,"3.813.698","PSD","289.792","93.017,02","3,12"
"2264",2014,"PA","Deputado Estadual",41,"3.813.698","PSDB","531.799","93.017,02","5,72"
"2265",2014,"PA","Deputado Estadual",41,"3.813.698","PSDC","9.024","93.017,02","0,1"
"2266",2014,"PA","Deputado Estadual",41,"3.813.698","PSL","11.521","93.017,02","0,12"
"2267",2014,"PA","Deputado Estadual",41,"3.813.698","PSOL","81.934","93.017,02","0,88"
"2268",2014,"PA","Deputado Estadual",41,"3.813.698","PSTU","5.704","93.017,02","0,06"
"2269",2014,"PA","Deputado Estadual",41,"3.813.698","PT","379.312","93.017,02","4,08"
"2270",2014,"PA","Deputado Estadual",41,"3.813.698","PT do B","27.274","93.017,02","0,29"
"2271",2014,"PA","Deputado Estadual",41,"3.813.698","PTB","121.256","93.017,02","1,3"
"2272",2014,"PA","Deputado Estadual",41,"3.813.698","PTC","30.180","93.017,02","0,32"
"2273",2014,"PA","Deputado Estadual",41,"3.813.698","PTN","1.664","93.017,02","0,02"
"2274",2014,"PA","Deputado Estadual",41,"3.813.698","PV","24.737","93.017,02","0,27"
"2275",2014,"PA","Deputado Estadual",41,"3.813.698","SD","117.129","93.017,02","1,26"
"2276",2018,"PA","Deputado Estadual",41,"4.50.185","AVANTE","34.472","98.785","0,35"
"2277",2018,"PA","Deputado Estadual",41,"4.50.185","DC","38.678","98.785","0,39"
"2278",2018,"PA","Deputado Estadual",41,"4.50.185","DEM","178.309","98.785","1,81"
"2279",2018,"PA","Deputado Estadual",41,"4.50.185","MDB","597.881","98.785","6,05"
"2280",2018,"PA","Deputado Estadual",41,"4.50.185","PATRI","70.840","98.785","0,72"
"2281",2018,"PA","Deputado Estadual",41,"4.50.185","PC do B","57.126","98.785","0,58"
"2282",2018,"PA","Deputado Estadual",41,"4.50.185","PCB","1.449","98.785","0,01"
"2283",2018,"PA","Deputado Estadual",41,"4.50.185","PDT","170.998","98.785","1,73"
"2284",2018,"PA","Deputado Estadual",41,"4.50.185","PHS","128.931","98.785","1,31"
"2285",2018,"PA","Deputado Estadual",41,"4.50.185","PMB","11.426","98.785","0,12"
"2286",2018,"PA","Deputado Estadual",41,"4.50.185","PMN","50.635","98.785","0,51"
"2287",2018,"PA","Deputado Estadual",41,"4.50.185","PODE","31.161","98.785","0,32"
"2288",2018,"PA","Deputado Estadual",41,"4.50.185","PP","48.844","98.785","0,49"
"2289",2018,"PA","Deputado Estadual",41,"4.50.185","PPL","7.423","98.785","0,08"
"2290",2018,"PA","Deputado Estadual",41,"4.50.185","PPS","132.663","98.785","1,34"
"2291",2018,"PA","Deputado Estadual",41,"4.50.185","PR","285.099","98.785","2,89"
"2292",2018,"PA","Deputado Estadual",41,"4.50.185","PRB","188.230","98.785","1,91"
"2293",2018,"PA","Deputado Estadual",41,"4.50.185","PROS","30.568","98.785","0,31"
"2294",2018,"PA","Deputado Estadual",41,"4.50.185","PRP","38.863","98.785","0,39"
"2295",2018,"PA","Deputado Estadual",41,"4.50.185","PRTB","16.040","98.785","0,16"
"2296",2018,"PA","Deputado Estadual",41,"4.50.185","PSB","146.643","98.785","1,48"
"2297",2018,"PA","Deputado Estadual",41,"4.50.185","PSC","207.737","98.785","2,1"
"2298",2018,"PA","Deputado Estadual",41,"4.50.185","PSD","262.918","98.785","2,66"
"2299",2018,"PA","Deputado Estadual",41,"4.50.185","PSDB","476.324","98.785","4,82"
"2300",2018,"PA","Deputado Estadual",41,"4.50.185","PSL","95.407","98.785","0,97"
"2301",2018,"PA","Deputado Estadual",41,"4.50.185","PSOL","102.673","98.785","1,04"
"2302",2018,"PA","Deputado Estadual",41,"4.50.185","PSTU","2.219","98.785","0,02"
"2303",2018,"PA","Deputado Estadual",41,"4.50.185","PT","311.237","98.785","3,15"
"2304",2018,"PA","Deputado Estadual",41,"4.50.185","PTB","99.437","98.785","1,01"
"2305",2018,"PA","Deputado Estadual",41,"4.50.185","PTC","31.576","98.785","0,32"
"2306",2018,"PA","Deputado Estadual",41,"4.50.185","PV","45.216","98.785","0,46"
"2307",2018,"PA","Deputado Estadual",41,"4.50.185","REDE","7.635","98.785","0,08"
"2308",2018,"PA","Deputado Estadual",41,"4.50.185","SOLIDARIEDADE","141.527","98.785","1,43"
"2309",1998,"PB","Deputado Estadual",36,"1.284.155","PC do B","2.786","35.670,97","0,08"
"2310",1998,"PB","Deputado Estadual",36,"1.284.155","PCO","381","35.670,97","0,01"
"2311",1998,"PB","Deputado Estadual",36,"1.284.155","PDT","63.869","35.670,97","1,79"
"2312",1998,"PB","Deputado Estadual",36,"1.284.155","PFL","180.642","35.670,97","5,06"
"2313",1998,"PB","Deputado Estadual",36,"1.284.155","PL","14.624","35.670,97","0,41"
"2314",1998,"PB","Deputado Estadual",36,"1.284.155","PMDB","596.597","35.670,97","16,72"
"2315",1998,"PB","Deputado Estadual",36,"1.284.155","PMN","3.626","35.670,97","0,1"
"2316",1998,"PB","Deputado Estadual",36,"1.284.155","PPB","36.964","35.670,97","1,04"
"2317",1998,"PB","Deputado Estadual",36,"1.284.155","PPS","2.876","35.670,97","0,08"
"2318",1998,"PB","Deputado Estadual",36,"1.284.155","PRN","1.496","35.670,97","0,04"
"2319",1998,"PB","Deputado Estadual",36,"1.284.155","PRONA","1.234","35.670,97","0,03"
"2320",1998,"PB","Deputado Estadual",36,"1.284.155","PRP","11.956","35.670,97","0,34"
"2321",1998,"PB","Deputado Estadual",36,"1.284.155","PSB","13.852","35.670,97","0,39"
"2322",1998,"PB","Deputado Estadual",36,"1.284.155","PSC","608","35.670,97","0,02"
"2323",1998,"PB","Deputado Estadual",36,"1.284.155","PSDB","168.107","35.670,97","4,71"
"2324",1998,"PB","Deputado Estadual",36,"1.284.155","PSDC","127","35.670,97","0"
"2325",1998,"PB","Deputado Estadual",36,"1.284.155","PSL","22.116","35.670,97","0,62"
"2326",1998,"PB","Deputado Estadual",36,"1.284.155","PST","1.231","35.670,97","0,03"
"2327",1998,"PB","Deputado Estadual",36,"1.284.155","PSTU","733","35.670,97","0,02"
"2328",1998,"PB","Deputado Estadual",36,"1.284.155","PT","121.860","35.670,97","3,42"
"2329",1998,"PB","Deputado Estadual",36,"1.284.155","PTB","15.875","35.670,97","0,45"
"2330",1998,"PB","Deputado Estadual",36,"1.284.155","PV","22.595","35.670,97","0,63"
"2331",2002,"PB","Deputado Estadual",36,"1.732.828","PAN","4.626","48.134,11","0,1"
"2332",2002,"PB","Deputado Estadual",36,"1.732.828","PC do B","7.552","48.134,11","0,16"
"2333",2002,"PB","Deputado Estadual",36,"1.732.828","PCO","1.101","48.134,11","0,02"
"2334",2002,"PB","Deputado Estadual",36,"1.732.828","PDT","81.433","48.134,11","1,69"
"2335",2002,"PB","Deputado Estadual",36,"1.732.828","PFL","221.675","48.134,11","4,61"
"2336",2002,"PB","Deputado Estadual",36,"1.732.828","PHS","1.463","48.134,11","0,03"
"2337",2002,"PB","Deputado Estadual",36,"1.732.828","PL","46.297","48.134,11","0,96"
"2338",2002,"PB","Deputado Estadual",36,"1.732.828","PMDB","447.863","48.134,11","9,3"
"2339",2002,"PB","Deputado Estadual",36,"1.732.828","PMN","6.951","48.134,11","0,14"
"2340",2002,"PB","Deputado Estadual",36,"1.732.828","PPB","57.793","48.134,11","1,2"
"2341",2002,"PB","Deputado Estadual",36,"1.732.828","PPS","42.685","48.134,11","0,89"
"2342",2002,"PB","Deputado Estadual",36,"1.732.828","PRP","6.696","48.134,11","0,14"
"2343",2002,"PB","Deputado Estadual",36,"1.732.828","PRTB","346","48.134,11","0,01"
"2344",2002,"PB","Deputado Estadual",36,"1.732.828","PSB","101.589","48.134,11","2,11"
"2345",2002,"PB","Deputado Estadual",36,"1.732.828","PSC","3.234","48.134,11","0,07"
"2346",2002,"PB","Deputado Estadual",36,"1.732.828","PSD","10.902","48.134,11","0,23"
"2347",2002,"PB","Deputado Estadual",36,"1.732.828","PSDB","387.486","48.134,11","8,05"
