"","Ano da eleição","UF","Cargo","Cadeiras oferecidas","Votos válidos ","Sigla do partido","Votos válidos do partido","Quociente eleitoral","Quociente partidário"
"800",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PDT",111371,"59.352,11",1.88
"801",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PFL",85949,"59.352,11",1.45
"802",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PL",56176,"59.352,11",0.95
"803",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PMDB",384531,"59.352,11",6.48
"804",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PMN",8113,"59.352,11",0.14
"805",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PPB",151955,"59.352,11",2.56
"806",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PPS",290908,"59.352,11",4.9
"807",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PRN",1426,"59.352,11",0.02
"808",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PSB",60104,"59.352,11",1.01
"809",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PSC",95171,"59.352,11",1.6
"810",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PSD",14523,"59.352,11",0.24
"811",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PSDB",1043507,"59.352,11",17.58
"812",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PSDC",1061,"59.352,11",0.02
"813",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PSL",4500,"59.352,11",0.08
"814",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PSN",21758,"59.352,11",0.37
"815",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PSTU",4424,"59.352,11",0.07
"816",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PT",178857,"59.352,11",3.01
"817",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PT do B",10153,"59.352,11",0.17
"818",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PTB",129756,"59.352,11",2.19
"819",1998,"CE","DEPUTADO ESTADUAL",46,2730197,"PV",1011,"59.352,11",0.02
"820",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PAN",7723,"78.406,46",0.1
"821",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PC do B",116726,"78.406,46",1.49
"822",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PCB",2704,"78.406,46",0.03
"823",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PDT",84401,"78.406,46",1.08
"824",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PFL",81419,"78.406,46",1.04
"825",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PGT",1386,"78.406,46",0.02
"826",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PHS",172722,"78.406,46",2.2
"827",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PL",213412,"78.406,46",2.72
"828",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PMDB",351451,"78.406,46",4.48
"829",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PMN",58035,"78.406,46",0.74
"830",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PPB",185750,"78.406,46",2.37
"831",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PPS",288880,"78.406,46",3.68
"832",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PRTB",653,"78.406,46",0.01
"833",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PSB",156376,"78.406,46",1.99
"834",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PSC",7707,"78.406,46",0.1
"835",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PSD",162144,"78.406,46",2.07
"836",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PSDB",1069591,"78.406,46",13.64
"837",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PSDC",9937,"78.406,46",0.13
"838",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PSL",54447,"78.406,46",0.69
"839",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PST",98557,"78.406,46",1.26
"840",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PSTU",3377,"78.406,46",0.04
"841",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PT",376791,"78.406,46",4.81
"842",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PT do B",2857,"78.406,46",0.04
"843",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PTB",69677,"78.406,46",0.89
"844",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PTN",2025,"78.406,46",0.03
"845",2002,"CE","DEPUTADO ESTADUAL",46,3606697,"PV",27949,"78.406,46",0.36
"846",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PAN",135307,"89.470,07",1.51
"847",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PC do B",135303,"89.470,07",1.51
"848",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PCB",2367,"89.470,07",0.03
"849",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PCO",834,"89.470,07",0.01
"850",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PDT",161159,"89.470,07",1.8
"851",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PFL",98549,"89.470,07",1.1
"852",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PHS",169980,"89.470,07",1.9
"853",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PL",66343,"89.470,07",0.74
"854",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PMDB",510082,"89.470,07",5.7
"855",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PMN",32506,"89.470,07",0.36
"856",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PP",15314,"89.470,07",0.17
"857",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PPS",38204,"89.470,07",0.43
"858",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PRONA",5893,"89.470,07",0.07
"859",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PRP",10969,"89.470,07",0.12
"860",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PRTB",449,"89.470,07",0.01
"861",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PSB",592331,"89.470,07",6.62
"862",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PSC",6198,"89.470,07",0.07
"863",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PSDB",1205786,"89.470,07",13.48
"864",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PSDC",185144,"89.470,07",2.07
"865",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PSL",203525,"89.470,07",2.27
"866",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PSOL",26423,"89.470,07",0.3
"867",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PSTU",4232,"89.470,07",0.05
"868",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PT",352175,"89.470,07",3.94
"869",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PT do B",1129,"89.470,07",0.01
"870",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PTB",47129,"89.470,07",0.53
"871",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PTC",2321,"89.470,07",0.03
"872",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PTN",15490,"89.470,07",0.17
"873",2006,"CE","DEPUTADO ESTADUAL",46,4115623,"PV",90481,"89.470,07",1.01
"874",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"DEM",123918,"94.823,57",1.31
"875",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PC do B",94465,"94.823,57",1
"876",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PCB",3358,"94.823,57",0.04
"877",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PDT",366138,"94.823,57",3.86
"878",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PHS",77724,"94.823,57",0.82
"879",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PMDB",275672,"94.823,57",2.91
"880",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PMN",110548,"94.823,57",1.17
"881",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PP",61162,"94.823,57",0.65
"882",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PPS",13199,"94.823,57",0.14
"883",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PR",231253,"94.823,57",2.44
"884",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PRB",177730,"94.823,57",1.87
"885",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PRP",85687,"94.823,57",0.9
"886",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PRTB",74431,"94.823,57",0.78
"887",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PSB",779821,"94.823,57",8.22
"888",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PSC",17274,"94.823,57",0.18
"889",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PSDB",640697,"94.823,57",6.76
"890",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PSDC",85087,"94.823,57",0.9
"891",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PSL",83382,"94.823,57",0.88
"892",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PSOL",54637,"94.823,57",0.58
"893",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PSTU",4549,"94.823,57",0.05
"894",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PT",483014,"94.823,57",5.09
"895",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PT do B",28226,"94.823,57",0.3
"896",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PTB",91923,"94.823,57",0.97
"897",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PTC",97356,"94.823,57",1.03
"898",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PTN",113891,"94.823,57",1.2
"899",2010,"CE","DEPUTADO ESTADUAL",46,4361884,"PV",186742,"94.823,57",1.97
"900",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"DEM",100188,"97.503,47",1.03
"901",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PC do B",187906,"97.503,47",1.93
"902",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PCB",4520,"97.503,47",0.05
"903",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PDT",327244,"97.503,47",3.36
"904",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PEN",114812,"97.503,47",1.18
"905",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PHS",52091,"97.503,47",0.53
"906",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PMDB",392695,"97.503,47",4.03
"907",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PMN",41965,"97.503,47",0.43
"908",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PP",141638,"97.503,47",1.45
"909",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PPL",8366,"97.503,47",0.09
"910",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PPS",83187,"97.503,47",0.85
"911",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PR",345497,"97.503,47",3.54
"912",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PRB",107591,"97.503,47",1.1
"913",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PROS",919367,"97.503,47",9.43
"914",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PRP",55927,"97.503,47",0.57
"915",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PRTB",20299,"97.503,47",0.21
"916",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PSB",15061,"97.503,47",0.15
"917",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PSC",103679,"97.503,47",1.06
"918",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PSD",198622,"97.503,47",2.04
"919",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PSDB",87017,"97.503,47",0.89
"920",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PSDC",129634,"97.503,47",1.33
"921",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PSL",60823,"97.503,47",0.62
"922",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PSOL",94047,"97.503,47",0.96
"923",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PSTU",11263,"97.503,47",0.12
"924",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PT",375937,"97.503,47",3.86
"925",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PT do B",32056,"97.503,47",0.33
"926",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PTB",20472,"97.503,47",0.21
"927",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PTC",67520,"97.503,47",0.69
"928",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PTN",65681,"97.503,47",0.67
"929",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"PV",73419,"97.503,47",0.75
"930",2014,"CE","DEPUTADO ESTADUAL",46,4485160,"SD",246636,"97.503,47",2.53
"931",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"AVANTE",16481,"100.219",0.16
"932",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"DC",41988,"100.219",0.42
"933",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"DEM",72926,"100.219",0.73
"934",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"MDB",340300,"100.219",3.4
"935",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PATRI",339872,"100.219",3.39
"936",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PC do B",190473,"100.219",1.9
"937",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PCO",302,"100.219",0
"938",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PDT",1348273,"100.219",13.45
"939",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PHS",2259,"100.219",0.02
"940",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PMN",72943,"100.219",0.73
"941",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PODE",20715,"100.219",0.21
"942",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PP",230073,"100.219",2.3
"943",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PPL",33568,"100.219",0.33
"944",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PPS",118285,"100.219",1.18
"945",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PR",88438,"100.219",0.88
"946",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PRB",108565,"100.219",1.08
"947",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PROS",206308,"100.219",2.06
"948",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PRP",2115,"100.219",0.02
"949",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PRTB",4166,"100.219",0.04
"950",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PSB",86856,"100.219",0.87
"951",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PSC",1527,"100.219",0.02
"952",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PSD",166651,"100.219",1.66
"953",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PSDB",204419,"100.219",2.04
"954",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PSL",194003,"100.219",1.94
"955",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PSOL",113301,"100.219",1.13
"956",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PSTU",2112,"100.219",0.02
"957",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PT",395397,"100.219",3.95
"958",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PTB",28885,"100.219",0.29
"959",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PTC",12639,"100.219",0.13
"960",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"PV",28493,"100.219",0.28
"961",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"REDE",4576,"100.219",0.05
"962",2018,"CE","DEPUTADO ESTADUAL",46,4610074,"SOLIDARIEDADE",133165,"100.219",1.33
"963",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PC do B",10644,"42.090,25",0.25
"964",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PCB",2189,"42.090,25",0.05
"965",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PCO",424,"42.090,25",0.01
"966",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PDT",46199,"42.090,25",1.1
"967",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PFL",63535,"42.090,25",1.51
"968",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PL",71309,"42.090,25",1.69
"969",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PMDB",172104,"42.090,25",4.09
"970",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PMN",14406,"42.090,25",0.34
"971",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PPB",50426,"42.090,25",1.2
"972",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PPS",50055,"42.090,25",1.19
"973",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PRN",2560,"42.090,25",0.06
"974",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PRONA",13129,"42.090,25",0.31
"975",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PRP",7021,"42.090,25",0.17
"976",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PRTB",644,"42.090,25",0.02
"977",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PSB",31409,"42.090,25",0.75
"978",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PSC",47390,"42.090,25",1.13
"979",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PSD",50094,"42.090,25",1.19
"980",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PSDB",119500,"42.090,25",2.84
"981",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PSDC",4479,"42.090,25",0.11
"982",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PSL",8532,"42.090,25",0.2
"983",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PSN",2575,"42.090,25",0.06
"984",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PST",18314,"42.090,25",0.44
"985",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PSTU",2548,"42.090,25",0.06
"986",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PT",178757,"42.090,25",4.25
"987",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PT do B",4481,"42.090,25",0.11
"988",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PTB",35310,"42.090,25",0.84
"989",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PTN",715,"42.090,25",0.02
"990",1998,"DF","DEPUTADO DISTRITAL",24,1010166,"PV",1417,"42.090,25",0.03
"991",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PAN",532,"51.301,54",0.01
"992",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PC do B",20200,"51.301,54",0.39
"993",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PCB",1008,"51.301,54",0.02
"994",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PCO",675,"51.301,54",0.01
"995",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PDT",26052,"51.301,54",0.51
"996",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PFL",119492,"51.301,54",2.33
"997",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PGT",4814,"51.301,54",0.09
"998",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PHS",8052,"51.301,54",0.16
"999",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PL",81757,"51.301,54",1.59
"1000",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PMDB",152779,"51.301,54",2.98
"1001",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PMN",1167,"51.301,54",0.02
"1002",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PPB",104756,"51.301,54",2.04
"1003",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PPS",62704,"51.301,54",1.22
"1004",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PRONA",12637,"51.301,54",0.25
"1005",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PRP",7680,"51.301,54",0.15
"1006",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PRTB",6693,"51.301,54",0.13
"1007",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PSB",42934,"51.301,54",0.84
"1008",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PSC",25742,"51.301,54",0.5
"1009",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PSD",113244,"51.301,54",2.21
"1010",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PSDB",61982,"51.301,54",1.21
"1011",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PSDC",1665,"51.301,54",0.03
"1012",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PSL",15255,"51.301,54",0.3
"1013",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PST",35543,"51.301,54",0.69
"1014",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PSTU",2431,"51.301,54",0.05
"1015",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PT",248035,"51.301,54",4.83
"1016",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PT do B",1709,"51.301,54",0.03
"1017",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PTB",60920,"51.301,54",1.19
"1018",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PTC",3854,"51.301,54",0.08
"1019",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PTN",3113,"51.301,54",0.06
"1020",2002,"DF","DEPUTADO DISTRITAL",24,1231237,"PV",3812,"51.301,54",0.07
"1021",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PAN",806,"55.919,5",0.01
"1022",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PC do B",19962,"55.919,5",0.36
"1023",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PCB",616,"55.919,5",0.01
"1024",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PCO",534,"55.919,5",0.01
"1025",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PDT",62380,"55.919,5",1.12
"1026",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PFL",203534,"55.919,5",3.64
"1027",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PHS",20323,"55.919,5",0.36
"1028",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PL",61021,"55.919,5",1.09
"1029",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PMDB",176718,"55.919,5",3.16
"1030",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PMN",61985,"55.919,5",1.11
"1031",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PP",60955,"55.919,5",1.09
"1032",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PPS",40288,"55.919,5",0.72
"1033",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PRB",3165,"55.919,5",0.06
"1034",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PRONA",37002,"55.919,5",0.66
"1035",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PRP",58025,"55.919,5",1.04
"1036",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PRTB",775,"55.919,5",0.01
"1037",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PSB",42895,"55.919,5",0.77
"1038",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PSC",7967,"55.919,5",0.14
"1039",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PSDB",113773,"55.919,5",2.03
"1040",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PSDC",2647,"55.919,5",0.05
"1041",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PSL",57800,"55.919,5",1.03
"1042",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PSOL",16272,"55.919,5",0.29
"1043",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PSTU",614,"55.919,5",0.01
"1044",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PT",187018,"55.919,5",3.34
"1045",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PT do B",3098,"55.919,5",0.06
"1046",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PTB",86952,"55.919,5",1.55
"1047",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PTC",4265,"55.919,5",0.08
"1048",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PTN",114,"55.919,5",0
"1049",2006,"DF","DEPUTADO DISTRITAL",24,1342068,"PV",10564,"55.919,5",0.19
"1050",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"DEM",103345,"60.028,58",1.72
"1051",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PC do B",28082,"60.028,58",0.47
"1052",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PCB",778,"60.028,58",0.01
"1053",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PCO",557,"60.028,58",0.01
"1054",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PDT",76814,"60.028,58",1.28
"1055",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PHS",53874,"60.028,58",0.9
"1056",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PMDB",86577,"60.028,58",1.44
"1057",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PMN",58047,"60.028,58",0.97
"1058",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PP",30833,"60.028,58",0.51
"1059",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PPS",55324,"60.028,58",0.92
"1060",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PR",70175,"60.028,58",1.17
"1061",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PRB",20549,"60.028,58",0.34
"1062",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PRP",44487,"60.028,58",0.74
"1063",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PRTB",31583,"60.028,58",0.53
"1064",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PSB",61519,"60.028,58",1.02
"1065",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PSC",66305,"60.028,58",1.1
"1066",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PSDB",84379,"60.028,58",1.41
"1067",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PSDC",8463,"60.028,58",0.14
"1068",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PSL",67082,"60.028,58",1.12
"1069",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PSOL",25439,"60.028,58",0.42
"1070",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PSTU",966,"60.028,58",0.02
"1071",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PT",216877,"60.028,58",3.61
"1072",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PT do B",73620,"60.028,58",1.23
"1073",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PTB",76211,"60.028,58",1.27
"1074",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PTC",28637,"60.028,58",0.48
"1075",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PTN",16961,"60.028,58",0.28
"1076",2010,"DF","DEPUTADO DISTRITAL",24,1440686,"PV",53202,"60.028,58",0.89
