"","ANO_ELEICAO","DESCRICAO_CARGO","SIGLA_PARTIDO","UF","Cadeiras conquistadas por UF"
"453",2006,"DEPUTADO FEDERAL","PMDB","MT",1
"454",2006,"DEPUTADO FEDERAL","PMDB","PA",6
"455",2006,"DEPUTADO FEDERAL","PMDB","PB",3
"456",2006,"DEPUTADO FEDERAL","PMDB","PE",3
"457",2006,"DEPUTADO FEDERAL","PMDB","PI",2
"458",2006,"DEPUTADO FEDERAL","PMDB","PR",8
"459",2006,"DEPUTADO FEDERAL","PMDB","RJ",10
"460",2006,"DEPUTADO FEDERAL","PMDB","RN",1
"461",2006,"DEPUTADO FEDERAL","PMDB","RO",2
"462",2006,"DEPUTADO FEDERAL","PMDB","RR",1
"463",2006,"DEPUTADO FEDERAL","PMDB","RS",5
"464",2006,"DEPUTADO FEDERAL","PMDB","SC",5
"465",2006,"DEPUTADO FEDERAL","PMDB","SP",3
"466",2006,"DEPUTADO FEDERAL","PMDB","TO",2
"467",2006,"DEPUTADO FEDERAL","PMN","AC",1
"468",2006,"DEPUTADO FEDERAL","PMN","AL",1
"469",2006,"DEPUTADO FEDERAL","PMN","RN",1
"470",2006,"DEPUTADO FEDERAL","PP","AC",1
"471",2006,"DEPUTADO FEDERAL","PP","AL",1
"472",2006,"DEPUTADO FEDERAL","PP","AM",2
"473",2006,"DEPUTADO FEDERAL","PP","BA",3
"474",2006,"DEPUTADO FEDERAL","PP","CE",2
"475",2006,"DEPUTADO FEDERAL","PP","GO",2
"476",2006,"DEPUTADO FEDERAL","PP","MG",3
"477",2006,"DEPUTADO FEDERAL","PP","MS",1
"478",2006,"DEPUTADO FEDERAL","PP","MT",2
"479",2006,"DEPUTADO FEDERAL","PP","PA",1
"480",2006,"DEPUTADO FEDERAL","PP","PE",1
"481",2006,"DEPUTADO FEDERAL","PP","PI",1
"482",2006,"DEPUTADO FEDERAL","PP","PR",3
"483",2006,"DEPUTADO FEDERAL","PP","RJ",2
"484",2006,"DEPUTADO FEDERAL","PP","RN",1
"485",2006,"DEPUTADO FEDERAL","PP","RR",1
"486",2006,"DEPUTADO FEDERAL","PP","RS",5
"487",2006,"DEPUTADO FEDERAL","PP","SC",3
"488",2006,"DEPUTADO FEDERAL","PP","SP",5
"489",2006,"DEPUTADO FEDERAL","PP","TO",1
"490",2006,"DEPUTADO FEDERAL","PPS","AC",1
"491",2006,"DEPUTADO FEDERAL","PPS","AP",1
"492",2006,"DEPUTADO FEDERAL","PPS","BA",2
"493",2006,"DEPUTADO FEDERAL","PPS","DF",1
"494",2006,"DEPUTADO FEDERAL","PPS","MG",4
"495",2006,"DEPUTADO FEDERAL","PPS","MS",1
"496",2006,"DEPUTADO FEDERAL","PPS","MT",1
"497",2006,"DEPUTADO FEDERAL","PPS","PE",1
"498",2006,"DEPUTADO FEDERAL","PPS","PR",2
"499",2006,"DEPUTADO FEDERAL","PPS","RJ",3
"500",2006,"DEPUTADO FEDERAL","PPS","RO",1
"501",2006,"DEPUTADO FEDERAL","PPS","RS",1
"502",2006,"DEPUTADO FEDERAL","PPS","SC",1
"503",2006,"DEPUTADO FEDERAL","PPS","SP",2
"504",2006,"DEPUTADO FEDERAL","PRB","RJ",1
"505",2006,"DEPUTADO FEDERAL","PRONA","RJ",1
"506",2006,"DEPUTADO FEDERAL","PRONA","SP",1
"507",2006,"DEPUTADO FEDERAL","PSB","AL",1
"508",2006,"DEPUTADO FEDERAL","PSB","AM",1
"509",2006,"DEPUTADO FEDERAL","PSB","AP",1
"510",2006,"DEPUTADO FEDERAL","PSB","BA",1
"511",2006,"DEPUTADO FEDERAL","PSB","CE",2
"512",2006,"DEPUTADO FEDERAL","PSB","DF",1
"513",2006,"DEPUTADO FEDERAL","PSB","MA",2
"514",2006,"DEPUTADO FEDERAL","PSB","MG",1
"515",2006,"DEPUTADO FEDERAL","PSB","MT",1
"516",2006,"DEPUTADO FEDERAL","PSB","PB",2
"517",2006,"DEPUTADO FEDERAL","PSB","PE",3
"518",2006,"DEPUTADO FEDERAL","PSB","RJ",1
"519",2006,"DEPUTADO FEDERAL","PSB","RN",2
"520",2006,"DEPUTADO FEDERAL","PSB","RO",1
"521",2006,"DEPUTADO FEDERAL","PSB","RR",1
"522",2006,"DEPUTADO FEDERAL","PSB","RS",1
"523",2006,"DEPUTADO FEDERAL","PSB","SE",1
"524",2006,"DEPUTADO FEDERAL","PSB","SP",4
"525",2006,"DEPUTADO FEDERAL","PSC","ES",1
"526",2006,"DEPUTADO FEDERAL","PSC","MG",1
"527",2006,"DEPUTADO FEDERAL","PSC","PA",1
"528",2006,"DEPUTADO FEDERAL","PSC","PE",1
"529",2006,"DEPUTADO FEDERAL","PSC","RJ",3
"530",2006,"DEPUTADO FEDERAL","PSC","SE",1
"531",2006,"DEPUTADO FEDERAL","PSC","SP",1
"532",2006,"DEPUTADO FEDERAL","PSDB","BA",2
"533",2006,"DEPUTADO FEDERAL","PSDB","CE",5
"534",2006,"DEPUTADO FEDERAL","PSDB","ES",1
"535",2006,"DEPUTADO FEDERAL","PSDB","GO",4
"536",2006,"DEPUTADO FEDERAL","PSDB","MA",4
"537",2006,"DEPUTADO FEDERAL","PSDB","MG",7
"538",2006,"DEPUTADO FEDERAL","PSDB","MS",1
"539",2006,"DEPUTADO FEDERAL","PSDB","MT",1
"540",2006,"DEPUTADO FEDERAL","PSDB","PA",3
"541",2006,"DEPUTADO FEDERAL","PSDB","PB",3
"542",2006,"DEPUTADO FEDERAL","PSDB","PE",2
"543",2006,"DEPUTADO FEDERAL","PSDB","PI",1
"544",2006,"DEPUTADO FEDERAL","PSDB","PR",4
"545",2006,"DEPUTADO FEDERAL","PSDB","RJ",3
"546",2006,"DEPUTADO FEDERAL","PSDB","RR",1
"547",2006,"DEPUTADO FEDERAL","PSDB","RS",2
"548",2006,"DEPUTADO FEDERAL","PSDB","SC",1
"549",2006,"DEPUTADO FEDERAL","PSDB","SE",1
"550",2006,"DEPUTADO FEDERAL","PSDB","SP",18
"551",2006,"DEPUTADO FEDERAL","PSDB","TO",2
"552",2006,"DEPUTADO FEDERAL","PSOL","RJ",1
"553",2006,"DEPUTADO FEDERAL","PSOL","RS",1
"554",2006,"DEPUTADO FEDERAL","PSOL","SP",1
"555",2006,"DEPUTADO FEDERAL","PT","AC",3
"556",2006,"DEPUTADO FEDERAL","PT","AM",1
"557",2006,"DEPUTADO FEDERAL","PT","AP",1
"558",2006,"DEPUTADO FEDERAL","PT","BA",8
"559",2006,"DEPUTADO FEDERAL","PT","CE",4
"560",2006,"DEPUTADO FEDERAL","PT","DF",1
"561",2006,"DEPUTADO FEDERAL","PT","ES",1
"562",2006,"DEPUTADO FEDERAL","PT","GO",2
"563",2006,"DEPUTADO FEDERAL","PT","MA",1
"564",2006,"DEPUTADO FEDERAL","PT","MG",9
"565",2006,"DEPUTADO FEDERAL","PT","MS",2
"566",2006,"DEPUTADO FEDERAL","PT","MT",1
"567",2006,"DEPUTADO FEDERAL","PT","PA",3
"568",2006,"DEPUTADO FEDERAL","PT","PB",1
"569",2006,"DEPUTADO FEDERAL","PT","PE",5
"570",2006,"DEPUTADO FEDERAL","PT","PI",2
"571",2006,"DEPUTADO FEDERAL","PT","PR",4
"572",2006,"DEPUTADO FEDERAL","PT","RJ",6
"573",2006,"DEPUTADO FEDERAL","PT","RN",1
"574",2006,"DEPUTADO FEDERAL","PT","RO",2
"575",2006,"DEPUTADO FEDERAL","PT","RS",7
"576",2006,"DEPUTADO FEDERAL","PT","SC",3
"577",2006,"DEPUTADO FEDERAL","PT","SE",1
"578",2006,"DEPUTADO FEDERAL","PT","SP",14
"579",2006,"DEPUTADO FEDERAL","PT do B","RJ",1
"580",2006,"DEPUTADO FEDERAL","PTB","AM",1
"581",2006,"DEPUTADO FEDERAL","PTB","CE",1
"582",2006,"DEPUTADO FEDERAL","PTB","DF",1
"583",2006,"DEPUTADO FEDERAL","PTB","GO",2
"584",2006,"DEPUTADO FEDERAL","PTB","MA",1
"585",2006,"DEPUTADO FEDERAL","PTB","PE",3
"586",2006,"DEPUTADO FEDERAL","PTB","PI",1
"587",2006,"DEPUTADO FEDERAL","PTB","PR",1
"588",2006,"DEPUTADO FEDERAL","PTB","RJ",2
"589",2006,"DEPUTADO FEDERAL","PTB","RO",1
"590",2006,"DEPUTADO FEDERAL","PTB","RS",3
"591",2006,"DEPUTADO FEDERAL","PTB","SE",1
"592",2006,"DEPUTADO FEDERAL","PTB","SP",4
"593",2006,"DEPUTADO FEDERAL","PTC","MG",1
"594",2006,"DEPUTADO FEDERAL","PTC","RR",1
"595",2006,"DEPUTADO FEDERAL","PTC","SP",1
"596",2006,"DEPUTADO FEDERAL","PV","BA",1
"597",2006,"DEPUTADO FEDERAL","PV","MA",1
"598",2006,"DEPUTADO FEDERAL","PV","MG",4
"599",2006,"DEPUTADO FEDERAL","PV","RJ",1
"600",2006,"DEPUTADO FEDERAL","PV","RO",1
"601",2006,"DEPUTADO FEDERAL","PV","SP",5
"602",2010,"DEPUTADO FEDERAL","DEM","AM",1
"603",2010,"DEPUTADO FEDERAL","DEM","AP",1
"604",2010,"DEPUTADO FEDERAL","DEM","BA",6
"605",2010,"DEPUTADO FEDERAL","DEM","GO",3
"606",2010,"DEPUTADO FEDERAL","DEM","MA",1
"607",2010,"DEPUTADO FEDERAL","DEM","MG",3
"608",2010,"DEPUTADO FEDERAL","DEM","MS",1
"609",2010,"DEPUTADO FEDERAL","DEM","MT",1
"610",2010,"DEPUTADO FEDERAL","DEM","PA",1
"611",2010,"DEPUTADO FEDERAL","DEM","PB",1
"612",2010,"DEPUTADO FEDERAL","DEM","PE",2
"613",2010,"DEPUTADO FEDERAL","DEM","PI",2
"614",2010,"DEPUTADO FEDERAL","DEM","PR",2
"615",2010,"DEPUTADO FEDERAL","DEM","RJ",2
"616",2010,"DEPUTADO FEDERAL","DEM","RN",2
"617",2010,"DEPUTADO FEDERAL","DEM","RR",1
"618",2010,"DEPUTADO FEDERAL","DEM","RS",1
"619",2010,"DEPUTADO FEDERAL","DEM","SC",3
"620",2010,"DEPUTADO FEDERAL","DEM","SE",1
"621",2010,"DEPUTADO FEDERAL","DEM","SP",6
"622",2010,"DEPUTADO FEDERAL","DEM","TO",2
"623",2010,"DEPUTADO FEDERAL","PC do B","AC",1
"624",2010,"DEPUTADO FEDERAL","PC do B","AP",1
"625",2010,"DEPUTADO FEDERAL","PC do B","BA",3
"626",2010,"DEPUTADO FEDERAL","PC do B","CE",2
"627",2010,"DEPUTADO FEDERAL","PC do B","MG",1
"628",2010,"DEPUTADO FEDERAL","PC do B","PE",1
"629",2010,"DEPUTADO FEDERAL","PC do B","PI",1
"630",2010,"DEPUTADO FEDERAL","PC do B","RJ",1
"631",2010,"DEPUTADO FEDERAL","PC do B","RS",2
"632",2010,"DEPUTADO FEDERAL","PC do B","SP",2
"633",2010,"DEPUTADO FEDERAL","PDT","AP",1
"634",2010,"DEPUTADO FEDERAL","PDT","BA",4
"635",2010,"DEPUTADO FEDERAL","PDT","CE",1
"636",2010,"DEPUTADO FEDERAL","PDT","DF",1
"637",2010,"DEPUTADO FEDERAL","PDT","ES",3
"638",2010,"DEPUTADO FEDERAL","PDT","GO",1
"639",2010,"DEPUTADO FEDERAL","PDT","MG",2
"640",2010,"DEPUTADO FEDERAL","PDT","PA",1
"641",2010,"DEPUTADO FEDERAL","PDT","PB",1
"642",2010,"DEPUTADO FEDERAL","PDT","PE",1
"643",2010,"DEPUTADO FEDERAL","PDT","RJ",3
"644",2010,"DEPUTADO FEDERAL","PDT","RO",1
"645",2010,"DEPUTADO FEDERAL","PDT","RS",3
"646",2010,"DEPUTADO FEDERAL","PDT","SP",3
"647",2010,"DEPUTADO FEDERAL","PDT","TO",1
"648",2010,"DEPUTADO FEDERAL","PHS","MG",1
"649",2010,"DEPUTADO FEDERAL","PHS","RJ",1
"650",2010,"DEPUTADO FEDERAL","PMDB","AC",1
"651",2010,"DEPUTADO FEDERAL","PMDB","AL",2
"652",2010,"DEPUTADO FEDERAL","PMDB","AM",1
"653",2010,"DEPUTADO FEDERAL","PMDB","AP",1
"654",2010,"DEPUTADO FEDERAL","PMDB","BA",2
"655",2010,"DEPUTADO FEDERAL","PMDB","CE",5
"656",2010,"DEPUTADO FEDERAL","PMDB","DF",1
"657",2010,"DEPUTADO FEDERAL","PMDB","ES",2
"658",2010,"DEPUTADO FEDERAL","PMDB","GO",4
"659",2010,"DEPUTADO FEDERAL","PMDB","MA",5
"660",2010,"DEPUTADO FEDERAL","PMDB","MG",7
"661",2010,"DEPUTADO FEDERAL","PMDB","MS",3
"662",2010,"DEPUTADO FEDERAL","PMDB","MT",1
"663",2010,"DEPUTADO FEDERAL","PMDB","PA",4
"664",2010,"DEPUTADO FEDERAL","PMDB","PB",5
"665",2010,"DEPUTADO FEDERAL","PMDB","PE",1
"666",2010,"DEPUTADO FEDERAL","PMDB","PI",2
"667",2010,"DEPUTADO FEDERAL","PMDB","PR",6
"668",2010,"DEPUTADO FEDERAL","PMDB","RJ",8
"669",2010,"DEPUTADO FEDERAL","PMDB","RN",1
"670",2010,"DEPUTADO FEDERAL","PMDB","RO",2
"671",2010,"DEPUTADO FEDERAL","PMDB","RR",2
"672",2010,"DEPUTADO FEDERAL","PMDB","RS",4
"673",2010,"DEPUTADO FEDERAL","PMDB","SC",5
"674",2010,"DEPUTADO FEDERAL","PMDB","SE",1
"675",2010,"DEPUTADO FEDERAL","PMDB","SP",1
"676",2010,"DEPUTADO FEDERAL","PMDB","TO",1
"677",2010,"DEPUTADO FEDERAL","PMN","DF",1
"678",2010,"DEPUTADO FEDERAL","PMN","GO",1
"679",2010,"DEPUTADO FEDERAL","PMN","MG",1
"680",2010,"DEPUTADO FEDERAL","PMN","RN",1
"681",2010,"DEPUTADO FEDERAL","PP","AC",1
"682",2010,"DEPUTADO FEDERAL","PP","AL",1
"683",2010,"DEPUTADO FEDERAL","PP","AM",2
"684",2010,"DEPUTADO FEDERAL","PP","BA",4
"685",2010,"DEPUTADO FEDERAL","PP","CE",1
"686",2010,"DEPUTADO FEDERAL","PP","GO",2
"687",2010,"DEPUTADO FEDERAL","PP","MA",1
"688",2010,"DEPUTADO FEDERAL","PP","MG",5
"689",2010,"DEPUTADO FEDERAL","PP","MT",2
"690",2010,"DEPUTADO FEDERAL","PP","PB",1
"691",2010,"DEPUTADO FEDERAL","PP","PE",2
"692",2010,"DEPUTADO FEDERAL","PP","PI",1
"693",2010,"DEPUTADO FEDERAL","PP","PR",3
"694",2010,"DEPUTADO FEDERAL","PP","RJ",3
"695",2010,"DEPUTADO FEDERAL","PP","RO",1
"696",2010,"DEPUTADO FEDERAL","PP","RR",1
"697",2010,"DEPUTADO FEDERAL","PP","RS",6
"698",2010,"DEPUTADO FEDERAL","PP","SC",2
"699",2010,"DEPUTADO FEDERAL","PP","SP",4
"700",2010,"DEPUTADO FEDERAL","PP","TO",1
"701",2010,"DEPUTADO FEDERAL","PPS","MG",2
"702",2010,"DEPUTADO FEDERAL","PPS","PA",1
"703",2010,"DEPUTADO FEDERAL","PPS","PR",3
"704",2010,"DEPUTADO FEDERAL","PPS","RJ",1
"705",2010,"DEPUTADO FEDERAL","PPS","RO",1
"706",2010,"DEPUTADO FEDERAL","PPS","SP",3
"707",2010,"DEPUTADO FEDERAL","PPS","TO",1
"708",2010,"DEPUTADO FEDERAL","PR","AL",1
"709",2010,"DEPUTADO FEDERAL","PR","AM",1
"710",2010,"DEPUTADO FEDERAL","PR","BA",3
"711",2010,"DEPUTADO FEDERAL","PR","CE",2
"712",2010,"DEPUTADO FEDERAL","PR","DF",2
"713",2010,"DEPUTADO FEDERAL","PR","GO",1
"714",2010,"DEPUTADO FEDERAL","PR","MA",1
"715",2010,"DEPUTADO FEDERAL","PR","MG",7
"716",2010,"DEPUTADO FEDERAL","PR","MS",1
"717",2010,"DEPUTADO FEDERAL","PR","MT",2
"718",2010,"DEPUTADO FEDERAL","PR","PA",1
"719",2010,"DEPUTADO FEDERAL","PR","PB",1
"720",2010,"DEPUTADO FEDERAL","PR","PE",2
"721",2010,"DEPUTADO FEDERAL","PR","PR",1
"722",2010,"DEPUTADO FEDERAL","PR","RJ",8
"723",2010,"DEPUTADO FEDERAL","PR","RN",1
"724",2010,"DEPUTADO FEDERAL","PR","RR",1
"725",2010,"DEPUTADO FEDERAL","PR","SE",1
"726",2010,"DEPUTADO FEDERAL","PR","SP",4
"727",2010,"DEPUTADO FEDERAL","PRB","BA",1
"728",2010,"DEPUTADO FEDERAL","PRB","MA",1
"729",2010,"DEPUTADO FEDERAL","PRB","MG",1
"730",2010,"DEPUTADO FEDERAL","PRB","RJ",1
"731",2010,"DEPUTADO FEDERAL","PRB","RR",1
"732",2010,"DEPUTADO FEDERAL","PRB","SE",1
"733",2010,"DEPUTADO FEDERAL","PRB","SP",2
"734",2010,"DEPUTADO FEDERAL","PRP","BA",1
"735",2010,"DEPUTADO FEDERAL","PRP","RR",1
"736",2010,"DEPUTADO FEDERAL","PRTB","AP",1
"737",2010,"DEPUTADO FEDERAL","PRTB","RJ",1
"738",2010,"DEPUTADO FEDERAL","PSB","AL",1
"739",2010,"DEPUTADO FEDERAL","PSB","AP",1
"740",2010,"DEPUTADO FEDERAL","PSB","CE",4
"741",2010,"DEPUTADO FEDERAL","PSB","ES",2
"742",2010,"DEPUTADO FEDERAL","PSB","MA",1
"743",2010,"DEPUTADO FEDERAL","PSB","MG",1
"744",2010,"DEPUTADO FEDERAL","PSB","MT",1
"745",2010,"DEPUTADO FEDERAL","PSB","PE",5
"746",2010,"DEPUTADO FEDERAL","PSB","PI",1
"747",2010,"DEPUTADO FEDERAL","PSB","PR",1
"748",2010,"DEPUTADO FEDERAL","PSB","RJ",3
"749",2010,"DEPUTADO FEDERAL","PSB","RN",1
"750",2010,"DEPUTADO FEDERAL","PSB","RO",1
"751",2010,"DEPUTADO FEDERAL","PSB","RS",3
"752",2010,"DEPUTADO FEDERAL","PSB","SE",1
"753",2010,"DEPUTADO FEDERAL","PSB","SP",7
"754",2010,"DEPUTADO FEDERAL","PSB","TO",1
"755",2010,"DEPUTADO FEDERAL","PSC","AC",1
"756",2010,"DEPUTADO FEDERAL","PSC","AM",1
"757",2010,"DEPUTADO FEDERAL","PSC","BA",2
"758",2010,"DEPUTADO FEDERAL","PSC","ES",1
"759",2010,"DEPUTADO FEDERAL","PSC","MG",1
"760",2010,"DEPUTADO FEDERAL","PSC","PA",1
"761",2010,"DEPUTADO FEDERAL","PSC","PE",1
"762",2010,"DEPUTADO FEDERAL","PSC","PR",4
"763",2010,"DEPUTADO FEDERAL","PSC","RJ",2
"764",2010,"DEPUTADO FEDERAL","PSC","SE",1
"765",2010,"DEPUTADO FEDERAL","PSC","SP",2
"766",2010,"DEPUTADO FEDERAL","PSDB","AC",1
"767",2010,"DEPUTADO FEDERAL","PSDB","AL",1
"768",2010,"DEPUTADO FEDERAL","PSDB","AP",1
"769",2010,"DEPUTADO FEDERAL","PSDB","BA",2
"770",2010,"DEPUTADO FEDERAL","PSDB","CE",2
"771",2010,"DEPUTADO FEDERAL","PSDB","ES",1
"772",2010,"DEPUTADO FEDERAL","PSDB","GO",3
"773",2010,"DEPUTADO FEDERAL","PSDB","MA",3
"774",2010,"DEPUTADO FEDERAL","PSDB","MG",8
"775",2010,"DEPUTADO FEDERAL","PSDB","MS",1
"776",2010,"DEPUTADO FEDERAL","PSDB","MT",1
"777",2010,"DEPUTADO FEDERAL","PSDB","PA",3
"778",2010,"DEPUTADO FEDERAL","PSDB","PB",2
"779",2010,"DEPUTADO FEDERAL","PSDB","PE",2
"780",2010,"DEPUTADO FEDERAL","PSDB","PR",3
"781",2010,"DEPUTADO FEDERAL","PSDB","RJ",2
"782",2010,"DEPUTADO FEDERAL","PSDB","RR",1
"783",2010,"DEPUTADO FEDERAL","PSDB","RS",1
"784",2010,"DEPUTADO FEDERAL","PSDB","SC",2
"785",2010,"DEPUTADO FEDERAL","PSDB","SP",13
"786",2010,"DEPUTADO FEDERAL","PSDB","TO",1
"787",2010,"DEPUTADO FEDERAL","PSL","MG",1
"788",2010,"DEPUTADO FEDERAL","PSOL","RJ",2
"789",2010,"DEPUTADO FEDERAL","PSOL","SP",1
"790",2010,"DEPUTADO FEDERAL","PT","AC",2
"791",2010,"DEPUTADO FEDERAL","PT","AM",1
"792",2010,"DEPUTADO FEDERAL","PT","AP",1
"793",2010,"DEPUTADO FEDERAL","PT","BA",10
"794",2010,"DEPUTADO FEDERAL","PT","CE",4
"795",2010,"DEPUTADO FEDERAL","PT","DF",3
"796",2010,"DEPUTADO FEDERAL","PT","ES",1
"797",2010,"DEPUTADO FEDERAL","PT","GO",1
"798",2010,"DEPUTADO FEDERAL","PT","MA",1
"799",2010,"DEPUTADO FEDERAL","PT","MG",8
"800",2010,"DEPUTADO FEDERAL","PT","MS",2
"801",2010,"DEPUTADO FEDERAL","PT","PA",4
"802",2010,"DEPUTADO FEDERAL","PT","PB",1
"803",2010,"DEPUTADO FEDERAL","PT","PE",4
"804",2010,"DEPUTADO FEDERAL","PT","PI",2
"805",2010,"DEPUTADO FEDERAL","PT","PR",5
"806",2010,"DEPUTADO FEDERAL","PT","RJ",5
"807",2010,"DEPUTADO FEDERAL","PT","RN",1
"808",2010,"DEPUTADO FEDERAL","PT","RO",1
"809",2010,"DEPUTADO FEDERAL","PT","RS",8
"810",2010,"DEPUTADO FEDERAL","PT","SC",4
"811",2010,"DEPUTADO FEDERAL","PT","SE",2
"812",2010,"DEPUTADO FEDERAL","PT","SP",15
"813",2010,"DEPUTADO FEDERAL","PT do B","AL",1
"814",2010,"DEPUTADO FEDERAL","PT do B","MA",1
"815",2010,"DEPUTADO FEDERAL","PT do B","MG",1
"816",2010,"DEPUTADO FEDERAL","PTB","AL",2
"817",2010,"DEPUTADO FEDERAL","PTB","AM",1
"818",2010,"DEPUTADO FEDERAL","PTB","BA",1
"819",2010,"DEPUTADO FEDERAL","PTB","CE",1
"820",2010,"DEPUTADO FEDERAL","PTB","GO",1
"821",2010,"DEPUTADO FEDERAL","PTB","MA",1
"822",2010,"DEPUTADO FEDERAL","PTB","MG",1
"823",2010,"DEPUTADO FEDERAL","PTB","PA",1
"824",2010,"DEPUTADO FEDERAL","PTB","PE",4
"825",2010,"DEPUTADO FEDERAL","PTB","PI",1
"826",2010,"DEPUTADO FEDERAL","PTB","PR",1
"827",2010,"DEPUTADO FEDERAL","PTB","RJ",1
"828",2010,"DEPUTADO FEDERAL","PTB","RO",1
"829",2010,"DEPUTADO FEDERAL","PTB","RS",3
"830",2010,"DEPUTADO FEDERAL","PTB","SP",2
"831",2010,"DEPUTADO FEDERAL","PTC","MA",1
"832",2010,"DEPUTADO FEDERAL","PV","AC",1
"833",2010,"DEPUTADO FEDERAL","PV","MA",1
"834",2010,"DEPUTADO FEDERAL","PV","MG",2
"835",2010,"DEPUTADO FEDERAL","PV","PR",1
"836",2010,"DEPUTADO FEDERAL","PV","RJ",2
"837",2010,"DEPUTADO FEDERAL","PV","RN",1
"838",2010,"DEPUTADO FEDERAL","PV","SP",5
"839",2014,"DEPUTADO FEDERAL","DEM","AM",1
"840",2014,"DEPUTADO FEDERAL","DEM","BA",4
"841",2014,"DEPUTADO FEDERAL","DEM","CE",1
"842",2014,"DEPUTADO FEDERAL","DEM","DF",1
"843",2014,"DEPUTADO FEDERAL","DEM","MG",2
"844",2014,"DEPUTADO FEDERAL","DEM","MS",1
"845",2014,"DEPUTADO FEDERAL","DEM","PA",1
"846",2014,"DEPUTADO FEDERAL","DEM","PB",1
"847",2014,"DEPUTADO FEDERAL","DEM","PE",1
"848",2014,"DEPUTADO FEDERAL","DEM","RJ",1
"849",2014,"DEPUTADO FEDERAL","DEM","RN",1
"850",2014,"DEPUTADO FEDERAL","DEM","RS",1
"851",2014,"DEPUTADO FEDERAL","DEM","SP",4
"852",2014,"DEPUTADO FEDERAL","DEM","TO",1
"853",2014,"DEPUTADO FEDERAL","PC do B","BA",2
"854",2014,"DEPUTADO FEDERAL","PC do B","CE",1
"855",2014,"DEPUTADO FEDERAL","PC do B","MA",1
"856",2014,"DEPUTADO FEDERAL","PC do B","MG",1
"857",2014,"DEPUTADO FEDERAL","PC do B","PE",1
"858",2014,"DEPUTADO FEDERAL","PC do B","PR",1
"859",2014,"DEPUTADO FEDERAL","PC do B","RJ",1
"860",2014,"DEPUTADO FEDERAL","PC do B","RS",1
"861",2014,"DEPUTADO FEDERAL","PC do B","SP",1
"862",2014,"DEPUTADO FEDERAL","PDT","AL",1
"863",2014,"DEPUTADO FEDERAL","PDT","AP",1
"864",2014,"DEPUTADO FEDERAL","PDT","BA",1
"865",2014,"DEPUTADO FEDERAL","PDT","CE",1
"866",2014,"DEPUTADO FEDERAL","PDT","ES",1
"867",2014,"DEPUTADO FEDERAL","PDT","GO",1
"868",2014,"DEPUTADO FEDERAL","PDT","MA",2
"869",2014,"DEPUTADO FEDERAL","PDT","MG",2
"870",2014,"DEPUTADO FEDERAL","PDT","MS",1
"871",2014,"DEPUTADO FEDERAL","PDT","PB",1
"872",2014,"DEPUTADO FEDERAL","PDT","PE",1
"873",2014,"DEPUTADO FEDERAL","PDT","RJ",1
"874",2014,"DEPUTADO FEDERAL","PDT","RO",1
"875",2014,"DEPUTADO FEDERAL","PDT","RR",1
"876",2014,"DEPUTADO FEDERAL","PDT","RS",3
"877",2014,"DEPUTADO FEDERAL","PDT","SP",1
"878",2014,"DEPUTADO FEDERAL","PEN","MA",2
"879",2014,"DEPUTADO FEDERAL","PHS","CE",1
"880",2014,"DEPUTADO FEDERAL","PHS","MG",1
"881",2014,"DEPUTADO FEDERAL","PHS","PE",1
"882",2014,"DEPUTADO FEDERAL","PHS","PR",1
"883",2014,"DEPUTADO FEDERAL","PHS","RR",1
"884",2014,"DEPUTADO FEDERAL","PMDB","AC",2
"885",2014,"DEPUTADO FEDERAL","PMDB","AL",1
"886",2014,"DEPUTADO FEDERAL","PMDB","AM",1
"887",2014,"DEPUTADO FEDERAL","PMDB","AP",1
"888",2014,"DEPUTADO FEDERAL","PMDB","BA",1
"889",2014,"DEPUTADO FEDERAL","PMDB","CE",3
"890",2014,"DEPUTADO FEDERAL","PMDB","DF",1
"891",2014,"DEPUTADO FEDERAL","PMDB","ES",1
"892",2014,"DEPUTADO FEDERAL","PMDB","GO",2
"893",2014,"DEPUTADO FEDERAL","PMDB","MA",2
"894",2014,"DEPUTADO FEDERAL","PMDB","MG",6
"895",2014,"DEPUTADO FEDERAL","PMDB","MS",2
"896",2014,"DEPUTADO FEDERAL","PMDB","MT",1
"897",2014,"DEPUTADO FEDERAL","PMDB","PA",3
"898",2014,"DEPUTADO FEDERAL","PMDB","PB",3
"899",2014,"DEPUTADO FEDERAL","PMDB","PE",1
"900",2014,"DEPUTADO FEDERAL","PMDB","PI",1
"901",2014,"DEPUTADO FEDERAL","PMDB","PR",4
"902",2014,"DEPUTADO FEDERAL","PMDB","RJ",8
"903",2014,"DEPUTADO FEDERAL","PMDB","RN",1
"904",2014,"DEPUTADO FEDERAL","PMDB","RO",3
"905",2014,"DEPUTADO FEDERAL","PMDB","RR",1
"906",2014,"DEPUTADO FEDERAL","PMDB","RS",5
"907",2014,"DEPUTADO FEDERAL","PMDB","SC",5
"908",2014,"DEPUTADO FEDERAL","PMDB","SE",1
"909",2014,"DEPUTADO FEDERAL","PMDB","SP",2
"910",2014,"DEPUTADO FEDERAL","PMDB","TO",3
"911",2014,"DEPUTADO FEDERAL","PMN","MG",1
"912",2014,"DEPUTADO FEDERAL","PMN","RN",1
"913",2014,"DEPUTADO FEDERAL","PMN","RR",1
"914",2014,"DEPUTADO FEDERAL","PP","AL",1
