"","Município - UF"
"4472","Campos Novos - SC"
"4473","Canelinha - SC"
"4474","Canoinhas - SC"
"4475","Capão Alto - SC"
"4476","Capinzal - SC"
"4477","Capivari de Baixo - SC"
"4478","Catanduvas - SC"
"4479","Caxambu do Sul - SC"
"4480","Celso Ramos - SC"
"4481","Cerro Negro - SC"
"4482","Chapadão do Lageado - SC"
"4483","Chapecó - SC"
"4484","Cocal do Sul - SC"
"4485","Concórdia - SC"
"4486","Cordilheira Alta - SC"
"4487","Coronel Freitas - SC"
"4488","Coronel Martins - SC"
"4489","Correia Pinto - SC"
"4490","Corupá - SC"
"4491","Criciúma - SC"
"4492","Cunha Porã - SC"
"4493","Cunhataí - SC"
"4494","Curitibanos - SC"
"4495","Descanso - SC"
"4496","Dionísio Cerqueira - SC"
"4497","Dona Emma - SC"
"4498","Doutor Pedrinho - SC"
"4499","Entre Rios - SC"
"4500","Ermo - SC"
"4501","Erval Velho - SC"
"4502","Faxinal dos Guedes - SC"
"4503","Flor do Sertão - SC"
"4504","Florianópolis - SC"
"4505","Formosa do Sul - SC"
"4506","Forquilhinha - SC"
"4507","Fraiburgo - SC"
"4508","Frei Rogério - SC"
"4509","Galvão - SC"
"4510","Garopaba - SC"
"4511","Garuva - SC"
"4512","Gaspar - SC"
"4513","Governador Celso Ramos - SC"
"4514","Grão Pará - SC"
"4515","Gravatal - SC"
"4516","Guabiruba - SC"
"4517","Guaraciaba - SC"
"4518","Guaramirim - SC"
"4519","Guarujá do Sul - SC"
"4520","Guatambú - SC"
"4521","Herval d'Oeste - SC"
"4522","Ibiam - SC"
"4523","Ibicaré - SC"
"4524","Ibirama - SC"
"4525","Içara - SC"
"4526","Ilhota - SC"
"4527","Imaruí - SC"
"4528","Imbituba - SC"
"4529","Imbuia - SC"
"4530","Indaial - SC"
"4531","Iomerê - SC"
"4532","Ipira - SC"
"4533","Iporã do Oeste - SC"
"4534","Ipuaçu - SC"
"4535","Ipumirim - SC"
"4536","Iraceminha - SC"
"4537","Irani - SC"
"4538","Irati - SC"
"4539","Irineópolis - SC"
"4540","Itá - SC"
"4541","Itaiópolis - SC"
"4542","Itajaí - SC"
"4543","Itapema - SC"
"4544","Itapiranga - SC"
"4545","Itapoá - SC"
"4546","Ituporanga - SC"
"4547","Jaborá - SC"
"4548","Jacinto Machado - SC"
"4549","Jaguaruna - SC"
"4550","Jaraguá do Sul - SC"
"4551","Jardinópolis - SC"
"4552","Joaçaba - SC"
"4553","Joinville - SC"
"4554","José Boiteux - SC"
"4555","Jupiá - SC"
"4556","Lacerdópolis - SC"
"4557","Lages - SC"
"4558","Laguna - SC"
"4559","Lajeado Grande - SC"
"4560","Laurentino - SC"
"4561","Lauro Muller - SC"
"4562","Lebon Régis - SC"
"4563","Leoberto Leal - SC"
"4564","Lindóia do Sul - SC"
"4565","Lontras - SC"
"4566","Luiz Alves - SC"
"4567","Luzerna - SC"
"4568","Macieira - SC"
"4569","Mafra - SC"
"4570","Major Gercino - SC"
"4571","Major Vieira - SC"
"4572","Maracajá - SC"
"4573","Maravilha - SC"
"4574","Marema - SC"
"4575","Massaranduba - SC"
"4576","Matos Costa - SC"
"4577","Meleiro - SC"
"4578","Mirim Doce - SC"
"4579","Modelo - SC"
"4580","Mondaí - SC"
"4581","Monte Carlo - SC"
"4582","Monte Castelo - SC"
"4583","Morro da Fumaça - SC"
"4584","Morro Grande - SC"
"4585","Navegantes - SC"
"4586","Nova Erechim - SC"
"4587","Nova Itaberaba - SC"
"4588","Nova Trento - SC"
"4589","Nova Veneza - SC"
"4590","Novo Horizonte - SC"
"4591","Orleans - SC"
"4592","Otacílio Costa - SC"
"4593","Ouro - SC"
"4594","Ouro Verde - SC"
"4595","Paial - SC"
"4596","Painel - SC"
"4597","Palhoça - SC"
"4598","Palma Sola - SC"
"4599","Palmeira - SC"
"4600","Palmitos - SC"
"4601","Papanduva - SC"
"4602","Paraíso - SC"
"4603","Passo de Torres - SC"
"4604","Passos Maia - SC"
"4605","Paulo Lopes - SC"
"4606","Pedras Grandes - SC"
"4607","Penha - SC"
"4608","Peritiba - SC"
"4609","Pescaria Brava - SC"
"4610","Petrolândia - SC"
"4611","Pinhalzinho - SC"
"4612","Pinheiro Preto - SC"
"4613","Piratuba - SC"
"4614","Planalto Alegre - SC"
"4615","Pomerode - SC"
"4616","Ponte Alta - SC"
"4617","Ponte Alta do Norte - SC"
"4618","Ponte Serrada - SC"
"4619","Porto Belo - SC"
"4620","Porto União - SC"
"4621","Pouso Redondo - SC"
"4622","Praia Grande - SC"
"4623","Presidente Castello Branco - SC"
"4624","Presidente Getúlio - SC"
"4625","Presidente Nereu - SC"
"4626","Princesa - SC"
"4627","Quilombo - SC"
"4628","Rancho Queimado - SC"
"4629","Rio das Antas - SC"
"4630","Rio do Campo - SC"
"4631","Rio do Oeste - SC"
"4632","Rio do Sul - SC"
"4633","Rio dos Cedros - SC"
"4634","Rio Fortuna - SC"
"4635","Rio Negrinho - SC"
"4636","Rio Rufino - SC"
"4637","Riqueza - SC"
"4638","Rodeio - SC"
"4639","Romelândia - SC"
"4640","Salete - SC"
"4641","Saltinho - SC"
"4642","Salto Veloso - SC"
"4643","Sangão - SC"
"4644","Santa Cecília - SC"
"4645","Santa Helena - SC"
"4646","Santa Rosa de Lima - SC"
"4647","Santa Rosa do Sul - SC"
"4648","Santa Terezinha - SC"
"4649","Santa Terezinha do Progresso - SC"
"4650","Santiago do Sul - SC"
"4651","Santo Amaro da Imperatriz - SC"
"4652","São Bento do Sul - SC"
"4653","São Bernardino - SC"
"4654","São Bonifácio - SC"
"4655","São Carlos - SC"
"4656","São Cristovão do Sul - SC"
"4657","São Domingos - SC"
"4658","São Francisco do Sul - SC"
"4659","São João Batista - SC"
"4660","São João do Itaperiú - SC"
"4661","São João do Oeste - SC"
"4662","São João do Sul - SC"
"4663","São Joaquim - SC"
"4664","São José - SC"
"4665","São José do Cedro - SC"
"4666","São José do Cerrito - SC"
"4667","São Lourenço do Oeste - SC"
"4668","São Ludgero - SC"
"4669","São Martinho - SC"
"4670","São Miguel da Boa Vista - SC"
"4671","São Miguel do Oeste - SC"
"4672","São Pedro de Alcântara - SC"
"4673","Saudades - SC"
"4674","Schroeder - SC"
"4675","Seara - SC"
"4676","Serra Alta - SC"
"4677","Siderópolis - SC"
"4678","Sombrio - SC"
"4679","Sul Brasil - SC"
"4680","Taió - SC"
"4681","Tangará - SC"
"4682","Tigrinhos - SC"
"4683","Tijucas - SC"
"4684","Timbé do Sul - SC"
"4685","Timbó - SC"
"4686","Timbó Grande - SC"
"4687","Três Barras - SC"
"4688","Treviso - SC"
"4689","Treze de Maio - SC"
"4690","Treze Tílias - SC"
"4691","Trombudo Central - SC"
"4692","Tubarão - SC"
"4693","Tunápolis - SC"
"4694","Turvo - SC"
"4695","União do Oeste - SC"
"4696","Urubici - SC"
"4697","Urupema - SC"
"4698","Urussanga - SC"
"4699","Vargeão - SC"
"4700","Vargem - SC"
"4701","Vargem Bonita - SC"
"4702","Vidal Ramos - SC"
"4703","Videira - SC"
"4704","Vitor Meireles - SC"
"4705","Witmarsum - SC"
"4706","Xanxerê - SC"
"4707","Xavantina - SC"
"4708","Xaxim - SC"
"4709","Zortéa - SC"
"4710","Amparo de São Francisco - SE"
"4711","Aquidabã - SE"
"4712","Aracaju - SE"
"4713","Arauá - SE"
"4714","Areia Branca - SE"
"4715","Barra dos Coqueiros - SE"
"4716","Boquim - SE"
"4717","Brejo Grande - SE"
"4718","Campo do Brito - SE"
"4719","Canhoba - SE"
"4720","Canindé de São Francisco - SE"
"4721","Capela - SE"
"4722","Carira - SE"
"4723","Carmópolis - SE"
"4724","Cedro de São João - SE"
"4725","Cristinápolis - SE"
"4726","Cumbe - SE"
"4727","Divina Pastora - SE"
"4728","Estância - SE"
"4729","Feira Nova - SE"
"4730","Frei Paulo - SE"
"4731","Gararu - SE"
"4732","General Maynard - SE"
"4733","Graccho Cardoso - SE"
"4734","Ilha das Flores - SE"
"4735","Indiaroba - SE"
"4736","Itabaiana - SE"
"4737","Itabaianinha - SE"
"4738","Itabi - SE"
"4739","Itaporanga d'Ajuda - SE"
"4740","Japaratuba - SE"
"4741","Japoatã - SE"
"4742","Lagarto - SE"
"4743","Laranjeiras - SE"
"4744","Macambira - SE"
"4745","Malhada dos Bois - SE"
"4746","Malhador - SE"
"4747","Maruim - SE"
"4748","Moita Bonita - SE"
"4749","Monte Alegre de Sergipe - SE"
"4750","Muribeca - SE"
"4751","Neópolis - SE"
"4752","Nossa Senhora Aparecida - SE"
"4753","Nossa Senhora da Glória - SE"
"4754","Nossa Senhora das Dores - SE"
"4755","Nossa Senhora de Lourdes - SE"
"4756","Nossa Senhora do Socorro - SE"
"4757","Pacatuba - SE"
"4758","Pedra Mole - SE"
"4759","Pedrinhas - SE"
"4760","Pinhão - SE"
"4761","Pirambu - SE"
"4762","Poço Redondo - SE"
"4763","Poço Verde - SE"
"4764","Porto da Folha - SE"
"4765","Propriá - SE"
"4766","Riachão do Dantas - SE"
"4767","Riachuelo - SE"
"4768","Ribeirópolis - SE"
"4769","Rosário do Catete - SE"
"4770","Salgado - SE"
"4771","Santa Luzia do Itanhy - SE"
"4772","Santa Rosa de Lima - SE"
"4773","Santana do São Francisco - SE"
"4774","Santo Amaro das Brotas - SE"
"4775","São Cristóvão - SE"
"4776","São Domingos - SE"
"4777","São Francisco - SE"
"4778","São Miguel do Aleixo - SE"
"4779","Simão Dias - SE"
"4780","Siriri - SE"
"4781","Telha - SE"
"4782","Tobias Barreto - SE"
"4783","Tomar do Geru - SE"
"4784","Umbaúba - SE"
"4785","Adamantina - SP"
"4786","Adolfo - SP"
"4787","Aguaí - SP"
"4788","Águas da Prata - SP"
"4789","Águas de Lindóia - SP"
"4790","Águas de Santa Bárbara - SP"
"4791","Águas de São Pedro - SP"
"4792","Agudos - SP"
"4793","Alambari - SP"
"4794","Alfredo Marcondes - SP"
"4795","Altair - SP"
"4796","Altinópolis - SP"
"4797","Alto Alegre - SP"
"4798","Alumínio - SP"
"4799","Álvares Florence - SP"
"4800","Álvares Machado - SP"
"4801","Álvaro de Carvalho - SP"
"4802","Alvinlândia - SP"
"4803","Americana - SP"
"4804","Américo Brasiliense - SP"
"4805","Américo de Campos - SP"
"4806","Amparo - SP"
"4807","Analândia - SP"
"4808","Andradina - SP"
"4809","Angatuba - SP"
"4810","Anhembi - SP"
"4811","Anhumas - SP"
"4812","Aparecida - SP"
"4813","Aparecida d'Oeste - SP"
"4814","Apiaí - SP"
"4815","Araçariguama - SP"
"4816","Araçatuba - SP"
"4817","Araçoiaba da Serra - SP"
"4818","Aramina - SP"
"4819","Arandu - SP"
"4820","Arapeí - SP"
"4821","Araraquara - SP"
"4822","Araras - SP"
"4823","Arco-Íris - SP"
"4824","Arealva - SP"
"4825","Areias - SP"
"4826","Areiópolis - SP"
"4827","Ariranha - SP"
"4828","Artur Nogueira - SP"
"4829","Arujá - SP"
"4830","Aspásia - SP"
"4831","Assis - SP"
"4832","Atibaia - SP"
"4833","Auriflama - SP"
"4834","Avaí - SP"
"4835","Avanhandava - SP"
"4836","Avaré - SP"
"4837","Bady Bassitt - SP"
"4838","Balbinos - SP"
"4839","Bálsamo - SP"
"4840","Bananal - SP"
"4841","Barão de Antonina - SP"
"4842","Barbosa - SP"
"4843","Bariri - SP"
"4844","Barra Bonita - SP"
"4845","Barra do Chapéu - SP"
"4846","Barra do Turvo - SP"
"4847","Barretos - SP"
"4848","Barrinha - SP"
"4849","Barueri - SP"
"4850","Bastos - SP"
"4851","Batatais - SP"
"4852","Bauru - SP"
"4853","Bebedouro - SP"
"4854","Bento de Abreu - SP"
"4855","Bernardino de Campos - SP"
"4856","Bertioga - SP"
"4857","Bilac - SP"
"4858","Birigui - SP"
"4859","Biritiba-Mirim - SP"
"4860","Boa Esperança do Sul - SP"
"4861","Bocaina - SP"
"4862","Bofete - SP"
"4863","Boituva - SP"
"4864","Bom Jesus dos Perdões - SP"
"4865","Bom Sucesso de Itararé - SP"
"4866","Borá - SP"
"4867","Boracéia - SP"
"4868","Borborema - SP"
"4869","Borebi - SP"
"4870","Botucatu - SP"
"4871","Bragança Paulista - SP"
"4872","Braúna - SP"
"4873","Brejo Alegre - SP"
"4874","Brodowski - SP"
"4875","Brotas - SP"
"4876","Buri - SP"
"4877","Buritama - SP"
"4878","Buritizal - SP"
"4879","Cabrália Paulista - SP"
"4880","Cabreúva - SP"
"4881","Caçapava - SP"
"4882","Cachoeira Paulista - SP"
"4883","Caconde - SP"
"4884","Cafelândia - SP"
"4885","Caiabu - SP"
"4886","Caieiras - SP"
"4887","Caiuá - SP"
"4888","Cajamar - SP"
"4889","Cajati - SP"
"4890","Cajobi - SP"
"4891","Cajuru - SP"
"4892","Campina do Monte Alegre - SP"
"4893","Campinas - SP"
"4894","Campo Limpo Paulista - SP"
"4895","Campos do Jordão - SP"
"4896","Campos Novos Paulista - SP"
"4897","Cananéia - SP"
"4898","Canas - SP"
"4899","Cândido Mota - SP"
"4900","Cândido Rodrigues - SP"
"4901","Canitar - SP"
"4902","Capão Bonito - SP"
"4903","Capela do Alto - SP"
"4904","Capivari - SP"
"4905","Caraguatatuba - SP"
"4906","Carapicuíba - SP"
"4907","Cardoso - SP"
"4908","Casa Branca - SP"
"4909","Cássia dos Coqueiros - SP"
"4910","Castilho - SP"
"4911","Catanduva - SP"
"4912","Catiguá - SP"
"4913","Cedral - SP"
"4914","Cerqueira César - SP"
"4915","Cerquilho - SP"
"4916","Cesário Lange - SP"
"4917","Charqueada - SP"
"4918","Chavantes - SP"
"4919","Clementina - SP"
"4920","Colina - SP"
"4921","Colômbia - SP"
"4922","Conchal - SP"
"4923","Conchas - SP"
"4924","Cordeirópolis - SP"
"4925","Coroados - SP"
"4926","Coronel Macedo - SP"
"4927","Corumbataí - SP"
"4928","Cosmópolis - SP"
"4929","Cosmorama - SP"
"4930","Cotia - SP"
"4931","Cravinhos - SP"
"4932","Cristais Paulista - SP"
"4933","Cruzália - SP"
"4934","Cruzeiro - SP"
"4935","Cubatão - SP"
"4936","Cunha - SP"
"4937","Descalvado - SP"
"4938","Diadema - SP"
"4939","Dirce Reis - SP"
"4940","Divinolândia - SP"
"4941","Dobrada - SP"
"4942","Dois Córregos - SP"
"4943","Dolcinópolis - SP"
"4944","Dourado - SP"
"4945","Dracena - SP"
"4946","Duartina - SP"
"4947","Dumont - SP"
"4948","Echaporã - SP"
"4949","Eldorado - SP"
"4950","Elias Fausto - SP"
"4951","Elisiário - SP"
"4952","Embaúba - SP"
"4953","Embu-Guaçu - SP"
"4954","Embu das Artes - SP"
"4955","Emilianópolis - SP"
"4956","Engenheiro Coelho - SP"
"4957","Espírito Santo do Pinhal - SP"
"4958","Espírito Santo do Turvo - SP"
"4959","Estiva Gerbi - SP"
"4960","Estrela d'Oeste - SP"
"4961","Estrela do Norte - SP"
"4962","Euclides da Cunha Paulista - SP"
"4963","Fartura - SP"
"4964","Fernando Prestes - SP"
"4965","Fernandópolis - SP"
"4966","Fernão - SP"
"4967","Ferraz de Vasconcelos - SP"
"4968","Flora Rica - SP"
"4969","Floreal - SP"
"4970","Flórida Paulista - SP"
"4971","Florínia - SP"
"4972","Franca - SP"
"4973","Francisco Morato - SP"
"4974","Franco da Rocha - SP"
"4975","Gabriel Monteiro - SP"
"4976","Gália - SP"
"4977","Garça - SP"
"4978","Gastão Vidigal - SP"
"4979","Gavião Peixoto - SP"
"4980","General Salgado - SP"
"4981","Getulina - SP"
"4982","Glicério - SP"
"4983","Guaiçara - SP"
"4984","Guaimbê - SP"
"4985","Guaíra - SP"
"4986","Guapiaçu - SP"
"4987","Guapiara - SP"
"4988","Guará - SP"
"4989","Guaraçaí - SP"
"4990","Guaraci - SP"
"4991","Guarani d'Oeste - SP"
"4992","Guarantã - SP"
"4993","Guararapes - SP"
"4994","Guararema - SP"
"4995","Guaratinguetá - SP"
"4996","Guareí - SP"
"4997","Guariba - SP"
"4998","Guarujá - SP"
"4999","Guarulhos - SP"
"5000","Guatapará - SP"
"5001","Guzolândia - SP"
"5002","Herculândia - SP"
"5003","Holambra - SP"
"5004","Hortolândia - SP"
"5005","Iacanga - SP"
"5006","Iacri - SP"
"5007","Iaras - SP"
"5008","Ibaté - SP"
"5009","Ibirá - SP"
"5010","Ibirarema - SP"
"5011","Ibitinga - SP"
"5012","Ibiúna - SP"
"5013","Icém - SP"
"5014","Iepê - SP"
"5015","Igaraçu do Tietê - SP"
"5016","Igarapava - SP"
"5017","Igaratá - SP"
"5018","Iguape - SP"
"5019","Ilha Comprida - SP"
"5020","Ilha Solteira - SP"
"5021","Ilhabela - SP"
"5022","Indaiatuba - SP"
"5023","Indiana - SP"
"5024","Indiaporã - SP"
"5025","Inúbia Paulista - SP"
"5026","Ipaussu - SP"
"5027","Iperó - SP"
"5028","Ipeúna - SP"
"5029","Ipiguá - SP"
"5030","Iporanga - SP"
"5031","Ipuã - SP"
"5032","Iracemápolis - SP"
"5033","Irapuã - SP"
"5034","Irapuru - SP"
"5035","Itaberá - SP"
"5036","Itaí - SP"
"5037","Itajobi - SP"
"5038","Itaju - SP"
"5039","Itanhaém - SP"
"5040","Itaóca - SP"
"5041","Itapecerica da Serra - SP"
"5042","Itapetininga - SP"
"5043","Itapeva - SP"
"5044","Itapevi - SP"
"5045","Itapira - SP"
"5046","Itapirapuã Paulista - SP"
"5047","Itápolis - SP"
"5048","Itaporanga - SP"
"5049","Itapuí - SP"
"5050","Itapura - SP"
"5051","Itaquaquecetuba - SP"
"5052","Itararé - SP"
"5053","Itariri - SP"
"5054","Itatiba - SP"
"5055","Itatinga - SP"
"5056","Itirapina - SP"
"5057","Itirapuã - SP"
"5058","Itobi - SP"
"5059","Itu - SP"
"5060","Itupeva - SP"
"5061","Ituverava - SP"
"5062","Jaborandi - SP"
"5063","Jaboticabal - SP"
"5064","Jacareí - SP"
"5065","Jaci - SP"
"5066","Jacupiranga - SP"
"5067","Jaguariúna - SP"
"5068","Jales - SP"
"5069","Jambeiro - SP"
"5070","Jandira - SP"
"5071","Jardinópolis - SP"
"5072","Jarinu - SP"
"5073","Jaú - SP"
"5074","Jeriquara - SP"
"5075","Joanópolis - SP"
"5076","João Ramalho - SP"
"5077","José Bonifácio - SP"
"5078","Júlio Mesquita - SP"
"5079","Jumirim - SP"
"5080","Jundiaí - SP"
"5081","Junqueirópolis - SP"
"5082","Juquiá - SP"
"5083","Juquitiba - SP"
"5084","Lagoinha - SP"
"5085","Laranjal Paulista - SP"
"5086","Lavínia - SP"
"5087","Lavrinhas - SP"
"5088","Leme - SP"
"5089","Lençóis Paulista - SP"
"5090","Limeira - SP"
"5091","Lindóia - SP"
"5092","Lins - SP"
"5093","Lorena - SP"
"5094","Lourdes - SP"
"5095","Louveira - SP"
"5096","Lucélia - SP"
"5097","Lucianópolis - SP"
"5098","Luís Antônio - SP"
"5099","Luiziânia - SP"
"5100","Lupércio - SP"
"5101","Lutécia - SP"
"5102","Macatuba - SP"
"5103","Macaubal - SP"
"5104","Macedônia - SP"
"5105","Magda - SP"
"5106","Mairinque - SP"
"5107","Mairiporã - SP"
"5108","Manduri - SP"
"5109","Marabá Paulista - SP"
"5110","Maracaí - SP"
"5111","Marapoama - SP"
"5112","Mariápolis - SP"
"5113","Marília - SP"
"5114","Marinópolis - SP"
"5115","Martinópolis - SP"
"5116","Matão - SP"
"5117","Mauá - SP"
"5118","Mendonça - SP"
"5119","Meridiano - SP"
"5120","Mesópolis - SP"
"5121","Miguelópolis - SP"
"5122","Mineiros do Tietê - SP"
"5123","Mira Estrela - SP"
"5124","Miracatu - SP"
"5125","Mirandópolis - SP"
"5126","Mirante do Paranapanema - SP"
"5127","Mirassol - SP"
"5128","Mirassolândia - SP"
"5129","Mococa - SP"
"5130","Mogi das Cruzes - SP"
"5131","Mogi Guaçu - SP"
"5132","Mogi Mirim - SP"
"5133","Mombuca - SP"
"5134","Monções - SP"
"5135","Mongaguá - SP"
"5136","Monte Alegre do Sul - SP"
"5137","Monte Alto - SP"
"5138","Monte Aprazível - SP"
"5139","Monte Azul Paulista - SP"
"5140","Monte Castelo - SP"
"5141","Monte Mor - SP"
"5142","Monteiro Lobato - SP"
"5143","Morro Agudo - SP"
"5144","Morungaba - SP"
"5145","Motuca - SP"
"5146","Murutinga do Sul - SP"
"5147","Nantes - SP"
"5148","Narandiba - SP"
"5149","Natividade da Serra - SP"
"5150","Nazaré Paulista - SP"
"5151","Neves Paulista - SP"
"5152","Nhandeara - SP"
"5153","Nipoã - SP"
"5154","Nova Aliança - SP"
"5155","Nova Campina - SP"
"5156","Nova Canaã Paulista - SP"
"5157","Nova Castilho - SP"
"5158","Nova Europa - SP"
"5159","Nova Granada - SP"
"5160","Nova Guataporanga - SP"
"5161","Nova Independência - SP"
"5162","Nova Luzitânia - SP"
"5163","Nova Odessa - SP"
"5164","Novais - SP"
"5165","Novo Horizonte - SP"
"5166","Nuporanga - SP"
"5167","Ocauçu - SP"
"5168","Óleo - SP"
"5169","Olímpia - SP"
"5170","Onda Verde - SP"
"5171","Oriente - SP"
"5172","Orindiúva - SP"
"5173","Orlândia - SP"
"5174","Osasco - SP"
"5175","Oscar Bressane - SP"
"5176","Osvaldo Cruz - SP"
"5177","Ourinhos - SP"
"5178","Ouro Verde - SP"
"5179","Ouroeste - SP"
"5180","Pacaembu - SP"
"5181","Palestina - SP"
"5182","Palmares Paulista - SP"
"5183","Palmeira d'Oeste - SP"
"5184","Palmital - SP"
"5185","Panorama - SP"
"5186","Paraguaçu Paulista - SP"
"5187","Paraibuna - SP"
"5188","Paraíso - SP"
"5189","Paranapanema - SP"
"5190","Paranapuã - SP"
"5191","Parapuã - SP"
"5192","Pardinho - SP"
"5193","Pariquera-Açu - SP"
"5194","Parisi - SP"
"5195","Patrocínio Paulista - SP"
"5196","Paulicéia - SP"
"5197","Paulínia - SP"
"5198","Paulistânia - SP"
"5199","Paulo de Faria - SP"
"5200","Pederneiras - SP"
"5201","Pedra Bela - SP"
"5202","Pedranópolis - SP"
"5203","Pedregulho - SP"
"5204","Pedreira - SP"
"5205","Pedrinhas Paulista - SP"
"5206","Pedro de Toledo - SP"
"5207","Penápolis - SP"
"5208","Pereira Barreto - SP"
"5209","Pereiras - SP"
"5210","Peruíbe - SP"
"5211","Piacatu - SP"
"5212","Piedade - SP"
"5213","Pilar do Sul - SP"
"5214","Pindamonhangaba - SP"
"5215","Pindorama - SP"
"5216","Pinhalzinho - SP"
"5217","Piquerobi - SP"
"5218","Piquete - SP"
"5219","Piracaia - SP"
"5220","Piracicaba - SP"
"5221","Piraju - SP"
"5222","Pirajuí - SP"
"5223","Pirangi - SP"
"5224","Pirapora do Bom Jesus - SP"
"5225","Pirapozinho - SP"
"5226","Pirassununga - SP"
"5227","Piratininga - SP"
"5228","Pitangueiras - SP"
"5229","Planalto - SP"
"5230","Platina - SP"
"5231","Poá - SP"
"5232","Poloni - SP"
"5233","Pompéia - SP"
"5234","Pongaí - SP"
"5235","Pontal - SP"
"5236","Pontalinda - SP"
"5237","Pontes Gestal - SP"
"5238","Populina - SP"
"5239","Porangaba - SP"
"5240","Porto Feliz - SP"
"5241","Porto Ferreira - SP"
"5242","Potim - SP"
"5243","Potirendaba - SP"
"5244","Pracinha - SP"
"5245","Pradópolis - SP"
"5246","Praia Grande - SP"
"5247","Pratânia - SP"
"5248","Presidente Alves - SP"
"5249","Presidente Bernardes - SP"
"5250","Presidente Epitácio - SP"
"5251","Presidente Prudente - SP"
"5252","Presidente Venceslau - SP"
"5253","Promissão - SP"
"5254","Quadra - SP"
"5255","Quatá - SP"
"5256","Queiroz - SP"
"5257","Queluz - SP"
"5258","Quintana - SP"
"5259","Rafard - SP"
"5260","Rancharia - SP"
"5261","Redenção da Serra - SP"
"5262","Regente Feijó - SP"
"5263","Reginópolis - SP"
"5264","Registro - SP"
"5265","Restinga - SP"
"5266","Ribeira - SP"
"5267","Ribeirão Bonito - SP"
"5268","Ribeirão Branco - SP"
"5269","Ribeirão Corrente - SP"
"5270","Ribeirão do Sul - SP"
"5271","Ribeirão dos Índios - SP"
"5272","Ribeirão Grande - SP"
"5273","Ribeirão Pires - SP"
"5274","Ribeirão Preto - SP"
"5275","Rifaina - SP"
"5276","Rincão - SP"
"5277","Rinópolis - SP"
"5278","Rio Claro - SP"
"5279","Rio das Pedras - SP"
"5280","Rio Grande da Serra - SP"
"5281","Riolândia - SP"
"5282","Riversul - SP"
"5283","Rosana - SP"
"5284","Roseira - SP"
"5285","Rubiácea - SP"
"5286","Rubinéia - SP"
"5287","Sabino - SP"
"5288","Sagres - SP"
"5289","Sales - SP"
"5290","Sales Oliveira - SP"
"5291","Salesópolis - SP"
"5292","Salmourão - SP"
"5293","Saltinho - SP"
"5294","Salto - SP"
"5295","Salto de Pirapora - SP"
"5296","Salto Grande - SP"
"5297","Sandovalina - SP"
"5298","Santa Adélia - SP"
"5299","Santa Albertina - SP"
"5300","Santa Bárbara d'Oeste - SP"
"5301","Santa Branca - SP"
"5302","Santa Clara d'Oeste - SP"
"5303","Santa Cruz da Conceição - SP"
"5304","Santa Cruz da Esperança - SP"
"5305","Santa Cruz das Palmeiras - SP"
"5306","Santa Cruz do Rio Pardo - SP"
"5307","Santa Ernestina - SP"
"5308","Santa Fé do Sul - SP"
"5309","Santa Gertrudes - SP"
"5310","Santa Isabel - SP"
"5311","Santa Lúcia - SP"
"5312","Santa Maria da Serra - SP"
"5313","Santa Mercedes - SP"
"5314","Santa Rita d'Oeste - SP"
"5315","Santa Rita do Passa Quatro - SP"
"5316","Santa Rosa de Viterbo - SP"
"5317","Santa Salete - SP"
"5318","Santana da Ponte Pensa - SP"
"5319","Santana de Parnaíba - SP"
"5320","Santo Anastácio - SP"
"5321","Santo André - SP"
"5322","Santo Antônio da Alegria - SP"
"5323","Santo Antônio de Posse - SP"
"5324","Santo Antônio do Aracanguá - SP"
"5325","Santo Antônio do Jardim - SP"
"5326","Santo Antônio do Pinhal - SP"
"5327","Santo Expedito - SP"
"5328","Santópolis do Aguapeí - SP"
"5329","Santos - SP"
"5330","São Bento do Sapucaí - SP"
"5331","São Bernardo do Campo - SP"
"5332","São Caetano do Sul - SP"
"5333","São Carlos - SP"
"5334","São Francisco - SP"
"5335","São João da Boa Vista - SP"
"5336","São João das Duas Pontes - SP"
"5337","São João de Iracema - SP"
"5338","São João do Pau d'Alho - SP"
"5339","São Joaquim da Barra - SP"
"5340","São José da Bela Vista - SP"
"5341","São José do Barreiro - SP"
"5342","São José do Rio Pardo - SP"
"5343","São José do Rio Preto - SP"
"5344","São José dos Campos - SP"
"5345","São Lourenço da Serra - SP"
"5346","São Luís do Paraitinga - SP"
"5347","São Manuel - SP"
"5348","São Miguel Arcanjo - SP"
"5349","São Paulo - SP"
"5350","São Pedro - SP"
"5351","São Pedro do Turvo - SP"
"5352","São Roque - SP"
"5353","São Sebastião - SP"
"5354","São Sebastião da Grama - SP"
"5355","São Simão - SP"
"5356","São Vicente - SP"
"5357","Sarapuí - SP"
"5358","Sarutaiá - SP"
"5359","Sebastianópolis do Sul - SP"
"5360","Serra Azul - SP"
"5361","Serra Negra - SP"
"5362","Serrana - SP"
"5363","Sertãozinho - SP"
"5364","Sete Barras - SP"
"5365","Severínia - SP"
"5366","Silveiras - SP"
"5367","Socorro - SP"
"5368","Sorocaba - SP"
"5369","Sud Mennucci - SP"
"5370","Sumaré - SP"
"5371","Suzanápolis - SP"
"5372","Suzano - SP"
"5373","Tabapuã - SP"
"5374","Tabatinga - SP"
"5375","Taboão da Serra - SP"
"5376","Taciba - SP"
"5377","Taguaí - SP"
"5378","Taiaçu - SP"
"5379","Taiúva - SP"
"5380","Tambaú - SP"
