"","Ano da eleição","UF","Cargo","Sigla do partido","Cadeiras conquistadas"
"553",2002,"AP","Deputado Estadual","PT do B",2
"554",2002,"RJ","Deputado Estadual","PT do B",3
"555",2002,"AL","Deputado Estadual","PTB",7
"556",2002,"AM","Deputado Estadual","PTB",2
"557",2002,"AP","Deputado Estadual","PTB",1
"558",2002,"BA","Deputado Estadual","PTB",4
"559",2002,"ES","Deputado Estadual","PTB",3
"560",2002,"MA","Deputado Estadual","PTB",2
"561",2002,"MG","Deputado Estadual","PTB",6
"562",2002,"MS","Deputado Estadual","PTB",2
"563",2002,"MT","Deputado Estadual","PTB",1
"564",2002,"PA","Deputado Estadual","PTB",4
"565",2002,"PB","Deputado Estadual","PTB",2
"566",2002,"PE","Deputado Estadual","PTB",1
"567",2002,"PI","Deputado Estadual","PTB",1
"568",2002,"PR","Deputado Estadual","PTB",3
"569",2002,"RJ","Deputado Estadual","PTB",1
"570",2002,"RN","Deputado Estadual","PTB",1
"571",2002,"RO","Deputado Estadual","PTB",2
"572",2002,"RR","Deputado Estadual","PTB",2
"573",2002,"RS","Deputado Estadual","PTB",6
"574",2002,"SC","Deputado Estadual","PTB",2
"575",2002,"SP","Deputado Estadual","PTB",5
"576",2002,"TO","Deputado Estadual","PTB",2
"577",2002,"ES","Deputado Estadual","PTC",1
"578",2002,"RR","Deputado Estadual","PTN",2
"579",2002,"SP","Deputado Estadual","PTN",1
"580",2002,"AP","Deputado Estadual","PV",1
"581",2002,"MG","Deputado Estadual","PV",1
"582",2002,"PE","Deputado Estadual","PV",1
"583",2002,"RJ","Deputado Estadual","PV",3
"584",2002,"SP","Deputado Estadual","PV",5
"585",2006,"AM","Deputado Estadual","PAN",2
"586",2006,"CE","Deputado Estadual","PAN",1
"587",2006,"ES","Deputado Estadual","PAN",2
"588",2006,"PE","Deputado Estadual","PAN",1
"589",2006,"RJ","Deputado Estadual","PAN",2
"590",2006,"AC","Deputado Estadual","PC do B",2
"591",2006,"AM","Deputado Estadual","PC do B",1
"592",2006,"BA","Deputado Estadual","PC do B",3
"593",2006,"CE","Deputado Estadual","PC do B",1
"594",2006,"MG","Deputado Estadual","PC do B",1
"595",2006,"PE","Deputado Estadual","PC do B",1
"596",2006,"PI","Deputado Estadual","PC do B",1
"597",2006,"RJ","Deputado Estadual","PC do B",1
"598",2006,"RS","Deputado Estadual","PC do B",1
"599",2006,"AP","Deputado Estadual","PCB",1
"600",2006,"AC","Deputado Estadual","PDT",1
"601",2006,"AL","Deputado Estadual","PDT",1
"602",2006,"AP","Deputado Estadual","PDT",3
"603",2006,"BA","Deputado Estadual","PDT",3
"604",2006,"CE","Deputado Estadual","PDT",2
"605",2006,"ES","Deputado Estadual","PDT",4
"606",2006,"GO","Deputado Estadual","PDT",2
"607",2006,"MA","Deputado Estadual","PDT",6
"608",2006,"MG","Deputado Estadual","PDT",5
"609",2006,"MS","Deputado Estadual","PDT",3
"610",2006,"MT","Deputado Estadual","PDT",1
"611",2006,"PA","Deputado Estadual","PDT",2
"612",2006,"PB","Deputado Estadual","PDT",2
"613",2006,"PE","Deputado Estadual","PDT",2
"614",2006,"PI","Deputado Estadual","PDT",3
"615",2006,"PR","Deputado Estadual","PDT",3
"616",2006,"RJ","Deputado Estadual","PDT",5
"617",2006,"RN","Deputado Estadual","PDT",2
"618",2006,"RR","Deputado Estadual","PDT",1
"619",2006,"RS","Deputado Estadual","PDT",7
"620",2006,"SC","Deputado Estadual","PDT",2
"621",2006,"SP","Deputado Estadual","PDT",5
"622",2006,"TO","Deputado Estadual","PDT",1
"623",2006,"AL","Deputado Estadual","PFL",1
"624",2006,"AM","Deputado Estadual","PFL",2
"625",2006,"AP","Deputado Estadual","PFL",2
"626",2006,"BA","Deputado Estadual","PFL",16
"627",2006,"CE","Deputado Estadual","PFL",1
"628",2006,"ES","Deputado Estadual","PFL",3
"629",2006,"GO","Deputado Estadual","PFL",2
"630",2006,"MA","Deputado Estadual","PFL",6
"631",2006,"MG","Deputado Estadual","PFL",7
"632",2006,"MS","Deputado Estadual","PFL",1
"633",2006,"MT","Deputado Estadual","PFL",5
"634",2006,"PA","Deputado Estadual","PFL",4
"635",2006,"PB","Deputado Estadual","PFL",6
"636",2006,"PE","Deputado Estadual","PFL",8
"637",2006,"PI","Deputado Estadual","PFL",4
"638",2006,"PR","Deputado Estadual","PFL",6
"639",2006,"RJ","Deputado Estadual","PFL",6
"640",2006,"RN","Deputado Estadual","PFL",3
"641",2006,"RO","Deputado Estadual","PFL",1
"642",2006,"RR","Deputado Estadual","PFL",3
"643",2006,"RS","Deputado Estadual","PFL",3
"644",2006,"SC","Deputado Estadual","PFL",6
"645",2006,"SE","Deputado Estadual","PFL",5
"646",2006,"SP","Deputado Estadual","PFL",11
"647",2006,"TO","Deputado Estadual","PFL",4
"648",2006,"AM","Deputado Estadual","PHS",1
"649",2006,"CE","Deputado Estadual","PHS",2
"650",2006,"MG","Deputado Estadual","PHS",1
"651",2006,"RJ","Deputado Estadual","PHS",2
"652",2006,"RN","Deputado Estadual","PHS",1
"653",2006,"AM","Deputado Estadual","PL",1
"654",2006,"AP","Deputado Estadual","PL",1
"655",2006,"BA","Deputado Estadual","PL",5
"656",2006,"ES","Deputado Estadual","PL",2
"657",2006,"GO","Deputado Estadual","PL",4
"658",2006,"MG","Deputado Estadual","PL",1
"659",2006,"MS","Deputado Estadual","PL",3
"660",2006,"PA","Deputado Estadual","PL",2
"661",2006,"PE","Deputado Estadual","PL",1
"662",2006,"PI","Deputado Estadual","PL",1
"663",2006,"PR","Deputado Estadual","PL",1
"664",2006,"RJ","Deputado Estadual","PL",2
"665",2006,"RR","Deputado Estadual","PL",3
"666",2006,"SC","Deputado Estadual","PL",1
"667",2006,"SE","Deputado Estadual","PL",1
"668",2006,"SP","Deputado Estadual","PL",2
"669",2006,"TO","Deputado Estadual","PL",3
"670",2006,"AC","Deputado Estadual","PMDB",2
"671",2006,"AL","Deputado Estadual","PMDB",1
"672",2006,"AM","Deputado Estadual","PMDB",4
"673",2006,"AP","Deputado Estadual","PMDB",3
"674",2006,"BA","Deputado Estadual","PMDB",6
"675",2006,"CE","Deputado Estadual","PMDB",7
"676",2006,"ES","Deputado Estadual","PMDB",3
"677",2006,"GO","Deputado Estadual","PMDB",10
"678",2006,"MA","Deputado Estadual","PMDB",4
"679",2006,"MG","Deputado Estadual","PMDB",9
"680",2006,"MS","Deputado Estadual","PMDB",7
"681",2006,"MT","Deputado Estadual","PMDB",4
"682",2006,"PA","Deputado Estadual","PMDB",5
"683",2006,"PB","Deputado Estadual","PMDB",10
"684",2006,"PE","Deputado Estadual","PMDB",3
"685",2006,"PI","Deputado Estadual","PMDB",8
"686",2006,"PR","Deputado Estadual","PMDB",17
"687",2006,"RJ","Deputado Estadual","PMDB",17
"688",2006,"RN","Deputado Estadual","PMDB",4
"689",2006,"RO","Deputado Estadual","PMDB",4
"690",2006,"RR","Deputado Estadual","PMDB",2
"691",2006,"RS","Deputado Estadual","PMDB",9
"692",2006,"SC","Deputado Estadual","PMDB",11
"693",2006,"SE","Deputado Estadual","PMDB",1
"694",2006,"SP","Deputado Estadual","PMDB",4
"695",2006,"TO","Deputado Estadual","PMDB",6
"696",2006,"AC","Deputado Estadual","PMN",2
"697",2006,"AL","Deputado Estadual","PMN",12
"698",2006,"AM","Deputado Estadual","PMN",2
"699",2006,"AP","Deputado Estadual","PMN",1
"700",2006,"BA","Deputado Estadual","PMN",1
"701",2006,"ES","Deputado Estadual","PMN",1
"702",2006,"MG","Deputado Estadual","PMN",2
"703",2006,"PE","Deputado Estadual","PMN",2
"704",2006,"PR","Deputado Estadual","PMN",1
"705",2006,"RJ","Deputado Estadual","PMN",2
"706",2006,"RN","Deputado Estadual","PMN",5
"707",2006,"AC","Deputado Estadual","PP",1
"708",2006,"AM","Deputado Estadual","PP",3
"709",2006,"BA","Deputado Estadual","PP",5
"710",2006,"ES","Deputado Estadual","PP",1
"711",2006,"GO","Deputado Estadual","PP",2
"712",2006,"MA","Deputado Estadual","PP",2
"713",2006,"MG","Deputado Estadual","PP",4
"714",2006,"MT","Deputado Estadual","PP",4
"715",2006,"PA","Deputado Estadual","PP",1
"716",2006,"PB","Deputado Estadual","PP",1
"717",2006,"PE","Deputado Estadual","PP",1
"718",2006,"PR","Deputado Estadual","PP",4
"719",2006,"RJ","Deputado Estadual","PP",2
"720",2006,"RO","Deputado Estadual","PP",1
"721",2006,"RS","Deputado Estadual","PP",9
"722",2006,"SC","Deputado Estadual","PP",6
"723",2006,"SE","Deputado Estadual","PP",1
"724",2006,"SP","Deputado Estadual","PP",2
"725",2006,"TO","Deputado Estadual","PP",2
"726",2006,"AC","Deputado Estadual","PPS",3
"727",2006,"AL","Deputado Estadual","PPS",1
"728",2006,"AM","Deputado Estadual","PPS",1
"729",2006,"MA","Deputado Estadual","PPS",1
"730",2006,"MG","Deputado Estadual","PPS",4
"731",2006,"MT","Deputado Estadual","PPS",5
"732",2006,"PA","Deputado Estadual","PPS",2
"733",2006,"PB","Deputado Estadual","PPS",2
"734",2006,"PI","Deputado Estadual","PPS",1
"735",2006,"PR","Deputado Estadual","PPS",3
"736",2006,"RJ","Deputado Estadual","PPS",2
"737",2006,"RN","Deputado Estadual","PPS",1
"738",2006,"RO","Deputado Estadual","PPS",2
"739",2006,"RR","Deputado Estadual","PPS",2
"740",2006,"RS","Deputado Estadual","PPS",4
"741",2006,"SC","Deputado Estadual","PPS",1
"742",2006,"SP","Deputado Estadual","PPS",5
"743",2006,"TO","Deputado Estadual","PPS",1
"744",2006,"PA","Deputado Estadual","PRB",1
"745",2006,"PR","Deputado Estadual","PRB",1
"746",2006,"RJ","Deputado Estadual","PRB",1
"747",2006,"AL","Deputado Estadual","PRONA",1
"748",2006,"AM","Deputado Estadual","PRONA",1
"749",2006,"RJ","Deputado Estadual","PRONA",1
"750",2006,"RR","Deputado Estadual","PRONA",1
"751",2006,"SP","Deputado Estadual","PRONA",1
"752",2006,"AM","Deputado Estadual","PRP",1
"753",2006,"BA","Deputado Estadual","PRP",3
"754",2006,"ES","Deputado Estadual","PRP",1
"755",2006,"RR","Deputado Estadual","PRP",1
"756",2006,"AM","Deputado Estadual","PRTB",1
"757",2006,"BA","Deputado Estadual","PRTB",2
"758",2006,"MA","Deputado Estadual","PRTB",1
"759",2006,"MG","Deputado Estadual","PRTB",1
"760",2006,"MS","Deputado Estadual","PRTB",1
"761",2006,"RR","Deputado Estadual","PRTB",2
"762",2006,"AC","Deputado Estadual","PSB",2
"763",2006,"AL","Deputado Estadual","PSB",2
"764",2006,"AM","Deputado Estadual","PSB",1
"765",2006,"AP","Deputado Estadual","PSB",2
"766",2006,"BA","Deputado Estadual","PSB",1
"767",2006,"CE","Deputado Estadual","PSB",8
"768",2006,"ES","Deputado Estadual","PSB",4
"769",2006,"GO","Deputado Estadual","PSB",1
"770",2006,"MA","Deputado Estadual","PSB",5
"771",2006,"MG","Deputado Estadual","PSB",1
"772",2006,"MS","Deputado Estadual","PSB",1
"773",2006,"PA","Deputado Estadual","PSB",1
"774",2006,"PB","Deputado Estadual","PSB",3
"775",2006,"PE","Deputado Estadual","PSB",7
"776",2006,"PI","Deputado Estadual","PSB",2
"777",2006,"PR","Deputado Estadual","PSB",2
"778",2006,"RJ","Deputado Estadual","PSB",3
"779",2006,"RN","Deputado Estadual","PSB",4
"780",2006,"RO","Deputado Estadual","PSB",2
"781",2006,"RS","Deputado Estadual","PSB",2
"782",2006,"SE","Deputado Estadual","PSB",1
"783",2006,"SP","Deputado Estadual","PSB",4
"784",2006,"AP","Deputado Estadual","PSC",1
"785",2006,"BA","Deputado Estadual","PSC",2
"786",2006,"ES","Deputado Estadual","PSC",1
"787",2006,"GO","Deputado Estadual","PSC",1
"788",2006,"MA","Deputado Estadual","PSC",1
"789",2006,"MG","Deputado Estadual","PSC",3
"790",2006,"PA","Deputado Estadual","PSC",1
"791",2006,"PE","Deputado Estadual","PSC",2
"792",2006,"RJ","Deputado Estadual","PSC",5
"793",2006,"RR","Deputado Estadual","PSC",1
"794",2006,"SE","Deputado Estadual","PSC",5
"795",2006,"SP","Deputado Estadual","PSC",2
"796",2006,"TO","Deputado Estadual","PSC",1
"797",2006,"AC","Deputado Estadual","PSDB",2
"798",2006,"AL","Deputado Estadual","PSDB",2
"799",2006,"AP","Deputado Estadual","PSDB",2
"800",2006,"BA","Deputado Estadual","PSDB",3
"801",2006,"CE","Deputado Estadual","PSDB",15
"802",2006,"ES","Deputado Estadual","PSDB",1
"803",2006,"GO","Deputado Estadual","PSDB",10
"804",2006,"MA","Deputado Estadual","PSDB",9
"805",2006,"MG","Deputado Estadual","PSDB",16
"806",2006,"MS","Deputado Estadual","PSDB",2
"807",2006,"MT","Deputado Estadual","PSDB",2
"808",2006,"PA","Deputado Estadual","PSDB",10
"809",2006,"PB","Deputado Estadual","PSDB",9
"810",2006,"PE","Deputado Estadual","PSDB",6
"811",2006,"PI","Deputado Estadual","PSDB",3
"812",2006,"PR","Deputado Estadual","PSDB",7
"813",2006,"RJ","Deputado Estadual","PSDB",6
"814",2006,"RN","Deputado Estadual","PSDB",1
"815",2006,"RO","Deputado Estadual","PSDB",1
"816",2006,"RR","Deputado Estadual","PSDB",4
"817",2006,"RS","Deputado Estadual","PSDB",5
"818",2006,"SC","Deputado Estadual","PSDB",6
"819",2006,"SE","Deputado Estadual","PSDB",2
"820",2006,"SP","Deputado Estadual","PSDB",24
"821",2006,"TO","Deputado Estadual","PSDB",2
"822",2006,"CE","Deputado Estadual","PSDC",2
"823",2006,"PE","Deputado Estadual","PSDC",1
"824",2006,"RJ","Deputado Estadual","PSDC",1
"825",2006,"RO","Deputado Estadual","PSDC",2
"826",2006,"AP","Deputado Estadual","PSL",1
"827",2006,"BA","Deputado Estadual","PSL",1
"828",2006,"CE","Deputado Estadual","PSL",2
"829",2006,"MA","Deputado Estadual","PSL",1
"830",2006,"RJ","Deputado Estadual","PSL",1
"831",2006,"RO","Deputado Estadual","PSL",1
"832",2006,"RJ","Deputado Estadual","PSOL",1
"833",2006,"SP","Deputado Estadual","PSOL",2
"834",2006,"AC","Deputado Estadual","PT",7
"835",2006,"AL","Deputado Estadual","PT",2
"836",2006,"AM","Deputado Estadual","PT",1
"837",2006,"AP","Deputado Estadual","PT",1
"838",2006,"BA","Deputado Estadual","PT",10
"839",2006,"CE","Deputado Estadual","PT",3
"840",2006,"ES","Deputado Estadual","PT",2
"841",2006,"GO","Deputado Estadual","PT",3
"842",2006,"MA","Deputado Estadual","PT",2
"843",2006,"MG","Deputado Estadual","PT",9
"844",2006,"MS","Deputado Estadual","PT",4
"845",2006,"MT","Deputado Estadual","PT",2
"846",2006,"PA","Deputado Estadual","PT",6
"847",2006,"PB","Deputado Estadual","PT",2
"848",2006,"PE","Deputado Estadual","PT",5
"849",2006,"PI","Deputado Estadual","PT",5
"850",2006,"PR","Deputado Estadual","PT",6
"851",2006,"RJ","Deputado Estadual","PT",6
"852",2006,"RN","Deputado Estadual","PT",1
"853",2006,"RO","Deputado Estadual","PT",3
"854",2006,"RS","Deputado Estadual","PT",10
"855",2006,"SC","Deputado Estadual","PT",6
"856",2006,"SE","Deputado Estadual","PT",4
"857",2006,"SP","Deputado Estadual","PT",20
"858",2006,"TO","Deputado Estadual","PT",2
"859",2006,"AC","Deputado Estadual","PT do B",1
"860",2006,"AL","Deputado Estadual","PT do B",2
"861",2006,"AP","Deputado Estadual","PT do B",3
"862",2006,"BA","Deputado Estadual","PT do B",1
"863",2006,"ES","Deputado Estadual","PT do B",1
"864",2006,"GO","Deputado Estadual","PT do B",2
"865",2006,"MA","Deputado Estadual","PT do B",1
"866",2006,"MS","Deputado Estadual","PT do B",1
"867",2006,"PE","Deputado Estadual","PT do B",2
"868",2006,"RJ","Deputado Estadual","PT do B",1
"869",2006,"SE","Deputado Estadual","PT do B",2
"870",2006,"AL","Deputado Estadual","PTB",2
"871",2006,"AM","Deputado Estadual","PTB",1
"872",2006,"AP","Deputado Estadual","PTB",1
"873",2006,"ES","Deputado Estadual","PTB",4
"874",2006,"GO","Deputado Estadual","PTB",4
"875",2006,"MG","Deputado Estadual","PTB",3
"876",2006,"MS","Deputado Estadual","PTB",1
"877",2006,"MT","Deputado Estadual","PTB",1
"878",2006,"PA","Deputado Estadual","PTB",4
"879",2006,"PB","Deputado Estadual","PTB",1
"880",2006,"PE","Deputado Estadual","PTB",6
"881",2006,"PI","Deputado Estadual","PTB",2
"882",2006,"PR","Deputado Estadual","PTB",2
"883",2006,"RJ","Deputado Estadual","PTB",1
"884",2006,"RO","Deputado Estadual","PTB",3
"885",2006,"RS","Deputado Estadual","PTB",5
"886",2006,"SC","Deputado Estadual","PTB",1
"887",2006,"SE","Deputado Estadual","PTB",1
"888",2006,"SP","Deputado Estadual","PTB",4
"889",2006,"TO","Deputado Estadual","PTB",1
"890",2006,"MA","Deputado Estadual","PTC",1
"891",2006,"MG","Deputado Estadual","PTC",3
"892",2006,"RJ","Deputado Estadual","PTC",1
"893",2006,"RR","Deputado Estadual","PTC",1
"894",2006,"AC","Deputado Estadual","PTN",1
"895",2006,"BA","Deputado Estadual","PTN",1
"896",2006,"RO","Deputado Estadual","PTN",2
"897",2006,"RR","Deputado Estadual","PTN",2
"898",2006,"AM","Deputado Estadual","PV",1
"899",2006,"AP","Deputado Estadual","PV",2
"900",2006,"CE","Deputado Estadual","PV",2
"901",2006,"MA","Deputado Estadual","PV",2
"902",2006,"MG","Deputado Estadual","PV",7
"903",2006,"PA","Deputado Estadual","PV",2
"904",2006,"PE","Deputado Estadual","PV",1
"905",2006,"PR","Deputado Estadual","PV",1
"906",2006,"RJ","Deputado Estadual","PV",1
"907",2006,"RN","Deputado Estadual","PV",2
"908",2006,"RO","Deputado Estadual","PV",2
"909",2006,"RR","Deputado Estadual","PV",1
"910",2006,"SE","Deputado Estadual","PV",1
"911",2006,"SP","Deputado Estadual","PV",8
"912",2006,"TO","Deputado Estadual","PV",1
"913",2010,"DF","Deputado Distrital","DEM",2
"914",2010,"DF","Deputado Distrital","PDT",1
"915",2010,"DF","Deputado Distrital","PMDB",2
"916",2010,"DF","Deputado Distrital","PMN",1
"917",2010,"DF","Deputado Distrital","PP",1
"918",2010,"DF","Deputado Distrital","PPS",2
"919",2010,"DF","Deputado Distrital","PR",1
"920",2010,"DF","Deputado Distrital","PRB",1
"921",2010,"DF","Deputado Distrital","PRTB",1
"922",2010,"DF","Deputado Distrital","PSB",1
"923",2010,"DF","Deputado Distrital","PSC",1
"924",2010,"DF","Deputado Distrital","PSDB",1
"925",2010,"DF","Deputado Distrital","PSL",1
"926",2010,"DF","Deputado Distrital","PT",5
"927",2010,"DF","Deputado Distrital","PT do B",1
"928",2010,"DF","Deputado Distrital","PTB",1
"929",2010,"DF","Deputado Distrital","PTC",1
"930",2010,"AC","Deputado Estadual","DEM",1
"931",2010,"AL","Deputado Estadual","DEM",2
"932",2010,"AM","Deputado Estadual","DEM",1
"933",2010,"AP","Deputado Estadual","DEM",2
"934",2010,"BA","Deputado Estadual","DEM",5
"935",2010,"CE","Deputado Estadual","DEM",1
"936",2010,"ES","Deputado Estadual","DEM",5
"937",2010,"GO","Deputado Estadual","DEM",2
"938",2010,"MA","Deputado Estadual","DEM",4
"939",2010,"MG","Deputado Estadual","DEM",3
"940",2010,"MS","Deputado Estadual","DEM",1
"941",2010,"MT","Deputado Estadual","DEM",2
"942",2010,"PA","Deputado Estadual","DEM",1
"943",2010,"PB","Deputado Estadual","DEM",5
"944",2010,"PE","Deputado Estadual","DEM",2
"945",2010,"PI","Deputado Estadual","DEM",2
"946",2010,"PR","Deputado Estadual","DEM",6
"947",2010,"RJ","Deputado Estadual","DEM",1
"948",2010,"RN","Deputado Estadual","DEM",2
"949",2010,"RO","Deputado Estadual","DEM",1
"950",2010,"RR","Deputado Estadual","DEM",3
"951",2010,"RS","Deputado Estadual","DEM",1
"952",2010,"SC","Deputado Estadual","DEM",7
"953",2010,"SE","Deputado Estadual","DEM",3
"954",2010,"SP","Deputado Estadual","DEM",8
"955",2010,"TO","Deputado Estadual","DEM",2
"956",2010,"AC","Deputado Estadual","PC do B",2
"957",2010,"AM","Deputado Estadual","PC do B",1
"958",2010,"BA","Deputado Estadual","PC do B",3
"959",2010,"CE","Deputado Estadual","PC do B",1
"960",2010,"MA","Deputado Estadual","PC do B",1
"961",2010,"MG","Deputado Estadual","PC do B",2
"962",2010,"PE","Deputado Estadual","PC do B",1
"963",2010,"PI","Deputado Estadual","PC do B",1
"964",2010,"RJ","Deputado Estadual","PC do B",1
"965",2010,"RR","Deputado Estadual","PC do B",1
"966",2010,"RS","Deputado Estadual","PC do B",1
"967",2010,"SC","Deputado Estadual","PC do B",1
"968",2010,"SP","Deputado Estadual","PC do B",2
"969",2010,"AC","Deputado Estadual","PDT",2
"970",2010,"AL","Deputado Estadual","PDT",3
"971",2010,"AP","Deputado Estadual","PDT",4
"972",2010,"BA","Deputado Estadual","PDT",5
"973",2010,"CE","Deputado Estadual","PDT",4
"974",2010,"ES","Deputado Estadual","PDT",4
"975",2010,"GO","Deputado Estadual","PDT",3
"976",2010,"MA","Deputado Estadual","PDT",4
"977",2010,"MG","Deputado Estadual","PDT",5
"978",2010,"MS","Deputado Estadual","PDT",1
"979",2010,"MT","Deputado Estadual","PDT",1
"980",2010,"PA","Deputado Estadual","PDT",2
"981",2010,"PB","Deputado Estadual","PDT",1
"982",2010,"PE","Deputado Estadual","PDT",3
"983",2010,"PI","Deputado Estadual","PDT",2
"984",2010,"PR","Deputado Estadual","PDT",4
"985",2010,"RJ","Deputado Estadual","PDT",11
"986",2010,"RN","Deputado Estadual","PDT",1
"987",2010,"RO","Deputado Estadual","PDT",1
"988",2010,"RR","Deputado Estadual","PDT",1
"989",2010,"RS","Deputado Estadual","PDT",7
"990",2010,"SC","Deputado Estadual","PDT",1
"991",2010,"SE","Deputado Estadual","PDT",2
"992",2010,"SP","Deputado Estadual","PDT",4
"993",2010,"CE","Deputado Estadual","PHS",1
"994",2010,"MA","Deputado Estadual","PHS",1
"995",2010,"MG","Deputado Estadual","PHS",2
"996",2010,"PE","Deputado Estadual","PHS",2
"997",2010,"RN","Deputado Estadual","PHS",1
"998",2010,"AC","Deputado Estadual","PMDB",2
"999",2010,"AL","Deputado Estadual","PMDB",3
"1000",2010,"AM","Deputado Estadual","PMDB",4
"1001",2010,"AP","Deputado Estadual","PMDB",2
"1002",2010,"BA","Deputado Estadual","PMDB",6
"1003",2010,"CE","Deputado Estadual","PMDB",3
"1004",2010,"ES","Deputado Estadual","PMDB",5
"1005",2010,"GO","Deputado Estadual","PMDB",8
"1006",2010,"MA","Deputado Estadual","PMDB",6
"1007",2010,"MG","Deputado Estadual","PMDB",8
"1008",2010,"MS","Deputado Estadual","PMDB",6
"1009",2010,"MT","Deputado Estadual","PMDB",5
"1010",2010,"PA","Deputado Estadual","PMDB",8
"1011",2010,"PB","Deputado Estadual","PMDB",9
"1012",2010,"PE","Deputado Estadual","PMDB",1
"1013",2010,"PI","Deputado Estadual","PMDB",5
"1014",2010,"PR","Deputado Estadual","PMDB",13
"1015",2010,"RJ","Deputado Estadual","PMDB",12
"1016",2010,"RN","Deputado Estadual","PMDB",6
"1017",2010,"RO","Deputado Estadual","PMDB",3
"1018",2010,"RR","Deputado Estadual","PMDB",1
"1019",2010,"RS","Deputado Estadual","PMDB",8
"1020",2010,"SC","Deputado Estadual","PMDB",10
"1021",2010,"SE","Deputado Estadual","PMDB",2
"1022",2010,"SP","Deputado Estadual","PMDB",5
"1023",2010,"TO","Deputado Estadual","PMDB",6
"1024",2010,"AC","Deputado Estadual","PMN",1
"1025",2010,"AL","Deputado Estadual","PMN",1
"1026",2010,"AM","Deputado Estadual","PMN",2
"1027",2010,"CE","Deputado Estadual","PMN",1
"1028",2010,"GO","Deputado Estadual","PMN",1
"1029",2010,"MA","Deputado Estadual","PMN",2
"1030",2010,"MG","Deputado Estadual","PMN",2
"1031",2010,"PA","Deputado Estadual","PMN",1
"1032",2010,"PE","Deputado Estadual","PMN",1
"1033",2010,"PR","Deputado Estadual","PMN",1
"1034",2010,"RJ","Deputado Estadual","PMN",2
"1035",2010,"RN","Deputado Estadual","PMN",4
"1036",2010,"RO","Deputado Estadual","PMN",1
"1037",2010,"RR","Deputado Estadual","PMN",1
"1038",2010,"AC","Deputado Estadual","PP",2
"1039",2010,"AM","Deputado Estadual","PP",3
"1040",2010,"AP","Deputado Estadual","PP",2
"1041",2010,"BA","Deputado Estadual","PP",6
"1042",2010,"GO","Deputado Estadual","PP",1
"1043",2010,"MA","Deputado Estadual","PP",2
"1044",2010,"MG","Deputado Estadual","PP",2
"1045",2010,"MS","Deputado Estadual","PP",1
"1046",2010,"MT","Deputado Estadual","PP",5
"1047",2010,"PA","Deputado Estadual","PP",1
"1048",2010,"PB","Deputado Estadual","PP",1
"1049",2010,"PI","Deputado Estadual","PP",1
"1050",2010,"PR","Deputado Estadual","PP",1
"1051",2010,"RJ","Deputado Estadual","PP",2
"1052",2010,"RO","Deputado Estadual","PP",2
"1053",2010,"RR","Deputado Estadual","PP",1
"1054",2010,"RS","Deputado Estadual","PP",7
"1055",2010,"SC","Deputado Estadual","PP",6
"1056",2010,"SE","Deputado Estadual","PP",1
"1057",2010,"SP","Deputado Estadual","PP",1
"1058",2010,"TO","Deputado Estadual","PP",1
"1059",2010,"AL","Deputado Estadual","PPS",2
"1060",2010,"AM","Deputado Estadual","PPS",1
"1061",2010,"AP","Deputado Estadual","PPS",2
"1062",2010,"ES","Deputado Estadual","PPS",1
"1063",2010,"GO","Deputado Estadual","PPS",1
"1064",2010,"MA","Deputado Estadual","PPS",1
"1065",2010,"MG","Deputado Estadual","PPS",3
"1066",2010,"MS","Deputado Estadual","PPS",1
"1067",2010,"MT","Deputado Estadual","PPS",1
"1068",2010,"PA","Deputado Estadual","PPS",1
"1069",2010,"PB","Deputado Estadual","PPS",2
"1070",2010,"PI","Deputado Estadual","PPS",1
"1071",2010,"PR","Deputado Estadual","PPS",3
"1072",2010,"RJ","Deputado Estadual","PPS",3
"1073",2010,"RR","Deputado Estadual","PPS",2
"1074",2010,"RS","Deputado Estadual","PPS",2
"1075",2010,"SC","Deputado Estadual","PPS",1
"1076",2010,"SP","Deputado Estadual","PPS",4
"1077",2010,"TO","Deputado Estadual","PPS",3
"1078",2010,"AC","Deputado Estadual","PR",1
"1079",2010,"AM","Deputado Estadual","PR",1
"1080",2010,"BA","Deputado Estadual","PR",4
"1081",2010,"CE","Deputado Estadual","PR",2
"1082",2010,"ES","Deputado Estadual","PR",4
"1083",2010,"GO","Deputado Estadual","PR",3
"1084",2010,"MA","Deputado Estadual","PR",2
"1085",2010,"MG","Deputado Estadual","PR",1
"1086",2010,"MS","Deputado Estadual","PR",3
"1087",2010,"MT","Deputado Estadual","PR",6
"1088",2010,"PA","Deputado Estadual","PR",4
"1089",2010,"PB","Deputado Estadual","PR",1
"1090",2010,"PE","Deputado Estadual","PR",3
"1091",2010,"RJ","Deputado Estadual","PR",9
"1092",2010,"RN","Deputado Estadual","PR",2
"1093",2010,"RO","Deputado Estadual","PR",1
"1094",2010,"RR","Deputado Estadual","PR",2
"1095",2010,"SP","Deputado Estadual","PR",1
"1096",2010,"TO","Deputado Estadual","PR",4
"1097",2010,"AP","Deputado Estadual","PRB",1
"1098",2010,"BA","Deputado Estadual","PRB",2
"1099",2010,"CE","Deputado Estadual","PRB",2
"1100",2010,"GO","Deputado Estadual","PRB",1
"1101",2010,"MA","Deputado Estadual","PRB",1
"1102",2010,"MG","Deputado Estadual","PRB",2
"1103",2010,"PA","Deputado Estadual","PRB",1
"1104",2010,"PR","Deputado Estadual","PRB",1
