"","Ano da eleição","UF","Cargo","Sigla do partido","Cadeiras conquistadas"
"1638",2014,"AC","Deputado Estadual","PT",5
"1639",2014,"AL","Deputado Estadual","PT",2
"1640",2014,"AM","Deputado Estadual","PT",2
"1641",2014,"BA","Deputado Estadual","PT",11
"1642",2014,"CE","Deputado Estadual","PT",2
"1643",2014,"ES","Deputado Estadual","PT",3
"1644",2014,"GO","Deputado Estadual","PT",4
"1645",2014,"MA","Deputado Estadual","PT",2
"1646",2014,"MG","Deputado Estadual","PT",10
"1647",2014,"MS","Deputado Estadual","PT",4
"1648",2014,"MT","Deputado Estadual","PT",1
"1649",2014,"PA","Deputado Estadual","PT",3
"1650",2014,"PB","Deputado Estadual","PT",2
"1651",2014,"PE","Deputado Estadual","PT",3
"1652",2014,"PI","Deputado Estadual","PT",3
"1653",2014,"PR","Deputado Estadual","PT",3
"1654",2014,"RJ","Deputado Estadual","PT",6
"1655",2014,"RN","Deputado Estadual","PT",1
"1656",2014,"RO","Deputado Estadual","PT",2
"1657",2014,"RR","Deputado Estadual","PT",1
"1658",2014,"RS","Deputado Estadual","PT",11
"1659",2014,"SC","Deputado Estadual","PT",5
"1660",2014,"SE","Deputado Estadual","PT",2
"1661",2014,"SP","Deputado Estadual","PT",15
"1662",2014,"TO","Deputado Estadual","PT",3
"1663",2014,"AP","Deputado Estadual","PT do B",1
"1664",2014,"MA","Deputado Estadual","PT do B",1
"1665",2014,"MG","Deputado Estadual","PT do B",3
"1666",2014,"MS","Deputado Estadual","PT do B",2
"1667",2014,"PB","Deputado Estadual","PT do B",2
"1668",2014,"RJ","Deputado Estadual","PT do B",1
"1669",2014,"RN","Deputado Estadual","PT do B",1
"1670",2014,"RO","Deputado Estadual","PT do B",2
"1671",2014,"SE","Deputado Estadual","PT do B",1
"1672",2014,"AP","Deputado Estadual","PTB",2
"1673",2014,"GO","Deputado Estadual","PTB",5
"1674",2014,"MG","Deputado Estadual","PTB",4
"1675",2014,"PA","Deputado Estadual","PTB",2
"1676",2014,"PB","Deputado Estadual","PTB",1
"1677",2014,"PE","Deputado Estadual","PTB",6
"1678",2014,"PI","Deputado Estadual","PTB",5
"1679",2014,"PR","Deputado Estadual","PTB",1
"1680",2014,"RJ","Deputado Estadual","PTB",2
"1681",2014,"RO","Deputado Estadual","PTB",1
"1682",2014,"RS","Deputado Estadual","PTB",5
"1683",2014,"SP","Deputado Estadual","PTB",2
"1684",2014,"TO","Deputado Estadual","PTB",2
"1685",2014,"ES","Deputado Estadual","PTC",1
"1686",2014,"MA","Deputado Estadual","PTC",1
"1687",2014,"MG","Deputado Estadual","PTC",1
"1688",2014,"PE","Deputado Estadual","PTC",1
"1689",2014,"PI","Deputado Estadual","PTC",2
"1690",2014,"RJ","Deputado Estadual","PTC",1
"1691",2014,"SE","Deputado Estadual","PTC",3
"1692",2014,"AC","Deputado Estadual","PTN",2
"1693",2014,"AM","Deputado Estadual","PTN",2
"1694",2014,"BA","Deputado Estadual","PTN",3
"1695",2014,"CE","Deputado Estadual","PTN",1
"1696",2014,"MA","Deputado Estadual","PTN",2
"1697",2014,"MG","Deputado Estadual","PTN",3
"1698",2014,"PB","Deputado Estadual","PTN",1
"1699",2014,"RJ","Deputado Estadual","PTN",1
"1700",2014,"RO","Deputado Estadual","PTN",1
"1701",2014,"SP","Deputado Estadual","PTN",1
"1702",2014,"AC","Deputado Estadual","PV",1
"1703",2014,"AM","Deputado Estadual","PV",1
"1704",2014,"BA","Deputado Estadual","PV",2
"1705",2014,"CE","Deputado Estadual","PV",1
"1706",2014,"ES","Deputado Estadual","PV",1
"1707",2014,"MA","Deputado Estadual","PV",4
"1708",2014,"MG","Deputado Estadual","PV",4
"1709",2014,"MT","Deputado Estadual","PV",1
"1710",2014,"PR","Deputado Estadual","PV",1
"1711",2014,"RO","Deputado Estadual","PV",1
"1712",2014,"RR","Deputado Estadual","PV",1
"1713",2014,"RS","Deputado Estadual","PV",1
"1714",2014,"SP","Deputado Estadual","PV",6
"1715",2014,"CE","Deputado Estadual","SD",2
"1716",2014,"ES","Deputado Estadual","SD",1
"1717",2014,"GO","Deputado Estadual","SD",1
"1718",2014,"MA","Deputado Estadual","SD",1
"1719",2014,"MT","Deputado Estadual","SD",1
"1720",2014,"PA","Deputado Estadual","SD",2
"1721",2014,"PE","Deputado Estadual","SD",2
"1722",2014,"PR","Deputado Estadual","SD",1
"1723",2014,"RJ","Deputado Estadual","SD",3
"1724",2014,"RN","Deputado Estadual","SD",1
"1725",2014,"RO","Deputado Estadual","SD",1
"1726",2014,"SP","Deputado Estadual","SD",1
"1727",2014,"TO","Deputado Estadual","SD",4
"1728",2018,"DF","Deputado Distrital","AVANTE",2
"1729",2018,"DF","Deputado Distrital","MDB",1
"1730",2018,"DF","Deputado Distrital","NOVO",1
"1731",2018,"DF","Deputado Distrital","PDT",2
"1732",2018,"DF","Deputado Distrital","PHS",1
"1733",2018,"DF","Deputado Distrital","PODE",1
"1734",2018,"DF","Deputado Distrital","PP",1
"1735",2018,"DF","Deputado Distrital","PR",1
"1736",2018,"DF","Deputado Distrital","PRB",2
"1737",2018,"DF","Deputado Distrital","PROS",2
"1738",2018,"DF","Deputado Distrital","PRP",1
"1739",2018,"DF","Deputado Distrital","PSB",2
"1740",2018,"DF","Deputado Distrital","PSC",1
"1741",2018,"DF","Deputado Distrital","PSD",1
"1742",2018,"DF","Deputado Distrital","PSOL",1
"1743",2018,"DF","Deputado Distrital","PT",2
"1744",2018,"DF","Deputado Distrital","PTC",1
"1745",2018,"DF","Deputado Distrital","REDE",1
"1746",2018,"BA","Deputado Estadual","AVANTE",1
"1747",2018,"ES","Deputado Estadual","AVANTE",1
"1748",2018,"MG","Deputado Estadual","AVANTE",2
"1749",2018,"PB","Deputado Estadual","AVANTE",4
"1750",2018,"PE","Deputado Estadual","AVANTE",1
"1751",2018,"RJ","Deputado Estadual","AVANTE",1
"1752",2018,"RN","Deputado Estadual","AVANTE",2
"1753",2018,"SP","Deputado Estadual","AVANTE",1
"1754",2018,"AP","Deputado Estadual","DC",1
"1755",2018,"ES","Deputado Estadual","DC",1
"1756",2018,"GO","Deputado Estadual","DC",2
"1757",2018,"MG","Deputado Estadual","DC",1
"1758",2018,"MT","Deputado Estadual","DC",2
"1759",2018,"PA","Deputado Estadual","DC",1
"1760",2018,"RJ","Deputado Estadual","DC",2
"1761",2018,"AC","Deputado Estadual","DEM",1
"1762",2018,"AL","Deputado Estadual","DEM",1
"1763",2018,"AM","Deputado Estadual","DEM",1
"1764",2018,"AP","Deputado Estadual","DEM",2
"1765",2018,"BA","Deputado Estadual","DEM",7
"1766",2018,"CE","Deputado Estadual","DEM",1
"1767",2018,"ES","Deputado Estadual","DEM",1
"1768",2018,"GO","Deputado Estadual","DEM",4
"1769",2018,"MA","Deputado Estadual","DEM",5
"1770",2018,"MG","Deputado Estadual","DEM",1
"1771",2018,"MS","Deputado Estadual","DEM",2
"1772",2018,"MT","Deputado Estadual","DEM",2
"1773",2018,"PA","Deputado Estadual","DEM",3
"1774",2018,"PE","Deputado Estadual","DEM",3
"1775",2018,"PR","Deputado Estadual","DEM",2
"1776",2018,"RJ","Deputado Estadual","DEM",6
"1777",2018,"RN","Deputado Estadual","DEM",1
"1778",2018,"RO","Deputado Estadual","DEM",1
"1779",2018,"RS","Deputado Estadual","DEM",2
"1780",2018,"SP","Deputado Estadual","DEM",7
"1781",2018,"TO","Deputado Estadual","DEM",1
"1782",2018,"AC","Deputado Estadual","MDB",3
"1783",2018,"AL","Deputado Estadual","MDB",6
"1784",2018,"AM","Deputado Estadual","MDB",1
"1785",2018,"AP","Deputado Estadual","MDB",1
"1786",2018,"BA","Deputado Estadual","MDB",1
"1787",2018,"CE","Deputado Estadual","MDB",4
"1788",2018,"ES","Deputado Estadual","MDB",2
"1789",2018,"GO","Deputado Estadual","MDB",3
"1790",2018,"MA","Deputado Estadual","MDB",2
"1791",2018,"MG","Deputado Estadual","MDB",7
"1792",2018,"MS","Deputado Estadual","MDB",3
"1793",2018,"MT","Deputado Estadual","MDB",3
"1794",2018,"PA","Deputado Estadual","MDB",6
"1795",2018,"PB","Deputado Estadual","MDB",1
"1796",2018,"PE","Deputado Estadual","MDB",1
"1797",2018,"PI","Deputado Estadual","MDB",6
"1798",2018,"PR","Deputado Estadual","MDB",2
"1799",2018,"RJ","Deputado Estadual","MDB",5
"1800",2018,"RN","Deputado Estadual","MDB",2
"1801",2018,"RO","Deputado Estadual","MDB",3
"1802",2018,"RR","Deputado Estadual","MDB",2
"1803",2018,"RS","Deputado Estadual","MDB",8
"1804",2018,"SC","Deputado Estadual","MDB",9
"1805",2018,"SE","Deputado Estadual","MDB",3
"1806",2018,"SP","Deputado Estadual","MDB",3
"1807",2018,"TO","Deputado Estadual","MDB",5
"1808",2018,"MG","Deputado Estadual","NOVO",3
"1809",2018,"RJ","Deputado Estadual","NOVO",2
"1810",2018,"RS","Deputado Estadual","NOVO",2
"1811",2018,"SP","Deputado Estadual","NOVO",4
"1812",2018,"BA","Deputado Estadual","PATRI",1
"1813",2018,"CE","Deputado Estadual","PATRI",3
"1814",2018,"ES","Deputado Estadual","PATRI",1
"1815",2018,"GO","Deputado Estadual","PATRI",1
"1816",2018,"MG","Deputado Estadual","PATRI",2
"1817",2018,"MS","Deputado Estadual","PATRI",1
"1818",2018,"PA","Deputado Estadual","PATRI",1
"1819",2018,"PB","Deputado Estadual","PATRI",2
"1820",2018,"RJ","Deputado Estadual","PATRI",1
"1821",2018,"RR","Deputado Estadual","PATRI",2
"1822",2018,"SP","Deputado Estadual","PATRI",1
"1823",2018,"AC","Deputado Estadual","PC do B",2
"1824",2018,"BA","Deputado Estadual","PC do B",5
"1825",2018,"CE","Deputado Estadual","PC do B",2
"1826",2018,"MA","Deputado Estadual","PC do B",6
"1827",2018,"MG","Deputado Estadual","PC do B",1
"1828",2018,"PB","Deputado Estadual","PC do B",1
"1829",2018,"PE","Deputado Estadual","PC do B",1
"1830",2018,"RJ","Deputado Estadual","PC do B",1
"1831",2018,"RR","Deputado Estadual","PC do B",1
"1832",2018,"SP","Deputado Estadual","PC do B",1
"1833",2018,"AC","Deputado Estadual","PDT",1
"1834",2018,"AL","Deputado Estadual","PDT",1
"1835",2018,"AM","Deputado Estadual","PDT",1
"1836",2018,"AP","Deputado Estadual","PDT",1
"1837",2018,"BA","Deputado Estadual","PDT",3
"1838",2018,"CE","Deputado Estadual","PDT",14
"1839",2018,"ES","Deputado Estadual","PDT",1
"1840",2018,"GO","Deputado Estadual","PDT",1
"1841",2018,"MA","Deputado Estadual","PDT",7
"1842",2018,"MG","Deputado Estadual","PDT",2
"1843",2018,"MS","Deputado Estadual","PDT",1
"1844",2018,"MT","Deputado Estadual","PDT",1
"1845",2018,"PA","Deputado Estadual","PDT",2
"1846",2018,"PE","Deputado Estadual","PDT",1
"1847",2018,"PI","Deputado Estadual","PDT",1
"1848",2018,"PR","Deputado Estadual","PDT",2
"1849",2018,"RJ","Deputado Estadual","PDT",3
"1850",2018,"RO","Deputado Estadual","PDT",1
"1851",2018,"RS","Deputado Estadual","PDT",4
"1852",2018,"SC","Deputado Estadual","PDT",2
"1853",2018,"SP","Deputado Estadual","PDT",1
"1854",2018,"AC","Deputado Estadual","PHS",1
"1855",2018,"AM","Deputado Estadual","PHS",2
"1856",2018,"BA","Deputado Estadual","PHS",1
"1857",2018,"MG","Deputado Estadual","PHS",3
"1858",2018,"PA","Deputado Estadual","PHS",1
"1859",2018,"PE","Deputado Estadual","PHS",1
"1860",2018,"RJ","Deputado Estadual","PHS",2
"1861",2018,"RN","Deputado Estadual","PHS",1
"1862",2018,"SP","Deputado Estadual","PHS",1
"1863",2018,"TO","Deputado Estadual","PHS",1
"1864",2018,"AP","Deputado Estadual","PMB",1
"1865",2018,"RJ","Deputado Estadual","PMB",1
"1866",2018,"RR","Deputado Estadual","PMB",1
"1867",2018,"AL","Deputado Estadual","PMN",1
"1868",2018,"ES","Deputado Estadual","PMN",1
"1869",2018,"MA","Deputado Estadual","PMN",1
"1870",2018,"PA","Deputado Estadual","PMN",1
"1871",2018,"PR","Deputado Estadual","PMN",1
"1872",2018,"RO","Deputado Estadual","PMN",1
"1873",2018,"AC","Deputado Estadual","PODE",1
"1874",2018,"AM","Deputado Estadual","PODE",1
"1875",2018,"BA","Deputado Estadual","PODE",1
"1876",2018,"MG","Deputado Estadual","PODE",2
"1877",2018,"PB","Deputado Estadual","PODE",3
"1878",2018,"PR","Deputado Estadual","PODE",1
"1879",2018,"RJ","Deputado Estadual","PODE",1
"1880",2018,"RO","Deputado Estadual","PODE",3
"1881",2018,"RR","Deputado Estadual","PODE",1
"1882",2018,"RS","Deputado Estadual","PODE",1
"1883",2018,"SE","Deputado Estadual","PODE",2
"1884",2018,"SP","Deputado Estadual","PODE",4
"1885",2018,"AC","Deputado Estadual","PP",3
"1886",2018,"AL","Deputado Estadual","PP",4
"1887",2018,"AM","Deputado Estadual","PP",4
"1888",2018,"AP","Deputado Estadual","PP",1
"1889",2018,"BA","Deputado Estadual","PP",7
"1890",2018,"CE","Deputado Estadual","PP",3
"1891",2018,"ES","Deputado Estadual","PP",1
"1892",2018,"GO","Deputado Estadual","PP",1
"1893",2018,"MA","Deputado Estadual","PP",2
"1894",2018,"MG","Deputado Estadual","PP",1
"1895",2018,"MS","Deputado Estadual","PP",2
"1896",2018,"MT","Deputado Estadual","PP",1
"1897",2018,"PA","Deputado Estadual","PP",1
"1898",2018,"PB","Deputado Estadual","PP",2
"1899",2018,"PE","Deputado Estadual","PP",10
"1900",2018,"PI","Deputado Estadual","PP",5
"1901",2018,"PR","Deputado Estadual","PP",3
"1902",2018,"RJ","Deputado Estadual","PP",2
"1903",2018,"RO","Deputado Estadual","PP",1
"1904",2018,"RR","Deputado Estadual","PP",1
"1905",2018,"RS","Deputado Estadual","PP",6
"1906",2018,"SC","Deputado Estadual","PP",3
"1907",2018,"SP","Deputado Estadual","PP",4
"1908",2018,"TO","Deputado Estadual","PP",1
"1909",2018,"AP","Deputado Estadual","PPL",1
"1910",2018,"PR","Deputado Estadual","PPL",1
"1911",2018,"RN","Deputado Estadual","PPL",1
"1912",2018,"TO","Deputado Estadual","PPL",1
"1913",2018,"AL","Deputado Estadual","PPS",1
"1914",2018,"AM","Deputado Estadual","PPS",1
"1915",2018,"CE","Deputado Estadual","PPS",1
"1916",2018,"ES","Deputado Estadual","PPS",1
"1917",2018,"GO","Deputado Estadual","PPS",1
"1918",2018,"MG","Deputado Estadual","PPS",1
"1919",2018,"PA","Deputado Estadual","PPS",1
"1920",2018,"PB","Deputado Estadual","PPS",2
"1921",2018,"PI","Deputado Estadual","PPS",1
"1922",2018,"PR","Deputado Estadual","PPS",3
"1923",2018,"RJ","Deputado Estadual","PPS",1
"1924",2018,"RR","Deputado Estadual","PPS",1
"1925",2018,"RS","Deputado Estadual","PPS",1
"1926",2018,"SE","Deputado Estadual","PPS",2
"1927",2018,"SP","Deputado Estadual","PPS",2
"1928",2018,"TO","Deputado Estadual","PPS",1
"1929",2018,"AC","Deputado Estadual","PR",1
"1930",2018,"AM","Deputado Estadual","PR",2
"1931",2018,"AP","Deputado Estadual","PR",4
"1932",2018,"BA","Deputado Estadual","PR",1
"1933",2018,"CE","Deputado Estadual","PR",1
"1934",2018,"MA","Deputado Estadual","PR",3
"1935",2018,"MG","Deputado Estadual","PR",2
"1936",2018,"MS","Deputado Estadual","PR",1
"1937",2018,"PA","Deputado Estadual","PR",3
"1938",2018,"PB","Deputado Estadual","PR",1
"1939",2018,"PE","Deputado Estadual","PR",2
"1940",2018,"PI","Deputado Estadual","PR",3
"1941",2018,"PR","Deputado Estadual","PR",2
"1942",2018,"RJ","Deputado Estadual","PR",1
"1943",2018,"RN","Deputado Estadual","PR",1
"1944",2018,"RS","Deputado Estadual","PR",2
"1945",2018,"SC","Deputado Estadual","PR",3
"1946",2018,"SE","Deputado Estadual","PR",2
"1947",2018,"SP","Deputado Estadual","PR",6
"1948",2018,"TO","Deputado Estadual","PR",1
"1949",2018,"AC","Deputado Estadual","PRB",1
"1950",2018,"AM","Deputado Estadual","PRB",1
"1951",2018,"AP","Deputado Estadual","PRB",1
"1952",2018,"BA","Deputado Estadual","PRB",2
"1953",2018,"CE","Deputado Estadual","PRB",1
"1954",2018,"ES","Deputado Estadual","PRB",2
"1955",2018,"GO","Deputado Estadual","PRB",2
"1956",2018,"MA","Deputado Estadual","PRB",1
"1957",2018,"MG","Deputado Estadual","PRB",3
"1958",2018,"MS","Deputado Estadual","PRB",1
"1959",2018,"MT","Deputado Estadual","PRB",1
"1960",2018,"PA","Deputado Estadual","PRB",2
"1961",2018,"PB","Deputado Estadual","PRB",1
"1962",2018,"PE","Deputado Estadual","PRB",1
"1963",2018,"PI","Deputado Estadual","PRB",1
"1964",2018,"PR","Deputado Estadual","PRB",1
"1965",2018,"RJ","Deputado Estadual","PRB",3
"1966",2018,"RO","Deputado Estadual","PRB",3
"1967",2018,"RR","Deputado Estadual","PRB",3
"1968",2018,"RS","Deputado Estadual","PRB",2
"1969",2018,"SC","Deputado Estadual","PRB",1
"1970",2018,"SP","Deputado Estadual","PRB",6
"1971",2018,"AC","Deputado Estadual","PROS",1
"1972",2018,"AL","Deputado Estadual","PROS",1
"1973",2018,"CE","Deputado Estadual","PROS",2
"1974",2018,"ES","Deputado Estadual","PROS",1
"1975",2018,"GO","Deputado Estadual","PROS",3
"1976",2018,"MA","Deputado Estadual","PROS",1
"1977",2018,"MG","Deputado Estadual","PROS",1
"1978",2018,"MT","Deputado Estadual","PROS",1
"1979",2018,"PR","Deputado Estadual","PROS",2
"1980",2018,"RJ","Deputado Estadual","PROS",1
"1981",2018,"RN","Deputado Estadual","PROS",1
"1982",2018,"RO","Deputado Estadual","PROS",1
"1983",2018,"SP","Deputado Estadual","PROS",1
"1984",2018,"TO","Deputado Estadual","PROS",1
"1985",2018,"AM","Deputado Estadual","PRP",1
"1986",2018,"AP","Deputado Estadual","PRP",1
"1987",2018,"BA","Deputado Estadual","PRP",1
"1988",2018,"ES","Deputado Estadual","PRP",2
"1989",2018,"GO","Deputado Estadual","PRP",2
"1990",2018,"MG","Deputado Estadual","PRP",1
"1991",2018,"RJ","Deputado Estadual","PRP",2
"1992",2018,"RR","Deputado Estadual","PRP",1
"1993",2018,"AL","Deputado Estadual","PRTB",4
"1994",2018,"GO","Deputado Estadual","PRTB",2
"1995",2018,"MA","Deputado Estadual","PRTB",2
"1996",2018,"MG","Deputado Estadual","PRTB",1
"1997",2018,"PB","Deputado Estadual","PRTB",1
"1998",2018,"PE","Deputado Estadual","PRTB",1
"1999",2018,"PI","Deputado Estadual","PRTB",1
"2000",2018,"PR","Deputado Estadual","PRTB",1
"2001",2018,"RJ","Deputado Estadual","PRTB",1
"2002",2018,"RR","Deputado Estadual","PRTB",2
"2003",2018,"AC","Deputado Estadual","PSB",1
"2004",2018,"AM","Deputado Estadual","PSB",1
"2005",2018,"AP","Deputado Estadual","PSB",1
"2006",2018,"BA","Deputado Estadual","PSB",4
"2007",2018,"CE","Deputado Estadual","PSB",1
"2008",2018,"ES","Deputado Estadual","PSB",2
"2009",2018,"GO","Deputado Estadual","PSB",1
"2010",2018,"MA","Deputado Estadual","PSB",2
"2011",2018,"MG","Deputado Estadual","PSB",1
"2012",2018,"MT","Deputado Estadual","PSB",2
"2013",2018,"PA","Deputado Estadual","PSB",1
"2014",2018,"PB","Deputado Estadual","PSB",8
"2015",2018,"PE","Deputado Estadual","PSB",11
"2016",2018,"PI","Deputado Estadual","PSB",1
"2017",2018,"PR","Deputado Estadual","PSB",5
"2018",2018,"RJ","Deputado Estadual","PSB",1
"2019",2018,"RO","Deputado Estadual","PSB",2
"2020",2018,"RR","Deputado Estadual","PSB",1
"2021",2018,"RS","Deputado Estadual","PSB",3
"2022",2018,"SC","Deputado Estadual","PSB",3
"2023",2018,"SE","Deputado Estadual","PSB",1
"2024",2018,"SP","Deputado Estadual","PSB",8
"2025",2018,"TO","Deputado Estadual","PSB",1
"2026",2018,"AP","Deputado Estadual","PSC",1
"2027",2018,"BA","Deputado Estadual","PSC",3
"2028",2018,"GO","Deputado Estadual","PSC",1
"2029",2018,"MG","Deputado Estadual","PSC",3
"2030",2018,"MT","Deputado Estadual","PSC",2
"2031",2018,"PA","Deputado Estadual","PSC",2
"2032",2018,"PB","Deputado Estadual","PSC",1
"2033",2018,"PE","Deputado Estadual","PSC",5
"2034",2018,"PR","Deputado Estadual","PSC",4
"2035",2018,"RJ","Deputado Estadual","PSC",2
"2036",2018,"SC","Deputado Estadual","PSC",1
"2037",2018,"SE","Deputado Estadual","PSC",4
"2038",2018,"AL","Deputado Estadual","PSD",2
"2039",2018,"AM","Deputado Estadual","PSD",2
"2040",2018,"AP","Deputado Estadual","PSD",1
"2041",2018,"BA","Deputado Estadual","PSD",9
"2042",2018,"CE","Deputado Estadual","PSD",2
"2043",2018,"ES","Deputado Estadual","PSD",1
"2044",2018,"GO","Deputado Estadual","PSD",2
"2045",2018,"MG","Deputado Estadual","PSD",4
"2046",2018,"MS","Deputado Estadual","PSD",1
"2047",2018,"MT","Deputado Estadual","PSD",1
"2048",2018,"PA","Deputado Estadual","PSD",3
"2049",2018,"PB","Deputado Estadual","PSD",1
"2050",2018,"PE","Deputado Estadual","PSD",3
"2051",2018,"PI","Deputado Estadual","PSD",1
"2052",2018,"PR","Deputado Estadual","PSD",6
"2053",2018,"RJ","Deputado Estadual","PSD",3
"2054",2018,"RN","Deputado Estadual","PSD",2
"2055",2018,"RO","Deputado Estadual","PSD",1
"2056",2018,"RS","Deputado Estadual","PSD",1
"2057",2018,"SC","Deputado Estadual","PSD",5
"2058",2018,"SE","Deputado Estadual","PSD",4
"2059",2018,"SP","Deputado Estadual","PSD",2
"2060",2018,"AC","Deputado Estadual","PSDB",2
"2061",2018,"AL","Deputado Estadual","PSDB",2
"2062",2018,"AM","Deputado Estadual","PSDB",1
"2063",2018,"AP","Deputado Estadual","PSDB",1
"2064",2018,"BA","Deputado Estadual","PSDB",3
"2065",2018,"CE","Deputado Estadual","PSDB",2
"2066",2018,"ES","Deputado Estadual","PSDB",3
"2067",2018,"GO","Deputado Estadual","PSDB",6
"2068",2018,"MA","Deputado Estadual","PSDB",1
"2069",2018,"MG","Deputado Estadual","PSDB",7
"2070",2018,"MS","Deputado Estadual","PSDB",5
"2071",2018,"MT","Deputado Estadual","PSDB",2
"2072",2018,"PA","Deputado Estadual","PSDB",5
"2073",2018,"PB","Deputado Estadual","PSDB",3
"2074",2018,"PE","Deputado Estadual","PSDB",1
"2075",2018,"PI","Deputado Estadual","PSDB",1
"2076",2018,"PR","Deputado Estadual","PSDB",3
"2077",2018,"RJ","Deputado Estadual","PSDB",2
"2078",2018,"RN","Deputado Estadual","PSDB",5
"2079",2018,"RO","Deputado Estadual","PSDB",1
"2080",2018,"RS","Deputado Estadual","PSDB",4
"2081",2018,"SC","Deputado Estadual","PSDB",2
"2082",2018,"SE","Deputado Estadual","PSDB",1
"2083",2018,"SP","Deputado Estadual","PSDB",8
"2084",2018,"TO","Deputado Estadual","PSDB",2
"2085",2018,"AC","Deputado Estadual","PSL",1
"2086",2018,"AL","Deputado Estadual","PSL",1
"2087",2018,"AM","Deputado Estadual","PSL",1
"2088",2018,"BA","Deputado Estadual","PSL",2
"2089",2018,"CE","Deputado Estadual","PSL",2
"2090",2018,"ES","Deputado Estadual","PSL",4
"2091",2018,"GO","Deputado Estadual","PSL",2
"2092",2018,"MA","Deputado Estadual","PSL",1
"2093",2018,"MG","Deputado Estadual","PSL",6
"2094",2018,"MS","Deputado Estadual","PSL",2
"2095",2018,"MT","Deputado Estadual","PSL",2
"2096",2018,"PA","Deputado Estadual","PSL",1
"2097",2018,"PB","Deputado Estadual","PSL",2
"2098",2018,"PR","Deputado Estadual","PSL",8
"2099",2018,"RJ","Deputado Estadual","PSL",13
"2100",2018,"RN","Deputado Estadual","PSL",1
"2101",2018,"RO","Deputado Estadual","PSL",1
"2102",2018,"RS","Deputado Estadual","PSL",4
"2103",2018,"SC","Deputado Estadual","PSL",6
"2104",2018,"SP","Deputado Estadual","PSL",15
"2105",2018,"TO","Deputado Estadual","PSL",1
"2106",2018,"AP","Deputado Estadual","PSOL",1
"2107",2018,"BA","Deputado Estadual","PSOL",1
"2108",2018,"CE","Deputado Estadual","PSOL",1
"2109",2018,"MG","Deputado Estadual","PSOL",1
"2110",2018,"PA","Deputado Estadual","PSOL",1
"2111",2018,"PE","Deputado Estadual","PSOL",1
"2112",2018,"RJ","Deputado Estadual","PSOL",5
"2113",2018,"RN","Deputado Estadual","PSOL",1
"2114",2018,"RS","Deputado Estadual","PSOL",1
"2115",2018,"SP","Deputado Estadual","PSOL",4
"2116",2018,"AC","Deputado Estadual","PT",2
"2117",2018,"AM","Deputado Estadual","PT",1
"2118",2018,"BA","Deputado Estadual","PT",10
"2119",2018,"CE","Deputado Estadual","PT",4
"2120",2018,"ES","Deputado Estadual","PT",1
"2121",2018,"GO","Deputado Estadual","PT",2
"2122",2018,"MA","Deputado Estadual","PT",1
"2123",2018,"MG","Deputado Estadual","PT",10
"2124",2018,"MS","Deputado Estadual","PT",2
"2125",2018,"MT","Deputado Estadual","PT",2
"2126",2018,"PA","Deputado Estadual","PT",3
"2127",2018,"PE","Deputado Estadual","PT",3
"2128",2018,"PI","Deputado Estadual","PT",5
"2129",2018,"PR","Deputado Estadual","PT",4
"2130",2018,"RJ","Deputado Estadual","PT",3
"2131",2018,"RN","Deputado Estadual","PT",2
"2132",2018,"RO","Deputado Estadual","PT",1
"2133",2018,"RR","Deputado Estadual","PT",1
"2134",2018,"RS","Deputado Estadual","PT",8
"2135",2018,"SC","Deputado Estadual","PT",4
"2136",2018,"SE","Deputado Estadual","PT",2
"2137",2018,"SP","Deputado Estadual","PT",10
"2138",2018,"TO","Deputado Estadual","PT",2
"2139",2018,"AC","Deputado Estadual","PTB",1
"2140",2018,"AL","Deputado Estadual","PTB",1
"2141",2018,"AP","Deputado Estadual","PTB",1
"2142",2018,"ES","Deputado Estadual","PTB",1
"2143",2018,"GO","Deputado Estadual","PTB",1
"2144",2018,"MA","Deputado Estadual","PTB",1
"2145",2018,"MG","Deputado Estadual","PTB",3
"2146",2018,"MS","Deputado Estadual","PTB",1
"2147",2018,"PA","Deputado Estadual","PTB",2
"2148",2018,"PB","Deputado Estadual","PTB",2
"2149",2018,"PE","Deputado Estadual","PTB",2
"2150",2018,"PI","Deputado Estadual","PTB",2
"2151",2018,"PR","Deputado Estadual","PTB",1
"2152",2018,"RJ","Deputado Estadual","PTB",1
"2153",2018,"RO","Deputado Estadual","PTB",2
"2154",2018,"RR","Deputado Estadual","PTB",1
"2155",2018,"RS","Deputado Estadual","PTB",5
"2156",2018,"SE","Deputado Estadual","PTB",1
"2157",2018,"SP","Deputado Estadual","PTB",2
"2158",2018,"AP","Deputado Estadual","PTC",2
"2159",2018,"GO","Deputado Estadual","PTC",1
"2160",2018,"PI","Deputado Estadual","PTC",1
"2161",2018,"RJ","Deputado Estadual","PTC",1
"2162",2018,"RN","Deputado Estadual","PTC",2
"2163",2018,"RO","Deputado Estadual","PTC",1
"2164",2018,"RR","Deputado Estadual","PTC",2
"2165",2018,"TO","Deputado Estadual","PTC",1
"2166",2018,"AC","Deputado Estadual","PV",1
"2167",2018,"AL","Deputado Estadual","PV",1
"2168",2018,"AM","Deputado Estadual","PV",3
"2169",2018,"ES","Deputado Estadual","PV",2
"2170",2018,"GO","Deputado Estadual","PV",1
"2171",2018,"MA","Deputado Estadual","PV",3
"2172",2018,"MG","Deputado Estadual","PV",5
"2173",2018,"MT","Deputado Estadual","PV",2
"2174",2018,"PI","Deputado Estadual","PV",1
