"","Ano da eleição","UF","Cargo","Vagas","Votos válidos","Sigla do partido","Total de votos conquistados","Total de cadeiras conquistadas","Percentual de votos conquistados","Percentual de cadeiras conquistadas","Número efetivo de partidos eleitoral","Número efetivo de partidos legislativo","Fracionalização","Fracionalização máxima","Fragmentação","Desproporcionalidade"
"1",1998,"AC","Deputado Federal",8,"209.552","PC do B","1.712",0,"0,01","0,00"," 4,56"," 4,00","0,75","1,08","0,70"," 7,46"
"2",1998,"AC","Deputado Federal",8,"209.552","PDT","10.053",1,"0,05","0,12"," 4,56"," 4,00","0,75","1,08","0,70"," 7,46"
"3",1998,"AC","Deputado Federal",8,"209.552","PFL","72.987",3,"0,35","0,38"," 4,56"," 4,00","0,75","1,08","0,70"," 7,46"
"4",1998,"AC","Deputado Federal",8,"209.552","PL","1.358",0,"0,01","0,00"," 4,56"," 4,00","0,75","1,08","0,70"," 7,46"
"5",1998,"AC","Deputado Federal",8,"209.552","PMDB","29.755",1,"0,14","0,12"," 4,56"," 4,00","0,75","1,08","0,70"," 7,46"
"6",1998,"AC","Deputado Federal",8,"209.552","PMN","1.210",0,"0,01","0,00"," 4,56"," 4,00","0,75","1,08","0,70"," 7,46"
"7",1998,"AC","Deputado Federal",8,"209.552","PPB","29.472",1,"0,14","0,12"," 4,56"," 4,00","0,75","1,08","0,70"," 7,46"
"8",1998,"AC","Deputado Federal",8,"209.552","PPS","533",0,"0,00","0,00"," 4,56"," 4,00","0,75","1,08","0,70"," 7,46"
"9",1998,"AC","Deputado Federal",8,"209.552","PRONA","931",0,"0,00","0,00"," 4,56"," 4,00","0,75","1,08","0,70"," 7,46"
"10",1998,"AC","Deputado Federal",8,"209.552","PSB","890",0,"0,00","0,00"," 4,56"," 4,00","0,75","1,08","0,70"," 7,46"
"11",1998,"AC","Deputado Federal",8,"209.552","PSDB","12.017",0,"0,06","0,00"," 4,56"," 4,00","0,75","1,08","0,70"," 7,46"
"12",1998,"AC","Deputado Federal",8,"209.552","PSL","40",0,"0,00","0,00"," 4,56"," 4,00","0,75","1,08","0,70"," 7,46"
"13",1998,"AC","Deputado Federal",8,"209.552","PSTU","58",0,"0,00","0,00"," 4,56"," 4,00","0,75","1,08","0,70"," 7,46"
"14",1998,"AC","Deputado Federal",8,"209.552","PT","47.880",2,"0,23","0,25"," 4,56"," 4,00","0,75","1,08","0,70"," 7,46"
"15",1998,"AC","Deputado Federal",8,"209.552","PT do B","328",0,"0,00","0,00"," 4,56"," 4,00","0,75","1,08","0,70"," 7,46"
"16",1998,"AC","Deputado Federal",8,"209.552","PTB","238",0,"0,00","0,00"," 4,56"," 4,00","0,75","1,08","0,70"," 7,46"
"17",1998,"AC","Deputado Federal",8,"209.552","PV","90",0,"0,00","0,00"," 4,56"," 4,00","0,75","1,08","0,70"," 7,46"
"18",1998,"AL","Deputado Federal",9,"858.595","PAN","352",0,"0,00","0,00"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"19",1998,"AL","Deputado Federal",9,"858.595","PC do B","13.621",0,"0,02","0,00"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"20",1998,"AL","Deputado Federal",9,"858.595","PDT","28.821",0,"0,03","0,00"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"21",1998,"AL","Deputado Federal",9,"858.595","PFL","81.822",1,"0,10","0,11"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"22",1998,"AL","Deputado Federal",9,"858.595","PGT","225",0,"0,00","0,00"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"23",1998,"AL","Deputado Federal",9,"858.595","PL","3.530",0,"0,00","0,00"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"24",1998,"AL","Deputado Federal",9,"858.595","PMDB","123.223",1,"0,14","0,11"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"25",1998,"AL","Deputado Federal",9,"858.595","PMN","70.702",1,"0,08","0,11"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"26",1998,"AL","Deputado Federal",9,"858.595","PPB","44.740",0,"0,05","0,00"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"27",1998,"AL","Deputado Federal",9,"858.595","PPS","32.255",1,"0,04","0,11"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"28",1998,"AL","Deputado Federal",9,"858.595","PRN","3.843",0,"0,00","0,00"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"29",1998,"AL","Deputado Federal",9,"858.595","PRONA","1.796",0,"0,00","0,00"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"30",1998,"AL","Deputado Federal",9,"858.595","PRP","2.761",0,"0,00","0,00"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"31",1998,"AL","Deputado Federal",9,"858.595","PRTB","229",0,"0,00","0,00"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"32",1998,"AL","Deputado Federal",9,"858.595","PSB","104.173",1,"0,12","0,11"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"33",1998,"AL","Deputado Federal",9,"858.595","PSC","268",0,"0,00","0,00"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"34",1998,"AL","Deputado Federal",9,"858.595","PSD","66.172",1,"0,08","0,11"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"35",1998,"AL","Deputado Federal",9,"858.595","PSDB","159.426",2,"0,19","0,22"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"36",1998,"AL","Deputado Federal",9,"858.595","PSN","3.831",0,"0,00","0,00"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"37",1998,"AL","Deputado Federal",9,"858.595","PST","360",0,"0,00","0,00"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"38",1998,"AL","Deputado Federal",9,"858.595","PSTU","1.294",0,"0,00","0,00"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"39",1998,"AL","Deputado Federal",9,"858.595","PT","54.907",0,"0,06","0,00"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"40",1998,"AL","Deputado Federal",9,"858.595","PT do B","718",0,"0,00","0,00"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"41",1998,"AL","Deputado Federal",9,"858.595","PTB","57.652",1,"0,07","0,11"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"42",1998,"AL","Deputado Federal",9,"858.595","PTN","1.249",0,"0,00","0,00"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"43",1998,"AL","Deputado Federal",9,"858.595","PV","625",0,"0,00","0,00"," 9,45"," 7,36","0,86","1,08","0,80","10,08"
"44",1998,"AM","Deputado Federal",8,"855.546","PC do B","69.148",1,"0,08","0,12"," 4,39"," 3,20","0,69","1,07","0,64","10,37"
"45",1998,"AM","Deputado Federal",8,"855.546","PDT","4.415",0,"0,01","0,00"," 4,39"," 3,20","0,69","1,07","0,64","10,37"
"46",1998,"AM","Deputado Federal",8,"855.546","PFL","362.505",4,"0,42","0,50"," 4,39"," 3,20","0,69","1,07","0,64","10,37"
"47",1998,"AM","Deputado Federal",8,"855.546","PL","72.744",1,"0,09","0,12"," 4,39"," 3,20","0,69","1,07","0,64","10,37"
"48",1998,"AM","Deputado Federal",8,"855.546","PMDB","9.870",0,"0,01","0,00"," 4,39"," 3,20","0,69","1,07","0,64","10,37"
"49",1998,"AM","Deputado Federal",8,"855.546","PMN","6.014",0,"0,01","0,00"," 4,39"," 3,20","0,69","1,07","0,64","10,37"
"50",1998,"AM","Deputado Federal",8,"855.546","PPB","72.800",1,"0,09","0,12"," 4,39"," 3,20","0,69","1,07","0,64","10,37"
"51",1998,"AM","Deputado Federal",8,"855.546","PPS","3.445",0,"0,00","0,00"," 4,39"," 3,20","0,69","1,07","0,64","10,37"
"52",1998,"AM","Deputado Federal",8,"855.546","PRONA","1.420",0,"0,00","0,00"," 4,39"," 3,20","0,69","1,07","0,64","10,37"
"53",1998,"AM","Deputado Federal",8,"855.546","PSB","3.568",0,"0,00","0,00"," 4,39"," 3,20","0,69","1,07","0,64","10,37"
"54",1998,"AM","Deputado Federal",8,"855.546","PSDB","110.639",1,"0,13","0,12"," 4,39"," 3,20","0,69","1,07","0,64","10,37"
"55",1998,"AM","Deputado Federal",8,"855.546","PSL","46.099",0,"0,05","0,00"," 4,39"," 3,20","0,69","1,07","0,64","10,37"
"56",1998,"AM","Deputado Federal",8,"855.546","PSTU","730",0,"0,00","0,00"," 4,39"," 3,20","0,69","1,07","0,64","10,37"
"57",1998,"AM","Deputado Federal",8,"855.546","PT","20.981",0,"0,02","0,00"," 4,39"," 3,20","0,69","1,07","0,64","10,37"
"58",1998,"AM","Deputado Federal",8,"855.546","PT do B","674",0,"0,00","0,00"," 4,39"," 3,20","0,69","1,07","0,64","10,37"
"59",1998,"AM","Deputado Federal",8,"855.546","PTB","70.494",0,"0,08","0,00"," 4,39"," 3,20","0,69","1,07","0,64","10,37"
"60",1998,"AP","Deputado Federal",8,"177.402","PAN","1.606",0,"0,01","0,00"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"61",1998,"AP","Deputado Federal",8,"177.402","PC do B","2.735",0,"0,02","0,00"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"62",1998,"AP","Deputado Federal",8,"177.402","PDT","19.946",0,"0,11","0,00"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"63",1998,"AP","Deputado Federal",8,"177.402","PFL","33.186",2,"0,19","0,25"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"64",1998,"AP","Deputado Federal",8,"177.402","PL","3.212",0,"0,02","0,00"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"65",1998,"AP","Deputado Federal",8,"177.402","PMDB","25.332",1,"0,14","0,12"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"66",1998,"AP","Deputado Federal",8,"177.402","PMN","36",0,"0,00","0,00"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"67",1998,"AP","Deputado Federal",8,"177.402","PPB","12.069",0,"0,07","0,00"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"68",1998,"AP","Deputado Federal",8,"177.402","PPS","1.348",0,"0,01","0,00"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"69",1998,"AP","Deputado Federal",8,"177.402","PRONA","95",0,"0,00","0,00"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"70",1998,"AP","Deputado Federal",8,"177.402","PRP","674",0,"0,00","0,00"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"71",1998,"AP","Deputado Federal",8,"177.402","PSB","21.106",1,"0,12","0,12"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"72",1998,"AP","Deputado Federal",8,"177.402","PSC","1.019",0,"0,01","0,00"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"73",1998,"AP","Deputado Federal",8,"177.402","PSD","6.727",0,"0,04","0,00"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"74",1998,"AP","Deputado Federal",8,"177.402","PSDB","25.395",3,"0,14","0,38"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"75",1998,"AP","Deputado Federal",8,"177.402","PSL","447",0,"0,00","0,00"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"76",1998,"AP","Deputado Federal",8,"177.402","PSTU","482",0,"0,00","0,00"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"77",1998,"AP","Deputado Federal",8,"177.402","PT","12.756",0,"0,07","0,00"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"78",1998,"AP","Deputado Federal",8,"177.402","PT do B","26",0,"0,00","0,00"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"79",1998,"AP","Deputado Federal",8,"177.402","PTB","8.881",1,"0,05","0,12"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"80",1998,"AP","Deputado Federal",8,"177.402","PV","324",0,"0,00","0,00"," 8,53"," 4,00","0,75","1,09","0,69","21,02"
"81",1998,"BA","Deputado Federal",39,"4.154.099","PAN","16.294",0,"0,00","0,00"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"82",1998,"BA","Deputado Federal",39,"4.154.099","PC do B","68.619",1,"0,02","0,03"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"83",1998,"BA","Deputado Federal",39,"4.154.099","PCB","4.288",0,"0,00","0,00"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"84",1998,"BA","Deputado Federal",39,"4.154.099","PDT","128.011",1,"0,03","0,03"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"85",1998,"BA","Deputado Federal",39,"4.154.099","PFL","1.955.054",20,"0,47","0,51"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"86",1998,"BA","Deputado Federal",39,"4.154.099","PL","96.052",1,"0,02","0,03"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"87",1998,"BA","Deputado Federal",39,"4.154.099","PMDB","339.516",3,"0,08","0,08"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"88",1998,"BA","Deputado Federal",39,"4.154.099","PMN","3.421",0,"0,00","0,00"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"89",1998,"BA","Deputado Federal",39,"4.154.099","PPB","151.959",1,"0,04","0,03"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"90",1998,"BA","Deputado Federal",39,"4.154.099","PPS","45.351",0,"0,01","0,00"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"91",1998,"BA","Deputado Federal",39,"4.154.099","PRN","4.593",0,"0,00","0,00"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"92",1998,"BA","Deputado Federal",39,"4.154.099","PRONA","23.359",0,"0,01","0,00"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"93",1998,"BA","Deputado Federal",39,"4.154.099","PRP","8.162",0,"0,00","0,00"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"94",1998,"BA","Deputado Federal",39,"4.154.099","PRTB","1.936",0,"0,00","0,00"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"95",1998,"BA","Deputado Federal",39,"4.154.099","PSB","53.840",0,"0,01","0,00"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"96",1998,"BA","Deputado Federal",39,"4.154.099","PSC","33.006",0,"0,01","0,00"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"97",1998,"BA","Deputado Federal",39,"4.154.099","PSDB","470.051",6,"0,11","0,15"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"98",1998,"BA","Deputado Federal",39,"4.154.099","PSN","3.522",0,"0,00","0,00"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"99",1998,"BA","Deputado Federal",39,"4.154.099","PST","812",0,"0,00","0,00"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"100",1998,"BA","Deputado Federal",39,"4.154.099","PSTU","3.197",0,"0,00","0,00"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"101",1998,"BA","Deputado Federal",39,"4.154.099","PT","577.608",5,"0,14","0,13"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"102",1998,"BA","Deputado Federal",39,"4.154.099","PT do B","5.140",0,"0,00","0,00"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"103",1998,"BA","Deputado Federal",39,"4.154.099","PTB","152.449",1,"0,04","0,03"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"104",1998,"BA","Deputado Federal",39,"4.154.099","PV","7.859",0,"0,00","0,00"," 3,77"," 3,20","0,69","0,98","0,70"," 4,66"
"105",1998,"CE","Deputado Federal",22,"2.660.521","PAN","373",0,"0,00","0,00"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"106",1998,"CE","Deputado Federal",22,"2.660.521","PC do B","142.402",1,"0,05","0,05"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"107",1998,"CE","Deputado Federal",22,"2.660.521","PCB","1.679",0,"0,00","0,00"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"108",1998,"CE","Deputado Federal",22,"2.660.521","PDT","30.040",0,"0,01","0,00"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"109",1998,"CE","Deputado Federal",22,"2.660.521","PFL","93.164",1,"0,04","0,05"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"110",1998,"CE","Deputado Federal",22,"2.660.521","PL","8.973",0,"0,00","0,00"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"111",1998,"CE","Deputado Federal",22,"2.660.521","PMDB","633.365",5,"0,24","0,23"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"112",1998,"CE","Deputado Federal",22,"2.660.521","PMN","1.814",0,"0,00","0,00"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"113",1998,"CE","Deputado Federal",22,"2.660.521","PPB","101.010",1,"0,04","0,05"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"114",1998,"CE","Deputado Federal",22,"2.660.521","PPS","182.542",0,"0,07","0,00"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"115",1998,"CE","Deputado Federal",22,"2.660.521","PRN","3.273",0,"0,00","0,00"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"116",1998,"CE","Deputado Federal",22,"2.660.521","PRONA","2.136",0,"0,00","0,00"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"117",1998,"CE","Deputado Federal",22,"2.660.521","PSB","48.224",1,"0,02","0,05"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"118",1998,"CE","Deputado Federal",22,"2.660.521","PSC","28.976",0,"0,01","0,00"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"119",1998,"CE","Deputado Federal",22,"2.660.521","PSD","4.075",0,"0,00","0,00"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"120",1998,"CE","Deputado Federal",22,"2.660.521","PSDB","1.146.750",12,"0,43","0,55"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"121",1998,"CE","Deputado Federal",22,"2.660.521","PSDC","3.119",0,"0,00","0,00"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"122",1998,"CE","Deputado Federal",22,"2.660.521","PSL","2.189",0,"0,00","0,00"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"123",1998,"CE","Deputado Federal",22,"2.660.521","PSN","2.166",0,"0,00","0,00"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"124",1998,"CE","Deputado Federal",22,"2.660.521","PSTU","3.346",0,"0,00","0,00"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"125",1998,"CE","Deputado Federal",22,"2.660.521","PT","201.257",1,"0,08","0,05"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"126",1998,"CE","Deputado Federal",22,"2.660.521","PTB","18.551",0,"0,01","0,00"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"127",1998,"CE","Deputado Federal",22,"2.660.521","PV","1.097",0,"0,00","0,00"," 3,86"," 2,78","0,64","1,00","0,64","10,03"
"128",1998,"DF","Deputado Federal",8,"999.736","PC do B","67.171",1,"0,07","0,12"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"129",1998,"DF","Deputado Federal",8,"999.736","PCB","738",0,"0,00","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"130",1998,"DF","Deputado Federal",8,"999.736","PCO","262",0,"0,00","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"131",1998,"DF","Deputado Federal",8,"999.736","PDT","13.761",0,"0,01","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"132",1998,"DF","Deputado Federal",8,"999.736","PFL","116.219",1,"0,12","0,12"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"133",1998,"DF","Deputado Federal",8,"999.736","PL","22.379",0,"0,02","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"134",1998,"DF","Deputado Federal",8,"999.736","PMDB","170.942",1,"0,17","0,12"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"135",1998,"DF","Deputado Federal",8,"999.736","PMN","2.552",0,"0,00","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"136",1998,"DF","Deputado Federal",8,"999.736","PPB","185.872",2,"0,19","0,25"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"137",1998,"DF","Deputado Federal",8,"999.736","PPS","24.016",0,"0,02","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"138",1998,"DF","Deputado Federal",8,"999.736","PRN","238",0,"0,00","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"139",1998,"DF","Deputado Federal",8,"999.736","PRONA","50.306",0,"0,05","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"140",1998,"DF","Deputado Federal",8,"999.736","PRP","691",0,"0,00","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"141",1998,"DF","Deputado Federal",8,"999.736","PRTB","278",0,"0,00","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"142",1998,"DF","Deputado Federal",8,"999.736","PSB","5.727",0,"0,01","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"143",1998,"DF","Deputado Federal",8,"999.736","PSC","7.800",0,"0,01","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"144",1998,"DF","Deputado Federal",8,"999.736","PSD","2.222",0,"0,00","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"145",1998,"DF","Deputado Federal",8,"999.736","PSDB","85.406",1,"0,09","0,12"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"146",1998,"DF","Deputado Federal",8,"999.736","PSDC","2.168",0,"0,00","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"147",1998,"DF","Deputado Federal",8,"999.736","PSL","1.903",0,"0,00","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"148",1998,"DF","Deputado Federal",8,"999.736","PSN","1.404",0,"0,00","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"149",1998,"DF","Deputado Federal",8,"999.736","PST","748",0,"0,00","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"150",1998,"DF","Deputado Federal",8,"999.736","PSTU","1.358",0,"0,00","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"151",1998,"DF","Deputado Federal",8,"999.736","PT","226.460",2,"0,23","0,25"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"152",1998,"DF","Deputado Federal",8,"999.736","PT do B","796",0,"0,00","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"153",1998,"DF","Deputado Federal",8,"999.736","PTB","6.209",0,"0,01","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"154",1998,"DF","Deputado Federal",8,"999.736","PTN","1.103",0,"0,00","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"155",1998,"DF","Deputado Federal",8,"999.736","PV","1.007",0,"0,00","0,00"," 6,93"," 5,33","0,81","1,10","0,74"," 8,86"
"156",1998,"ES","Deputado Federal",10,"1.211.330","PAN","411",0,"0,00","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"157",1998,"ES","Deputado Federal",10,"1.211.330","PC do B","2.070",0,"0,00","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"158",1998,"ES","Deputado Federal",10,"1.211.330","PDT","35.353",0,"0,03","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"159",1998,"ES","Deputado Federal",10,"1.211.330","PFL","141.946",1,"0,12","0,10"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"160",1998,"ES","Deputado Federal",10,"1.211.330","PL","29.087",0,"0,02","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"161",1998,"ES","Deputado Federal",10,"1.211.330","PMDB","269.629",1,"0,22","0,10"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"162",1998,"ES","Deputado Federal",10,"1.211.330","PMN","5.028",0,"0,00","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"163",1998,"ES","Deputado Federal",10,"1.211.330","PPB","59.445",1,"0,05","0,10"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"164",1998,"ES","Deputado Federal",10,"1.211.330","PPS","17.403",0,"0,01","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"165",1998,"ES","Deputado Federal",10,"1.211.330","PRN","670",0,"0,00","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"166",1998,"ES","Deputado Federal",10,"1.211.330","PRONA","1.531",0,"0,00","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"167",1998,"ES","Deputado Federal",10,"1.211.330","PRP","1.004",0,"0,00","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"168",1998,"ES","Deputado Federal",10,"1.211.330","PSB","47.961",0,"0,04","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"169",1998,"ES","Deputado Federal",10,"1.211.330","PSC","20.442",0,"0,02","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"170",1998,"ES","Deputado Federal",10,"1.211.330","PSD","2.312",0,"0,00","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"171",1998,"ES","Deputado Federal",10,"1.211.330","PSDB","298.737",3,"0,25","0,30"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"172",1998,"ES","Deputado Federal",10,"1.211.330","PSDC","52",0,"0,00","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"173",1998,"ES","Deputado Federal",10,"1.211.330","PSL","191",0,"0,00","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"174",1998,"ES","Deputado Federal",10,"1.211.330","PSN","14.061",0,"0,01","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"175",1998,"ES","Deputado Federal",10,"1.211.330","PST","414",0,"0,00","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"176",1998,"ES","Deputado Federal",10,"1.211.330","PT","87.555",1,"0,07","0,10"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"177",1998,"ES","Deputado Federal",10,"1.211.330","PT do B","244",0,"0,00","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"178",1998,"ES","Deputado Federal",10,"1.211.330","PTB","174.308",3,"0,14","0,30"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"179",1998,"ES","Deputado Federal",10,"1.211.330","PTN","540",0,"0,00","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"180",1998,"ES","Deputado Federal",10,"1.211.330","PV","936",0,"0,00","0,00"," 6,41"," 4,55","0,78","1,07","0,73","15,74"
"181",1998,"GO","Deputado Federal",17,"1.854.533","PAN","1.084",0,"0,00","0,00"," 3,99"," 3,66","0,73","1,01","0,72"," 4,49"
"182",1998,"GO","Deputado Federal",17,"1.854.533","PC do B","39.184",0,"0,02","0,00"," 3,99"," 3,66","0,73","1,01","0,72"," 4,49"
"183",1998,"GO","Deputado Federal",17,"1.854.533","PDT","38.472",0,"0,02","0,00"," 3,99"," 3,66","0,73","1,01","0,72"," 4,49"
"184",1998,"GO","Deputado Federal",17,"1.854.533","PFL","154.166",2,"0,08","0,12"," 3,99"," 3,66","0,73","1,01","0,72"," 4,49"
"185",1998,"GO","Deputado Federal",17,"1.854.533","PL","179.656",2,"0,10","0,12"," 3,99"," 3,66","0,73","1,01","0,72"," 4,49"
"186",1998,"GO","Deputado Federal",17,"1.854.533","PMDB","847.471",8,"0,46","0,47"," 3,99"," 3,66","0,73","1,01","0,72"," 4,49"
