"","Ano da eleição","UF","Cargo","Vagas","Votos válidos","Sigla do partido","Total de votos conquistados","Total de cadeiras conquistadas","Percentual de votos conquistados","Percentual de cadeiras conquistadas","Número efetivo de partidos eleitoral","Número efetivo de partidos legislativo","Fracionalização","Fracionalização máxima","Fragmentação","Desproporcionalidade"
"737",2002,"BA","Deputado Federal",39,"5.956.160","PT","1.147.520",7,"0,19","0,18"," 4,36"," 3,50","0,71","0,99","0,72"," 5,92"
"738",2002,"BA","Deputado Federal",39,"5.956.160","PT do B","5.922",0,"0,00","0,00"," 4,36"," 3,50","0,71","0,99","0,72"," 5,92"
"739",2002,"BA","Deputado Federal",39,"5.956.160","PTB","203.170",1,"0,03","0,03"," 4,36"," 3,50","0,71","0,99","0,72"," 5,92"
"740",2002,"BA","Deputado Federal",39,"5.956.160","PTC","10.485",0,"0,00","0,00"," 4,36"," 3,50","0,71","0,99","0,72"," 5,92"
"741",2002,"BA","Deputado Federal",39,"5.956.160","PTN","4.174",0,"0,00","0,00"," 4,36"," 3,50","0,71","0,99","0,72"," 5,92"
"742",2002,"BA","Deputado Federal",39,"5.956.160","PV","61.605",1,"0,01","0,03"," 4,36"," 3,50","0,71","0,99","0,72"," 5,92"
"743",2002,"CE","Deputado Federal",22,"3.628.331","PAN","4.310",0,"0,00","0,00"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"744",2002,"CE","Deputado Federal",22,"3.628.331","PC do B","329.150",1,"0,09","0,05"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"745",2002,"CE","Deputado Federal",22,"3.628.331","PCB","1.804",0,"0,00","0,00"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"746",2002,"CE","Deputado Federal",22,"3.628.331","PDT","79.137",0,"0,02","0,00"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"747",2002,"CE","Deputado Federal",22,"3.628.331","PFL","427.039",2,"0,12","0,09"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"748",2002,"CE","Deputado Federal",22,"3.628.331","PGT","1.636",0,"0,00","0,00"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"749",2002,"CE","Deputado Federal",22,"3.628.331","PL","151.584",2,"0,04","0,09"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"750",2002,"CE","Deputado Federal",22,"3.628.331","PMDB","697.637",5,"0,19","0,23"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"751",2002,"CE","Deputado Federal",22,"3.628.331","PMN","6.370",0,"0,00","0,00"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"752",2002,"CE","Deputado Federal",22,"3.628.331","PPB","123.392",1,"0,03","0,05"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"753",2002,"CE","Deputado Federal",22,"3.628.331","PPS","197.640",1,"0,05","0,05"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"754",2002,"CE","Deputado Federal",22,"3.628.331","PRTB","1.539",0,"0,00","0,00"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"755",2002,"CE","Deputado Federal",22,"3.628.331","PSB","84.702",0,"0,02","0,00"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"756",2002,"CE","Deputado Federal",22,"3.628.331","PSC","3.370",0,"0,00","0,00"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"757",2002,"CE","Deputado Federal",22,"3.628.331","PSD","8.435",0,"0,00","0,00"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"758",2002,"CE","Deputado Federal",22,"3.628.331","PSDB","1.142.162",8,"0,31","0,36"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"759",2002,"CE","Deputado Federal",22,"3.628.331","PSDC","5.139",0,"0,00","0,00"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"760",2002,"CE","Deputado Federal",22,"3.628.331","PSL","3.394",0,"0,00","0,00"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"761",2002,"CE","Deputado Federal",22,"3.628.331","PST","5.825",0,"0,00","0,00"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"762",2002,"CE","Deputado Federal",22,"3.628.331","PSTU","2.849",0,"0,00","0,00"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"763",2002,"CE","Deputado Federal",22,"3.628.331","PT","327.646",2,"0,09","0,09"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"764",2002,"CE","Deputado Federal",22,"3.628.331","PT do B","1.800",0,"0,00","0,00"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"765",2002,"CE","Deputado Federal",22,"3.628.331","PTB","15.985",0,"0,00","0,00"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"766",2002,"CE","Deputado Federal",22,"3.628.331","PTN","1.408",0,"0,00","0,00"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"767",2002,"CE","Deputado Federal",22,"3.628.331","PV","4.378",0,"0,00","0,00"," 5,77"," 4,65","0,79","1,01","0,78"," 7,09"
"768",2002,"DF","Deputado Federal",8,"1.220.775","PAN","2.228",0,"0,00","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"769",2002,"DF","Deputado Federal",8,"1.220.775","PC do B","97.052",1,"0,08","0,12"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"770",2002,"DF","Deputado Federal",8,"1.220.775","PCB","366",0,"0,00","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"771",2002,"DF","Deputado Federal",8,"1.220.775","PCO","722",0,"0,00","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"772",2002,"DF","Deputado Federal",8,"1.220.775","PDT","6.926",0,"0,01","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"773",2002,"DF","Deputado Federal",8,"1.220.775","PFL","367.503",1,"0,30","0,12"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"774",2002,"DF","Deputado Federal",8,"1.220.775","PGT","4.104",0,"0,00","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"775",2002,"DF","Deputado Federal",8,"1.220.775","PHS","5.089",0,"0,00","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"776",2002,"DF","Deputado Federal",8,"1.220.775","PL","15.676",0,"0,01","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"777",2002,"DF","Deputado Federal",8,"1.220.775","PMDB","274.097",3,"0,22","0,38"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"778",2002,"DF","Deputado Federal",8,"1.220.775","PMN","641",0,"0,00","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"779",2002,"DF","Deputado Federal",8,"1.220.775","PPB","25.076",0,"0,02","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"780",2002,"DF","Deputado Federal",8,"1.220.775","PPS","15.292",0,"0,01","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"781",2002,"DF","Deputado Federal",8,"1.220.775","PRONA","501",0,"0,00","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"782",2002,"DF","Deputado Federal",8,"1.220.775","PRP","499",0,"0,00","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"783",2002,"DF","Deputado Federal",8,"1.220.775","PRTB","5.797",0,"0,00","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"784",2002,"DF","Deputado Federal",8,"1.220.775","PSB","5.257",0,"0,00","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"785",2002,"DF","Deputado Federal",8,"1.220.775","PSC","2.972",0,"0,00","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"786",2002,"DF","Deputado Federal",8,"1.220.775","PSD","32.732",1,"0,03","0,12"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"787",2002,"DF","Deputado Federal",8,"1.220.775","PSDB","19.474",0,"0,02","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"788",2002,"DF","Deputado Federal",8,"1.220.775","PSDC","994",0,"0,00","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"789",2002,"DF","Deputado Federal",8,"1.220.775","PSTU","2.537",0,"0,00","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"790",2002,"DF","Deputado Federal",8,"1.220.775","PT","325.049",2,"0,27","0,25"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"791",2002,"DF","Deputado Federal",8,"1.220.775","PT do B","195",0,"0,00","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"792",2002,"DF","Deputado Federal",8,"1.220.775","PTB","9.163",0,"0,01","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"793",2002,"DF","Deputado Federal",8,"1.220.775","PTC","218",0,"0,00","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"794",2002,"DF","Deputado Federal",8,"1.220.775","PTN","363",0,"0,00","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"795",2002,"DF","Deputado Federal",8,"1.220.775","PV","252",0,"0,00","0,00"," 4,54"," 4,00","0,75","1,10","0,68","18,27"
"796",2002,"ES","Deputado Federal",10,"1.653.126","PAN","2.567",0,"0,00","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"797",2002,"ES","Deputado Federal",10,"1.653.126","PC do B","16.216",0,"0,01","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"798",2002,"ES","Deputado Federal",10,"1.653.126","PCO","809",0,"0,00","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"799",2002,"ES","Deputado Federal",10,"1.653.126","PDT","186.689",1,"0,11","0,10"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"800",2002,"ES","Deputado Federal",10,"1.653.126","PFL","135.564",0,"0,08","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"801",2002,"ES","Deputado Federal",10,"1.653.126","PGT","4.679",0,"0,00","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"802",2002,"ES","Deputado Federal",10,"1.653.126","PHS","771",0,"0,00","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"803",2002,"ES","Deputado Federal",10,"1.653.126","PL","50.485",1,"0,03","0,10"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"804",2002,"ES","Deputado Federal",10,"1.653.126","PMDB","222.245",1,"0,13","0,10"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"805",2002,"ES","Deputado Federal",10,"1.653.126","PMN","39.513",0,"0,02","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"806",2002,"ES","Deputado Federal",10,"1.653.126","PPB","197.237",2,"0,12","0,20"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"807",2002,"ES","Deputado Federal",10,"1.653.126","PPS","8.900",0,"0,01","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"808",2002,"ES","Deputado Federal",10,"1.653.126","PRONA","933",0,"0,00","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"809",2002,"ES","Deputado Federal",10,"1.653.126","PRP","2.013",0,"0,00","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"810",2002,"ES","Deputado Federal",10,"1.653.126","PRTB","3.155",0,"0,00","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"811",2002,"ES","Deputado Federal",10,"1.653.126","PSB","129.536",1,"0,08","0,10"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"812",2002,"ES","Deputado Federal",10,"1.653.126","PSC","65.731",0,"0,04","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"813",2002,"ES","Deputado Federal",10,"1.653.126","PSD","1.113",0,"0,00","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"814",2002,"ES","Deputado Federal",10,"1.653.126","PSDB","230.950",2,"0,14","0,20"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"815",2002,"ES","Deputado Federal",10,"1.653.126","PSDC","156",0,"0,00","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"816",2002,"ES","Deputado Federal",10,"1.653.126","PSL","3.571",0,"0,00","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"817",2002,"ES","Deputado Federal",10,"1.653.126","PST","1.037",0,"0,00","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"818",2002,"ES","Deputado Federal",10,"1.653.126","PT","181.075",1,"0,11","0,10"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"819",2002,"ES","Deputado Federal",10,"1.653.126","PT do B","210",0,"0,00","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"820",2002,"ES","Deputado Federal",10,"1.653.126","PTB","158.355",1,"0,10","0,10"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"821",2002,"ES","Deputado Federal",10,"1.653.126","PTC","1.873",0,"0,00","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"822",2002,"ES","Deputado Federal",10,"1.653.126","PTN","1.710",0,"0,00","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"823",2002,"ES","Deputado Federal",10,"1.653.126","PV","6.033",0,"0,00","0,00"," 9,82"," 7,14","0,86","1,07","0,80","11,39"
"824",2002,"GO","Deputado Federal",17,"2.615.375","PAN","2.020",0,"0,00","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"825",2002,"GO","Deputado Federal",17,"2.615.375","PC do B","71.411",0,"0,03","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"826",2002,"GO","Deputado Federal",17,"2.615.375","PCB","2.825",0,"0,00","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"827",2002,"GO","Deputado Federal",17,"2.615.375","PCO","202",0,"0,00","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"828",2002,"GO","Deputado Federal",17,"2.615.375","PDT","45.118",0,"0,02","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"829",2002,"GO","Deputado Federal",17,"2.615.375","PFL","350.221",3,"0,13","0,18"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"830",2002,"GO","Deputado Federal",17,"2.615.375","PGT","2.364",0,"0,00","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"831",2002,"GO","Deputado Federal",17,"2.615.375","PL","10.752",0,"0,00","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"832",2002,"GO","Deputado Federal",17,"2.615.375","PMDB","566.571",4,"0,22","0,24"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"833",2002,"GO","Deputado Federal",17,"2.615.375","PMN","1.268",0,"0,00","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"834",2002,"GO","Deputado Federal",17,"2.615.375","PPB","374.890",3,"0,14","0,18"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"835",2002,"GO","Deputado Federal",17,"2.615.375","PPS","20.118",0,"0,01","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"836",2002,"GO","Deputado Federal",17,"2.615.375","PRP","20.378",0,"0,01","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"837",2002,"GO","Deputado Federal",17,"2.615.375","PSB","15.932",0,"0,01","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"838",2002,"GO","Deputado Federal",17,"2.615.375","PSC","56.929",0,"0,02","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"839",2002,"GO","Deputado Federal",17,"2.615.375","PSDB","729.321",5,"0,28","0,29"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"840",2002,"GO","Deputado Federal",17,"2.615.375","PSDC","1.457",0,"0,00","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"841",2002,"GO","Deputado Federal",17,"2.615.375","PST","24.807",0,"0,01","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"842",2002,"GO","Deputado Federal",17,"2.615.375","PSTU","3.045",0,"0,00","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"843",2002,"GO","Deputado Federal",17,"2.615.375","PT","268.184",2,"0,10","0,12"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"844",2002,"GO","Deputado Federal",17,"2.615.375","PT do B","12.537",0,"0,00","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"845",2002,"GO","Deputado Federal",17,"2.615.375","PTB","29.307",0,"0,01","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"846",2002,"GO","Deputado Federal",17,"2.615.375","PTC","1.871",0,"0,00","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"847",2002,"GO","Deputado Federal",17,"2.615.375","PTN","1.896",0,"0,00","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"848",2002,"GO","Deputado Federal",17,"2.615.375","PV","1.951",0,"0,00","0,00"," 5,69"," 4,59","0,78","1,02","0,77"," 5,32"
"849",2002,"MA","Deputado Federal",18,"2.427.405","PAN","43.093",0,"0,02","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"850",2002,"MA","Deputado Federal",18,"2.427.405","PC do B","4.780",0,"0,00","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"851",2002,"MA","Deputado Federal",18,"2.427.405","PDT","266.405",3,"0,11","0,17"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"852",2002,"MA","Deputado Federal",18,"2.427.405","PFL","739.806",7,"0,30","0,39"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"853",2002,"MA","Deputado Federal",18,"2.427.405","PGT","8.266",0,"0,00","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"854",2002,"MA","Deputado Federal",18,"2.427.405","PHS","7.251",0,"0,00","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"855",2002,"MA","Deputado Federal",18,"2.427.405","PL","81.995",1,"0,03","0,06"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"856",2002,"MA","Deputado Federal",18,"2.427.405","PMDB","342.786",2,"0,14","0,11"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"857",2002,"MA","Deputado Federal",18,"2.427.405","PMN","5.279",0,"0,00","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"858",2002,"MA","Deputado Federal",18,"2.427.405","PPB","128.474",1,"0,05","0,06"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"859",2002,"MA","Deputado Federal",18,"2.427.405","PPS","67.253",0,"0,03","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"860",2002,"MA","Deputado Federal",18,"2.427.405","PRP","4.132",0,"0,00","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"861",2002,"MA","Deputado Federal",18,"2.427.405","PRTB","17.917",0,"0,01","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"862",2002,"MA","Deputado Federal",18,"2.427.405","PSB","149.805",1,"0,06","0,06"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"863",2002,"MA","Deputado Federal",18,"2.427.405","PSC","3.082",0,"0,00","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"864",2002,"MA","Deputado Federal",18,"2.427.405","PSD","18.660",0,"0,01","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"865",2002,"MA","Deputado Federal",18,"2.427.405","PSDB","307.370",2,"0,13","0,11"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"866",2002,"MA","Deputado Federal",18,"2.427.405","PSDC","3.071",0,"0,00","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"867",2002,"MA","Deputado Federal",18,"2.427.405","PSL","933",0,"0,00","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"868",2002,"MA","Deputado Federal",18,"2.427.405","PST","3.107",0,"0,00","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"869",2002,"MA","Deputado Federal",18,"2.427.405","PSTU","4.142",0,"0,00","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"870",2002,"MA","Deputado Federal",18,"2.427.405","PT","161.908",1,"0,07","0,06"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"871",2002,"MA","Deputado Federal",18,"2.427.405","PT do B","6.776",0,"0,00","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"872",2002,"MA","Deputado Federal",18,"2.427.405","PTB","34.013",0,"0,01","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"873",2002,"MA","Deputado Federal",18,"2.427.405","PTC","1.562",0,"0,00","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"874",2002,"MA","Deputado Federal",18,"2.427.405","PTN","5.336",0,"0,00","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"875",2002,"MA","Deputado Federal",18,"2.427.405","PV","10.203",0,"0,00","0,00"," 6,47"," 4,63","0,78","1,02","0,77"," 8,24"
"876",2002,"MG","Deputado Federal",53,"9.620.326","PAN","7.940",0,"0,00","0,00"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"877",2002,"MG","Deputado Federal",53,"9.620.326","PC do B","81.351",1,"0,01","0,02"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"878",2002,"MG","Deputado Federal",53,"9.620.326","PCO","5.738",0,"0,00","0,00"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"879",2002,"MG","Deputado Federal",53,"9.620.326","PDT","405.970",2,"0,04","0,04"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"880",2002,"MG","Deputado Federal",53,"9.620.326","PFL","1.116.906",7,"0,12","0,13"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"881",2002,"MG","Deputado Federal",53,"9.620.326","PGT","13.483",0,"0,00","0,00"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"882",2002,"MG","Deputado Federal",53,"9.620.326","PHS","60.923",0,"0,01","0,00"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"883",2002,"MG","Deputado Federal",53,"9.620.326","PL","507.661",4,"0,05","0,08"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"884",2002,"MG","Deputado Federal",53,"9.620.326","PMDB","1.146.547",6,"0,12","0,11"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"885",2002,"MG","Deputado Federal",53,"9.620.326","PMN","27.941",0,"0,00","0,00"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"886",2002,"MG","Deputado Federal",53,"9.620.326","PPB","636.387",4,"0,07","0,08"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"887",2002,"MG","Deputado Federal",53,"9.620.326","PPS","436.792",3,"0,05","0,06"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"888",2002,"MG","Deputado Federal",53,"9.620.326","PRP","17.422",0,"0,00","0,00"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"889",2002,"MG","Deputado Federal",53,"9.620.326","PRTB","92.971",0,"0,01","0,00"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"890",2002,"MG","Deputado Federal",53,"9.620.326","PSB","327.570",1,"0,03","0,02"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"891",2002,"MG","Deputado Federal",53,"9.620.326","PSC","19.388",0,"0,00","0,00"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"892",2002,"MG","Deputado Federal",53,"9.620.326","PSD","138.645",0,"0,01","0,00"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"893",2002,"MG","Deputado Federal",53,"9.620.326","PSDB","1.419.159",8,"0,15","0,15"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"894",2002,"MG","Deputado Federal",53,"9.620.326","PSDC","11.178",0,"0,00","0,00"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"895",2002,"MG","Deputado Federal",53,"9.620.326","PSL","131.379",1,"0,01","0,02"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"896",2002,"MG","Deputado Federal",53,"9.620.326","PST","288.214",2,"0,03","0,04"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"897",2002,"MG","Deputado Federal",53,"9.620.326","PSTU","17.575",0,"0,00","0,00"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"898",2002,"MG","Deputado Federal",53,"9.620.326","PT","2.186.203",11,"0,23","0,21"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"899",2002,"MG","Deputado Federal",53,"9.620.326","PT do B","2.454",0,"0,00","0,00"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"900",2002,"MG","Deputado Federal",53,"9.620.326","PTB","377.075",2,"0,04","0,04"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"901",2002,"MG","Deputado Federal",53,"9.620.326","PTC","7.153",0,"0,00","0,00"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"902",2002,"MG","Deputado Federal",53,"9.620.326","PTN","11.102",0,"0,00","0,00"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"903",2002,"MG","Deputado Federal",53,"9.620.326","PV","125.199",1,"0,01","0,02"," 8,59"," 8,59","0,88","0,98","0,90"," 3,37"
"904",2002,"MS","Deputado Federal",8,"1.95.465","PC do B","146",0,"0,00","0,00"," 6,18"," 4,00","0,75","1,10","0,68","12,57"
"905",2002,"MS","Deputado Federal",8,"1.95.465","PCO","438",0,"0,00","0,00"," 6,18"," 4,00","0,75","1,10","0,68","12,57"
"906",2002,"MS","Deputado Federal",8,"1.95.465","PDT","80.830",0,"0,07","0,00"," 6,18"," 4,00","0,75","1,10","0,68","12,57"
"907",2002,"MS","Deputado Federal",8,"1.95.465","PFL","100.856",1,"0,09","0,12"," 6,18"," 4,00","0,75","1,10","0,68","12,57"
"908",2002,"MS","Deputado Federal",8,"1.95.465","PGT","295",0,"0,00","0,00"," 6,18"," 4,00","0,75","1,10","0,68","12,57"
"909",2002,"MS","Deputado Federal",8,"1.95.465","PHS","9.997",0,"0,01","0,00"," 6,18"," 4,00","0,75","1,10","0,68","12,57"
"910",2002,"MS","Deputado Federal",8,"1.95.465","PL","35.135",0,"0,03","0,00"," 6,18"," 4,00","0,75","1,10","0,68","12,57"
"911",2002,"MS","Deputado Federal",8,"1.95.465","PMDB","280.290",2,"0,26","0,25"," 6,18"," 4,00","0,75","1,10","0,68","12,57"
"912",2002,"MS","Deputado Federal",8,"1.95.465","PMN","4.629",0,"0,00","0,00"," 6,18"," 4,00","0,75","1,10","0,68","12,57"
"913",2002,"MS","Deputado Federal",8,"1.95.465","PPB","50.137",0,"0,05","0,00"," 6,18"," 4,00","0,75","1,10","0,68","12,57"
"914",2002,"MS","Deputado Federal",8,"1.95.465","PPS","61.239",1,"0,06","0,12"," 6,18"," 4,00","0,75","1,10","0,68","12,57"
"915",2002,"MS","Deputado Federal",8,"1.95.465","PRONA","1.116",0,"0,00","0,00"," 6,18"," 4,00","0,75","1,10","0,68","12,57"
"916",2002,"MS","Deputado Federal",8,"1.95.465","PRP","3.160",0,"0,00","0,00"," 6,18"," 4,00","0,75","1,10","0,68","12,57"
"917",2002,"MS","Deputado Federal",8,"1.95.465","PRTB","216",0,"0,00","0,00"," 6,18"," 4,00","0,75","1,10","0,68","12,57"
