"","Ano da eleição","UF","Cargo","Cadeiras oferecidas","Votos válidos ","Sigla do partido","Votos válidos do partido","Quociente eleitoral","Quociente partidário"
"1",1998,"AC","Deputado Federal",8,209552,"PC do B",1712,"26.194",0.07
"2",1998,"AC","Deputado Federal",8,209552,"PDT",10053,"26.194",0.38
"3",1998,"AC","Deputado Federal",8,209552,"PFL",72987,"26.194",2.79
"4",1998,"AC","Deputado Federal",8,209552,"PL",1358,"26.194",0.05
"5",1998,"AC","Deputado Federal",8,209552,"PMDB",29755,"26.194",1.14
"6",1998,"AC","Deputado Federal",8,209552,"PMN",1210,"26.194",0.05
"7",1998,"AC","Deputado Federal",8,209552,"PPB",29472,"26.194",1.13
"8",1998,"AC","Deputado Federal",8,209552,"PPS",533,"26.194",0.02
"9",1998,"AC","Deputado Federal",8,209552,"PRONA",931,"26.194",0.04
"10",1998,"AC","Deputado Federal",8,209552,"PSB",890,"26.194",0.03
"11",1998,"AC","Deputado Federal",8,209552,"PSDB",12017,"26.194",0.46
"12",1998,"AC","Deputado Federal",8,209552,"PSL",40,"26.194",0
"13",1998,"AC","Deputado Federal",8,209552,"PSTU",58,"26.194",0
"14",1998,"AC","Deputado Federal",8,209552,"PT",47880,"26.194",1.83
"15",1998,"AC","Deputado Federal",8,209552,"PT do B",328,"26.194",0.01
"16",1998,"AC","Deputado Federal",8,209552,"PTB",238,"26.194",0.01
"17",1998,"AC","Deputado Federal",8,209552,"PV",90,"26.194",0
"18",2002,"AC","Deputado Federal",8,278774,"PC do B",22835,"34.846,75",0.66
"19",2002,"AC","Deputado Federal",8,278774,"PDT",4570,"34.846,75",0.13
"20",2002,"AC","Deputado Federal",8,278774,"PFL",7062,"34.846,75",0.2
"21",2002,"AC","Deputado Federal",8,278774,"PL",4422,"34.846,75",0.13
"22",2002,"AC","Deputado Federal",8,278774,"PMDB",29489,"34.846,75",0.85
"23",2002,"AC","Deputado Federal",8,278774,"PMN",9911,"34.846,75",0.28
"24",2002,"AC","Deputado Federal",8,278774,"PPB",41059,"34.846,75",1.18
"25",2002,"AC","Deputado Federal",8,278774,"PPS",33863,"34.846,75",0.97
"26",2002,"AC","Deputado Federal",8,278774,"PSB",19876,"34.846,75",0.57
"27",2002,"AC","Deputado Federal",8,278774,"PSC",276,"34.846,75",0.01
"28",2002,"AC","Deputado Federal",8,278774,"PSDB",12208,"34.846,75",0.35
"29",2002,"AC","Deputado Federal",8,278774,"PSDC",767,"34.846,75",0.02
"30",2002,"AC","Deputado Federal",8,278774,"PSL",528,"34.846,75",0.02
"31",2002,"AC","Deputado Federal",8,278774,"PST",1679,"34.846,75",0.05
"32",2002,"AC","Deputado Federal",8,278774,"PT",70755,"34.846,75",2.03
"33",2002,"AC","Deputado Federal",8,278774,"PT do B",106,"34.846,75",0
"34",2002,"AC","Deputado Federal",8,278774,"PTB",11871,"34.846,75",0.34
"35",2002,"AC","Deputado Federal",8,278774,"PV",7497,"34.846,75",0.22
"36",2006,"AC","Deputado Federal",8,319523,"PC do B",30017,"39.940,37",0.75
"37",2006,"AC","Deputado Federal",8,319523,"PDT",19951,"39.940,37",0.5
"38",2006,"AC","Deputado Federal",8,319523,"PFL",1314,"39.940,37",0.03
"39",2006,"AC","Deputado Federal",8,319523,"PL",15037,"39.940,37",0.38
"40",2006,"AC","Deputado Federal",8,319523,"PMDB",28548,"39.940,37",0.71
"41",2006,"AC","Deputado Federal",8,319523,"PMN",28844,"39.940,37",0.72
"42",2006,"AC","Deputado Federal",8,319523,"PP",57914,"39.940,37",1.45
"43",2006,"AC","Deputado Federal",8,319523,"PPS",33136,"39.940,37",0.83
"44",2006,"AC","Deputado Federal",8,319523,"PRP",710,"39.940,37",0.02
"45",2006,"AC","Deputado Federal",8,319523,"PRTB",195,"39.940,37",0
"46",2006,"AC","Deputado Federal",8,319523,"PSB",8899,"39.940,37",0.22
"47",2006,"AC","Deputado Federal",8,319523,"PSDB",20854,"39.940,37",0.52
"48",2006,"AC","Deputado Federal",8,319523,"PSDC",826,"39.940,37",0.02
"49",2006,"AC","Deputado Federal",8,319523,"PSOL",1905,"39.940,37",0.05
"50",2006,"AC","Deputado Federal",8,319523,"PT",69643,"39.940,37",1.74
"51",2006,"AC","Deputado Federal",8,319523,"PT do B",215,"39.940,37",0.01
"52",2006,"AC","Deputado Federal",8,319523,"PTB",587,"39.940,37",0.01
"53",2006,"AC","Deputado Federal",8,319523,"PTN",397,"39.940,37",0.01
"54",2006,"AC","Deputado Federal",8,319523,"PV",531,"39.940,37",0.01
"55",2010,"AC","Deputado Federal",8,346126,"DEM",1421,"43.265,75",0.03
"56",2010,"AC","Deputado Federal",8,346126,"PC do B",35095,"43.265,75",0.81
"57",2010,"AC","Deputado Federal",8,346126,"PDT",3773,"43.265,75",0.09
"58",2010,"AC","Deputado Federal",8,346126,"PHS",283,"43.265,75",0.01
"59",2010,"AC","Deputado Federal",8,346126,"PMDB",43221,"43.265,75",1
"60",2010,"AC","Deputado Federal",8,346126,"PMN",16062,"43.265,75",0.37
"61",2010,"AC","Deputado Federal",8,346126,"PP",34203,"43.265,75",0.79
"62",2010,"AC","Deputado Federal",8,346126,"PPS",4540,"43.265,75",0.1
"63",2010,"AC","Deputado Federal",8,346126,"PR",2464,"43.265,75",0.06
"64",2010,"AC","Deputado Federal",8,346126,"PRB",2799,"43.265,75",0.06
"65",2010,"AC","Deputado Federal",8,346126,"PRP",4737,"43.265,75",0.11
"66",2010,"AC","Deputado Federal",8,346126,"PSB",672,"43.265,75",0.02
"67",2010,"AC","Deputado Federal",8,346126,"PSC",17149,"43.265,75",0.4
"68",2010,"AC","Deputado Federal",8,346126,"PSDB",67231,"43.265,75",1.55
"69",2010,"AC","Deputado Federal",8,346126,"PSDC",1094,"43.265,75",0.03
"70",2010,"AC","Deputado Federal",8,346126,"PSL",165,"43.265,75",0
"71",2010,"AC","Deputado Federal",8,346126,"PT",84233,"43.265,75",1.95
"72",2010,"AC","Deputado Federal",8,346126,"PT do B",90,"43.265,75",0
"73",2010,"AC","Deputado Federal",8,346126,"PTB",2607,"43.265,75",0.06
"74",2010,"AC","Deputado Federal",8,346126,"PTC",717,"43.265,75",0.02
"75",2010,"AC","Deputado Federal",8,346126,"PTN",146,"43.265,75",0
"76",2010,"AC","Deputado Federal",8,346126,"PV",23424,"43.265,75",0.54
"77",2014,"AC","Deputado Federal",8,399201,"DEM",23727,"49.900,12",0.48
"78",2014,"AC","Deputado Federal",8,399201,"PC do B",18109,"49.900,12",0.36
"79",2014,"AC","Deputado Federal",8,399201,"PDT",13026,"49.900,12",0.26
"80",2014,"AC","Deputado Federal",8,399201,"PEN",310,"49.900,12",0.01
"81",2014,"AC","Deputado Federal",8,399201,"PHS",6160,"49.900,12",0.12
"82",2014,"AC","Deputado Federal",8,399201,"PMDB",39751,"49.900,12",0.8
"83",2014,"AC","Deputado Federal",8,399201,"PMN",1346,"49.900,12",0.03
"84",2014,"AC","Deputado Federal",8,399201,"PP",31228,"49.900,12",0.63
"85",2014,"AC","Deputado Federal",8,399201,"PPL",693,"49.900,12",0.01
"86",2014,"AC","Deputado Federal",8,399201,"PPS",3725,"49.900,12",0.07
"87",2014,"AC","Deputado Federal",8,399201,"PR",13953,"49.900,12",0.28
"88",2014,"AC","Deputado Federal",8,399201,"PRB",18505,"49.900,12",0.37
"89",2014,"AC","Deputado Federal",8,399201,"PROS",2134,"49.900,12",0.04
"90",2014,"AC","Deputado Federal",8,399201,"PRP",11963,"49.900,12",0.24
"91",2014,"AC","Deputado Federal",8,399201,"PSB",27939,"49.900,12",0.56
"92",2014,"AC","Deputado Federal",8,399201,"PSC",12321,"49.900,12",0.25
"93",2014,"AC","Deputado Federal",8,399201,"PSD",19289,"49.900,12",0.39
"94",2014,"AC","Deputado Federal",8,399201,"PSDB",36868,"49.900,12",0.74
"95",2014,"AC","Deputado Federal",8,399201,"PSDC",3632,"49.900,12",0.07
"96",2014,"AC","Deputado Federal",8,399201,"PSL",118,"49.900,12",0
"97",2014,"AC","Deputado Federal",8,399201,"PSOL",637,"49.900,12",0.01
"98",2014,"AC","Deputado Federal",8,399201,"PT",97639,"49.900,12",1.96
"99",2014,"AC","Deputado Federal",8,399201,"PT do B",1555,"49.900,12",0.03
"100",2014,"AC","Deputado Federal",8,399201,"PTB",4257,"49.900,12",0.09
"101",2014,"AC","Deputado Federal",8,399201,"PTC",94,"49.900,12",0
"102",2014,"AC","Deputado Federal",8,399201,"PTN",848,"49.900,12",0.02
"103",2014,"AC","Deputado Federal",8,399201,"PV",4358,"49.900,12",0.09
"104",2014,"AC","Deputado Federal",8,399201,"SD",5016,"49.900,12",0.1
"105",2018,"AC","Deputado Federal",8,425120,"AVANTE",530,"53.140",0.01
"106",2018,"AC","Deputado Federal",8,425120,"DC",953,"53.140",0.02
"107",2018,"AC","Deputado Federal",8,425120,"DEM",22983,"53.140",0.43
"108",2018,"AC","Deputado Federal",8,425120,"MDB",51154,"53.140",0.96
"109",2018,"AC","Deputado Federal",8,425120,"PATRI",420,"53.140",0.01
"110",2018,"AC","Deputado Federal",8,425120,"PC do B",19210,"53.140",0.36
"111",2018,"AC","Deputado Federal",8,425120,"PDT",41989,"53.140",0.79
"112",2018,"AC","Deputado Federal",8,425120,"PHS",3948,"53.140",0.07
"113",2018,"AC","Deputado Federal",8,425120,"PMB",4753,"53.140",0.09
"114",2018,"AC","Deputado Federal",8,425120,"PMN",5820,"53.140",0.11
"115",2018,"AC","Deputado Federal",8,425120,"PODE",6644,"53.140",0.13
"116",2018,"AC","Deputado Federal",8,425120,"PP",29373,"53.140",0.55
"117",2018,"AC","Deputado Federal",8,425120,"PPL",1388,"53.140",0.03
"118",2018,"AC","Deputado Federal",8,425120,"PPS",6375,"53.140",0.12
"119",2018,"AC","Deputado Federal",8,425120,"PR",15823,"53.140",0.3
"120",2018,"AC","Deputado Federal",8,425120,"PRB",8668,"53.140",0.16
"121",2018,"AC","Deputado Federal",8,425120,"PROS",4078,"53.140",0.08
"122",2018,"AC","Deputado Federal",8,425120,"PRP",5869,"53.140",0.11
"123",2018,"AC","Deputado Federal",8,425120,"PRTB",340,"53.140",0.01
"124",2018,"AC","Deputado Federal",8,425120,"PSB",11521,"53.140",0.22
"125",2018,"AC","Deputado Federal",8,425120,"PSC",5357,"53.140",0.1
"126",2018,"AC","Deputado Federal",8,425120,"PSD",13245,"53.140",0.25
"127",2018,"AC","Deputado Federal",8,425120,"PSDB",41891,"53.140",0.79
"128",2018,"AC","Deputado Federal",8,425120,"PSL",31586,"53.140",0.59
"129",2018,"AC","Deputado Federal",8,425120,"PSOL",5300,"53.140",0.1
"130",2018,"AC","Deputado Federal",8,425120,"PT",42313,"53.140",0.8
"131",2018,"AC","Deputado Federal",8,425120,"PTB",5039,"53.140",0.09
"132",2018,"AC","Deputado Federal",8,425120,"PTC",3539,"53.140",0.07
"133",2018,"AC","Deputado Federal",8,425120,"PV",5846,"53.140",0.11
"134",2018,"AC","Deputado Federal",8,425120,"REDE",6182,"53.140",0.12
"135",2018,"AC","Deputado Federal",8,425120,"SOLIDARIEDADE",22983,"53.140",0.43
"136",1998,"AL","Deputado Federal",9,858595,"PAN",352,"95.399,44",0
"137",1998,"AL","Deputado Federal",9,858595,"PC do B",13621,"95.399,44",0.14
"138",1998,"AL","Deputado Federal",9,858595,"PDT",28821,"95.399,44",0.3
"139",1998,"AL","Deputado Federal",9,858595,"PFL",81822,"95.399,44",0.86
"140",1998,"AL","Deputado Federal",9,858595,"PGT",225,"95.399,44",0
"141",1998,"AL","Deputado Federal",9,858595,"PL",3530,"95.399,44",0.04
"142",1998,"AL","Deputado Federal",9,858595,"PMDB",123223,"95.399,44",1.29
"143",1998,"AL","Deputado Federal",9,858595,"PMN",70702,"95.399,44",0.74
"144",1998,"AL","Deputado Federal",9,858595,"PPB",44740,"95.399,44",0.47
"145",1998,"AL","Deputado Federal",9,858595,"PPS",32255,"95.399,44",0.34
"146",1998,"AL","Deputado Federal",9,858595,"PRN",3843,"95.399,44",0.04
"147",1998,"AL","Deputado Federal",9,858595,"PRONA",1796,"95.399,44",0.02
"148",1998,"AL","Deputado Federal",9,858595,"PRP",2761,"95.399,44",0.03
"149",1998,"AL","Deputado Federal",9,858595,"PRTB",229,"95.399,44",0
"150",1998,"AL","Deputado Federal",9,858595,"PSB",104173,"95.399,44",1.09
"151",1998,"AL","Deputado Federal",9,858595,"PSC",268,"95.399,44",0
"152",1998,"AL","Deputado Federal",9,858595,"PSD",66172,"95.399,44",0.69
"153",1998,"AL","Deputado Federal",9,858595,"PSDB",159426,"95.399,44",1.67
"154",1998,"AL","Deputado Federal",9,858595,"PSN",3831,"95.399,44",0.04
"155",1998,"AL","Deputado Federal",9,858595,"PST",360,"95.399,44",0
"156",1998,"AL","Deputado Federal",9,858595,"PSTU",1294,"95.399,44",0.01
"157",1998,"AL","Deputado Federal",9,858595,"PT",54907,"95.399,44",0.58
"158",1998,"AL","Deputado Federal",9,858595,"PT do B",718,"95.399,44",0.01
"159",1998,"AL","Deputado Federal",9,858595,"PTB",57652,"95.399,44",0.6
"160",1998,"AL","Deputado Federal",9,858595,"PTN",1249,"95.399,44",0.01
"161",1998,"AL","Deputado Federal",9,858595,"PV",625,"95.399,44",0.01
"162",2002,"AL","Deputado Federal",9,1167264,"PAN",767,"129.696",0.01
"163",2002,"AL","Deputado Federal",9,1167264,"PC do B",11145,"129.696",0.09
"164",2002,"AL","Deputado Federal",9,1167264,"PDT",22886,"129.696",0.18
"165",2002,"AL","Deputado Federal",9,1167264,"PFL",126989,"129.696",0.98
"166",2002,"AL","Deputado Federal",9,1167264,"PGT",519,"129.696",0
"167",2002,"AL","Deputado Federal",9,1167264,"PHS",2660,"129.696",0.02
"168",2002,"AL","Deputado Federal",9,1167264,"PL",93276,"129.696",0.72
"169",2002,"AL","Deputado Federal",9,1167264,"PMDB",114619,"129.696",0.88
"170",2002,"AL","Deputado Federal",9,1167264,"PMN",3300,"129.696",0.03
"171",2002,"AL","Deputado Federal",9,1167264,"PPB",50339,"129.696",0.39
"172",2002,"AL","Deputado Federal",9,1167264,"PPS",42274,"129.696",0.33
"173",2002,"AL","Deputado Federal",9,1167264,"PRONA",37651,"129.696",0.29
"174",2002,"AL","Deputado Federal",9,1167264,"PRP",2758,"129.696",0.02
"175",2002,"AL","Deputado Federal",9,1167264,"PRTB",62381,"129.696",0.48
"176",2002,"AL","Deputado Federal",9,1167264,"PSB",202556,"129.696",1.56
"177",2002,"AL","Deputado Federal",9,1167264,"PSC",404,"129.696",0
"178",2002,"AL","Deputado Federal",9,1167264,"PSDB",94736,"129.696",0.73
"179",2002,"AL","Deputado Federal",9,1167264,"PSDC",216,"129.696",0
"180",2002,"AL","Deputado Federal",9,1167264,"PSL",2726,"129.696",0.02
"181",2002,"AL","Deputado Federal",9,1167264,"PST",556,"129.696",0
"182",2002,"AL","Deputado Federal",9,1167264,"PSTU",1699,"129.696",0.01
"183",2002,"AL","Deputado Federal",9,1167264,"PT",50034,"129.696",0.39
"184",2002,"AL","Deputado Federal",9,1167264,"PT do B",4003,"129.696",0.03
"185",2002,"AL","Deputado Federal",9,1167264,"PTB",235003,"129.696",1.81
"186",2002,"AL","Deputado Federal",9,1167264,"PTC",1581,"129.696",0.01
"187",2002,"AL","Deputado Federal",9,1167264,"PTN",1112,"129.696",0.01
"188",2002,"AL","Deputado Federal",9,1167264,"PV",1074,"129.696",0.01
"189",2006,"AL","Deputado Federal",9,1389603,"PAN",1324,"154.400,32",0.01
"190",2006,"AL","Deputado Federal",9,1389603,"PC do B",1184,"154.400,32",0.01
"191",2006,"AL","Deputado Federal",9,1389603,"PCB",869,"154.400,32",0.01
"192",2006,"AL","Deputado Federal",9,1389603,"PDT",118781,"154.400,32",0.77
"193",2006,"AL","Deputado Federal",9,1389603,"PFL",163991,"154.400,32",1.06
"194",2006,"AL","Deputado Federal",9,1389603,"PHS",6106,"154.400,32",0.04
"195",2006,"AL","Deputado Federal",9,1389603,"PL",58471,"154.400,32",0.38
"196",2006,"AL","Deputado Federal",9,1389603,"PMDB",270628,"154.400,32",1.75
"197",2006,"AL","Deputado Federal",9,1389603,"PMN",96555,"154.400,32",0.63
"198",2006,"AL","Deputado Federal",9,1389603,"PP",112076,"154.400,32",0.73
"199",2006,"AL","Deputado Federal",9,1389603,"PPS",76385,"154.400,32",0.49
"200",2006,"AL","Deputado Federal",9,1389603,"PRB",15017,"154.400,32",0.1
"201",2006,"AL","Deputado Federal",9,1389603,"PRONA",28006,"154.400,32",0.18
"202",2006,"AL","Deputado Federal",9,1389603,"PRP",3744,"154.400,32",0.02
"203",2006,"AL","Deputado Federal",9,1389603,"PRTB",8891,"154.400,32",0.06
"204",2006,"AL","Deputado Federal",9,1389603,"PSB",151297,"154.400,32",0.98
"205",2006,"AL","Deputado Federal",9,1389603,"PSC",952,"154.400,32",0.01
"206",2006,"AL","Deputado Federal",9,1389603,"PSDB",60105,"154.400,32",0.39
"207",2006,"AL","Deputado Federal",9,1389603,"PSDC",1406,"154.400,32",0.01
"208",2006,"AL","Deputado Federal",9,1389603,"PSOL",12167,"154.400,32",0.08
"209",2006,"AL","Deputado Federal",9,1389603,"PSTU",843,"154.400,32",0.01
"210",2006,"AL","Deputado Federal",9,1389603,"PT",49079,"154.400,32",0.32
"211",2006,"AL","Deputado Federal",9,1389603,"PT do B",5338,"154.400,32",0.03
"212",2006,"AL","Deputado Federal",9,1389603,"PTB",106099,"154.400,32",0.69
"213",2006,"AL","Deputado Federal",9,1389603,"PTC",735,"154.400,32",0
"214",2006,"AL","Deputado Federal",9,1389603,"PTN",882,"154.400,32",0.01
"215",2006,"AL","Deputado Federal",9,1389603,"PV",38672,"154.400,32",0.25
"216",2010,"AL","Deputado Federal",9,1418409,"DEM",19653,"157.601",0.12
"217",2010,"AL","Deputado Federal",9,1418409,"PC do B",6245,"157.601",0.04
"218",2010,"AL","Deputado Federal",9,1418409,"PCB",861,"157.601",0.01
"219",2010,"AL","Deputado Federal",9,1418409,"PDT",17397,"157.601",0.11
"220",2010,"AL","Deputado Federal",9,1418409,"PHS",3950,"157.601",0.03
"221",2010,"AL","Deputado Federal",9,1418409,"PMDB",254870,"157.601",1.62
"222",2010,"AL","Deputado Federal",9,1418409,"PMN",55728,"157.601",0.35
"223",2010,"AL","Deputado Federal",9,1418409,"PP",102066,"157.601",0.65
"224",2010,"AL","Deputado Federal",9,1418409,"PPS",3615,"157.601",0.02
"225",2010,"AL","Deputado Federal",9,1418409,"PR",57735,"157.601",0.37
"226",2010,"AL","Deputado Federal",9,1418409,"PRB",12513,"157.601",0.08
"227",2010,"AL","Deputado Federal",9,1418409,"PRP",2766,"157.601",0.02
"228",2010,"AL","Deputado Federal",9,1418409,"PRTB",4465,"157.601",0.03
"229",2010,"AL","Deputado Federal",9,1418409,"PSB",98318,"157.601",0.62
"230",2010,"AL","Deputado Federal",9,1418409,"PSC",22800,"157.601",0.14
"231",2010,"AL","Deputado Federal",9,1418409,"PSDB",263762,"157.601",1.67
"232",2010,"AL","Deputado Federal",9,1418409,"PSDC",908,"157.601",0.01
"233",2010,"AL","Deputado Federal",9,1418409,"PSL",884,"157.601",0.01
"234",2010,"AL","Deputado Federal",9,1418409,"PSOL",15880,"157.601",0.1
"235",2010,"AL","Deputado Federal",9,1418409,"PT",85359,"157.601",0.54
"236",2010,"AL","Deputado Federal",9,1418409,"PT do B",92358,"157.601",0.59
"237",2010,"AL","Deputado Federal",9,1418409,"PTB",292107,"157.601",1.85
"238",2010,"AL","Deputado Federal",9,1418409,"PTC",409,"157.601",0
"239",2010,"AL","Deputado Federal",9,1418409,"PTN",1205,"157.601",0.01
"240",2010,"AL","Deputado Federal",9,1418409,"PV",2555,"157.601",0.02
"241",2014,"AL","Deputado Federal",9,1384607,"DEM",10199,"153.845,22",0.07
"242",2014,"AL","Deputado Federal",9,1384607,"PC do B",585,"153.845,22",0
"243",2014,"AL","Deputado Federal",9,1384607,"PDT",95519,"153.845,22",0.62
"244",2014,"AL","Deputado Federal",9,1384607,"PHS",2237,"153.845,22",0.01
"245",2014,"AL","Deputado Federal",9,1384607,"PMDB",189044,"153.845,22",1.23
"246",2014,"AL","Deputado Federal",9,1384607,"PMN",8657,"153.845,22",0.06
"247",2014,"AL","Deputado Federal",9,1384607,"PP",132864,"153.845,22",0.86
"248",2014,"AL","Deputado Federal",9,1384607,"PPL",1746,"153.845,22",0.01
"249",2014,"AL","Deputado Federal",9,1384607,"PPS",26139,"153.845,22",0.17
"250",2014,"AL","Deputado Federal",9,1384607,"PR",80360,"153.845,22",0.52
"251",2014,"AL","Deputado Federal",9,1384607,"PRB",10114,"153.845,22",0.07
"252",2014,"AL","Deputado Federal",9,1384607,"PROS",85006,"153.845,22",0.55
"253",2014,"AL","Deputado Federal",9,1384607,"PRP",69104,"153.845,22",0.45
"254",2014,"AL","Deputado Federal",9,1384607,"PRTB",179135,"153.845,22",1.16
"255",2014,"AL","Deputado Federal",9,1384607,"PSB",5935,"153.845,22",0.04
"256",2014,"AL","Deputado Federal",9,1384607,"PSC",2682,"153.845,22",0.02
"257",2014,"AL","Deputado Federal",9,1384607,"PSD",3681,"153.845,22",0.02
"258",2014,"AL","Deputado Federal",9,1384607,"PSDB",202250,"153.845,22",1.31
"259",2014,"AL","Deputado Federal",9,1384607,"PSDC",2194,"153.845,22",0.01
"260",2014,"AL","Deputado Federal",9,1384607,"PSL",553,"153.845,22",0
"261",2014,"AL","Deputado Federal",9,1384607,"PSOL",11681,"153.845,22",0.08
"262",2014,"AL","Deputado Federal",9,1384607,"PSTU",2046,"153.845,22",0.01
"263",2014,"AL","Deputado Federal",9,1384607,"PT",64621,"153.845,22",0.42
"264",2014,"AL","Deputado Federal",9,1384607,"PT do B",27780,"153.845,22",0.18
"265",2014,"AL","Deputado Federal",9,1384607,"PTB",28291,"153.845,22",0.18
"266",2014,"AL","Deputado Federal",9,1384607,"PTC",2574,"153.845,22",0.02
"267",2014,"AL","Deputado Federal",9,1384607,"PV",2208,"153.845,22",0.01
"268",2014,"AL","Deputado Federal",9,1384607,"SD",137402,"153.845,22",0.89
"269",2018,"AL","Deputado Federal",9,1463546,"AVANTE",56700,"162.616,22",0.35
"270",2018,"AL","Deputado Federal",9,1463546,"DC",225,"162.616,22",0
"271",2018,"AL","Deputado Federal",9,1463546,"DEM",5899,"162.616,22",0.04
"272",2018,"AL","Deputado Federal",9,1463546,"MDB",87250,"162.616,22",0.54
"273",2018,"AL","Deputado Federal",9,1463546,"NOVO",13103,"162.616,22",0.08
"274",2018,"AL","Deputado Federal",9,1463546,"PATRI",3537,"162.616,22",0.02
"275",2018,"AL","Deputado Federal",9,1463546,"PC do B",5588,"162.616,22",0.03
"276",2018,"AL","Deputado Federal",9,1463546,"PCB",1053,"162.616,22",0.01
"277",2018,"AL","Deputado Federal",9,1463546,"PDT",69962,"162.616,22",0.43
"278",2018,"AL","Deputado Federal",9,1463546,"PHS",6986,"162.616,22",0.04
"279",2018,"AL","Deputado Federal",9,1463546,"PMN",21179,"162.616,22",0.13
"280",2018,"AL","Deputado Federal",9,1463546,"PODE",7069,"162.616,22",0.04
"281",2018,"AL","Deputado Federal",9,1463546,"PP",180230,"162.616,22",1.11
"282",2018,"AL","Deputado Federal",9,1463546,"PPL",2184,"162.616,22",0.01
"283",2018,"AL","Deputado Federal",9,1463546,"PPS",13225,"162.616,22",0.08
"284",2018,"AL","Deputado Federal",9,1463546,"PR",100846,"162.616,22",0.62
"285",2018,"AL","Deputado Federal",9,1463546,"PRB",74491,"162.616,22",0.46
"286",2018,"AL","Deputado Federal",9,1463546,"PROS",7950,"162.616,22",0.05
"287",2018,"AL","Deputado Federal",9,1463546,"PRP",1841,"162.616,22",0.01
"288",2018,"AL","Deputado Federal",9,1463546,"PRTB",31913,"162.616,22",0.2
"289",2018,"AL","Deputado Federal",9,1463546,"PSB",182185,"162.616,22",1.12
"290",2018,"AL","Deputado Federal",9,1463546,"PSC",14818,"162.616,22",0.09
"291",2018,"AL","Deputado Federal",9,1463546,"PSD",144010,"162.616,22",0.89
"292",2018,"AL","Deputado Federal",9,1463546,"PSDB",124158,"162.616,22",0.76
"293",2018,"AL","Deputado Federal",9,1463546,"PSL",44455,"162.616,22",0.27
"294",2018,"AL","Deputado Federal",9,1463546,"PSOL",8407,"162.616,22",0.05
"295",2018,"AL","Deputado Federal",9,1463546,"PSTU",662,"162.616,22",0
"296",2018,"AL","Deputado Federal",9,1463546,"PT",72358,"162.616,22",0.44
"297",2018,"AL","Deputado Federal",9,1463546,"PTB",93806,"162.616,22",0.58
"298",2018,"AL","Deputado Federal",9,1463546,"PTC",20789,"162.616,22",0.13
"299",2018,"AL","Deputado Federal",9,1463546,"PV",2091,"162.616,22",0.01
"300",2018,"AL","Deputado Federal",9,1463546,"REDE",54670,"162.616,22",0.34
"301",2018,"AL","Deputado Federal",9,1463546,"SOLIDARIEDADE",9906,"162.616,22",0.06
"302",1998,"AM","Deputado Federal",8,855546,"PC do B",69148,"106.943,25",0.65
"303",1998,"AM","Deputado Federal",8,855546,"PDT",4415,"106.943,25",0.04
"304",1998,"AM","Deputado Federal",8,855546,"PFL",362505,"106.943,25",3.39
"305",1998,"AM","Deputado Federal",8,855546,"PL",72744,"106.943,25",0.68
"306",1998,"AM","Deputado Federal",8,855546,"PMDB",9870,"106.943,25",0.09
"307",1998,"AM","Deputado Federal",8,855546,"PMN",6014,"106.943,25",0.06
"308",1998,"AM","Deputado Federal",8,855546,"PPB",72800,"106.943,25",0.68
"309",1998,"AM","Deputado Federal",8,855546,"PPS",3445,"106.943,25",0.03
"310",1998,"AM","Deputado Federal",8,855546,"PRONA",1420,"106.943,25",0.01
"311",1998,"AM","Deputado Federal",8,855546,"PSB",3568,"106.943,25",0.03
"312",1998,"AM","Deputado Federal",8,855546,"PSDB",110639,"106.943,25",1.03
"313",1998,"AM","Deputado Federal",8,855546,"PSL",46099,"106.943,25",0.43
"314",1998,"AM","Deputado Federal",8,855546,"PSTU",730,"106.943,25",0.01
"315",1998,"AM","Deputado Federal",8,855546,"PT",20981,"106.943,25",0.2
"316",1998,"AM","Deputado Federal",8,855546,"PT do B",674,"106.943,25",0.01
"317",1998,"AM","Deputado Federal",8,855546,"PTB",70494,"106.943,25",0.66
"318",2002,"AM","Deputado Federal",8,1148892,"PAN",1755,"143.611,5",0.01
"319",2002,"AM","Deputado Federal",8,1148892,"PC do B",200850,"143.611,5",1.4
"320",2002,"AM","Deputado Federal",8,1148892,"PCB",1106,"143.611,5",0.01
"321",2002,"AM","Deputado Federal",8,1148892,"PDT",11456,"143.611,5",0.08
"322",2002,"AM","Deputado Federal",8,1148892,"PFL",369717,"143.611,5",2.57
"323",2002,"AM","Deputado Federal",8,1148892,"PGT",796,"143.611,5",0.01
"324",2002,"AM","Deputado Federal",8,1148892,"PHS",1297,"143.611,5",0.01
"325",2002,"AM","Deputado Federal",8,1148892,"PL",257729,"143.611,5",1.79
"326",2002,"AM","Deputado Federal",8,1148892,"PMDB",13314,"143.611,5",0.09
"327",2002,"AM","Deputado Federal",8,1148892,"PMN",2053,"143.611,5",0.01
"328",2002,"AM","Deputado Federal",8,1148892,"PPB",3430,"143.611,5",0.02
"329",2002,"AM","Deputado Federal",8,1148892,"PPS",9475,"143.611,5",0.07
"330",2002,"AM","Deputado Federal",8,1148892,"PRONA",1998,"143.611,5",0.01
"331",2002,"AM","Deputado Federal",8,1148892,"PRP",1512,"143.611,5",0.01
"332",2002,"AM","Deputado Federal",8,1148892,"PRTB",8241,"143.611,5",0.06
"333",2002,"AM","Deputado Federal",8,1148892,"PSB",4342,"143.611,5",0.03
