"","Ano da eleição","UF","Cargo","Vagas","Votos válidos","Sigla do partido","Total de votos conquistados","Total de cadeiras conquistadas","Percentual de votos conquistados","Percentual de cadeiras conquistadas","Fracionalização","Fracionalização máxima","Fragmentação","Desproporcionalidade de gallagher","Número efetivo de partidos por votos","Número efetivo de partidos por cadeiras"
"1",1998,"AC","Deputado Estadual",24,"219.824","PC do B","5.186",1,"0.02","0.04","0.85","0.91","0.94"," 5.70"," 7.57"," 6.86"
"2",1998,"AC","Deputado Estadual",24,"219.824","PFL","25.322",3,"0.12","0.12","0.85","0.91","0.94"," 5.70"," 7.57"," 6.86"
"3",1998,"AC","Deputado Estadual",24,"219.824","PL","7.224",2,"0.03","0.08","0.85","0.91","0.94"," 5.70"," 7.57"," 6.86"
"4",1998,"AC","Deputado Estadual",24,"219.824","PMDB","41.312",4,"0.19","0.17","0.85","0.91","0.94"," 5.70"," 7.57"," 6.86"
"5",1998,"AC","Deputado Estadual",24,"219.824","PMN","26.159",4,"0.12","0.17","0.85","0.91","0.94"," 5.70"," 7.57"," 6.86"
"6",1998,"AC","Deputado Estadual",24,"219.824","PPB","42.824",5,"0.19","0.21","0.85","0.91","0.94"," 5.70"," 7.57"," 6.86"
"7",1998,"AC","Deputado Estadual",24,"219.824","PSDB","23.209",2,"0.11","0.08","0.85","0.91","0.94"," 5.70"," 7.57"," 6.86"
"8",1998,"AC","Deputado Estadual",24,"219.824","PT","29.970",3,"0.14","0.12","0.85","0.91","0.94"," 5.70"," 7.57"," 6.86"
"9",1998,"AL","Deputado Estadual",27,"865.662","PFL","50.676",2,"0.06","0.07","0.86","0.92","0.93"," 6.27"," 8.51"," 6.94"
"10",1998,"AL","Deputado Estadual",27,"865.662","PMDB","61.751",2,"0.07","0.07","0.86","0.92","0.93"," 6.27"," 8.51"," 6.94"
"11",1998,"AL","Deputado Estadual",27,"865.662","PSB","76.663",3,"0.09","0.11","0.86","0.92","0.93"," 6.27"," 8.51"," 6.94"
"12",1998,"AL","Deputado Estadual",27,"865.662","PSD","76.592",3,"0.09","0.11","0.86","0.92","0.93"," 6.27"," 8.51"," 6.94"
"13",1998,"AL","Deputado Estadual",27,"865.662","PSDB","161.919",4,"0.19","0.15","0.86","0.92","0.93"," 6.27"," 8.51"," 6.94"
"14",1998,"AL","Deputado Estadual",27,"865.662","PSL","108.790",3,"0.13","0.11","0.86","0.92","0.93"," 6.27"," 8.51"," 6.94"
"15",1998,"AL","Deputado Estadual",27,"865.662","PT","54.763",2,"0.06","0.07","0.86","0.92","0.93"," 6.27"," 8.51"," 6.94"
"16",1998,"AL","Deputado Estadual",27,"865.662","PT do B","7.710",1,"0.01","0.04","0.86","0.92","0.93"," 6.27"," 8.51"," 6.94"
"17",1998,"AL","Deputado Estadual",27,"865.662","PTB","169.890",7,"0.20","0.26","0.86","0.92","0.93"," 6.27"," 8.51"," 6.94"
"18",1998,"AM","Deputado Estadual",24,"872.906","PC do B","17.154",1,"0.02","0.04","0.86","0.95","0.91"," 4.20"," 8.55"," 7.20"
"19",1998,"AM","Deputado Estadual",24,"872.906","PFL","139.403",4,"0.16","0.17","0.86","0.95","0.91"," 4.20"," 8.55"," 7.20"
"20",1998,"AM","Deputado Estadual",24,"872.906","PL","162.067",5,"0.19","0.21","0.86","0.95","0.91"," 4.20"," 8.55"," 7.20"
"21",1998,"AM","Deputado Estadual",24,"872.906","PMDB","50.213",1,"0.06","0.04","0.86","0.95","0.91"," 4.20"," 8.55"," 7.20"
"22",1998,"AM","Deputado Estadual",24,"872.906","PPB","49.031",2,"0.06","0.08","0.86","0.95","0.91"," 4.20"," 8.55"," 7.20"
"23",1998,"AM","Deputado Estadual",24,"872.906","PPS","16.702",1,"0.02","0.04","0.86","0.95","0.91"," 4.20"," 8.55"," 7.20"
"24",1998,"AM","Deputado Estadual",24,"872.906","PSC","14.484",1,"0.02","0.04","0.86","0.95","0.91"," 4.20"," 8.55"," 7.20"
"25",1998,"AM","Deputado Estadual",24,"872.906","PSDB","37.460",1,"0.04","0.04","0.86","0.95","0.91"," 4.20"," 8.55"," 7.20"
"26",1998,"AM","Deputado Estadual",24,"872.906","PSDC","58.728",2,"0.07","0.08","0.86","0.95","0.91"," 4.20"," 8.55"," 7.20"
"27",1998,"AM","Deputado Estadual",24,"872.906","PT","28.687",1,"0.03","0.04","0.86","0.95","0.91"," 4.20"," 8.55"," 7.20"
"28",1998,"AM","Deputado Estadual",24,"872.906","PTB","178.865",5,"0.20","0.21","0.86","0.95","0.91"," 4.20"," 8.55"," 7.20"
"29",1998,"AP","Deputado Estadual",24,"178.131","PDT","23.831",4,"0.13","0.17","0.88","0.94","0.94"," 6.16","10.20"," 8.23"
"30",1998,"AP","Deputado Estadual",24,"178.131","PFL","26.840",3,"0.15","0.12","0.88","0.94","0.94"," 6.16","10.20"," 8.23"
"31",1998,"AP","Deputado Estadual",24,"178.131","PL","10.138",2,"0.06","0.08","0.88","0.94","0.94"," 6.16","10.20"," 8.23"
"32",1998,"AP","Deputado Estadual",24,"178.131","PMDB","23.041",4,"0.13","0.17","0.88","0.94","0.94"," 6.16","10.20"," 8.23"
"33",1998,"AP","Deputado Estadual",24,"178.131","PSB","21.556",3,"0.12","0.12","0.88","0.94","0.94"," 6.16","10.20"," 8.23"
"34",1998,"AP","Deputado Estadual",24,"178.131","PSD","15.874",3,"0.09","0.12","0.88","0.94","0.94"," 6.16","10.20"," 8.23"
"35",1998,"AP","Deputado Estadual",24,"178.131","PSDB","12.015",1,"0.07","0.04","0.88","0.94","0.94"," 6.16","10.20"," 8.23"
"36",1998,"AP","Deputado Estadual",24,"178.131","PSL","10.751",1,"0.06","0.04","0.88","0.94","0.94"," 6.16","10.20"," 8.23"
"37",1998,"AP","Deputado Estadual",24,"178.131","PT","9.257",2,"0.05","0.08","0.88","0.94","0.94"," 6.16","10.20"," 8.23"
"38",1998,"AP","Deputado Estadual",24,"178.131","PTB","11.250",1,"0.06","0.04","0.88","0.94","0.94"," 6.16","10.20"," 8.23"
"39",1998,"BA","Deputado Estadual",63,"4.184.862","PC do B","99.265",1,"0.02","0.02","0.82","0.94","0.88"," 2.85"," 6.21"," 5.65"
"40",1998,"BA","Deputado Estadual",63,"4.184.862","PDT","117.634",1,"0.03","0.02","0.82","0.94","0.88"," 2.85"," 6.21"," 5.65"
"41",1998,"BA","Deputado Estadual",63,"4.184.862","PFL","1.434.185",23,"0.34","0.37","0.82","0.94","0.88"," 2.85"," 6.21"," 5.65"
"42",1998,"BA","Deputado Estadual",63,"4.184.862","PL","268.970",4,"0.06","0.06","0.82","0.94","0.88"," 2.85"," 6.21"," 5.65"
"43",1998,"BA","Deputado Estadual",63,"4.184.862","PMDB","247.895",4,"0.06","0.06","0.82","0.94","0.88"," 2.85"," 6.21"," 5.65"
"44",1998,"BA","Deputado Estadual",63,"4.184.862","PPB","395.414",6,"0.09","0.10","0.82","0.94","0.88"," 2.85"," 6.21"," 5.65"
"45",1998,"BA","Deputado Estadual",63,"4.184.862","PSB","170.672",4,"0.04","0.06","0.82","0.94","0.88"," 2.85"," 6.21"," 5.65"
"46",1998,"BA","Deputado Estadual",63,"4.184.862","PSC","231.654",3,"0.06","0.05","0.82","0.94","0.88"," 2.85"," 6.21"," 5.65"
"47",1998,"BA","Deputado Estadual",63,"4.184.862","PSDB","305.614",4,"0.07","0.06","0.82","0.94","0.88"," 2.85"," 6.21"," 5.65"
"48",1998,"BA","Deputado Estadual",63,"4.184.862","PT","367.536",6,"0.09","0.10","0.82","0.94","0.88"," 2.85"," 6.21"," 5.65"
"49",1998,"BA","Deputado Estadual",63,"4.184.862","PT do B","51.958",1,"0.01","0.02","0.82","0.94","0.88"," 2.85"," 6.21"," 5.65"
"50",1998,"BA","Deputado Estadual",63,"4.184.862","PTB","367.518",5,"0.09","0.08","0.82","0.94","0.88"," 2.85"," 6.21"," 5.65"
"51",1998,"BA","Deputado Estadual",63,"4.184.862","PV","28.107",1,"0.01","0.02","0.82","0.94","0.88"," 2.85"," 6.21"," 5.65"
"52",1998,"CE","Deputado Estadual",46,"2.730.197","PC do B","72.246",1,"0.03","0.02","0.75","0.94","0.80"," 5.71"," 5.20"," 4.05"
"53",1998,"CE","Deputado Estadual",46,"2.730.197","PDT","111.371",2,"0.04","0.04","0.75","0.94","0.80"," 5.71"," 5.20"," 4.05"
"54",1998,"CE","Deputado Estadual",46,"2.730.197","PFL","85.949",2,"0.03","0.04","0.75","0.94","0.80"," 5.71"," 5.20"," 4.05"
"55",1998,"CE","Deputado Estadual",46,"2.730.197","PL","56.176",1,"0.02","0.02","0.75","0.94","0.80"," 5.71"," 5.20"," 4.05"
"56",1998,"CE","Deputado Estadual",46,"2.730.197","PMDB","384.531",6,"0.14","0.13","0.75","0.94","0.80"," 5.71"," 5.20"," 4.05"
"57",1998,"CE","Deputado Estadual",46,"2.730.197","PPB","151.955",2,"0.06","0.04","0.75","0.94","0.80"," 5.71"," 5.20"," 4.05"
"58",1998,"CE","Deputado Estadual",46,"2.730.197","PPS","290.908",4,"0.11","0.09","0.75","0.94","0.80"," 5.71"," 5.20"," 4.05"
"59",1998,"CE","Deputado Estadual",46,"2.730.197","PSB","60.104",1,"0.02","0.02","0.75","0.94","0.80"," 5.71"," 5.20"," 4.05"
"60",1998,"CE","Deputado Estadual",46,"2.730.197","PSC","95.171",1,"0.03","0.02","0.75","0.94","0.80"," 5.71"," 5.20"," 4.05"
"61",1998,"CE","Deputado Estadual",46,"2.730.197","PSDB","1.43.507",21,"0.38","0.46","0.75","0.94","0.80"," 5.71"," 5.20"," 4.05"
"62",1998,"CE","Deputado Estadual",46,"2.730.197","PT","178.857",3,"0.07","0.07","0.75","0.94","0.80"," 5.71"," 5.20"," 4.05"
"63",1998,"CE","Deputado Estadual",46,"2.730.197","PTB","129.756",2,"0.05","0.04","0.75","0.94","0.80"," 5.71"," 5.20"," 4.05"
"64",1998,"ES","Deputado Estadual",30,"1.284.944","PDT","84.749",2,"0.07","0.07","0.87","0.93","0.94"," 6.99"," 9.75"," 7.76"
"65",1998,"ES","Deputado Estadual",30,"1.284.944","PFL","160.374",6,"0.12","0.20","0.87","0.93","0.94"," 6.99"," 9.75"," 7.76"
"66",1998,"ES","Deputado Estadual",30,"1.284.944","PMDB","177.686",4,"0.14","0.13","0.87","0.93","0.94"," 6.99"," 9.75"," 7.76"
"67",1998,"ES","Deputado Estadual",30,"1.284.944","PMN","35.973",1,"0.03","0.03","0.87","0.93","0.94"," 6.99"," 9.75"," 7.76"
"68",1998,"ES","Deputado Estadual",30,"1.284.944","PPB","51.686",1,"0.04","0.03","0.87","0.93","0.94"," 6.99"," 9.75"," 7.76"
"69",1998,"ES","Deputado Estadual",30,"1.284.944","PPS","135.152",4,"0.11","0.13","0.87","0.93","0.94"," 6.99"," 9.75"," 7.76"
"70",1998,"ES","Deputado Estadual",30,"1.284.944","PSB","95.801",3,"0.07","0.10","0.87","0.93","0.94"," 6.99"," 9.75"," 7.76"
"71",1998,"ES","Deputado Estadual",30,"1.284.944","PSDB","218.259",4,"0.17","0.13","0.87","0.93","0.94"," 6.99"," 9.75"," 7.76"
"72",1998,"ES","Deputado Estadual",30,"1.284.944","PT","76.740",1,"0.06","0.03","0.87","0.93","0.94"," 6.99"," 9.75"," 7.76"
"73",1998,"ES","Deputado Estadual",30,"1.284.944","PTB","140.901",4,"0.11","0.13","0.87","0.93","0.94"," 6.99"," 9.75"," 7.76"
"74",1998,"GO","Deputado Estadual",41,"1.965.696","PC do B","25.353",1,"0.01","0.02","0.79","0.93","0.85"," 3.57"," 5.44"," 4.87"
"75",1998,"GO","Deputado Estadual",41,"1.965.696","PDT","28.927",1,"0.01","0.02","0.79","0.93","0.85"," 3.57"," 5.44"," 4.87"
"76",1998,"GO","Deputado Estadual",41,"1.965.696","PFL","106.432",2,"0.05","0.05","0.79","0.93","0.85"," 3.57"," 5.44"," 4.87"
"77",1998,"GO","Deputado Estadual",41,"1.965.696","PL","173.685",4,"0.09","0.10","0.79","0.93","0.85"," 3.57"," 5.44"," 4.87"
"78",1998,"GO","Deputado Estadual",41,"1.965.696","PMDB","732.838",16,"0.37","0.39","0.79","0.93","0.85"," 3.57"," 5.44"," 4.87"
"79",1998,"GO","Deputado Estadual",41,"1.965.696","PPB","117.415",3,"0.06","0.07","0.79","0.93","0.85"," 3.57"," 5.44"," 4.87"
"80",1998,"GO","Deputado Estadual",41,"1.965.696","PSC","38.546",1,"0.02","0.02","0.79","0.93","0.85"," 3.57"," 5.44"," 4.87"
"81",1998,"GO","Deputado Estadual",41,"1.965.696","PSD","194.410",4,"0.10","0.10","0.79","0.93","0.85"," 3.57"," 5.44"," 4.87"
"82",1998,"GO","Deputado Estadual",41,"1.965.696","PSDB","247.403",6,"0.13","0.15","0.79","0.93","0.85"," 3.57"," 5.44"," 4.87"
"83",1998,"GO","Deputado Estadual",41,"1.965.696","PST","64.689",2,"0.03","0.05","0.79","0.93","0.85"," 3.57"," 5.44"," 4.87"
"84",1998,"GO","Deputado Estadual",41,"1.965.696","PT","111.036",1,"0.06","0.02","0.79","0.93","0.85"," 3.57"," 5.44"," 4.87"
"85",1998,"MA","Deputado Estadual",42,"1.738.041","PDT","125.668",3,"0.07","0.07","0.89","0.96","0.93"," 5.37","11.15"," 9.00"
"86",1998,"MA","Deputado Estadual",42,"1.738.041","PFL","319.042",9,"0.18","0.21","0.89","0.96","0.93"," 5.37","11.15"," 9.00"
"87",1998,"MA","Deputado Estadual",42,"1.738.041","PL","88.193",3,"0.05","0.07","0.89","0.96","0.93"," 5.37","11.15"," 9.00"
"88",1998,"MA","Deputado Estadual",42,"1.738.041","PMDB","195.463",4,"0.11","0.10","0.89","0.96","0.93"," 5.37","11.15"," 9.00"
"89",1998,"MA","Deputado Estadual",42,"1.738.041","PMN","37.646",1,"0.02","0.02","0.89","0.96","0.93"," 5.37","11.15"," 9.00"
"90",1998,"MA","Deputado Estadual",42,"1.738.041","PPB","120.064",4,"0.07","0.10","0.89","0.96","0.93"," 5.37","11.15"," 9.00"
"91",1998,"MA","Deputado Estadual",42,"1.738.041","PRP","104.689",2,"0.06","0.05","0.89","0.96","0.93"," 5.37","11.15"," 9.00"
"92",1998,"MA","Deputado Estadual",42,"1.738.041","PRTB","105.729",2,"0.06","0.05","0.89","0.96","0.93"," 5.37","11.15"," 9.00"
"93",1998,"MA","Deputado Estadual",42,"1.738.041","PSB","26.312",1,"0.02","0.02","0.89","0.96","0.93"," 5.37","11.15"," 9.00"
"94",1998,"MA","Deputado Estadual",42,"1.738.041","PSC","54.338",1,"0.03","0.02","0.89","0.96","0.93"," 5.37","11.15"," 9.00"
"95",1998,"MA","Deputado Estadual",42,"1.738.041","PSD","218.042",7,"0.13","0.17","0.89","0.96","0.93"," 5.37","11.15"," 9.00"
"96",1998,"MA","Deputado Estadual",42,"1.738.041","PSDB","82.133",1,"0.05","0.02","0.89","0.96","0.93"," 5.37","11.15"," 9.00"
"97",1998,"MA","Deputado Estadual",42,"1.738.041","PST","73.844",1,"0.04","0.02","0.89","0.96","0.93"," 5.37","11.15"," 9.00"
"98",1998,"MA","Deputado Estadual",42,"1.738.041","PT","65.638",1,"0.04","0.02","0.89","0.96","0.93"," 5.37","11.15"," 9.00"
"99",1998,"MA","Deputado Estadual",42,"1.738.041","PT do B","33.896",1,"0.02","0.02","0.89","0.96","0.93"," 5.37","11.15"," 9.00"
"100",1998,"MA","Deputado Estadual",42,"1.738.041","PTB","21.301",1,"0.01","0.02","0.89","0.96","0.93"," 5.37","11.15"," 9.00"
"101",1998,"MG","Deputado Estadual",77,"7.420.794","PDT","604.613",8,"0.08","0.10","0.90","0.95","0.95"," 3.52","10.64"," 9.96"
"102",1998,"MG","Deputado Estadual",77,"7.420.794","PFL","657.534",7,"0.09","0.09","0.90","0.95","0.95"," 3.52","10.64"," 9.96"
"103",1998,"MG","Deputado Estadual",77,"7.420.794","PL","278.593",3,"0.04","0.04","0.90","0.95","0.95"," 3.52","10.64"," 9.96"
"104",1998,"MG","Deputado Estadual",77,"7.420.794","PMDB","912.774",9,"0.12","0.12","0.90","0.95","0.95"," 3.52","10.64"," 9.96"
"105",1998,"MG","Deputado Estadual",77,"7.420.794","PMN","330.701",3,"0.04","0.04","0.90","0.95","0.95"," 3.52","10.64"," 9.96"
"106",1998,"MG","Deputado Estadual",77,"7.420.794","PPB","574.279",7,"0.08","0.09","0.90","0.95","0.95"," 3.52","10.64"," 9.96"
"107",1998,"MG","Deputado Estadual",77,"7.420.794","PPS","199.364",2,"0.03","0.03","0.90","0.95","0.95"," 3.52","10.64"," 9.96"
"108",1998,"MG","Deputado Estadual",77,"7.420.794","PSB","289.587",5,"0.04","0.06","0.90","0.95","0.95"," 3.52","10.64"," 9.96"
"109",1998,"MG","Deputado Estadual",77,"7.420.794","PSC","50.034",1,"0.01","0.01","0.90","0.95","0.95"," 3.52","10.64"," 9.96"
"110",1998,"MG","Deputado Estadual",77,"7.420.794","PSD","386.316",4,"0.05","0.05","0.90","0.95","0.95"," 3.52","10.64"," 9.96"
"111",1998,"MG","Deputado Estadual",77,"7.420.794","PSDB","1.365.368",15,"0.18","0.19","0.90","0.95","0.95"," 3.52","10.64"," 9.96"
"112",1998,"MG","Deputado Estadual",77,"7.420.794","PSN","121.279",1,"0.02","0.01","0.90","0.95","0.95"," 3.52","10.64"," 9.96"
"113",1998,"MG","Deputado Estadual",77,"7.420.794","PST","53.053",1,"0.01","0.01","0.90","0.95","0.95"," 3.52","10.64"," 9.96"
"114",1998,"MG","Deputado Estadual",77,"7.420.794","PT","693.166",5,"0.09","0.06","0.90","0.95","0.95"," 3.52","10.64"," 9.96"
"115",1998,"MG","Deputado Estadual",77,"7.420.794","PTB","623.398",6,"0.08","0.08","0.90","0.95","0.95"," 3.52","10.64"," 9.96"
"116",1998,"MS","Deputado Estadual",24,"842.458","PDT","42.408",3,"0.05","0.12","0.83","0.91","0.91"," 9.95"," 7.03"," 5.76"
"117",1998,"MS","Deputado Estadual",24,"842.458","PFL","54.110",2,"0.06","0.08","0.83","0.91","0.91"," 9.95"," 7.03"," 5.76"
"118",1998,"MS","Deputado Estadual",24,"842.458","PL","49.008",1,"0.06","0.04","0.83","0.91","0.91"," 9.95"," 7.03"," 5.76"
"119",1998,"MS","Deputado Estadual",24,"842.458","PMDB","157.524",4,"0.19","0.17","0.83","0.91","0.91"," 9.95"," 7.03"," 5.76"
"120",1998,"MS","Deputado Estadual",24,"842.458","PPS","37.644",2,"0.04","0.08","0.83","0.91","0.91"," 9.95"," 7.03"," 5.76"
"121",1998,"MS","Deputado Estadual",24,"842.458","PSDB","206.893",7,"0.25","0.29","0.83","0.91","0.91"," 9.95"," 7.03"," 5.76"
"122",1998,"MS","Deputado Estadual",24,"842.458","PT","112.013",1,"0.13","0.04","0.83","0.91","0.91"," 9.95"," 7.03"," 5.76"
"123",1998,"MS","Deputado Estadual",24,"842.458","PTB","110.952",4,"0.13","0.17","0.83","0.91","0.91"," 9.95"," 7.03"," 5.76"
"124",1998,"MT","Deputado Estadual",24,"887.645","PFL","161.303",5,"0.18","0.21","0.84","0.93","0.91"," 5.52"," 7.36"," 6.26"
"125",1998,"MT","Deputado Estadual",24,"887.645","PL","28.974",2,"0.03","0.08","0.84","0.93","0.91"," 5.52"," 7.36"," 6.26"
"126",1998,"MT","Deputado Estadual",24,"887.645","PMDB","117.981",4,"0.13","0.17","0.84","0.93","0.91"," 5.52"," 7.36"," 6.26"
"127",1998,"MT","Deputado Estadual",24,"887.645","PPB","65.655",1,"0.07","0.04","0.84","0.93","0.91"," 5.52"," 7.36"," 6.26"
"128",1998,"MT","Deputado Estadual",24,"887.645","PPS","20.722",1,"0.02","0.04","0.84","0.93","0.91"," 5.52"," 7.36"," 6.26"
"129",1998,"MT","Deputado Estadual",24,"887.645","PSB","31.447",1,"0.04","0.04","0.84","0.93","0.91"," 5.52"," 7.36"," 6.26"
"130",1998,"MT","Deputado Estadual",24,"887.645","PSDB","221.725",6,"0.25","0.25","0.84","0.93","0.91"," 5.52"," 7.36"," 6.26"
"131",1998,"MT","Deputado Estadual",24,"887.645","PT","64.642",2,"0.07","0.08","0.84","0.93","0.91"," 5.52"," 7.36"," 6.26"
"132",1998,"MT","Deputado Estadual",24,"887.645","PTB","84.908",2,"0.10","0.08","0.84","0.93","0.91"," 5.52"," 7.36"," 6.26"
"133",1998,"PA","Deputado Estadual",41,"1.838.109","PC do B","10.404",1,"0.01","0.02","0.88","0.94","0.94"," 3.16"," 9.04"," 8.28"
"134",1998,"PA","Deputado Estadual",41,"1.838.109","PDT","139.174",3,"0.08","0.07","0.88","0.94","0.94"," 3.16"," 9.04"," 8.28"
"135",1998,"PA","Deputado Estadual",41,"1.838.109","PFL","152.968",3,"0.08","0.07","0.88","0.94","0.94"," 3.16"," 9.04"," 8.28"
"136",1998,"PA","Deputado Estadual",41,"1.838.109","PL","126.425",3,"0.07","0.07","0.88","0.94","0.94"," 3.16"," 9.04"," 8.28"
"137",1998,"PA","Deputado Estadual",41,"1.838.109","PMDB","319.694",8,"0.17","0.20","0.88","0.94","0.94"," 3.16"," 9.04"," 8.28"
"138",1998,"PA","Deputado Estadual",41,"1.838.109","PPB","179.625",4,"0.10","0.10","0.88","0.94","0.94"," 3.16"," 9.04"," 8.28"
"139",1998,"PA","Deputado Estadual",41,"1.838.109","PPS","79.847",1,"0.04","0.02","0.88","0.94","0.94"," 3.16"," 9.04"," 8.28"
"140",1998,"PA","Deputado Estadual",41,"1.838.109","PSB","71.559",1,"0.04","0.02","0.88","0.94","0.94"," 3.16"," 9.04"," 8.28"
"141",1998,"PA","Deputado Estadual",41,"1.838.109","PSD","54.292",2,"0.03","0.05","0.88","0.94","0.94"," 3.16"," 9.04"," 8.28"
"142",1998,"PA","Deputado Estadual",41,"1.838.109","PSDB","346.389",8,"0.19","0.20","0.88","0.94","0.94"," 3.16"," 9.04"," 8.28"
"143",1998,"PA","Deputado Estadual",41,"1.838.109","PT","163.731",4,"0.09","0.10","0.88","0.94","0.94"," 3.16"," 9.04"," 8.28"
"144",1998,"PA","Deputado Estadual",41,"1.838.109","PTB","138.446",3,"0.08","0.07","0.88","0.94","0.94"," 3.16"," 9.04"," 8.28"
"145",1998,"PB","Deputado Estadual",36,"1.284.155","PDT","63.869",2,"0.05","0.06","0.70","0.90","0.78"," 2.92"," 3.76"," 3.32"
"146",1998,"PB","Deputado Estadual",36,"1.284.155","PFL","180.642",5,"0.14","0.14","0.70","0.90","0.78"," 2.92"," 3.76"," 3.32"
"147",1998,"PB","Deputado Estadual",36,"1.284.155","PMDB","596.597",18,"0.46","0.50","0.70","0.90","0.78"," 2.92"," 3.76"," 3.32"
"148",1998,"PB","Deputado Estadual",36,"1.284.155","PPB","36.964",1,"0.03","0.03","0.70","0.90","0.78"," 2.92"," 3.76"," 3.32"
"149",1998,"PB","Deputado Estadual",36,"1.284.155","PSDB","168.107",5,"0.13","0.14","0.70","0.90","0.78"," 2.92"," 3.76"," 3.32"
"150",1998,"PB","Deputado Estadual",36,"1.284.155","PSL","22.116",1,"0.02","0.03","0.70","0.90","0.78"," 2.92"," 3.76"," 3.32"
"151",1998,"PB","Deputado Estadual",36,"1.284.155","PT","121.860",3,"0.09","0.08","0.70","0.90","0.78"," 2.92"," 3.76"," 3.32"
"152",1998,"PB","Deputado Estadual",36,"1.284.155","PV","22.595",1,"0.02","0.03","0.70","0.90","0.78"," 2.92"," 3.76"," 3.32"
"153",1998,"PE","Deputado Estadual",49,"2.972.569","PC do B","34.437",1,"0.01","0.02","0.85","0.94","0.90"," 4.63"," 7.40"," 6.47"
"154",1998,"PE","Deputado Estadual",49,"2.972.569","PDT","88.420",1,"0.03","0.02","0.85","0.94","0.90"," 4.63"," 7.40"," 6.47"
"155",1998,"PE","Deputado Estadual",49,"2.972.569","PFL","573.067",12,"0.19","0.24","0.85","0.94","0.90"," 4.63"," 7.40"," 6.47"
"156",1998,"PE","Deputado Estadual",49,"2.972.569","PL","44.755",1,"0.02","0.02","0.85","0.94","0.90"," 4.63"," 7.40"," 6.47"
"157",1998,"PE","Deputado Estadual",49,"2.972.569","PMDB","329.819",4,"0.11","0.08","0.85","0.94","0.90"," 4.63"," 7.40"," 6.47"
"158",1998,"PE","Deputado Estadual",49,"2.972.569","PPB","220.641",3,"0.07","0.06","0.85","0.94","0.90"," 4.63"," 7.40"," 6.47"
"159",1998,"PE","Deputado Estadual",49,"2.972.569","PSB","724.947",12,"0.24","0.24","0.85","0.94","0.90"," 4.63"," 7.40"," 6.47"
"160",1998,"PE","Deputado Estadual",49,"2.972.569","PSC","110.597",2,"0.04","0.04","0.85","0.94","0.90"," 4.63"," 7.40"," 6.47"
"161",1998,"PE","Deputado Estadual",49,"2.972.569","PSDB","321.594",6,"0.11","0.12","0.85","0.94","0.90"," 4.63"," 7.40"," 6.47"
"162",1998,"PE","Deputado Estadual",49,"2.972.569","PSDC","30.622",1,"0.01","0.02","0.85","0.94","0.90"," 4.63"," 7.40"," 6.47"
"163",1998,"PE","Deputado Estadual",49,"2.972.569","PSL","76.284",1,"0.03","0.02","0.85","0.94","0.90"," 4.63"," 7.40"," 6.47"
"164",1998,"PE","Deputado Estadual",49,"2.972.569","PT","182.561",3,"0.06","0.06","0.85","0.94","0.90"," 4.63"," 7.40"," 6.47"
"165",1998,"PE","Deputado Estadual",49,"2.972.569","PTB","123.624",2,"0.04","0.04","0.85","0.94","0.90"," 4.63"," 7.40"," 6.47"
"166",1998,"PI","Deputado Estadual",30,"1.87.914","PDT","53.079",2,"0.05","0.07","0.76","0.89","0.86"," 4.18"," 5.00"," 4.25"
"167",1998,"PI","Deputado Estadual",30,"1.87.914","PFL","330.999",10,"0.30","0.33","0.76","0.89","0.86"," 4.18"," 5.00"," 4.25"
"168",1998,"PI","Deputado Estadual",30,"1.87.914","PMDB","302.225",9,"0.28","0.30","0.76","0.89","0.86"," 4.18"," 5.00"," 4.25"
"169",1998,"PI","Deputado Estadual",30,"1.87.914","PPB","86.577",3,"0.08","0.10","0.76","0.89","0.86"," 4.18"," 5.00"," 4.25"
"170",1998,"PI","Deputado Estadual",30,"1.87.914","PSB","15.280",1,"0.01","0.03","0.76","0.89","0.86"," 4.18"," 5.00"," 4.25"
"171",1998,"PI","Deputado Estadual",30,"1.87.914","PSDB","142.779",4,"0.13","0.13","0.76","0.89","0.86"," 4.18"," 5.00"," 4.25"
"172",1998,"PI","Deputado Estadual",30,"1.87.914","PT","71.412",1,"0.07","0.03","0.76","0.89","0.86"," 4.18"," 5.00"," 4.25"
"173",1998,"PR","Deputado Estadual",54,"4.113.321","PDT","215.421",3,"0.05","0.06","0.85","0.91","0.94"," 4.03"," 7.10"," 6.57"
"174",1998,"PR","Deputado Estadual",54,"4.113.321","PFL","989.075",12,"0.24","0.22","0.85","0.91","0.94"," 4.03"," 7.10"," 6.57"
"175",1998,"PR","Deputado Estadual",54,"4.113.321","PMDB","496.308",7,"0.12","0.13","0.85","0.91","0.94"," 4.03"," 7.10"," 6.57"
"176",1998,"PR","Deputado Estadual",54,"4.113.321","PPB","588.410",8,"0.14","0.15","0.85","0.91","0.94"," 4.03"," 7.10"," 6.57"
"177",1998,"PR","Deputado Estadual",54,"4.113.321","PSB","201.180",2,"0.05","0.04","0.85","0.91","0.94"," 4.03"," 7.10"," 6.57"
"178",1998,"PR","Deputado Estadual",54,"4.113.321","PSC","68.386",1,"0.02","0.02","0.85","0.91","0.94"," 4.03"," 7.10"," 6.57"
"179",1998,"PR","Deputado Estadual",54,"4.113.321","PSDB","455.020",6,"0.11","0.11","0.85","0.91","0.94"," 4.03"," 7.10"," 6.57"
