"","Ano da eleição","UF","Cargo","Vagas","Votos válidos","Sigla do partido","Total de votos conquistados","Total de cadeiras conquistadas","Percentual de votos conquistados","Percentual de cadeiras conquistadas","Fracionalização","Fracionalização máxima","Fragmentação","Desproporcionalidade de gallagher","Número efetivo de partidos por votos","Número efetivo de partidos por cadeiras"
"486",2002,"RJ","Deputado Estadual",70,"8.105.345","PMDB","1.132.413",12,"0.14","0.17","0.90","0.95","0.95"," 2.90","11.24","10.00"
"487",2002,"RJ","Deputado Estadual",70,"8.105.345","PPB","663.223",6,"0.08","0.09","0.90","0.95","0.95"," 2.90","11.24","10.00"
"488",2002,"RJ","Deputado Estadual",70,"8.105.345","PPS","74.863",1,"0.01","0.01","0.90","0.95","0.95"," 2.90","11.24","10.00"
"489",2002,"RJ","Deputado Estadual",70,"8.105.345","PRONA","265.755",2,"0.03","0.03","0.90","0.95","0.95"," 2.90","11.24","10.00"
"490",2002,"RJ","Deputado Estadual",70,"8.105.345","PSB","1.332.740",12,"0.16","0.17","0.90","0.95","0.95"," 2.90","11.24","10.00"
"491",2002,"RJ","Deputado Estadual",70,"8.105.345","PSC","272.823",3,"0.03","0.04","0.90","0.95","0.95"," 2.90","11.24","10.00"
"492",2002,"RJ","Deputado Estadual",70,"8.105.345","PSDB","518.955",4,"0.06","0.06","0.90","0.95","0.95"," 2.90","11.24","10.00"
"493",2002,"RJ","Deputado Estadual",70,"8.105.345","PSL","178.799",2,"0.02","0.03","0.90","0.95","0.95"," 2.90","11.24","10.00"
"494",2002,"RJ","Deputado Estadual",70,"8.105.345","PT","954.924",8,"0.12","0.11","0.90","0.95","0.95"," 2.90","11.24","10.00"
"495",2002,"RJ","Deputado Estadual",70,"8.105.345","PT do B","322.226",3,"0.04","0.04","0.90","0.95","0.95"," 2.90","11.24","10.00"
"496",2002,"RJ","Deputado Estadual",70,"8.105.345","PTB","152.377",1,"0.02","0.01","0.90","0.95","0.95"," 2.90","11.24","10.00"
"497",2002,"RJ","Deputado Estadual",70,"8.105.345","PV","348.318",3,"0.04","0.04","0.90","0.95","0.95"," 2.90","11.24","10.00"
"498",2002,"RN","Deputado Estadual",24,"1.462.663","PDT","102.849",1,"0.07","0.04","0.81","0.93","0.88"," 7.97"," 8.05"," 5.33"
"499",2002,"RN","Deputado Estadual",24,"1.462.663","PFL","205.192",4,"0.14","0.17","0.81","0.93","0.88"," 7.97"," 8.05"," 5.33"
"500",2002,"RN","Deputado Estadual",24,"1.462.663","PL","36.361",1,"0.02","0.04","0.81","0.93","0.88"," 7.97"," 8.05"," 5.33"
"501",2002,"RN","Deputado Estadual",24,"1.462.663","PMDB","220.765",4,"0.15","0.17","0.81","0.93","0.88"," 7.97"," 8.05"," 5.33"
"502",2002,"RN","Deputado Estadual",24,"1.462.663","PPB","342.790",8,"0.23","0.33","0.81","0.93","0.88"," 7.97"," 8.05"," 5.33"
"503",2002,"RN","Deputado Estadual",24,"1.462.663","PPS","33.953",1,"0.02","0.04","0.81","0.93","0.88"," 7.97"," 8.05"," 5.33"
"504",2002,"RN","Deputado Estadual",24,"1.462.663","PSB","134.044",2,"0.09","0.08","0.81","0.93","0.88"," 7.97"," 8.05"," 5.33"
"505",2002,"RN","Deputado Estadual",24,"1.462.663","PT","136.132",2,"0.09","0.08","0.81","0.93","0.88"," 7.97"," 8.05"," 5.33"
"506",2002,"RN","Deputado Estadual",24,"1.462.663","PTB","88.840",1,"0.06","0.04","0.81","0.93","0.88"," 7.97"," 8.05"," 5.33"
"507",2002,"RO","Deputado Estadual",24,"660.718","PDT","79.940",3,"0.12","0.12","0.89","0.95","0.94"," 4.75","12.10"," 9.29"
"508",2002,"RO","Deputado Estadual",24,"660.718","PFL","53.060",2,"0.08","0.08","0.89","0.95","0.94"," 4.75","12.10"," 9.29"
"509",2002,"RO","Deputado Estadual",24,"660.718","PL","47.770",2,"0.07","0.08","0.89","0.95","0.94"," 4.75","12.10"," 9.29"
"510",2002,"RO","Deputado Estadual",24,"660.718","PMDB","60.556",3,"0.09","0.12","0.89","0.95","0.94"," 4.75","12.10"," 9.29"
"511",2002,"RO","Deputado Estadual",24,"660.718","PPB","54.884",2,"0.08","0.08","0.89","0.95","0.94"," 4.75","12.10"," 9.29"
"512",2002,"RO","Deputado Estadual",24,"660.718","PPS","39.909",1,"0.06","0.04","0.89","0.95","0.94"," 4.75","12.10"," 9.29"
"513",2002,"RO","Deputado Estadual",24,"660.718","PSB","42.392",1,"0.06","0.04","0.89","0.95","0.94"," 4.75","12.10"," 9.29"
"514",2002,"RO","Deputado Estadual",24,"660.718","PSDB","65.870",3,"0.10","0.12","0.89","0.95","0.94"," 4.75","12.10"," 9.29"
"515",2002,"RO","Deputado Estadual",24,"660.718","PSL","17.240",1,"0.03","0.04","0.89","0.95","0.94"," 4.75","12.10"," 9.29"
"516",2002,"RO","Deputado Estadual",24,"660.718","PT","84.633",4,"0.13","0.17","0.89","0.95","0.94"," 4.75","12.10"," 9.29"
"517",2002,"RO","Deputado Estadual",24,"660.718","PTB","52.141",2,"0.08","0.08","0.89","0.95","0.94"," 4.75","12.10"," 9.29"
"518",2002,"RR","Deputado Estadual",24,"170.922","PAN","7.183",1,"0.04","0.04","0.92","0.97","0.94"," 6.23","18.46","12.52"
"519",2002,"RR","Deputado Estadual",24,"170.922","PDT","9.602",1,"0.06","0.04","0.92","0.97","0.94"," 6.23","18.46","12.52"
"520",2002,"RR","Deputado Estadual",24,"170.922","PFL","15.317",2,"0.09","0.08","0.92","0.97","0.94"," 6.23","18.46","12.52"
"521",2002,"RR","Deputado Estadual",24,"170.922","PMDB","10.895",1,"0.06","0.04","0.92","0.97","0.94"," 6.23","18.46","12.52"
"522",2002,"RR","Deputado Estadual",24,"170.922","PPB","7.212",1,"0.04","0.04","0.92","0.97","0.94"," 6.23","18.46","12.52"
"523",2002,"RR","Deputado Estadual",24,"170.922","PPS","6.625",1,"0.04","0.04","0.92","0.97","0.94"," 6.23","18.46","12.52"
"524",2002,"RR","Deputado Estadual",24,"170.922","PRP","4.625",1,"0.03","0.04","0.92","0.97","0.94"," 6.23","18.46","12.52"
"525",2002,"RR","Deputado Estadual",24,"170.922","PSB","4.184",1,"0.02","0.04","0.92","0.97","0.94"," 6.23","18.46","12.52"
"526",2002,"RR","Deputado Estadual",24,"170.922","PSD","10.974",2,"0.06","0.08","0.92","0.97","0.94"," 6.23","18.46","12.52"
"527",2002,"RR","Deputado Estadual",24,"170.922","PSDB","18.795",3,"0.11","0.12","0.92","0.97","0.94"," 6.23","18.46","12.52"
"528",2002,"RR","Deputado Estadual",24,"170.922","PSL","14.011",3,"0.08","0.12","0.92","0.97","0.94"," 6.23","18.46","12.52"
"529",2002,"RR","Deputado Estadual",24,"170.922","PST","12.379",2,"0.07","0.08","0.92","0.97","0.94"," 6.23","18.46","12.52"
"530",2002,"RR","Deputado Estadual",24,"170.922","PT","3.652",1,"0.02","0.04","0.92","0.97","0.94"," 6.23","18.46","12.52"
"531",2002,"RR","Deputado Estadual",24,"170.922","PTB","9.183",2,"0.05","0.08","0.92","0.97","0.94"," 6.23","18.46","12.52"
"532",2002,"RR","Deputado Estadual",24,"170.922","PTN","5.430",2,"0.03","0.08","0.92","0.97","0.94"," 6.23","18.46","12.52"
"533",2002,"RS","Deputado Estadual",55,"5.950.259","PC do B","95.453",1,"0.02","0.02","0.85","0.92","0.93"," 2.94"," 7.54"," 6.59"
"534",2002,"RS","Deputado Estadual",55,"5.950.259","PDT","686.863",7,"0.12","0.13","0.85","0.92","0.93"," 2.94"," 7.54"," 6.59"
"535",2002,"RS","Deputado Estadual",55,"5.950.259","PFL","217.073",1,"0.04","0.02","0.85","0.92","0.93"," 2.94"," 7.54"," 6.59"
"536",2002,"RS","Deputado Estadual",55,"5.950.259","PMDB","858.419",9,"0.14","0.16","0.85","0.92","0.93"," 2.94"," 7.54"," 6.59"
"537",2002,"RS","Deputado Estadual",55,"5.950.259","PPB","972.096",10,"0.16","0.18","0.85","0.92","0.93"," 2.94"," 7.54"," 6.59"
"538",2002,"RS","Deputado Estadual",55,"5.950.259","PPS","242.959",3,"0.04","0.05","0.85","0.92","0.93"," 2.94"," 7.54"," 6.59"
"539",2002,"RS","Deputado Estadual",55,"5.950.259","PSB","245.848",2,"0.04","0.04","0.85","0.92","0.93"," 2.94"," 7.54"," 6.59"
"540",2002,"RS","Deputado Estadual",55,"5.950.259","PSDB","388.550",3,"0.07","0.05","0.85","0.92","0.93"," 2.94"," 7.54"," 6.59"
"541",2002,"RS","Deputado Estadual",55,"5.950.259","PT","1.326.796",13,"0.22","0.24","0.85","0.92","0.93"," 2.94"," 7.54"," 6.59"
"542",2002,"RS","Deputado Estadual",55,"5.950.259","PTB","676.162",6,"0.11","0.11","0.85","0.92","0.93"," 2.94"," 7.54"," 6.59"
"543",2002,"SC","Deputado Estadual",40,"3.102.309","PFL","591.904",8,"0.19","0.20","0.81","0.88","0.92"," 2.79"," 6.03"," 5.19"
"544",2002,"SC","Deputado Estadual",40,"3.102.309","PL","58.792",1,"0.02","0.02","0.81","0.88","0.92"," 2.79"," 6.03"," 5.19"
"545",2002,"SC","Deputado Estadual",40,"3.102.309","PMDB","544.823",7,"0.18","0.18","0.81","0.88","0.92"," 2.79"," 6.03"," 5.19"
"546",2002,"SC","Deputado Estadual",40,"3.102.309","PPB","686.164",10,"0.22","0.25","0.81","0.88","0.92"," 2.79"," 6.03"," 5.19"
"547",2002,"SC","Deputado Estadual",40,"3.102.309","PSDB","215.597",3,"0.07","0.08","0.81","0.88","0.92"," 2.79"," 6.03"," 5.19"
"548",2002,"SC","Deputado Estadual",40,"3.102.309","PT","647.083",9,"0.21","0.22","0.81","0.88","0.92"," 2.79"," 6.03"," 5.19"
"549",2002,"SC","Deputado Estadual",40,"3.102.309","PTB","100.885",2,"0.03","0.05","0.81","0.88","0.92"," 2.79"," 6.03"," 5.19"
"550",2002,"SE","Deputado Estadual",24,"876.324","PDT","64.816",3,"0.07","0.12","0.90","0.95","0.94"," 9.80","10.87"," 9.60"
"551",2002,"SE","Deputado Estadual",24,"876.324","PFL","163.522",3,"0.19","0.12","0.90","0.95","0.94"," 9.80","10.87"," 9.60"
"552",2002,"SE","Deputado Estadual",24,"876.324","PL","40.343",2,"0.05","0.08","0.90","0.95","0.94"," 9.80","10.87"," 9.60"
"553",2002,"SE","Deputado Estadual",24,"876.324","PMDB","79.700",3,"0.09","0.12","0.90","0.95","0.94"," 9.80","10.87"," 9.60"
"554",2002,"SE","Deputado Estadual",24,"876.324","PMN","64.700",3,"0.07","0.12","0.90","0.95","0.94"," 9.80","10.87"," 9.60"
"555",2002,"SE","Deputado Estadual",24,"876.324","PPB","20.526",1,"0.02","0.04","0.90","0.95","0.94"," 9.80","10.87"," 9.60"
"556",2002,"SE","Deputado Estadual",24,"876.324","PPS","73.371",3,"0.08","0.12","0.90","0.95","0.94"," 9.80","10.87"," 9.60"
"557",2002,"SE","Deputado Estadual",24,"876.324","PSB","44.764",1,"0.05","0.04","0.90","0.95","0.94"," 9.80","10.87"," 9.60"
"558",2002,"SE","Deputado Estadual",24,"876.324","PSC","45.626",2,"0.05","0.08","0.90","0.95","0.94"," 9.80","10.87"," 9.60"
"559",2002,"SE","Deputado Estadual",24,"876.324","PSDB","97.186",2,"0.11","0.08","0.90","0.95","0.94"," 9.80","10.87"," 9.60"
"560",2002,"SE","Deputado Estadual",24,"876.324","PT","90.417",1,"0.10","0.04","0.90","0.95","0.94"," 9.80","10.87"," 9.60"
"561",2002,"SP","Deputado Estadual",94,"19.584.946","PC do B","233.848",2,"0.01","0.02","0.87","0.95","0.92"," 1.79"," 8.34"," 7.97"
"562",2002,"SP","Deputado Estadual",94,"19.584.946","PDT","836.966",4,"0.04","0.04","0.87","0.95","0.92"," 1.79"," 8.34"," 7.97"
"563",2002,"SP","Deputado Estadual",94,"19.584.946","PFL","1.161.399",6,"0.06","0.06","0.87","0.95","0.92"," 1.79"," 8.34"," 7.97"
"564",2002,"SP","Deputado Estadual",94,"19.584.946","PGT","180.836",1,"0.01","0.01","0.87","0.95","0.92"," 1.79"," 8.34"," 7.97"
"565",2002,"SP","Deputado Estadual",94,"19.584.946","PL","670.765",2,"0.03","0.02","0.87","0.95","0.92"," 1.79"," 8.34"," 7.97"
"566",2002,"SP","Deputado Estadual",94,"19.584.946","PMDB","861.166",4,"0.04","0.04","0.87","0.95","0.92"," 1.79"," 8.34"," 7.97"
"567",2002,"SP","Deputado Estadual",94,"19.584.946","PPB","1.188.635",7,"0.06","0.07","0.87","0.95","0.92"," 1.79"," 8.34"," 7.97"
"568",2002,"SP","Deputado Estadual",94,"19.584.946","PPS","1.52.379",5,"0.05","0.05","0.87","0.95","0.92"," 1.79"," 8.34"," 7.97"
"569",2002,"SP","Deputado Estadual",94,"19.584.946","PRONA","890.380",4,"0.05","0.04","0.87","0.95","0.92"," 1.79"," 8.34"," 7.97"
"570",2002,"SP","Deputado Estadual",94,"19.584.946","PRP","113.088",1,"0.01","0.01","0.87","0.95","0.92"," 1.79"," 8.34"," 7.97"
"571",2002,"SP","Deputado Estadual",94,"19.584.946","PSB","1.181.486",6,"0.06","0.06","0.87","0.95","0.92"," 1.79"," 8.34"," 7.97"
"572",2002,"SP","Deputado Estadual",94,"19.584.946","PSDB","3.650.539",18,"0.19","0.19","0.87","0.95","0.92"," 1.79"," 8.34"," 7.97"
"573",2002,"SP","Deputado Estadual",94,"19.584.946","PT","4.711.843",23,"0.24","0.24","0.87","0.95","0.92"," 1.79"," 8.34"," 7.97"
"574",2002,"SP","Deputado Estadual",94,"19.584.946","PTB","1.182.627",5,"0.06","0.05","0.87","0.95","0.92"," 1.79"," 8.34"," 7.97"
"575",2002,"SP","Deputado Estadual",94,"19.584.946","PTN","96.197",1,"0.00","0.01","0.87","0.95","0.92"," 1.79"," 8.34"," 7.97"
"576",2002,"SP","Deputado Estadual",94,"19.584.946","PV","1.13.064",5,"0.05","0.05","0.87","0.95","0.92"," 1.79"," 8.34"," 7.97"
"577",2002,"TO","Deputado Estadual",24,"593.139","PFL","170.531",7,"0.29","0.29","0.82","0.91","0.90"," 5.05"," 6.81"," 5.54"
"578",2002,"TO","Deputado Estadual",24,"593.139","PL","27.197",1,"0.05","0.04","0.82","0.91","0.90"," 5.05"," 6.81"," 5.54"
"579",2002,"TO","Deputado Estadual",24,"593.139","PMDB","86.698",4,"0.15","0.17","0.82","0.91","0.90"," 5.05"," 6.81"," 5.54"
"580",2002,"TO","Deputado Estadual",24,"593.139","PPB","74.438",4,"0.13","0.17","0.82","0.91","0.90"," 5.05"," 6.81"," 5.54"
"581",2002,"TO","Deputado Estadual",24,"593.139","PPS","27.981",1,"0.05","0.04","0.82","0.91","0.90"," 5.05"," 6.81"," 5.54"
"582",2002,"TO","Deputado Estadual",24,"593.139","PSDB","70.462",4,"0.12","0.17","0.82","0.91","0.90"," 5.05"," 6.81"," 5.54"
"583",2002,"TO","Deputado Estadual",24,"593.139","PT","36.690",1,"0.06","0.04","0.82","0.91","0.90"," 5.05"," 6.81"," 5.54"
"584",2002,"TO","Deputado Estadual",24,"593.139","PTB","40.707",2,"0.07","0.08","0.82","0.91","0.90"," 5.05"," 6.81"," 5.54"
"585",2006,"AC","Deputado Estadual",24,"322.706","PC do B","14.487",2,"0.04","0.08","0.86","0.95","0.90"," 6.69","10.48"," 7.02"
"586",2006,"AC","Deputado Estadual",24,"322.706","PDT","14.953",1,"0.05","0.04","0.86","0.95","0.90"," 6.69","10.48"," 7.02"
"587",2006,"AC","Deputado Estadual",24,"322.706","PMDB","28.714",2,"0.09","0.08","0.86","0.95","0.90"," 6.69","10.48"," 7.02"
"588",2006,"AC","Deputado Estadual",24,"322.706","PMN","13.912",2,"0.04","0.08","0.86","0.95","0.90"," 6.69","10.48"," 7.02"
"589",2006,"AC","Deputado Estadual",24,"322.706","PP","18.354",1,"0.06","0.04","0.86","0.95","0.90"," 6.69","10.48"," 7.02"
"590",2006,"AC","Deputado Estadual",24,"322.706","PPS","33.808",3,"0.10","0.12","0.86","0.95","0.90"," 6.69","10.48"," 7.02"
"591",2006,"AC","Deputado Estadual",24,"322.706","PSB","31.254",2,"0.10","0.08","0.86","0.95","0.90"," 6.69","10.48"," 7.02"
"592",2006,"AC","Deputado Estadual",24,"322.706","PSDB","20.109",2,"0.06","0.08","0.86","0.95","0.90"," 6.69","10.48"," 7.02"
"593",2006,"AC","Deputado Estadual",24,"322.706","PT","74.234",7,"0.23","0.29","0.86","0.95","0.90"," 6.69","10.48"," 7.02"
"594",2006,"AC","Deputado Estadual",24,"322.706","PT do B","6.341",1,"0.02","0.04","0.86","0.95","0.90"," 6.69","10.48"," 7.02"
"595",2006,"AC","Deputado Estadual",24,"322.706","PTN","8.322",1,"0.03","0.04","0.86","0.95","0.90"," 6.69","10.48"," 7.02"
"596",2006,"AL","Deputado Estadual",27,"1.391.216","PDT","41.482",1,"0.03","0.04","0.77","0.94","0.81"," 6.65"," 5.51"," 4.31"
"597",2006,"AL","Deputado Estadual",27,"1.391.216","PFL","121.445",1,"0.09","0.04","0.77","0.94","0.81"," 6.65"," 5.51"," 4.31"
"598",2006,"AL","Deputado Estadual",27,"1.391.216","PMDB","56.379",1,"0.04","0.04","0.77","0.94","0.81"," 6.65"," 5.51"," 4.31"
"599",2006,"AL","Deputado Estadual",27,"1.391.216","PMN","532.781",12,"0.38","0.44","0.77","0.94","0.81"," 6.65"," 5.51"," 4.31"
"600",2006,"AL","Deputado Estadual",27,"1.391.216","PPS","36.031",1,"0.03","0.04","0.77","0.94","0.81"," 6.65"," 5.51"," 4.31"
"601",2006,"AL","Deputado Estadual",27,"1.391.216","PRONA","62.401",1,"0.04","0.04","0.77","0.94","0.81"," 6.65"," 5.51"," 4.31"
"602",2006,"AL","Deputado Estadual",27,"1.391.216","PSB","108.194",2,"0.08","0.07","0.77","0.94","0.81"," 6.65"," 5.51"," 4.31"
"603",2006,"AL","Deputado Estadual",27,"1.391.216","PSDB","96.131",2,"0.07","0.07","0.77","0.94","0.81"," 6.65"," 5.51"," 4.31"
"604",2006,"AL","Deputado Estadual",27,"1.391.216","PT","45.717",2,"0.03","0.07","0.77","0.94","0.81"," 6.65"," 5.51"," 4.31"
"605",2006,"AL","Deputado Estadual",27,"1.391.216","PT do B","119.219",2,"0.09","0.07","0.77","0.94","0.81"," 6.65"," 5.51"," 4.31"
"606",2006,"AL","Deputado Estadual",27,"1.391.216","PTB","74.693",2,"0.05","0.07","0.77","0.94","0.81"," 6.65"," 5.51"," 4.31"
"607",2006,"AM","Deputado Estadual",24,"1.400.905","PAN","96.408",2,"0.07","0.08","0.92","0.98","0.94"," 3.97","14.24","12.00"
"608",2006,"AM","Deputado Estadual",24,"1.400.905","PC do B","28.777",1,"0.02","0.04","0.92","0.98","0.94"," 3.97","14.24","12.00"
"609",2006,"AM","Deputado Estadual",24,"1.400.905","PFL","91.151",2,"0.07","0.08","0.92","0.98","0.94"," 3.97","14.24","12.00"
"610",2006,"AM","Deputado Estadual",24,"1.400.905","PHS","59.487",1,"0.04","0.04","0.92","0.98","0.94"," 3.97","14.24","12.00"
"611",2006,"AM","Deputado Estadual",24,"1.400.905","PL","46.192",1,"0.03","0.04","0.92","0.98","0.94"," 3.97","14.24","12.00"
"612",2006,"AM","Deputado Estadual",24,"1.400.905","PMDB","227.736",4,"0.16","0.17","0.92","0.98","0.94"," 3.97","14.24","12.00"
"613",2006,"AM","Deputado Estadual",24,"1.400.905","PMN","113.472",2,"0.08","0.08","0.92","0.98","0.94"," 3.97","14.24","12.00"
"614",2006,"AM","Deputado Estadual",24,"1.400.905","PP","135.056",3,"0.10","0.12","0.92","0.98","0.94"," 3.97","14.24","12.00"
"615",2006,"AM","Deputado Estadual",24,"1.400.905","PPS","49.078",1,"0.04","0.04","0.92","0.98","0.94"," 3.97","14.24","12.00"
"616",2006,"AM","Deputado Estadual",24,"1.400.905","PRONA","41.676",1,"0.03","0.04","0.92","0.98","0.94"," 3.97","14.24","12.00"
"617",2006,"AM","Deputado Estadual",24,"1.400.905","PRP","39.294",1,"0.03","0.04","0.92","0.98","0.94"," 3.97","14.24","12.00"
"618",2006,"AM","Deputado Estadual",24,"1.400.905","PRTB","40.402",1,"0.03","0.04","0.92","0.98","0.94"," 3.97","14.24","12.00"
"619",2006,"AM","Deputado Estadual",24,"1.400.905","PSB","72.253",1,"0.05","0.04","0.92","0.98","0.94"," 3.97","14.24","12.00"
"620",2006,"AM","Deputado Estadual",24,"1.400.905","PT","75.841",1,"0.05","0.04","0.92","0.98","0.94"," 3.97","14.24","12.00"
"621",2006,"AM","Deputado Estadual",24,"1.400.905","PTB","72.930",1,"0.05","0.04","0.92","0.98","0.94"," 3.97","14.24","12.00"
"622",2006,"AM","Deputado Estadual",24,"1.400.905","PV","84.346",1,"0.06","0.04","0.92","0.98","0.94"," 3.97","14.24","12.00"
"623",2006,"AP","Deputado Estadual",24,"301.806","PCB","10.585",1,"0.04","0.04","0.91","0.97","0.94"," 5.40","14.92","11.52"
"624",2006,"AP","Deputado Estadual",24,"301.806","PDT","35.119",3,"0.12","0.12","0.91","0.97","0.94"," 5.40","14.92","11.52"
"625",2006,"AP","Deputado Estadual",24,"301.806","PFL","24.749",2,"0.08","0.08","0.91","0.97","0.94"," 5.40","14.92","11.52"
"626",2006,"AP","Deputado Estadual",24,"301.806","PL","9.971",1,"0.03","0.04","0.91","0.97","0.94"," 5.40","14.92","11.52"
"627",2006,"AP","Deputado Estadual",24,"301.806","PMDB","31.381",3,"0.10","0.12","0.91","0.97","0.94"," 5.40","14.92","11.52"
"628",2006,"AP","Deputado Estadual",24,"301.806","PMN","9.044",1,"0.03","0.04","0.91","0.97","0.94"," 5.40","14.92","11.52"
"629",2006,"AP","Deputado Estadual",24,"301.806","PSB","28.962",2,"0.10","0.08","0.91","0.97","0.94"," 5.40","14.92","11.52"
"630",2006,"AP","Deputado Estadual",24,"301.806","PSC","18.723",1,"0.06","0.04","0.91","0.97","0.94"," 5.40","14.92","11.52"
"631",2006,"AP","Deputado Estadual",24,"301.806","PSDB","26.519",2,"0.09","0.08","0.91","0.97","0.94"," 5.40","14.92","11.52"
"632",2006,"AP","Deputado Estadual",24,"301.806","PSL","10.170",1,"0.03","0.04","0.91","0.97","0.94"," 5.40","14.92","11.52"
"633",2006,"AP","Deputado Estadual",24,"301.806","PT","14.964",1,"0.05","0.04","0.91","0.97","0.94"," 5.40","14.92","11.52"
"634",2006,"AP","Deputado Estadual",24,"301.806","PT do B","21.795",3,"0.07","0.12","0.91","0.97","0.94"," 5.40","14.92","11.52"
"635",2006,"AP","Deputado Estadual",24,"301.806","PTB","10.166",1,"0.03","0.04","0.91","0.97","0.94"," 5.40","14.92","11.52"
"636",2006,"AP","Deputado Estadual",24,"301.806","PV","13.529",2,"0.04","0.08","0.91","0.97","0.94"," 5.40","14.92","11.52"
"637",2006,"BA","Deputado Estadual",63,"6.534.812","PC do B","248.543",3,"0.04","0.05","0.88","0.95","0.92"," 4.02"," 8.53"," 8.08"
"638",2006,"BA","Deputado Estadual",63,"6.534.812","PDT","434.625",3,"0.07","0.05","0.88","0.95","0.92"," 4.02"," 8.53"," 8.08"
"639",2006,"BA","Deputado Estadual",63,"6.534.812","PFL","1.661.184",16,"0.25","0.25","0.88","0.95","0.92"," 4.02"," 8.53"," 8.08"
"640",2006,"BA","Deputado Estadual",63,"6.534.812","PL","476.278",5,"0.07","0.08","0.88","0.95","0.92"," 4.02"," 8.53"," 8.08"
"641",2006,"BA","Deputado Estadual",63,"6.534.812","PMDB","386.854",6,"0.06","0.10","0.88","0.95","0.92"," 4.02"," 8.53"," 8.08"
"642",2006,"BA","Deputado Estadual",63,"6.534.812","PMN","48.243",1,"0.01","0.02","0.88","0.95","0.92"," 4.02"," 8.53"," 8.08"
"643",2006,"BA","Deputado Estadual",63,"6.534.812","PP","421.655",5,"0.06","0.08","0.88","0.95","0.92"," 4.02"," 8.53"," 8.08"
"644",2006,"BA","Deputado Estadual",63,"6.534.812","PRP","221.416",3,"0.03","0.05","0.88","0.95","0.92"," 4.02"," 8.53"," 8.08"
"645",2006,"BA","Deputado Estadual",63,"6.534.812","PRTB","79.036",2,"0.01","0.03","0.88","0.95","0.92"," 4.02"," 8.53"," 8.08"
"646",2006,"BA","Deputado Estadual",63,"6.534.812","PSB","152.387",1,"0.02","0.02","0.88","0.95","0.92"," 4.02"," 8.53"," 8.08"
"647",2006,"BA","Deputado Estadual",63,"6.534.812","PSC","170.945",2,"0.03","0.03","0.88","0.95","0.92"," 4.02"," 8.53"," 8.08"
"648",2006,"BA","Deputado Estadual",63,"6.534.812","PSDB","314.454",3,"0.05","0.05","0.88","0.95","0.92"," 4.02"," 8.53"," 8.08"
"649",2006,"BA","Deputado Estadual",63,"6.534.812","PSL","188.082",1,"0.03","0.02","0.88","0.95","0.92"," 4.02"," 8.53"," 8.08"
"650",2006,"BA","Deputado Estadual",63,"6.534.812","PT","1.72.022",10,"0.16","0.16","0.88","0.95","0.92"," 4.02"," 8.53"," 8.08"
"651",2006,"BA","Deputado Estadual",63,"6.534.812","PT do B","205.475",1,"0.03","0.02","0.88","0.95","0.92"," 4.02"," 8.53"," 8.08"
"652",2006,"BA","Deputado Estadual",63,"6.534.812","PTN","59.736",1,"0.01","0.02","0.88","0.95","0.92"," 4.02"," 8.53"," 8.08"
"653",2006,"CE","Deputado Estadual",46,"4.115.623","PAN","135.307",1,"0.03","0.02","0.83","0.94","0.88"," 4.46"," 7.13"," 5.72"
"654",2006,"CE","Deputado Estadual",46,"4.115.623","PC do B","135.303",1,"0.03","0.02","0.83","0.94","0.88"," 4.46"," 7.13"," 5.72"
"655",2006,"CE","Deputado Estadual",46,"4.115.623","PDT","161.159",2,"0.04","0.04","0.83","0.94","0.88"," 4.46"," 7.13"," 5.72"
"656",2006,"CE","Deputado Estadual",46,"4.115.623","PFL","98.549",1,"0.02","0.02","0.83","0.94","0.88"," 4.46"," 7.13"," 5.72"
"657",2006,"CE","Deputado Estadual",46,"4.115.623","PHS","169.980",2,"0.04","0.04","0.83","0.94","0.88"," 4.46"," 7.13"," 5.72"
"658",2006,"CE","Deputado Estadual",46,"4.115.623","PMDB","510.082",7,"0.12","0.15","0.83","0.94","0.88"," 4.46"," 7.13"," 5.72"
"659",2006,"CE","Deputado Estadual",46,"4.115.623","PSB","592.331",8,"0.14","0.17","0.83","0.94","0.88"," 4.46"," 7.13"," 5.72"
"660",2006,"CE","Deputado Estadual",46,"4.115.623","PSDB","1.205.786",15,"0.29","0.33","0.83","0.94","0.88"," 4.46"," 7.13"," 5.72"
"661",2006,"CE","Deputado Estadual",46,"4.115.623","PSDC","185.144",2,"0.04","0.04","0.83","0.94","0.88"," 4.46"," 7.13"," 5.72"
"662",2006,"CE","Deputado Estadual",46,"4.115.623","PSL","203.525",2,"0.05","0.04","0.83","0.94","0.88"," 4.46"," 7.13"," 5.72"
"663",2006,"CE","Deputado Estadual",46,"4.115.623","PT","352.175",3,"0.09","0.07","0.83","0.94","0.88"," 4.46"," 7.13"," 5.72"
"664",2006,"CE","Deputado Estadual",46,"4.115.623","PV","90.481",2,"0.02","0.04","0.83","0.94","0.88"," 4.46"," 7.13"," 5.72"
"665",2006,"ES","Deputado Estadual",30,"1.797.056","PAN","95.646",2,"0.05","0.07","0.91","0.96","0.94"," 6.27","13.08","10.71"
"666",2006,"ES","Deputado Estadual",30,"1.797.056","PDT","244.291",4,"0.14","0.13","0.91","0.96","0.94"," 6.27","13.08","10.71"
"667",2006,"ES","Deputado Estadual",30,"1.797.056","PFL","125.517",3,"0.07","0.10","0.91","0.96","0.94"," 6.27","13.08","10.71"
