"","Ano da eleição","UF","Turno","Cargo","Quantidade de abstenções","Quantidade de votos brancos","Quantidade de votos nulos","Quantidade de eleitores aptos","Alienação absoluta","Alienação percentual"
"875",2018,"GO",1,"Presidente","899.468","81.276","208.869","4.454.402","1.189.613","26,71"
"876",2018,"GO",1,"Senador","899.328","560.309","1.14.949","4.453.034","2.474.586","55,57"
"877",2018,"GO",2,"Presidente","962.605","59.568","189.457","4.454.429","1.211.630","27,2"
"878",2018,"MA",1,"Deputado Estadual","931.519","139.441","134.837","4.536.193","1.205.797","26,58"
"879",2018,"MA",1,"Deputado Federal","931.519","157.939","145.474","4.536.193","1.234.932","27,22"
"880",2018,"MA",1,"Governador","931.517","104.007","350.759","4.536.193","1.386.283","30,56"
"881",2018,"MA",1,"Presidente","931.638","60.409","177.960","4.536.954","1.170.007","25,79"
"882",2018,"MA",1,"Senador","931.517","565.192","940.034","4.536.193","2.436.743","53,72"
"883",2018,"MA",2,"Presidente","1.59.456","42.274","119.765","4.536.973","1.221.495","26,92"
"884",2018,"MG",1,"Deputado Estadual","3.483.956","822.231","1.207.933","15.695.210","5.514.120","35,13"
"885",2018,"MG",1,"Deputado Federal","3.483.956","848.282","1.249.027","15.695.210","5.581.265","35,56"
"886",2018,"MG",1,"Governador","3.483.956","797.534","1.722.385","15.695.210","6.3.875","38,25"
"887",2018,"MG",1,"Presidente","3.484.274","381.959","845.008","15.698.955","4.711.241","30,01"
"888",2018,"MG",1,"Senador","3.483.956","2.206.967","4.541.254","15.695.210","10.232.177","65,19"
"889",2018,"MG",2,"Governador","3.631.177","476.476","1.889.549","15.695.460","5.997.202","38,21"
"890",2018,"MG",2,"Presidente","3.631.561","309.049","1.275.394","15.699.063","5.216.004","33,22"
"891",2018,"MS",1,"Deputado Estadual","398.287","86.401","80.274","1.876.929","564.962","30,1"
"892",2018,"MS",1,"Deputado Federal","398.287","95.339","85.097","1.876.929","578.723","30,83"
"893",2018,"MS",1,"Governador","398.287","68.779","116.509","1.876.929","583.575","31,09"
"894",2018,"MS",1,"Presidente","398.397","30.951","51.412","1.877.705","480.760","25,6"
"895",2018,"MS",1,"Senador","398.287","242.899","376.942","1.876.929","1.18.128","54,24"
"896",2018,"MS",2,"Governador","427.646","38.745","116.897","1.877.020","583.288","31,08"
"897",2018,"MS",2,"Presidente","427.770","27.014","85.889","1.877.747","540.673","28,79"
"898",2018,"MT",1,"Deputado Estadual","572.006","93.543","106.522","2.329.374","772.071","33,14"
"899",2018,"MT",1,"Deputado Federal","572.006","115.183","125.792","2.329.374","812.981","34,9"
"900",2018,"MT",1,"Governador","572.006","96.484","229.370","2.329.374","897.860","38,55"
"901",2018,"MT",1,"Presidente","572.086","33.540","90.262","2.330.024","695.888","29,87"
"902",2018,"MT",1,"Senador","572.006","274.527","478.374","2.329.374","1.324.907","56,88"
"903",2018,"MT",2,"Presidente","611.134","23.071","60.981","2.330.011","695.186","29,84"
"904",2018,"PA",1,"Deputado Estadual","1.96.978","147.491","202.935","5.497.589","1.447.404","26,33"
"905",2018,"PA",1,"Deputado Federal","1.96.978","185.924","249.704","5.497.589","1.532.606","27,88"
"906",2018,"PA",1,"Governador","1.96.978","145.732","426.403","5.497.589","1.669.113","30,36"
"907",2018,"PA",1,"Presidente","1.97.143","70.590","188.473","5.498.941","1.356.206","24,66"
"908",2018,"PA",1,"Senador","1.96.978","528.388","1.96.248","5.497.589","2.721.614","49,51"
"909",2018,"PA",2,"Governador","1.280.584","81.232","404.458","5.497.638","1.766.274","32,13"
"910",2018,"PA",2,"Presidente","1.280.769","60.908","302.178","5.498.812","1.643.855","29,89"
"911",2018,"PB",1,"Deputado Estadual","431.016","136.764","225.134","2.866.493","792.914","27,66"
"912",2018,"PB",1,"Deputado Federal","431.016","164.626","270.937","2.866.493","866.579","30,23"
"913",2018,"PB",1,"Governador","431.016","113.634","397.288","2.866.493","941.938","32,86"
"914",2018,"PB",1,"Presidente","431.154","67.039","204.291","2.868.028","702.484","24,49"
"915",2018,"PB",1,"Senador","431.016","445.008","996.084","2.866.493","1.872.108","65,31"
"916",2018,"PB",2,"Presidente","460.754","36.933","136.900","2.868.023","634.587","22,13"
"917",2018,"PE",1,"Deputado Estadual","1.175.896","301.226","562.895","6.567.535","2.40.017","31,06"
"918",2018,"PE",1,"Deputado Federal","1.175.896","354.663","701.425","6.567.535","2.231.984","33,99"
"919",2018,"PE",1,"Governador","1.175.896","368.863","1.237.334","6.567.535","2.782.093","42,36"
"920",2018,"PE",1,"Presidente","1.176.076","153.557","514.413","6.569.262","1.844.046","28,07"
"921",2018,"PE",1,"Senador","1.175.896","1.180.640","2.942.712","6.567.535","5.299.248","80,69"
"922",2018,"PE",2,"Presidente","1.191.872","76.515","341.822","6.569.316","1.610.209","24,51"
"923",2018,"PI",1,"Deputado Estadual","372.423","67.747","108.596","2.370.010","548.766","23,15"
"924",2018,"PI",1,"Deputado Federal","372.423","78.267","123.988","2.370.010","574.678","24,25"
"925",2018,"PI",1,"Governador","372.423","63.237","197.505","2.370.010","633.165","26,72"
"926",2018,"PI",1,"Presidente","372.489","32.809","116.180","2.370.421","521.478","22"
"927",2018,"PI",1,"Senador","372.423","258.543","655.717","2.370.010","1.286.683","54,29"
"928",2018,"PI",2,"Presidente","423.451","20.914","86.849","2.370.422","531.214","22,41"
"929",2018,"PR",1,"Deputado Estadual","1.351.508","448.289","456.832","7.968.409","2.256.629","28,32"
"930",2018,"PR",1,"Deputado Federal","1.351.508","433.691","435.007","7.968.409","2.220.206","27,86"
"931",2018,"PR",1,"Governador","1.351.508","366.334","550.549","7.968.409","2.268.391","28,47"
"932",2018,"PR",1,"Presidente","1.351.843","165.991","308.785","7.972.308","1.826.619","22,91"
"933",2018,"PR",1,"Senador","1.351.508","1.248.770","1.848.095","7.968.409","4.448.373","55,83"
"934",2018,"PR",2,"Presidente","1.376.226","132.345","290.303","7.972.080","1.798.874","22,56"
"935",2018,"RJ",1,"Deputado Estadual","2.926.758","628.772","929.182","12.401.199","4.484.712","36,16"
"936",2018,"RJ",1,"Deputado Federal","2.926.758","633.446","955.817","12.401.199","4.516.021","36,42"
"937",2018,"RJ",1,"Governador","2.926.758","539.865","1.205.351","12.401.199","4.671.974","37,67"
"938",2018,"RJ",1,"Presidente","2.927.225","282.605","653.582","12.406.805","3.863.412","31,14"
"939",2018,"RJ",1,"Senador","2.926.758","1.689.111","3.261.171","12.401.199","7.877.040","63,52"
"940",2018,"RJ",2,"Governador","2.984.852","346.970","1.259.983","12.401.560","4.591.805","37,03"
"941",2018,"RJ",2,"Presidente","2.985.349","219.829","859.238","12.406.861","4.64.416","32,76"
"942",2018,"RN",1,"Deputado Estadual","406.098","88.645","184.168","2.372.548","678.911","28,62"
"943",2018,"RN",1,"Deputado Federal","406.098","109.541","230.692","2.372.548","746.331","31,46"
"944",2018,"RN",1,"Governador","406.098","86.111","259.795","2.372.548","752.004","31,7"
"945",2018,"RN",1,"Presidente","406.222","44.605","130.877","2.373.957","581.704","24,5"
"946",2018,"RN",1,"Senador","406.098","264.393","745.686","2.372.548","1.416.177","59,69"
"947",2018,"RN",2,"Governador","430.383","34.072","132.179","2.372.579","596.634","25,15"
"948",2018,"RN",2,"Presidente","430.545","29.990","129.752","2.373.876","590.287","24,87"
"949",2018,"RO",1,"Deputado Estadual","262.219","34.493","42.634","1.175.133","339.346","28,88"
"950",2018,"RO",1,"Deputado Federal","262.219","43.183","50.894","1.175.133","356.296","30,32"
"951",2018,"RO",1,"Governador","262.219","36.867","72.821","1.175.133","371.907","31,65"
"952",2018,"RO",1,"Presidente","262.277","15.329","33.110","1.175.617","310.716","26,43"
"953",2018,"RO",1,"Senador","262.219","125.915","228.105","1.175.133","616.239","52,44"
"954",2018,"RO",2,"Governador","293.339","21.123","61.491","1.175.173","375.953","31,99"
"955",2018,"RO",2,"Presidente","293.413","13.856","44.054","1.175.634","351.323","29,88"
"956",2018,"RR",1,"Deputado Estadual","46.399","3.900","5.712","333.153","56.011","16,81"
"957",2018,"RR",1,"Deputado Federal","46.399","6.160","7.306","333.153","59.865","17,97"
"958",2018,"RR",1,"Governador","46.399","4.382","13.927","333.153","64.708","19,42"
"959",2018,"RR",1,"Presidente","46.441","2.833","7.529","333.591","56.803","17,03"
"960",2018,"RR",1,"Senador","46.399","21.366","46.066","333.153","113.831","34,17"
"961",2018,"RR",2,"Governador","62.851","3.232","10.982","333.166","77.065","23,13"
"962",2018,"RR",2,"Presidente","62.925","3.700","10.811","333.576","77.436","23,21"
"963",2018,"RS",1,"Deputado Estadual","1.514.852","581.380","368.241","8.350.718","2.464.473","29,51"
"964",2018,"RS",1,"Deputado Federal","1.514.852","596.391","377.423","8.350.718","2.488.666","29,8"
"965",2018,"RS",1,"Governador","1.514.852","404.550","460.182","8.350.718","2.379.584","28,5"
"966",2018,"RS",1,"Presidente","1.515.109","235.396","230.716","8.353.657","1.981.221","23,72"
"967",2018,"RS",1,"Senador","1.514.852","1.547.540","1.550.299","8.350.718","4.612.691","55,24"
"968",2018,"RS",2,"Governador","1.576.087","298.456","642.495","8.350.956","2.517.038","30,14"
"969",2018,"RS",2,"Presidente","1.576.396","208.909","411.601","8.353.814","2.196.906","26,3"
"970",2018,"SC",1,"Deputado Estadual","826.754","268.999","289.759","5.68.421","1.385.512","27,34"
"971",2018,"SC",1,"Deputado Federal","826.754","301.690","319.534","5.68.421","1.447.978","28,57"
"972",2018,"SC",1,"Governador","826.754","260.484","375.916","5.68.421","1.463.154","28,87"
"973",2018,"SC",1,"Presidente","827.201","103.220","187.275","5.73.479","1.117.696","22,03"
"974",2018,"SC",1,"Senador","826.754","772.905","1.172.937","5.68.421","2.772.596","54,7"
"975",2018,"SC",2,"Governador","855.040","151.683","342.415","5.68.559","1.349.138","26,62"
"976",2018,"SC",2,"Presidente","855.612","88.680","221.888","5.73.146","1.166.180","22,99"
"977",2018,"SE",1,"Deputado Estadual","296.770","60.607","127.446","1.576.352","484.823","30,76"
"978",2018,"SE",1,"Deputado Federal","296.770","72.049","153.377","1.576.352","522.196","33,13"
"979",2018,"SE",1,"Governador","296.770","63.994","228.303","1.576.352","589.067","37,37"
"980",2018,"SE",1,"Presidente","296.823","32.124","107.796","1.577.123","436.743","27,69"
"981",2018,"SE",1,"Senador","296.770","191.720","539.360","1.576.352","1.27.850","65,2"
"982",2018,"SE",2,"Governador","312.355","34.855","179.998","1.576.420","527.208","33,44"
"983",2018,"SE",2,"Presidente","312.437","21.087","119.746","1.577.191","453.270","28,74"
"984",2018,"SP",1,"Deputado Estadual","7.111.052","2.137.781","2.782.946","33.32.372","12.31.779","36,42"
"985",2018,"SP",1,"Deputado Federal","7.111.052","1.952.806","2.670.041","33.32.372","11.733.899","35,52"
"986",2018,"SP",1,"Governador","7.111.052","1.801.747","3.542.566","33.32.372","12.455.365","37,71"
"987",2018,"SP",1,"Presidente","7.111.796","837.211","1.740.759","33.42.545","9.689.766","29,33"
"988",2018,"SP",1,"Senador","7.111.052","5.599.960","10.925.931","33.32.372","23.636.943","71,56"
"989",2018,"SP",2,"Governador","7.195.323","1.54.978","3.543.394","33.32.785","11.793.695","35,7"
"990",2018,"SP",2,"Presidente","7.196.426","746.949","2.581.039","33.42.569","10.524.414","31,85"
"991",2018,"TO",1,"Deputado Estadual","207.540","19.634","62.862","1.38.754","290.036","27,92"
"992",2018,"TO",1,"Deputado Federal","207.540","27.259","86.487","1.38.754","321.286","30,93"
"993",2018,"TO",1,"Governador","207.540","14.389","112.022","1.38.754","333.951","32,15"
"994",2018,"TO",1,"Presidente","207.589","8.915","65.924","1.39.188","282.428","27,18"
"995",2018,"TO",1,"Senador","207.540","76.167","311.558","1.38.754","595.265","57,31"
"996",2018,"TO",2,"Presidente","258.102","7.688","45.111","1.39.178","310.901","29,92"
"997",2018,"ZZ",1,"Presidente","296.575","5.042","4.334","498.810","305.951","61,34"
"998",2018,"ZZ",2,"Presidente","298.184","7.233","8.500","498.817","313.917","62,93"
