"","ANO_ELEICAO","UF","SIGLA_PARTIDO","VOT_PART_UF"
"812",2002,"ES","PSC",65731
"813",2002,"ES","PSD",1113
"814",2002,"ES","PSDB",230950
"815",2002,"ES","PSDC",156
"816",2002,"ES","PSL",3571
"817",2002,"ES","PST",1037
"818",2002,"ES","PT",181075
"819",2002,"ES","PT do B",210
"820",2002,"ES","PTB",158355
"821",2002,"ES","PTC",1873
"822",2002,"ES","PTN",1710
"823",2002,"ES","PV",6033
"824",2002,"GO","PAN",2020
"825",2002,"GO","PC do B",71411
"826",2002,"GO","PCB",2825
"827",2002,"GO","PCO",202
"828",2002,"GO","PDT",45118
"829",2002,"GO","PFL",350221
"830",2002,"GO","PGT",2364
"831",2002,"GO","PL",10752
"832",2002,"GO","PMDB",566571
"833",2002,"GO","PMN",1268
"834",2002,"GO","PPB",374890
"835",2002,"GO","PPS",20118
"836",2002,"GO","PRP",20378
"837",2002,"GO","PSB",15932
"838",2002,"GO","PSC",56929
"839",2002,"GO","PSDB",729321
"840",2002,"GO","PSDC",1457
"841",2002,"GO","PST",24807
"842",2002,"GO","PSTU",3045
"843",2002,"GO","PT",268184
"844",2002,"GO","PT do B",12537
"845",2002,"GO","PTB",29307
"846",2002,"GO","PTC",1871
"847",2002,"GO","PTN",1896
"848",2002,"GO","PV",1951
"849",2002,"MA","PAN",43093
"850",2002,"MA","PC do B",4780
"851",2002,"MA","PDT",266405
"852",2002,"MA","PFL",739806
"853",2002,"MA","PGT",8266
"854",2002,"MA","PHS",7251
"855",2002,"MA","PL",81995
"856",2002,"MA","PMDB",342786
"857",2002,"MA","PMN",5279
"858",2002,"MA","PPB",128474
"859",2002,"MA","PPS",67253
"860",2002,"MA","PRP",4132
"861",2002,"MA","PRTB",17917
"862",2002,"MA","PSB",149805
"863",2002,"MA","PSC",3082
"864",2002,"MA","PSD",18660
"865",2002,"MA","PSDB",307370
"866",2002,"MA","PSDC",3071
"867",2002,"MA","PSL",933
"868",2002,"MA","PST",3107
"869",2002,"MA","PSTU",4142
"870",2002,"MA","PT",161908
"871",2002,"MA","PT do B",6776
"872",2002,"MA","PTB",34013
"873",2002,"MA","PTC",1562
"874",2002,"MA","PTN",5336
"875",2002,"MA","PV",10203
"876",2002,"MG","PAN",7940
"877",2002,"MG","PC do B",81351
"878",2002,"MG","PCO",5738
"879",2002,"MG","PDT",405970
"880",2002,"MG","PFL",1116906
"881",2002,"MG","PGT",13483
"882",2002,"MG","PHS",60923
"883",2002,"MG","PL",507661
"884",2002,"MG","PMDB",1146547
"885",2002,"MG","PMN",27941
"886",2002,"MG","PPB",636387
"887",2002,"MG","PPS",436792
"888",2002,"MG","PRP",17422
"889",2002,"MG","PRTB",92971
"890",2002,"MG","PSB",327570
"891",2002,"MG","PSC",19388
"892",2002,"MG","PSD",138645
"893",2002,"MG","PSDB",1419159
"894",2002,"MG","PSDC",11178
"895",2002,"MG","PSL",131379
"896",2002,"MG","PST",288214
"897",2002,"MG","PSTU",17575
"898",2002,"MG","PT",2186203
"899",2002,"MG","PT do B",2454
"900",2002,"MG","PTB",377075
"901",2002,"MG","PTC",7153
"902",2002,"MG","PTN",11102
"903",2002,"MG","PV",125199
"904",2002,"MS","PC do B",146
"905",2002,"MS","PCO",438
"906",2002,"MS","PDT",80830
"907",2002,"MS","PFL",100856
"908",2002,"MS","PGT",295
"909",2002,"MS","PHS",9997
"910",2002,"MS","PL",35135
"911",2002,"MS","PMDB",280290
"912",2002,"MS","PMN",4629
"913",2002,"MS","PPB",50137
"914",2002,"MS","PPS",61239
"915",2002,"MS","PRONA",1116
"916",2002,"MS","PRP",3160
"917",2002,"MS","PRTB",216
"918",2002,"MS","PSB",6629
"919",2002,"MS","PSC",187
"920",2002,"MS","PSD",1320
"921",2002,"MS","PSDB",27764
"922",2002,"MS","PSDC",59
"923",2002,"MS","PSL",35412
"924",2002,"MS","PST",9362
"925",2002,"MS","PT",283428
"926",2002,"MS","PT do B",399
"927",2002,"MS","PTB",92478
"928",2002,"MS","PTN",9390
"929",2002,"MS","PV",553
"930",2002,"MT","PAN",497
"931",2002,"MT","PC do B",687
"932",2002,"MT","PDT",6749
"933",2002,"MT","PFL",60879
"934",2002,"MT","PGT",650
"935",2002,"MT","PHS",3555
"936",2002,"MT","PL",50379
"937",2002,"MT","PMDB",76508
"938",2002,"MT","PMN",6200
"939",2002,"MT","PPB",94666
"940",2002,"MT","PPS",17576
"941",2002,"MT","PRP",1492
"942",2002,"MT","PRTB",104
"943",2002,"MT","PSB",2588
"944",2002,"MT","PSC",146
"945",2002,"MT","PSD",369
"946",2002,"MT","PSDB",154685
"947",2002,"MT","PSDC",282
"948",2002,"MT","PT",75674
"949",2002,"MT","PT do B",44
"950",2002,"MT","PTB",2462
"951",2002,"MT","PTC",427
"952",2002,"MT","PTN",119
"953",2002,"MT","PV",485
"954",2002,"PA","PC do B",53433
"955",2002,"PA","PCB",1750
"956",2002,"PA","PDT",181196
"957",2002,"PA","PFL",109948
"958",2002,"PA","PGT",1460
"959",2002,"PA","PHS",4549
"960",2002,"PA","PL",131383
"961",2002,"PA","PMDB",764437
"962",2002,"PA","PMN",1307
"963",2002,"PA","PPB",201391
"964",2002,"PA","PPS",20847
"965",2002,"PA","PRONA",1531
"966",2002,"PA","PRP",5538
"967",2002,"PA","PRTB",1378
"968",2002,"PA","PSB",38750
"969",2002,"PA","PSC",4807
"970",2002,"PA","PSD",15759
"971",2002,"PA","PSDB",524855
"972",2002,"PA","PSDC",94
"973",2002,"PA","PSL",1366
"974",2002,"PA","PST",3611
"975",2002,"PA","PSTU",3787
"976",2002,"PA","PT",398321
"977",2002,"PA","PT do B",437
"978",2002,"PA","PTB",170557
"979",2002,"PA","PTC",792
"980",2002,"PA","PTN",480
"981",2002,"PA","PV",22349
"982",2002,"PB","PAN",1089
"983",2002,"PB","PC do B",10827
"984",2002,"PB","PCO",1001
"985",2002,"PB","PDT",80892
"986",2002,"PB","PFL",198575
"987",2002,"PB","PGT",1408
"988",2002,"PB","PHS",1299
"989",2002,"PB","PL",77458
"990",2002,"PB","PMDB",361430
"991",2002,"PB","PMN",1351
"992",2002,"PB","PPB",87548
"993",2002,"PB","PPS",13660
"994",2002,"PB","PRP",20101
"995",2002,"PB","PRTB",157
"996",2002,"PB","PSB",21682
"997",2002,"PB","PSC",1678
"998",2002,"PB","PSD",75276
"999",2002,"PB","PSDB",385278
"1000",2002,"PB","PSDC",1526
"1001",2002,"PB","PSL",2624
"1002",2002,"PB","PST",773
"1003",2002,"PB","PT",173674
"1004",2002,"PB","PT do B",2083
"1005",2002,"PB","PTB",194580
"1006",2002,"PB","PTC",2676
"1007",2002,"PB","PTN",425
"1008",2002,"PB","PV",7577
"1009",2002,"PE","PAN",5812
"1010",2002,"PE","PC do B",75671
"1011",2002,"PE","PCB",4689
"1012",2002,"PE","PCO",1907
"1013",2002,"PE","PDT",75050
"1014",2002,"PE","PFL",624256
"1015",2002,"PE","PGT",1533
"1016",2002,"PE","PHS",8100
"1017",2002,"PE","PL",171850
"1018",2002,"PE","PMDB",576975
"1019",2002,"PE","PMN",6188
"1020",2002,"PE","PPB",251782
"1021",2002,"PE","PPS",147227
"1022",2002,"PE","PRP",9763
"1023",2002,"PE","PRTB",4763
"1024",2002,"PE","PSB",651703
"1025",2002,"PE","PSC",11147
"1026",2002,"PE","PSD",12951
"1027",2002,"PE","PSDB",562609
"1028",2002,"PE","PSDC",17750
"1029",2002,"PE","PSL",25731
"1030",2002,"PE","PST",12667
"1031",2002,"PE","PSTU",4058
"1032",2002,"PE","PT",499231
"1033",2002,"PE","PT do B",694
"1034",2002,"PE","PTB",21234
"1035",2002,"PE","PTC",3148
"1036",2002,"PE","PTN",2989
"1037",2002,"PE","PV",27581
"1038",2002,"PI","PAN",447
"1039",2002,"PI","PC do B",76155
"1040",2002,"PI","PCB",5369
"1041",2002,"PI","PDT",28432
"1042",2002,"PI","PFL",404807
"1043",2002,"PI","PGT",117
"1044",2002,"PI","PHS",2125
"1045",2002,"PI","PL",6844
"1046",2002,"PI","PMDB",252501
"1047",2002,"PI","PMN",1581
"1048",2002,"PI","PPB",39192
"1049",2002,"PI","PPS",9248
"1050",2002,"PI","PRP",4453
"1051",2002,"PI","PRTB",2554
"1052",2002,"PI","PSB",7017
"1053",2002,"PI","PSC",1273
"1054",2002,"PI","PSD",1571
"1055",2002,"PI","PSDB",250918
"1056",2002,"PI","PSDC",1019
"1057",2002,"PI","PST",332
"1058",2002,"PI","PSTU",736
"1059",2002,"PI","PT",231645
"1060",2002,"PI","PT do B",120
"1061",2002,"PI","PTB",5618
"1062",2002,"PI","PTC",1862
"1063",2002,"PI","PTN",367
"1064",2002,"PI","PV",2161
"1065",2002,"PR","PAN",2223
"1066",2002,"PR","PC do B",25262
"1067",2002,"PR","PCB",3776
"1068",2002,"PR","PDT",492222
"1069",2002,"PR","PFL",363127
"1070",2002,"PR","PGT",2375
"1071",2002,"PR","PHS",33468
"1072",2002,"PR","PL",119490
"1073",2002,"PR","PMDB",986268
"1074",2002,"PR","PMN",9586
"1075",2002,"PR","PPB",477276
"1076",2002,"PR","PPS",307478
"1077",2002,"PR","PRONA",5939
"1078",2002,"PR","PRP",19223
"1079",2002,"PR","PRTB",14555
"1080",2002,"PR","PSB",111805
"1081",2002,"PR","PSC",44634
"1082",2002,"PR","PSD",5807
"1083",2002,"PR","PSDB",732984
"1084",2002,"PR","PSL",6085
"1085",2002,"PR","PST",6155
"1086",2002,"PR","PSTU",10514
"1087",2002,"PR","PT",914275
"1088",2002,"PR","PT do B",794
"1089",2002,"PR","PTB",416489
"1090",2002,"PR","PTC",1816
"1091",2002,"PR","PTN",3226
"1092",2002,"PR","PV",31283
"1093",2002,"RJ","PAN",10731
"1094",2002,"RJ","PC do B",297159
"1095",2002,"RJ","PCB",6721
"1096",2002,"RJ","PCO",4872
"1097",2002,"RJ","PDT",542308
"1098",2002,"RJ","PFL",802145
"1099",2002,"RJ","PGT",22676
"1100",2002,"RJ","PHS",26049
"1101",2002,"RJ","PL",604474
"1102",2002,"RJ","PMDB",748416
"1103",2002,"RJ","PMN",7639
"1104",2002,"RJ","PPB",870215
"1105",2002,"RJ","PPS",73644
"1106",2002,"RJ","PRONA",104108
"1107",2002,"RJ","PRP",65456
"1108",2002,"RJ","PRTB",43396
"1109",2002,"RJ","PSB",986835
"1110",2002,"RJ","PSC",206151
"1111",2002,"RJ","PSD",37849
"1112",2002,"RJ","PSDB",962748
"1113",2002,"RJ","PSDC",90190
"1114",2002,"RJ","PSL",12300
"1115",2002,"RJ","PST",36169
"1116",2002,"RJ","PSTU",18833
"1117",2002,"RJ","PT",1010027
"1118",2002,"RJ","PT do B",72716
"1119",2002,"RJ","PTB",171108
"1120",2002,"RJ","PTC",20409
"1121",2002,"RJ","PTN",11525
"1122",2002,"RJ","PV",204664
"1123",2002,"RN","PC do B",7859
"1124",2002,"RN","PCB",4094
"1125",2002,"RN","PDT",73799
"1126",2002,"RN","PFL",287980
"1127",2002,"RN","PGT",852
"1128",2002,"RN","PHS",2665
"1129",2002,"RN","PL",7610
"1130",2002,"RN","PMDB",404415
"1131",2002,"RN","PMN",3057
"1132",2002,"RN","PPB",154859
"1133",2002,"RN","PPS",9686
"1134",2002,"RN","PRP",4758
"1135",2002,"RN","PSB",18081
"1136",2002,"RN","PSC",1765
"1137",2002,"RN","PSD",2460
"1138",2002,"RN","PSDB",14359
"1139",2002,"RN","PSL",600
"1140",2002,"RN","PST",3898
"1141",2002,"RN","PSTU",2405
"1142",2002,"RN","PT",241583
"1143",2002,"RN","PT do B",1597
"1144",2002,"RN","PTB",206020
"1145",2002,"RN","PTN",2699
"1146",2002,"RN","PV",3588
"1147",2002,"RO","PAN",726
"1148",2002,"RO","PC do B",2421
"1149",2002,"RO","PDT",21390
"1150",2002,"RO","PFL",71171
"1151",2002,"RO","PGT",1010
"1152",2002,"RO","PHS",3975
"1153",2002,"RO","PL",28557
"1154",2002,"RO","PMDB",152861
"1155",2002,"RO","PMN",2917
"1156",2002,"RO","PPB",71096
"1157",2002,"RO","PPS",39049
"1158",2002,"RO","PRONA",882
"1159",2002,"RO","PRP",802
"1160",2002,"RO","PRTB",3294
"1161",2002,"RO","PSB",8821
"1162",2002,"RO","PSD",5245
"1163",2002,"RO","PSDB",78885
"1164",2002,"RO","PSDC",151
"1165",2002,"RO","PSL",3837
"1166",2002,"RO","PT",105978
"1167",2002,"RO","PTB",43814
"1168",2002,"RO","PTC",1177
"1169",2002,"RO","PTN",288
"1170",2002,"RO","PV",10610
"1171",2002,"RR","PAN",181
"1172",2002,"RR","PC do B",2380
"1173",2002,"RR","PCO",360
"1174",2002,"RR","PDT",16365
"1175",2002,"RR","PFL",53770
"1176",2002,"RR","PGT",1227
"1177",2002,"RR","PHS",210
"1178",2002,"RR","PL",18474
"1179",2002,"RR","PMDB",4105
"1180",2002,"RR","PMN",521
"1181",2002,"RR","PPB",18518
"1182",2002,"RR","PPS",6456
"1183",2002,"RR","PRP",3171
"1184",2002,"RR","PRTB",1238
"1185",2002,"RR","PSB",1416
"1186",2002,"RR","PSC",40
"1187",2002,"RR","PSD",310
"1188",2002,"RR","PSDB",1134
"1189",2002,"RR","PSDC",8357
"1190",2002,"RR","PSL",717
"1191",2002,"RR","PST",16097
"1192",2002,"RR","PT",3302
"1193",2002,"RR","PTB",10278
"1194",2002,"RR","PTC",49
"1195",2002,"RR","PTN",296
"1196",2002,"RS","PAN",1295
"1197",2002,"RS","PC do B",56167
"1198",2002,"RS","PCB",1933
"1199",2002,"RS","PCO",1887
"1200",2002,"RS","PDT",645463
"1201",2002,"RS","PFL",159003
"1202",2002,"RS","PGT",1884
"1203",2002,"RS","PHS",59955
"1204",2002,"RS","PL",193676
"1205",2002,"RS","PMDB",964643
"1206",2002,"RS","PMN",3012
"1207",2002,"RS","PPB",1061039
"1208",2002,"RS","PPS",205701
"1209",2002,"RS","PRONA",14401
"1210",2002,"RS","PSB",195296
"1211",2002,"RS","PSC",6164
"1212",2002,"RS","PSDB",361142
"1213",2002,"RS","PSTU",8829
"1214",2002,"RS","PT",1452497
"1215",2002,"RS","PT do B",775
"1216",2002,"RS","PTB",530325
"1217",2002,"RS","PTN",3614
"1218",2002,"RS","PV",15656
"1219",2002,"SC","PAN",793
"1220",2002,"SC","PC do B",22828
"1221",2002,"SC","PDT",222679
"1222",2002,"SC","PFL",491058
"1223",2002,"SC","PGT",665
"1224",2002,"SC","PHS",2041
"1225",2002,"SC","PL",44218
"1226",2002,"SC","PMDB",736210
"1227",2002,"SC","PMN",6684
"1228",2002,"SC","PPB",498538
"1229",2002,"SC","PPS",31239
"1230",2002,"SC","PRTB",1323
"1231",2002,"SC","PSB",7523
"1232",2002,"SC","PSC",1475
"1233",2002,"SC","PSD",978
"1234",2002,"SC","PSDB",177938
"1235",2002,"SC","PSDC",132
"1236",2002,"SC","PSL",951
"1237",2002,"SC","PST",2247
"1238",2002,"SC","PSTU",8731
"1239",2002,"SC","PT",743858
"1240",2002,"SC","PT do B",151
"1241",2002,"SC","PTB",61538
"1242",2002,"SC","PTC",1090
"1243",2002,"SC","PTN",828
"1244",2002,"SC","PV",6460
"1245",2002,"SE","PAN",2478
"1246",2002,"SE","PC do B",23435
"1247",2002,"SE","PCB",1552
"1248",2002,"SE","PDT",14305
"1249",2002,"SE","PFL",143763
"1250",2002,"SE","PGT",25847
"1251",2002,"SE","PHS",553
"1252",2002,"SE","PL",55631
"1253",2002,"SE","PMDB",57961
"1254",2002,"SE","PMN",68689
"1255",2002,"SE","PPB",44333
"1256",2002,"SE","PPS",45218
"1257",2002,"SE","PRTB",5341
"1258",2002,"SE","PSB",90107
"1259",2002,"SE","PSC",3448
"1260",2002,"SE","PSD",1018
"1261",2002,"SE","PSDB",117325
"1262",2002,"SE","PST",1181
"1263",2002,"SE","PSTU",1704
"1264",2002,"SE","PT",121825
"1265",2002,"SE","PT do B",23418
"1266",2002,"SE","PTB",2916
"1267",2002,"SE","PTC",5738
"1268",2002,"SE","PTN",3014
"1269",2002,"SE","PV",5876
"1270",2002,"SP","PAN",8265
"1271",2002,"SP","PC do B",245460
"1272",2002,"SP","PCB",9265
"1273",2002,"SP","PCO",7047
"1274",2002,"SP","PDT",764304
"1275",2002,"SP","PFL",1371092
"1276",2002,"SP","PGT",94195
"1277",2002,"SP","PHS",44951
"1278",2002,"SP","PL",789207
"1279",2002,"SP","PMDB",1191554
"1280",2002,"SP","PMN",24772
"1281",2002,"SP","PPB",932602
"1282",2002,"SP","PPS",742421
"1283",2002,"SP","PRONA",1636365
"1284",2002,"SP","PRP",53488
"1285",2002,"SP","PRTB",29298
"1286",2002,"SP","PSB",1350720
"1287",2002,"SP","PSC",42829
"1288",2002,"SP","PSD",33303
"1289",2002,"SP","PSDB",3483988
"1290",2002,"SP","PSDC",13287
"1291",2002,"SP","PSL",109923
"1292",2002,"SP","PST",57423
"1293",2002,"SP","PSTU",59422
"1294",2002,"SP","PT",4931435
"1295",2002,"SP","PT do B",20755
"1296",2002,"SP","PTB",906795
"1297",2002,"SP","PTC",7845
"1298",2002,"SP","PTN",51703
"1299",2002,"SP","PV",620235
"1300",2002,"TO","PAN",740
"1301",2002,"TO","PC do B",84
"1302",2002,"TO","PDT",9023
"1303",2002,"TO","PFL",176391
"1304",2002,"TO","PGT",73
"1305",2002,"TO","PHS",372
"1306",2002,"TO","PMDB",89727
"1307",2002,"TO","PMN",428
"1308",2002,"TO","PPB",49532
"1309",2002,"TO","PPS",7186
"1310",2002,"TO","PRONA",161
"1311",2002,"TO","PRP",1162
"1312",2002,"TO","PRTB",716
"1313",2002,"TO","PSB",1844
"1314",2002,"TO","PSC",534
"1315",2002,"TO","PSD",36907
"1316",2002,"TO","PSDB",149073
"1317",2002,"TO","PSDC",2162
"1318",2002,"TO","PSL",845
"1319",2002,"TO","PST",1374
"1320",2002,"TO","PT",47552
"1321",2002,"TO","PT do B",76
"1322",2002,"TO","PTB",13694
"1323",2002,"TO","PTC",346
"1324",2006,"AC","PC do B",30017
"1325",2006,"AC","PDT",19951
"1326",2006,"AC","PFL",1314
"1327",2006,"AC","PL",15037
"1328",2006,"AC","PMDB",28548
"1329",2006,"AC","PMN",28844
"1330",2006,"AC","PP",57914
"1331",2006,"AC","PPS",33136
"1332",2006,"AC","PRP",710
"1333",2006,"AC","PRTB",195
"1334",2006,"AC","PSB",8899
"1335",2006,"AC","PSDB",20854
"1336",2006,"AC","PSDC",826
"1337",2006,"AC","PSOL",1905
"1338",2006,"AC","PT",69643
"1339",2006,"AC","PT do B",215
"1340",2006,"AC","PTB",587
"1341",2006,"AC","PTN",397
"1342",2006,"AC","PV",531
"1343",2006,"AL","PAN",1324
"1344",2006,"AL","PC do B",1184
"1345",2006,"AL","PCB",869
"1346",2006,"AL","PDT",118781
"1347",2006,"AL","PFL",163991
"1348",2006,"AL","PHS",6106
"1349",2006,"AL","PL",58471
"1350",2006,"AL","PMDB",270628
"1351",2006,"AL","PMN",96555
"1352",2006,"AL","PP",112076
"1353",2006,"AL","PPS",76385
"1354",2006,"AL","PRB",15017
"1355",2006,"AL","PRONA",28006
"1356",2006,"AL","PRP",3744
"1357",2006,"AL","PRTB",8891
"1358",2006,"AL","PSB",151297
"1359",2006,"AL","PSC",952
"1360",2006,"AL","PSDB",60105
"1361",2006,"AL","PSDC",1406
"1362",2006,"AL","PSOL",12167
"1363",2006,"AL","PSTU",843
"1364",2006,"AL","PT",49079
"1365",2006,"AL","PT do B",5338
"1366",2006,"AL","PTB",106099
"1367",2006,"AL","PTC",735
"1368",2006,"AL","PTN",882
"1369",2006,"AL","PV",38672
"1370",2006,"AM","PAN",11367
"1371",2006,"AM","PC do B",97456
"1372",2006,"AM","PCB",501
"1373",2006,"AM","PCO",231
"1374",2006,"AM","PDT",15991
"1375",2006,"AM","PFL",165524
"1376",2006,"AM","PHS",19050
"1377",2006,"AM","PL",86268
"1378",2006,"AM","PMDB",219012
"1379",2006,"AM","PMN",31867
"1380",2006,"AM","PP",238420
"1381",2006,"AM","PPS",8034
"1382",2006,"AM","PRONA",66278
"1383",2006,"AM","PRP",3343
"1384",2006,"AM","PRTB",1264
"1385",2006,"AM","PSB",131379
"1386",2006,"AM","PSC",421
"1387",2006,"AM","PSDB",9711
"1388",2006,"AM","PSDC",1831
"1389",2006,"AM","PSL",1340
"1390",2006,"AM","PSOL",1730
"1391",2006,"AM","PSTU",1085
"1392",2006,"AM","PT",157264
"1393",2006,"AM","PTB",108672
"1394",2006,"AM","PTC",281
"1395",2006,"AM","PTN",4891
"1396",2006,"AM","PV",11175
"1397",2006,"AP","PC do B",10717
"1398",2006,"AP","PCB",1213
"1399",2006,"AP","PDT",37128
"1400",2006,"AP","PFL",19729
"1401",2006,"AP","PL",15479
"1402",2006,"AP","PMDB",63430
"1403",2006,"AP","PMN",2384
"1404",2006,"AP","PP",6656
"1405",2006,"AP","PPS",26893
"1406",2006,"AP","PRONA",666
"1407",2006,"AP","PRTB",421
"1408",2006,"AP","PSB",43274
"1409",2006,"AP","PSC",6761
"1410",2006,"AP","PSDB",19291
"1411",2006,"AP","PSOL",1629
"1412",2006,"AP","PSTU",766
"1413",2006,"AP","PT",33824
"1414",2006,"AP","PT do B",590
"1415",2006,"AP","PTB",2513
"1416",2006,"AP","PTN",3395
"1417",2006,"AP","PV",2551
"1418",2006,"BA","PAN",8986
"1419",2006,"BA","PC do B",233489
"1420",2006,"BA","PCB",11273
"1421",2006,"BA","PCO",3591
"1422",2006,"BA","PDT",362376
"1423",2006,"BA","PFL",2288295
"1424",2006,"BA","PHS",9977
"1425",2006,"BA","PL",385058
"1426",2006,"BA","PMDB",374906
"1427",2006,"BA","PMN",63505
"1428",2006,"BA","PP",358514
"1429",2006,"BA","PPS",134210
"1430",2006,"BA","PRONA",6341
"1431",2006,"BA","PRP",22511
"1432",2006,"BA","PRTB",10663
"1433",2006,"BA","PSB",253096
"1434",2006,"BA","PSC",120183
"1435",2006,"BA","PSDB",317195
"1436",2006,"BA","PSDC",48981
"1437",2006,"BA","PSL",13067
"1438",2006,"BA","PSOL",19317
"1439",2006,"BA","PSTU",3108
"1440",2006,"BA","PT",1295972
"1441",2006,"BA","PT do B",17239
"1442",2006,"BA","PTB",115513
"1443",2006,"BA","PTC",16008
"1444",2006,"BA","PTN",5245
"1445",2006,"BA","PV",73262
"1446",2006,"CE","PAN",6174
"1447",2006,"CE","PC do B",184662
"1448",2006,"CE","PCB",2598
"1449",2006,"CE","PCO",2458
"1450",2006,"CE","PDT",132530
"1451",2006,"CE","PFL",62611
"1452",2006,"CE","PHS",23397
"1453",2006,"CE","PL",146120
"1454",2006,"CE","PMDB",907666
"1455",2006,"CE","PMN",8521
"1456",2006,"CE","PP",121729
"1457",2006,"CE","PPS",18808
"1458",2006,"CE","PRONA",7239
"1459",2006,"CE","PRP",12027
"1460",2006,"CE","PRTB",384
"1461",2006,"CE","PSB",870862
"1462",2006,"CE","PSC",1527
"1463",2006,"CE","PSDB",869387
"1464",2006,"CE","PSDC",8131
"1465",2006,"CE","PSL",21329
"1466",2006,"CE","PSOL",89988
"1467",2006,"CE","PSTU",2490
"1468",2006,"CE","PT",407371
"1469",2006,"CE","PT do B",579
"1470",2006,"CE","PTB",133787
"1471",2006,"CE","PTC",3462
"1472",2006,"CE","PTN",11022
"1473",2006,"CE","PV",70068
"1474",2006,"DF","PAN",341
"1475",2006,"DF","PC do B",24880
"1476",2006,"DF","PCB",544
"1477",2006,"DF","PCO",1089
"1478",2006,"DF","PDT",19800
"1479",2006,"DF","PFL",301584
"1480",2006,"DF","PHS",12214
"1481",2006,"DF","PL",40478
"1482",2006,"DF","PMDB",290655
"1483",2006,"DF","PMN",8565
"1484",2006,"DF","PP",6766
"1485",2006,"DF","PPS",81606
"1486",2006,"DF","PRB",1081
"1487",2006,"DF","PRONA",31343
"1488",2006,"DF","PRP",1626
"1489",2006,"DF","PRTB",75
"1490",2006,"DF","PSB",58448
"1491",2006,"DF","PSC",5356
"1492",2006,"DF","PSDB",57790
"1493",2006,"DF","PSDC",2059
"1494",2006,"DF","PSL",7683
"1495",2006,"DF","PSOL",53462
"1496",2006,"DF","PSTU",420
"1497",2006,"DF","PT",220285
"1498",2006,"DF","PT do B",909
"1499",2006,"DF","PTB",81575
"1500",2006,"DF","PTC",426
"1501",2006,"DF","PTN",255
"1502",2006,"DF","PV",8619
"1503",2006,"ES","PAN",26551
"1504",2006,"ES","PC do B",9420
"1505",2006,"ES","PCO",934
"1506",2006,"ES","PDT",278450
"1507",2006,"ES","PFL",10811
"1508",2006,"ES","PHS",7604
"1509",2006,"ES","PL",93006
"1510",2006,"ES","PMDB",487533
"1511",2006,"ES","PMN",34686
"1512",2006,"ES","PP",89396
"1513",2006,"ES","PPS",29955
"1514",2006,"ES","PRB",1232
"1515",2006,"ES","PRTB",819
"1516",2006,"ES","PSB",153937
"1517",2006,"ES","PSC",42460
"1518",2006,"ES","PSDB",213986
"1519",2006,"ES","PSDC",220
"1520",2006,"ES","PSL",1652
"1521",2006,"ES","PSOL",17958
"1522",2006,"ES","PSTU",503
"1523",2006,"ES","PT",137210
"1524",2006,"ES","PT do B",1945
"1525",2006,"ES","PTB",106760
"1526",2006,"ES","PTC",14244
"1527",2006,"ES","PTN",1073
"1528",2006,"ES","PV",7900
"1529",2006,"GO","PAN",3642
"1530",2006,"GO","PC do B",32076
"1531",2006,"GO","PCB",1031
"1532",2006,"GO","PDT",42621
"1533",2006,"GO","PFL",237993
"1534",2006,"GO","PHS",5008
"1535",2006,"GO","PL",237953
"1536",2006,"GO","PMDB",763429
"1537",2006,"GO","PMN",2924
"1538",2006,"GO","PP",328069
"1539",2006,"GO","PPS",14562
"1540",2006,"GO","PRONA",5877
"1541",2006,"GO","PRP",4509
"1542",2006,"GO","PRTB",463
"1543",2006,"GO","PSB",56698
"1544",2006,"GO","PSC",55165
"1545",2006,"GO","PSDB",569137
"1546",2006,"GO","PSDC",2407
"1547",2006,"GO","PSOL",30219
"1548",2006,"GO","PSTU",1949
"1549",2006,"GO","PT",225511
"1550",2006,"GO","PT do B",2733
"1551",2006,"GO","PTB",203418
"1552",2006,"GO","PTC",11335
"1553",2006,"GO","PTN",1186
"1554",2006,"GO","PV",11595
"1555",2006,"MA","PAN",89484
"1556",2006,"MA","PC do B",128418
"1557",2006,"MA","PDT",318895
"1558",2006,"MA","PFL",225071
"1559",2006,"MA","PHS",17648
"1560",2006,"MA","PL",64105
"1561",2006,"MA","PMDB",375619
"1562",2006,"MA","PMN",9247
"1563",2006,"MA","PP",63071
"1564",2006,"MA","PPS",10429
"1565",2006,"MA","PRB",23456
"1566",2006,"MA","PRONA",4027
"1567",2006,"MA","PRP",10219
"1568",2006,"MA","PRTB",19560
"1569",2006,"MA","PSB",269934
"1570",2006,"MA","PSC",60301
"1571",2006,"MA","PSDB",662782
"1572",2006,"MA","PSDC",4807
"1573",2006,"MA","PSL",11076
"1574",2006,"MA","PSOL",6348
"1575",2006,"MA","PSTU",6899
"1576",2006,"MA","PT",227472
"1577",2006,"MA","PT do B",6517
"1578",2006,"MA","PTB",125565
"1579",2006,"MA","PTC",12119
"1580",2006,"MA","PTN",1402
"1581",2006,"MA","PV",166436
"1582",2006,"MG","PAN",17606
"1583",2006,"MG","PC do B",119468
"1584",2006,"MG","PCO",4739
"1585",2006,"MG","PDT",395233
"1586",2006,"MG","PFL",897288
"1587",2006,"MG","PHS",108996
"1588",2006,"MG","PL",745282
"1589",2006,"MG","PMDB",1201484
"1590",2006,"MG","PMN",159865
"1591",2006,"MG","PP",434705
"1592",2006,"MG","PPS",740238
"1593",2006,"MG","PRB",12122
"1594",2006,"MG","PRONA",42291
