"","ANO_ELEICAO","DESCRICAO_CARGO","SIGLA_PARTIDO","UF","Cadeiras conquistadas"
"438",2002,"DEPUTADO ESTADUAL","PRTB","AM",1
"439",2002,"DEPUTADO ESTADUAL","PRTB","MA",1
"440",2002,"DEPUTADO ESTADUAL","PRTB","MG",2
"441",2002,"DEPUTADO ESTADUAL","PSB","AC",1
"442",2002,"DEPUTADO ESTADUAL","PSB","AL",4
"443",2002,"DEPUTADO ESTADUAL","PSB","AP",4
"444",2002,"DEPUTADO ESTADUAL","PSB","BA",2
"445",2002,"DEPUTADO ESTADUAL","PSB","CE",2
"446",2002,"DEPUTADO ESTADUAL","PSB","ES",2
"447",2002,"DEPUTADO ESTADUAL","PSB","GO",1
"448",2002,"DEPUTADO ESTADUAL","PSB","MA",1
"449",2002,"DEPUTADO ESTADUAL","PSB","MG",3
"450",2002,"DEPUTADO ESTADUAL","PSB","MT",2
"451",2002,"DEPUTADO ESTADUAL","PSB","PA",2
"452",2002,"DEPUTADO ESTADUAL","PSB","PB",2
"453",2002,"DEPUTADO ESTADUAL","PSB","PE",5
"454",2002,"DEPUTADO ESTADUAL","PSB","PR",3
"455",2002,"DEPUTADO ESTADUAL","PSB","RJ",12
"456",2002,"DEPUTADO ESTADUAL","PSB","RN",2
"457",2002,"DEPUTADO ESTADUAL","PSB","RO",1
"458",2002,"DEPUTADO ESTADUAL","PSB","RR",1
"459",2002,"DEPUTADO ESTADUAL","PSB","RS",2
"460",2002,"DEPUTADO ESTADUAL","PSB","SE",1
"461",2002,"DEPUTADO ESTADUAL","PSB","SP",6
"462",2002,"DEPUTADO ESTADUAL","PSC","AC",1
"463",2002,"DEPUTADO ESTADUAL","PSC","AM",1
"464",2002,"DEPUTADO ESTADUAL","PSC","BA",1
"465",2002,"DEPUTADO ESTADUAL","PSC","ES",1
"466",2002,"DEPUTADO ESTADUAL","PSC","MA",1
"467",2002,"DEPUTADO ESTADUAL","PSC","PE",2
"468",2002,"DEPUTADO ESTADUAL","PSC","PR",1
"469",2002,"DEPUTADO ESTADUAL","PSC","RJ",3
"470",2002,"DEPUTADO ESTADUAL","PSC","SE",2
"471",2002,"DEPUTADO ESTADUAL","PSD","AP",2
"472",2002,"DEPUTADO ESTADUAL","PSD","BA",2
"473",2002,"DEPUTADO ESTADUAL","PSD","CE",1
"474",2002,"DEPUTADO ESTADUAL","PSD","GO",1
"475",2002,"DEPUTADO ESTADUAL","PSD","MA",6
"476",2002,"DEPUTADO ESTADUAL","PSD","MG",2
"477",2002,"DEPUTADO ESTADUAL","PSD","MS",1
"478",2002,"DEPUTADO ESTADUAL","PSD","PA",2
"479",2002,"DEPUTADO ESTADUAL","PSD","PE",3
"480",2002,"DEPUTADO ESTADUAL","PSD","RR",2
"481",2002,"DEPUTADO ESTADUAL","PSDB","AC",2
"482",2002,"DEPUTADO ESTADUAL","PSDB","AL",2
"483",2002,"DEPUTADO ESTADUAL","PSDB","AM",1
"484",2002,"DEPUTADO ESTADUAL","PSDB","AP",1
"485",2002,"DEPUTADO ESTADUAL","PSDB","BA",3
"486",2002,"DEPUTADO ESTADUAL","PSDB","CE",17
"487",2002,"DEPUTADO ESTADUAL","PSDB","ES",2
"488",2002,"DEPUTADO ESTADUAL","PSDB","GO",12
"489",2002,"DEPUTADO ESTADUAL","PSDB","MA",3
"490",2002,"DEPUTADO ESTADUAL","PSDB","MG",11
"491",2002,"DEPUTADO ESTADUAL","PSDB","MS",4
"492",2002,"DEPUTADO ESTADUAL","PSDB","MT",7
"493",2002,"DEPUTADO ESTADUAL","PSDB","PA",7
"494",2002,"DEPUTADO ESTADUAL","PSDB","PB",10
"495",2002,"DEPUTADO ESTADUAL","PSDB","PE",6
"496",2002,"DEPUTADO ESTADUAL","PSDB","PI",4
"497",2002,"DEPUTADO ESTADUAL","PSDB","PR",5
"498",2002,"DEPUTADO ESTADUAL","PSDB","RJ",4
"499",2002,"DEPUTADO ESTADUAL","PSDB","RO",3
"500",2002,"DEPUTADO ESTADUAL","PSDB","RR",3
"501",2002,"DEPUTADO ESTADUAL","PSDB","RS",3
"502",2002,"DEPUTADO ESTADUAL","PSDB","SC",3
"503",2002,"DEPUTADO ESTADUAL","PSDB","SE",2
"504",2002,"DEPUTADO ESTADUAL","PSDB","SP",18
"505",2002,"DEPUTADO ESTADUAL","PSDB","TO",4
"506",2002,"DEPUTADO ESTADUAL","PSDC","AC",2
"507",2002,"DEPUTADO ESTADUAL","PSDC","AM",2
"508",2002,"DEPUTADO ESTADUAL","PSDC","GO",1
"509",2002,"DEPUTADO ESTADUAL","PSDC","PE",1
"510",2002,"DEPUTADO ESTADUAL","PSL","AL",1
"511",2002,"DEPUTADO ESTADUAL","PSL","CE",1
"512",2002,"DEPUTADO ESTADUAL","PSL","MS",2
"513",2002,"DEPUTADO ESTADUAL","PSL","PE",1
"514",2002,"DEPUTADO ESTADUAL","PSL","PR",2
"515",2002,"DEPUTADO ESTADUAL","PSL","RJ",2
"516",2002,"DEPUTADO ESTADUAL","PSL","RO",1
"517",2002,"DEPUTADO ESTADUAL","PSL","RR",3
"518",2002,"DEPUTADO ESTADUAL","PST","AP",1
"519",2002,"DEPUTADO ESTADUAL","PST","BA",4
"520",2002,"DEPUTADO ESTADUAL","PST","CE",1
"521",2002,"DEPUTADO ESTADUAL","PST","GO",1
"522",2002,"DEPUTADO ESTADUAL","PST","MG",2
"523",2002,"DEPUTADO ESTADUAL","PST","MS",1
"524",2002,"DEPUTADO ESTADUAL","PST","PA",2
"525",2002,"DEPUTADO ESTADUAL","PST","RR",2
"526",2002,"DEPUTADO ESTADUAL","PT","AC",5
"527",2002,"DEPUTADO ESTADUAL","PT","AL",1
"528",2002,"DEPUTADO ESTADUAL","PT","AM",1
"529",2002,"DEPUTADO ESTADUAL","PT","AP",2
"530",2002,"DEPUTADO ESTADUAL","PT","BA",10
"531",2002,"DEPUTADO ESTADUAL","PT","CE",5
"532",2002,"DEPUTADO ESTADUAL","PT","ES",4
"533",2002,"DEPUTADO ESTADUAL","PT","GO",4
"534",2002,"DEPUTADO ESTADUAL","PT","MA",2
"535",2002,"DEPUTADO ESTADUAL","PT","MG",15
"536",2002,"DEPUTADO ESTADUAL","PT","MS",3
"537",2002,"DEPUTADO ESTADUAL","PT","MT",2
"538",2002,"DEPUTADO ESTADUAL","PT","PA",5
"539",2002,"DEPUTADO ESTADUAL","PT","PB",4
"540",2002,"DEPUTADO ESTADUAL","PT","PE",5
"541",2002,"DEPUTADO ESTADUAL","PT","PI",3
"542",2002,"DEPUTADO ESTADUAL","PT","PR",9
"543",2002,"DEPUTADO ESTADUAL","PT","RJ",8
"544",2002,"DEPUTADO ESTADUAL","PT","RN",2
"545",2002,"DEPUTADO ESTADUAL","PT","RO",4
"546",2002,"DEPUTADO ESTADUAL","PT","RR",1
"547",2002,"DEPUTADO ESTADUAL","PT","RS",13
"548",2002,"DEPUTADO ESTADUAL","PT","SC",9
"549",2002,"DEPUTADO ESTADUAL","PT","SE",1
"550",2002,"DEPUTADO ESTADUAL","PT","SP",23
"551",2002,"DEPUTADO ESTADUAL","PT","TO",1
"552",2002,"DEPUTADO ESTADUAL","PT do B","AL",2
"553",2002,"DEPUTADO ESTADUAL","PT do B","AP",2
"554",2002,"DEPUTADO ESTADUAL","PT do B","RJ",3
"555",2002,"DEPUTADO ESTADUAL","PTB","AL",7
"556",2002,"DEPUTADO ESTADUAL","PTB","AM",2
"557",2002,"DEPUTADO ESTADUAL","PTB","AP",1
"558",2002,"DEPUTADO ESTADUAL","PTB","BA",4
"559",2002,"DEPUTADO ESTADUAL","PTB","ES",3
"560",2002,"DEPUTADO ESTADUAL","PTB","MA",2
"561",2002,"DEPUTADO ESTADUAL","PTB","MG",6
"562",2002,"DEPUTADO ESTADUAL","PTB","MS",2
"563",2002,"DEPUTADO ESTADUAL","PTB","MT",1
"564",2002,"DEPUTADO ESTADUAL","PTB","PA",4
"565",2002,"DEPUTADO ESTADUAL","PTB","PB",2
"566",2002,"DEPUTADO ESTADUAL","PTB","PE",1
"567",2002,"DEPUTADO ESTADUAL","PTB","PI",1
"568",2002,"DEPUTADO ESTADUAL","PTB","PR",3
"569",2002,"DEPUTADO ESTADUAL","PTB","RJ",1
"570",2002,"DEPUTADO ESTADUAL","PTB","RN",1
"571",2002,"DEPUTADO ESTADUAL","PTB","RO",2
"572",2002,"DEPUTADO ESTADUAL","PTB","RR",2
"573",2002,"DEPUTADO ESTADUAL","PTB","RS",6
"574",2002,"DEPUTADO ESTADUAL","PTB","SC",2
"575",2002,"DEPUTADO ESTADUAL","PTB","SP",5
"576",2002,"DEPUTADO ESTADUAL","PTB","TO",2
"577",2002,"DEPUTADO ESTADUAL","PTC","ES",1
"578",2002,"DEPUTADO ESTADUAL","PTN","RR",2
"579",2002,"DEPUTADO ESTADUAL","PTN","SP",1
"580",2002,"DEPUTADO ESTADUAL","PV","AP",1
"581",2002,"DEPUTADO ESTADUAL","PV","MG",1
"582",2002,"DEPUTADO ESTADUAL","PV","PE",1
"583",2002,"DEPUTADO ESTADUAL","PV","RJ",3
"584",2002,"DEPUTADO ESTADUAL","PV","SP",5
"585",2006,"DEPUTADO ESTADUAL","PAN","AM",2
"586",2006,"DEPUTADO ESTADUAL","PAN","CE",1
"587",2006,"DEPUTADO ESTADUAL","PAN","ES",2
"588",2006,"DEPUTADO ESTADUAL","PAN","PE",1
"589",2006,"DEPUTADO ESTADUAL","PAN","RJ",2
"590",2006,"DEPUTADO ESTADUAL","PC do B","AC",2
"591",2006,"DEPUTADO ESTADUAL","PC do B","AM",1
"592",2006,"DEPUTADO ESTADUAL","PC do B","BA",3
"593",2006,"DEPUTADO ESTADUAL","PC do B","CE",1
"594",2006,"DEPUTADO ESTADUAL","PC do B","MG",1
"595",2006,"DEPUTADO ESTADUAL","PC do B","PE",1
"596",2006,"DEPUTADO ESTADUAL","PC do B","PI",1
"597",2006,"DEPUTADO ESTADUAL","PC do B","RJ",1
"598",2006,"DEPUTADO ESTADUAL","PC do B","RS",1
"599",2006,"DEPUTADO ESTADUAL","PCB","AP",1
"600",2006,"DEPUTADO ESTADUAL","PDT","AC",1
"601",2006,"DEPUTADO ESTADUAL","PDT","AL",1
"602",2006,"DEPUTADO ESTADUAL","PDT","AP",3
"603",2006,"DEPUTADO ESTADUAL","PDT","BA",3
"604",2006,"DEPUTADO ESTADUAL","PDT","CE",2
"605",2006,"DEPUTADO ESTADUAL","PDT","ES",4
"606",2006,"DEPUTADO ESTADUAL","PDT","GO",2
"607",2006,"DEPUTADO ESTADUAL","PDT","MA",6
"608",2006,"DEPUTADO ESTADUAL","PDT","MG",5
"609",2006,"DEPUTADO ESTADUAL","PDT","MS",3
"610",2006,"DEPUTADO ESTADUAL","PDT","MT",1
"611",2006,"DEPUTADO ESTADUAL","PDT","PA",2
"612",2006,"DEPUTADO ESTADUAL","PDT","PB",2
"613",2006,"DEPUTADO ESTADUAL","PDT","PE",2
"614",2006,"DEPUTADO ESTADUAL","PDT","PI",3
"615",2006,"DEPUTADO ESTADUAL","PDT","PR",3
"616",2006,"DEPUTADO ESTADUAL","PDT","RJ",5
"617",2006,"DEPUTADO ESTADUAL","PDT","RN",2
"618",2006,"DEPUTADO ESTADUAL","PDT","RR",1
"619",2006,"DEPUTADO ESTADUAL","PDT","RS",7
"620",2006,"DEPUTADO ESTADUAL","PDT","SC",2
"621",2006,"DEPUTADO ESTADUAL","PDT","SP",5
"622",2006,"DEPUTADO ESTADUAL","PDT","TO",1
"623",2006,"DEPUTADO ESTADUAL","PFL","AL",1
"624",2006,"DEPUTADO ESTADUAL","PFL","AM",2
"625",2006,"DEPUTADO ESTADUAL","PFL","AP",2
"626",2006,"DEPUTADO ESTADUAL","PFL","BA",16
"627",2006,"DEPUTADO ESTADUAL","PFL","CE",1
"628",2006,"DEPUTADO ESTADUAL","PFL","ES",3
"629",2006,"DEPUTADO ESTADUAL","PFL","GO",2
"630",2006,"DEPUTADO ESTADUAL","PFL","MA",6
"631",2006,"DEPUTADO ESTADUAL","PFL","MG",7
"632",2006,"DEPUTADO ESTADUAL","PFL","MS",1
"633",2006,"DEPUTADO ESTADUAL","PFL","MT",5
"634",2006,"DEPUTADO ESTADUAL","PFL","PA",4
"635",2006,"DEPUTADO ESTADUAL","PFL","PB",6
"636",2006,"DEPUTADO ESTADUAL","PFL","PE",8
"637",2006,"DEPUTADO ESTADUAL","PFL","PI",4
"638",2006,"DEPUTADO ESTADUAL","PFL","PR",6
"639",2006,"DEPUTADO ESTADUAL","PFL","RJ",6
"640",2006,"DEPUTADO ESTADUAL","PFL","RN",3
"641",2006,"DEPUTADO ESTADUAL","PFL","RO",1
"642",2006,"DEPUTADO ESTADUAL","PFL","RR",3
"643",2006,"DEPUTADO ESTADUAL","PFL","RS",3
"644",2006,"DEPUTADO ESTADUAL","PFL","SC",6
"645",2006,"DEPUTADO ESTADUAL","PFL","SE",5
"646",2006,"DEPUTADO ESTADUAL","PFL","SP",11
"647",2006,"DEPUTADO ESTADUAL","PFL","TO",4
"648",2006,"DEPUTADO ESTADUAL","PHS","AM",1
"649",2006,"DEPUTADO ESTADUAL","PHS","CE",2
"650",2006,"DEPUTADO ESTADUAL","PHS","MG",1
"651",2006,"DEPUTADO ESTADUAL","PHS","RJ",2
"652",2006,"DEPUTADO ESTADUAL","PHS","RN",1
"653",2006,"DEPUTADO ESTADUAL","PL","AM",1
"654",2006,"DEPUTADO ESTADUAL","PL","AP",1
"655",2006,"DEPUTADO ESTADUAL","PL","BA",5
"656",2006,"DEPUTADO ESTADUAL","PL","ES",2
"657",2006,"DEPUTADO ESTADUAL","PL","GO",4
"658",2006,"DEPUTADO ESTADUAL","PL","MG",1
"659",2006,"DEPUTADO ESTADUAL","PL","MS",3
"660",2006,"DEPUTADO ESTADUAL","PL","PA",2
"661",2006,"DEPUTADO ESTADUAL","PL","PE",1
"662",2006,"DEPUTADO ESTADUAL","PL","PI",1
"663",2006,"DEPUTADO ESTADUAL","PL","PR",1
"664",2006,"DEPUTADO ESTADUAL","PL","RJ",2
"665",2006,"DEPUTADO ESTADUAL","PL","RR",3
"666",2006,"DEPUTADO ESTADUAL","PL","SC",1
"667",2006,"DEPUTADO ESTADUAL","PL","SE",1
"668",2006,"DEPUTADO ESTADUAL","PL","SP",2
"669",2006,"DEPUTADO ESTADUAL","PL","TO",3
"670",2006,"DEPUTADO ESTADUAL","PMDB","AC",2
"671",2006,"DEPUTADO ESTADUAL","PMDB","AL",1
"672",2006,"DEPUTADO ESTADUAL","PMDB","AM",4
"673",2006,"DEPUTADO ESTADUAL","PMDB","AP",3
"674",2006,"DEPUTADO ESTADUAL","PMDB","BA",6
"675",2006,"DEPUTADO ESTADUAL","PMDB","CE",7
"676",2006,"DEPUTADO ESTADUAL","PMDB","ES",3
"677",2006,"DEPUTADO ESTADUAL","PMDB","GO",10
"678",2006,"DEPUTADO ESTADUAL","PMDB","MA",4
"679",2006,"DEPUTADO ESTADUAL","PMDB","MG",9
"680",2006,"DEPUTADO ESTADUAL","PMDB","MS",7
"681",2006,"DEPUTADO ESTADUAL","PMDB","MT",4
"682",2006,"DEPUTADO ESTADUAL","PMDB","PA",5
"683",2006,"DEPUTADO ESTADUAL","PMDB","PB",10
"684",2006,"DEPUTADO ESTADUAL","PMDB","PE",3
"685",2006,"DEPUTADO ESTADUAL","PMDB","PI",8
"686",2006,"DEPUTADO ESTADUAL","PMDB","PR",17
"687",2006,"DEPUTADO ESTADUAL","PMDB","RJ",17
"688",2006,"DEPUTADO ESTADUAL","PMDB","RN",4
"689",2006,"DEPUTADO ESTADUAL","PMDB","RO",4
"690",2006,"DEPUTADO ESTADUAL","PMDB","RR",2
"691",2006,"DEPUTADO ESTADUAL","PMDB","RS",9
"692",2006,"DEPUTADO ESTADUAL","PMDB","SC",11
"693",2006,"DEPUTADO ESTADUAL","PMDB","SE",1
"694",2006,"DEPUTADO ESTADUAL","PMDB","SP",4
"695",2006,"DEPUTADO ESTADUAL","PMDB","TO",6
"696",2006,"DEPUTADO ESTADUAL","PMN","AC",2
"697",2006,"DEPUTADO ESTADUAL","PMN","AL",12
"698",2006,"DEPUTADO ESTADUAL","PMN","AM",2
"699",2006,"DEPUTADO ESTADUAL","PMN","AP",1
"700",2006,"DEPUTADO ESTADUAL","PMN","BA",1
"701",2006,"DEPUTADO ESTADUAL","PMN","ES",1
"702",2006,"DEPUTADO ESTADUAL","PMN","MG",2
"703",2006,"DEPUTADO ESTADUAL","PMN","PE",2
"704",2006,"DEPUTADO ESTADUAL","PMN","PR",1
"705",2006,"DEPUTADO ESTADUAL","PMN","RJ",2
"706",2006,"DEPUTADO ESTADUAL","PMN","RN",5
"707",2006,"DEPUTADO ESTADUAL","PP","AC",1
"708",2006,"DEPUTADO ESTADUAL","PP","AM",3
"709",2006,"DEPUTADO ESTADUAL","PP","BA",5
"710",2006,"DEPUTADO ESTADUAL","PP","ES",1
"711",2006,"DEPUTADO ESTADUAL","PP","GO",2
"712",2006,"DEPUTADO ESTADUAL","PP","MA",2
"713",2006,"DEPUTADO ESTADUAL","PP","MG",4
"714",2006,"DEPUTADO ESTADUAL","PP","MT",4
"715",2006,"DEPUTADO ESTADUAL","PP","PA",1
"716",2006,"DEPUTADO ESTADUAL","PP","PB",1
"717",2006,"DEPUTADO ESTADUAL","PP","PE",1
"718",2006,"DEPUTADO ESTADUAL","PP","PR",4
"719",2006,"DEPUTADO ESTADUAL","PP","RJ",2
"720",2006,"DEPUTADO ESTADUAL","PP","RO",1
"721",2006,"DEPUTADO ESTADUAL","PP","RS",9
"722",2006,"DEPUTADO ESTADUAL","PP","SC",6
"723",2006,"DEPUTADO ESTADUAL","PP","SE",1
"724",2006,"DEPUTADO ESTADUAL","PP","SP",2
"725",2006,"DEPUTADO ESTADUAL","PP","TO",2
"726",2006,"DEPUTADO ESTADUAL","PPS","AC",3
"727",2006,"DEPUTADO ESTADUAL","PPS","AL",1
"728",2006,"DEPUTADO ESTADUAL","PPS","AM",1
"729",2006,"DEPUTADO ESTADUAL","PPS","MA",1
"730",2006,"DEPUTADO ESTADUAL","PPS","MG",4
"731",2006,"DEPUTADO ESTADUAL","PPS","MT",5
"732",2006,"DEPUTADO ESTADUAL","PPS","PA",2
"733",2006,"DEPUTADO ESTADUAL","PPS","PB",2
"734",2006,"DEPUTADO ESTADUAL","PPS","PI",1
"735",2006,"DEPUTADO ESTADUAL","PPS","PR",3
"736",2006,"DEPUTADO ESTADUAL","PPS","RJ",2
"737",2006,"DEPUTADO ESTADUAL","PPS","RN",1
"738",2006,"DEPUTADO ESTADUAL","PPS","RO",2
"739",2006,"DEPUTADO ESTADUAL","PPS","RR",2
"740",2006,"DEPUTADO ESTADUAL","PPS","RS",4
"741",2006,"DEPUTADO ESTADUAL","PPS","SC",1
"742",2006,"DEPUTADO ESTADUAL","PPS","SP",5
"743",2006,"DEPUTADO ESTADUAL","PPS","TO",1
"744",2006,"DEPUTADO ESTADUAL","PRB","PA",1
"745",2006,"DEPUTADO ESTADUAL","PRB","PR",1
"746",2006,"DEPUTADO ESTADUAL","PRB","RJ",1
"747",2006,"DEPUTADO ESTADUAL","PRONA","AL",1
"748",2006,"DEPUTADO ESTADUAL","PRONA","AM",1
"749",2006,"DEPUTADO ESTADUAL","PRONA","RJ",1
"750",2006,"DEPUTADO ESTADUAL","PRONA","RR",1
"751",2006,"DEPUTADO ESTADUAL","PRONA","SP",1
"752",2006,"DEPUTADO ESTADUAL","PRP","AM",1
"753",2006,"DEPUTADO ESTADUAL","PRP","BA",3
"754",2006,"DEPUTADO ESTADUAL","PRP","ES",1
"755",2006,"DEPUTADO ESTADUAL","PRP","RR",1
"756",2006,"DEPUTADO ESTADUAL","PRTB","AM",1
"757",2006,"DEPUTADO ESTADUAL","PRTB","BA",2
"758",2006,"DEPUTADO ESTADUAL","PRTB","MA",1
"759",2006,"DEPUTADO ESTADUAL","PRTB","MG",1
"760",2006,"DEPUTADO ESTADUAL","PRTB","MS",1
"761",2006,"DEPUTADO ESTADUAL","PRTB","RR",2
"762",2006,"DEPUTADO ESTADUAL","PSB","AC",2
"763",2006,"DEPUTADO ESTADUAL","PSB","AL",2
"764",2006,"DEPUTADO ESTADUAL","PSB","AM",1
"765",2006,"DEPUTADO ESTADUAL","PSB","AP",2
"766",2006,"DEPUTADO ESTADUAL","PSB","BA",1
"767",2006,"DEPUTADO ESTADUAL","PSB","CE",8
"768",2006,"DEPUTADO ESTADUAL","PSB","ES",4
"769",2006,"DEPUTADO ESTADUAL","PSB","GO",1
"770",2006,"DEPUTADO ESTADUAL","PSB","MA",5
"771",2006,"DEPUTADO ESTADUAL","PSB","MG",1
"772",2006,"DEPUTADO ESTADUAL","PSB","MS",1
"773",2006,"DEPUTADO ESTADUAL","PSB","PA",1
"774",2006,"DEPUTADO ESTADUAL","PSB","PB",3
"775",2006,"DEPUTADO ESTADUAL","PSB","PE",7
"776",2006,"DEPUTADO ESTADUAL","PSB","PI",2
"777",2006,"DEPUTADO ESTADUAL","PSB","PR",2
"778",2006,"DEPUTADO ESTADUAL","PSB","RJ",3
"779",2006,"DEPUTADO ESTADUAL","PSB","RN",4
"780",2006,"DEPUTADO ESTADUAL","PSB","RO",2
"781",2006,"DEPUTADO ESTADUAL","PSB","RS",2
"782",2006,"DEPUTADO ESTADUAL","PSB","SE",1
"783",2006,"DEPUTADO ESTADUAL","PSB","SP",4
"784",2006,"DEPUTADO ESTADUAL","PSC","AP",1
"785",2006,"DEPUTADO ESTADUAL","PSC","BA",2
"786",2006,"DEPUTADO ESTADUAL","PSC","ES",1
"787",2006,"DEPUTADO ESTADUAL","PSC","GO",1
"788",2006,"DEPUTADO ESTADUAL","PSC","MA",1
"789",2006,"DEPUTADO ESTADUAL","PSC","MG",3
"790",2006,"DEPUTADO ESTADUAL","PSC","PA",1
"791",2006,"DEPUTADO ESTADUAL","PSC","PE",2
"792",2006,"DEPUTADO ESTADUAL","PSC","RJ",5
"793",2006,"DEPUTADO ESTADUAL","PSC","RR",1
"794",2006,"DEPUTADO ESTADUAL","PSC","SE",5
"795",2006,"DEPUTADO ESTADUAL","PSC","SP",2
"796",2006,"DEPUTADO ESTADUAL","PSC","TO",1
"797",2006,"DEPUTADO ESTADUAL","PSDB","AC",2
"798",2006,"DEPUTADO ESTADUAL","PSDB","AL",2
"799",2006,"DEPUTADO ESTADUAL","PSDB","AP",2
"800",2006,"DEPUTADO ESTADUAL","PSDB","BA",3
"801",2006,"DEPUTADO ESTADUAL","PSDB","CE",15
"802",2006,"DEPUTADO ESTADUAL","PSDB","ES",1
"803",2006,"DEPUTADO ESTADUAL","PSDB","GO",10
"804",2006,"DEPUTADO ESTADUAL","PSDB","MA",9
"805",2006,"DEPUTADO ESTADUAL","PSDB","MG",16
"806",2006,"DEPUTADO ESTADUAL","PSDB","MS",2
"807",2006,"DEPUTADO ESTADUAL","PSDB","MT",2
"808",2006,"DEPUTADO ESTADUAL","PSDB","PA",10
"809",2006,"DEPUTADO ESTADUAL","PSDB","PB",9
"810",2006,"DEPUTADO ESTADUAL","PSDB","PE",6
"811",2006,"DEPUTADO ESTADUAL","PSDB","PI",3
"812",2006,"DEPUTADO ESTADUAL","PSDB","PR",7
"813",2006,"DEPUTADO ESTADUAL","PSDB","RJ",6
"814",2006,"DEPUTADO ESTADUAL","PSDB","RN",1
"815",2006,"DEPUTADO ESTADUAL","PSDB","RO",1
"816",2006,"DEPUTADO ESTADUAL","PSDB","RR",4
"817",2006,"DEPUTADO ESTADUAL","PSDB","RS",5
"818",2006,"DEPUTADO ESTADUAL","PSDB","SC",6
"819",2006,"DEPUTADO ESTADUAL","PSDB","SE",2
"820",2006,"DEPUTADO ESTADUAL","PSDB","SP",24
"821",2006,"DEPUTADO ESTADUAL","PSDB","TO",2
"822",2006,"DEPUTADO ESTADUAL","PSDC","CE",2
"823",2006,"DEPUTADO ESTADUAL","PSDC","PE",1
"824",2006,"DEPUTADO ESTADUAL","PSDC","RJ",1
"825",2006,"DEPUTADO ESTADUAL","PSDC","RO",2
"826",2006,"DEPUTADO ESTADUAL","PSL","AP",1
"827",2006,"DEPUTADO ESTADUAL","PSL","BA",1
"828",2006,"DEPUTADO ESTADUAL","PSL","CE",2
"829",2006,"DEPUTADO ESTADUAL","PSL","MA",1
"830",2006,"DEPUTADO ESTADUAL","PSL","RJ",1
"831",2006,"DEPUTADO ESTADUAL","PSL","RO",1
"832",2006,"DEPUTADO ESTADUAL","PSOL","RJ",1
"833",2006,"DEPUTADO ESTADUAL","PSOL","SP",2
"834",2006,"DEPUTADO ESTADUAL","PT","AC",7
"835",2006,"DEPUTADO ESTADUAL","PT","AL",2
"836",2006,"DEPUTADO ESTADUAL","PT","AM",1
"837",2006,"DEPUTADO ESTADUAL","PT","AP",1
"838",2006,"DEPUTADO ESTADUAL","PT","BA",10
"839",2006,"DEPUTADO ESTADUAL","PT","CE",3
"840",2006,"DEPUTADO ESTADUAL","PT","ES",2
"841",2006,"DEPUTADO ESTADUAL","PT","GO",3
"842",2006,"DEPUTADO ESTADUAL","PT","MA",2
"843",2006,"DEPUTADO ESTADUAL","PT","MG",9
"844",2006,"DEPUTADO ESTADUAL","PT","MS",4
"845",2006,"DEPUTADO ESTADUAL","PT","MT",2
"846",2006,"DEPUTADO ESTADUAL","PT","PA",6
"847",2006,"DEPUTADO ESTADUAL","PT","PB",2
"848",2006,"DEPUTADO ESTADUAL","PT","PE",5
"849",2006,"DEPUTADO ESTADUAL","PT","PI",5
"850",2006,"DEPUTADO ESTADUAL","PT","PR",6
"851",2006,"DEPUTADO ESTADUAL","PT","RJ",6
"852",2006,"DEPUTADO ESTADUAL","PT","RN",1
"853",2006,"DEPUTADO ESTADUAL","PT","RO",3
"854",2006,"DEPUTADO ESTADUAL","PT","RS",10
"855",2006,"DEPUTADO ESTADUAL","PT","SC",6
"856",2006,"DEPUTADO ESTADUAL","PT","SE",4
"857",2006,"DEPUTADO ESTADUAL","PT","SP",20
"858",2006,"DEPUTADO ESTADUAL","PT","TO",2
"859",2006,"DEPUTADO ESTADUAL","PT do B","AC",1
"860",2006,"DEPUTADO ESTADUAL","PT do B","AL",2
"861",2006,"DEPUTADO ESTADUAL","PT do B","AP",3
"862",2006,"DEPUTADO ESTADUAL","PT do B","BA",1
"863",2006,"DEPUTADO ESTADUAL","PT do B","ES",1
"864",2006,"DEPUTADO ESTADUAL","PT do B","GO",2
"865",2006,"DEPUTADO ESTADUAL","PT do B","MA",1
"866",2006,"DEPUTADO ESTADUAL","PT do B","MS",1
"867",2006,"DEPUTADO ESTADUAL","PT do B","PE",2
"868",2006,"DEPUTADO ESTADUAL","PT do B","RJ",1
"869",2006,"DEPUTADO ESTADUAL","PT do B","SE",2
"870",2006,"DEPUTADO ESTADUAL","PTB","AL",2
"871",2006,"DEPUTADO ESTADUAL","PTB","AM",1
"872",2006,"DEPUTADO ESTADUAL","PTB","AP",1
"873",2006,"DEPUTADO ESTADUAL","PTB","ES",4
"874",2006,"DEPUTADO ESTADUAL","PTB","GO",4
"875",2006,"DEPUTADO ESTADUAL","PTB","MG",3
"876",2006,"DEPUTADO ESTADUAL","PTB","MS",1
"877",2006,"DEPUTADO ESTADUAL","PTB","MT",1
"878",2006,"DEPUTADO ESTADUAL","PTB","PA",4
"879",2006,"DEPUTADO ESTADUAL","PTB","PB",1
"880",2006,"DEPUTADO ESTADUAL","PTB","PE",6
"881",2006,"DEPUTADO ESTADUAL","PTB","PI",2
"882",2006,"DEPUTADO ESTADUAL","PTB","PR",2
"883",2006,"DEPUTADO ESTADUAL","PTB","RJ",1
"884",2006,"DEPUTADO ESTADUAL","PTB","RO",3
"885",2006,"DEPUTADO ESTADUAL","PTB","RS",5
