"","ANO_ELEICAO","DESCRICAO_CARGO","SIGLA_PARTIDO","UF","Cadeiras conquistadas"
"886",2006,"DEPUTADO ESTADUAL","PTB","SC",1
"887",2006,"DEPUTADO ESTADUAL","PTB","SE",1
"888",2006,"DEPUTADO ESTADUAL","PTB","SP",4
"889",2006,"DEPUTADO ESTADUAL","PTB","TO",1
"890",2006,"DEPUTADO ESTADUAL","PTC","MA",1
"891",2006,"DEPUTADO ESTADUAL","PTC","MG",3
"892",2006,"DEPUTADO ESTADUAL","PTC","RJ",1
"893",2006,"DEPUTADO ESTADUAL","PTC","RR",1
"894",2006,"DEPUTADO ESTADUAL","PTN","AC",1
"895",2006,"DEPUTADO ESTADUAL","PTN","BA",1
"896",2006,"DEPUTADO ESTADUAL","PTN","RO",2
"897",2006,"DEPUTADO ESTADUAL","PTN","RR",2
"898",2006,"DEPUTADO ESTADUAL","PV","AM",1
"899",2006,"DEPUTADO ESTADUAL","PV","AP",2
"900",2006,"DEPUTADO ESTADUAL","PV","CE",2
"901",2006,"DEPUTADO ESTADUAL","PV","MA",2
"902",2006,"DEPUTADO ESTADUAL","PV","MG",7
"903",2006,"DEPUTADO ESTADUAL","PV","PA",2
"904",2006,"DEPUTADO ESTADUAL","PV","PE",1
"905",2006,"DEPUTADO ESTADUAL","PV","PR",1
"906",2006,"DEPUTADO ESTADUAL","PV","RJ",1
"907",2006,"DEPUTADO ESTADUAL","PV","RN",2
"908",2006,"DEPUTADO ESTADUAL","PV","RO",2
"909",2006,"DEPUTADO ESTADUAL","PV","RR",1
"910",2006,"DEPUTADO ESTADUAL","PV","SE",1
"911",2006,"DEPUTADO ESTADUAL","PV","SP",8
"912",2006,"DEPUTADO ESTADUAL","PV","TO",1
"913",2010,"DEPUTADO DISTRITAL","DEM","DF",2
"914",2010,"DEPUTADO DISTRITAL","PDT","DF",1
"915",2010,"DEPUTADO DISTRITAL","PMDB","DF",2
"916",2010,"DEPUTADO DISTRITAL","PMN","DF",1
"917",2010,"DEPUTADO DISTRITAL","PP","DF",1
"918",2010,"DEPUTADO DISTRITAL","PPS","DF",2
"919",2010,"DEPUTADO DISTRITAL","PR","DF",1
"920",2010,"DEPUTADO DISTRITAL","PRB","DF",1
"921",2010,"DEPUTADO DISTRITAL","PRTB","DF",1
"922",2010,"DEPUTADO DISTRITAL","PSB","DF",1
"923",2010,"DEPUTADO DISTRITAL","PSC","DF",1
"924",2010,"DEPUTADO DISTRITAL","PSDB","DF",1
"925",2010,"DEPUTADO DISTRITAL","PSL","DF",1
"926",2010,"DEPUTADO DISTRITAL","PT","DF",5
"927",2010,"DEPUTADO DISTRITAL","PT do B","DF",1
"928",2010,"DEPUTADO DISTRITAL","PTB","DF",1
"929",2010,"DEPUTADO DISTRITAL","PTC","DF",1
"930",2010,"DEPUTADO ESTADUAL","DEM","AC",1
"931",2010,"DEPUTADO ESTADUAL","DEM","AL",2
"932",2010,"DEPUTADO ESTADUAL","DEM","AM",1
"933",2010,"DEPUTADO ESTADUAL","DEM","AP",2
"934",2010,"DEPUTADO ESTADUAL","DEM","BA",5
"935",2010,"DEPUTADO ESTADUAL","DEM","CE",1
"936",2010,"DEPUTADO ESTADUAL","DEM","ES",5
"937",2010,"DEPUTADO ESTADUAL","DEM","GO",2
"938",2010,"DEPUTADO ESTADUAL","DEM","MA",4
"939",2010,"DEPUTADO ESTADUAL","DEM","MG",3
"940",2010,"DEPUTADO ESTADUAL","DEM","MS",1
"941",2010,"DEPUTADO ESTADUAL","DEM","MT",2
"942",2010,"DEPUTADO ESTADUAL","DEM","PA",1
"943",2010,"DEPUTADO ESTADUAL","DEM","PB",5
"944",2010,"DEPUTADO ESTADUAL","DEM","PE",2
"945",2010,"DEPUTADO ESTADUAL","DEM","PI",2
"946",2010,"DEPUTADO ESTADUAL","DEM","PR",6
"947",2010,"DEPUTADO ESTADUAL","DEM","RJ",1
"948",2010,"DEPUTADO ESTADUAL","DEM","RN",2
"949",2010,"DEPUTADO ESTADUAL","DEM","RO",1
"950",2010,"DEPUTADO ESTADUAL","DEM","RR",3
"951",2010,"DEPUTADO ESTADUAL","DEM","RS",1
"952",2010,"DEPUTADO ESTADUAL","DEM","SC",7
"953",2010,"DEPUTADO ESTADUAL","DEM","SE",3
"954",2010,"DEPUTADO ESTADUAL","DEM","SP",8
"955",2010,"DEPUTADO ESTADUAL","DEM","TO",2
"956",2010,"DEPUTADO ESTADUAL","PC do B","AC",2
"957",2010,"DEPUTADO ESTADUAL","PC do B","AM",1
"958",2010,"DEPUTADO ESTADUAL","PC do B","BA",3
"959",2010,"DEPUTADO ESTADUAL","PC do B","CE",1
"960",2010,"DEPUTADO ESTADUAL","PC do B","MA",1
"961",2010,"DEPUTADO ESTADUAL","PC do B","MG",2
"962",2010,"DEPUTADO ESTADUAL","PC do B","PE",1
"963",2010,"DEPUTADO ESTADUAL","PC do B","PI",1
"964",2010,"DEPUTADO ESTADUAL","PC do B","RJ",1
"965",2010,"DEPUTADO ESTADUAL","PC do B","RR",1
"966",2010,"DEPUTADO ESTADUAL","PC do B","RS",1
"967",2010,"DEPUTADO ESTADUAL","PC do B","SC",1
"968",2010,"DEPUTADO ESTADUAL","PC do B","SP",2
"969",2010,"DEPUTADO ESTADUAL","PDT","AC",2
"970",2010,"DEPUTADO ESTADUAL","PDT","AL",3
"971",2010,"DEPUTADO ESTADUAL","PDT","AP",4
"972",2010,"DEPUTADO ESTADUAL","PDT","BA",5
"973",2010,"DEPUTADO ESTADUAL","PDT","CE",4
"974",2010,"DEPUTADO ESTADUAL","PDT","ES",4
"975",2010,"DEPUTADO ESTADUAL","PDT","GO",3
"976",2010,"DEPUTADO ESTADUAL","PDT","MA",4
"977",2010,"DEPUTADO ESTADUAL","PDT","MG",5
"978",2010,"DEPUTADO ESTADUAL","PDT","MS",1
"979",2010,"DEPUTADO ESTADUAL","PDT","MT",1
"980",2010,"DEPUTADO ESTADUAL","PDT","PA",2
"981",2010,"DEPUTADO ESTADUAL","PDT","PB",1
"982",2010,"DEPUTADO ESTADUAL","PDT","PE",3
"983",2010,"DEPUTADO ESTADUAL","PDT","PI",2
"984",2010,"DEPUTADO ESTADUAL","PDT","PR",4
"985",2010,"DEPUTADO ESTADUAL","PDT","RJ",11
"986",2010,"DEPUTADO ESTADUAL","PDT","RN",1
"987",2010,"DEPUTADO ESTADUAL","PDT","RO",1
"988",2010,"DEPUTADO ESTADUAL","PDT","RR",1
"989",2010,"DEPUTADO ESTADUAL","PDT","RS",7
"990",2010,"DEPUTADO ESTADUAL","PDT","SC",1
"991",2010,"DEPUTADO ESTADUAL","PDT","SE",2
"992",2010,"DEPUTADO ESTADUAL","PDT","SP",4
"993",2010,"DEPUTADO ESTADUAL","PHS","CE",1
"994",2010,"DEPUTADO ESTADUAL","PHS","MA",1
"995",2010,"DEPUTADO ESTADUAL","PHS","MG",2
"996",2010,"DEPUTADO ESTADUAL","PHS","PE",2
"997",2010,"DEPUTADO ESTADUAL","PHS","RN",1
"998",2010,"DEPUTADO ESTADUAL","PMDB","AC",2
"999",2010,"DEPUTADO ESTADUAL","PMDB","AL",3
"1000",2010,"DEPUTADO ESTADUAL","PMDB","AM",4
"1001",2010,"DEPUTADO ESTADUAL","PMDB","AP",2
"1002",2010,"DEPUTADO ESTADUAL","PMDB","BA",6
"1003",2010,"DEPUTADO ESTADUAL","PMDB","CE",3
"1004",2010,"DEPUTADO ESTADUAL","PMDB","ES",5
"1005",2010,"DEPUTADO ESTADUAL","PMDB","GO",8
"1006",2010,"DEPUTADO ESTADUAL","PMDB","MA",6
"1007",2010,"DEPUTADO ESTADUAL","PMDB","MG",8
"1008",2010,"DEPUTADO ESTADUAL","PMDB","MS",6
"1009",2010,"DEPUTADO ESTADUAL","PMDB","MT",5
"1010",2010,"DEPUTADO ESTADUAL","PMDB","PA",8
"1011",2010,"DEPUTADO ESTADUAL","PMDB","PB",9
"1012",2010,"DEPUTADO ESTADUAL","PMDB","PE",1
"1013",2010,"DEPUTADO ESTADUAL","PMDB","PI",5
"1014",2010,"DEPUTADO ESTADUAL","PMDB","PR",13
"1015",2010,"DEPUTADO ESTADUAL","PMDB","RJ",12
"1016",2010,"DEPUTADO ESTADUAL","PMDB","RN",6
"1017",2010,"DEPUTADO ESTADUAL","PMDB","RO",3
"1018",2010,"DEPUTADO ESTADUAL","PMDB","RR",1
"1019",2010,"DEPUTADO ESTADUAL","PMDB","RS",8
"1020",2010,"DEPUTADO ESTADUAL","PMDB","SC",10
"1021",2010,"DEPUTADO ESTADUAL","PMDB","SE",2
"1022",2010,"DEPUTADO ESTADUAL","PMDB","SP",5
"1023",2010,"DEPUTADO ESTADUAL","PMDB","TO",6
"1024",2010,"DEPUTADO ESTADUAL","PMN","AC",1
"1025",2010,"DEPUTADO ESTADUAL","PMN","AL",1
"1026",2010,"DEPUTADO ESTADUAL","PMN","AM",2
"1027",2010,"DEPUTADO ESTADUAL","PMN","CE",1
"1028",2010,"DEPUTADO ESTADUAL","PMN","GO",1
"1029",2010,"DEPUTADO ESTADUAL","PMN","MA",2
"1030",2010,"DEPUTADO ESTADUAL","PMN","MG",2
"1031",2010,"DEPUTADO ESTADUAL","PMN","PA",1
"1032",2010,"DEPUTADO ESTADUAL","PMN","PE",1
"1033",2010,"DEPUTADO ESTADUAL","PMN","PR",1
"1034",2010,"DEPUTADO ESTADUAL","PMN","RJ",2
"1035",2010,"DEPUTADO ESTADUAL","PMN","RN",4
"1036",2010,"DEPUTADO ESTADUAL","PMN","RO",1
"1037",2010,"DEPUTADO ESTADUAL","PMN","RR",1
"1038",2010,"DEPUTADO ESTADUAL","PP","AC",2
"1039",2010,"DEPUTADO ESTADUAL","PP","AM",3
"1040",2010,"DEPUTADO ESTADUAL","PP","AP",2
"1041",2010,"DEPUTADO ESTADUAL","PP","BA",6
"1042",2010,"DEPUTADO ESTADUAL","PP","GO",1
"1043",2010,"DEPUTADO ESTADUAL","PP","MA",2
"1044",2010,"DEPUTADO ESTADUAL","PP","MG",2
"1045",2010,"DEPUTADO ESTADUAL","PP","MS",1
"1046",2010,"DEPUTADO ESTADUAL","PP","MT",5
"1047",2010,"DEPUTADO ESTADUAL","PP","PA",1
"1048",2010,"DEPUTADO ESTADUAL","PP","PB",1
"1049",2010,"DEPUTADO ESTADUAL","PP","PI",1
"1050",2010,"DEPUTADO ESTADUAL","PP","PR",1
"1051",2010,"DEPUTADO ESTADUAL","PP","RJ",2
"1052",2010,"DEPUTADO ESTADUAL","PP","RO",2
"1053",2010,"DEPUTADO ESTADUAL","PP","RR",1
"1054",2010,"DEPUTADO ESTADUAL","PP","RS",7
"1055",2010,"DEPUTADO ESTADUAL","PP","SC",6
"1056",2010,"DEPUTADO ESTADUAL","PP","SE",1
"1057",2010,"DEPUTADO ESTADUAL","PP","SP",1
"1058",2010,"DEPUTADO ESTADUAL","PP","TO",1
"1059",2010,"DEPUTADO ESTADUAL","PPS","AL",2
"1060",2010,"DEPUTADO ESTADUAL","PPS","AM",1
"1061",2010,"DEPUTADO ESTADUAL","PPS","AP",2
"1062",2010,"DEPUTADO ESTADUAL","PPS","ES",1
"1063",2010,"DEPUTADO ESTADUAL","PPS","GO",1
"1064",2010,"DEPUTADO ESTADUAL","PPS","MA",1
"1065",2010,"DEPUTADO ESTADUAL","PPS","MG",3
"1066",2010,"DEPUTADO ESTADUAL","PPS","MS",1
"1067",2010,"DEPUTADO ESTADUAL","PPS","MT",1
"1068",2010,"DEPUTADO ESTADUAL","PPS","PA",1
"1069",2010,"DEPUTADO ESTADUAL","PPS","PB",2
"1070",2010,"DEPUTADO ESTADUAL","PPS","PI",1
"1071",2010,"DEPUTADO ESTADUAL","PPS","PR",3
"1072",2010,"DEPUTADO ESTADUAL","PPS","RJ",3
"1073",2010,"DEPUTADO ESTADUAL","PPS","RR",2
"1074",2010,"DEPUTADO ESTADUAL","PPS","RS",2
"1075",2010,"DEPUTADO ESTADUAL","PPS","SC",1
"1076",2010,"DEPUTADO ESTADUAL","PPS","SP",4
"1077",2010,"DEPUTADO ESTADUAL","PPS","TO",3
"1078",2010,"DEPUTADO ESTADUAL","PR","AC",1
"1079",2010,"DEPUTADO ESTADUAL","PR","AM",1
"1080",2010,"DEPUTADO ESTADUAL","PR","BA",4
"1081",2010,"DEPUTADO ESTADUAL","PR","CE",2
"1082",2010,"DEPUTADO ESTADUAL","PR","ES",4
"1083",2010,"DEPUTADO ESTADUAL","PR","GO",3
"1084",2010,"DEPUTADO ESTADUAL","PR","MA",2
"1085",2010,"DEPUTADO ESTADUAL","PR","MG",1
"1086",2010,"DEPUTADO ESTADUAL","PR","MS",3
"1087",2010,"DEPUTADO ESTADUAL","PR","MT",6
"1088",2010,"DEPUTADO ESTADUAL","PR","PA",4
"1089",2010,"DEPUTADO ESTADUAL","PR","PB",1
"1090",2010,"DEPUTADO ESTADUAL","PR","PE",3
"1091",2010,"DEPUTADO ESTADUAL","PR","RJ",9
"1092",2010,"DEPUTADO ESTADUAL","PR","RN",2
"1093",2010,"DEPUTADO ESTADUAL","PR","RO",1
"1094",2010,"DEPUTADO ESTADUAL","PR","RR",2
"1095",2010,"DEPUTADO ESTADUAL","PR","SP",1
"1096",2010,"DEPUTADO ESTADUAL","PR","TO",4
"1097",2010,"DEPUTADO ESTADUAL","PRB","AP",1
"1098",2010,"DEPUTADO ESTADUAL","PRB","BA",2
"1099",2010,"DEPUTADO ESTADUAL","PRB","CE",2
"1100",2010,"DEPUTADO ESTADUAL","PRB","GO",1
"1101",2010,"DEPUTADO ESTADUAL","PRB","MA",1
"1102",2010,"DEPUTADO ESTADUAL","PRB","MG",2
"1103",2010,"DEPUTADO ESTADUAL","PRB","PA",1
"1104",2010,"DEPUTADO ESTADUAL","PRB","PR",1
"1105",2010,"DEPUTADO ESTADUAL","PRB","RJ",2
"1106",2010,"DEPUTADO ESTADUAL","PRB","RR",1
"1107",2010,"DEPUTADO ESTADUAL","PRB","RS",1
"1108",2010,"DEPUTADO ESTADUAL","PRB","SP",2
"1109",2010,"DEPUTADO ESTADUAL","PRP","AC",2
"1110",2010,"DEPUTADO ESTADUAL","PRP","AM",1
"1111",2010,"DEPUTADO ESTADUAL","PRP","BA",2
"1112",2010,"DEPUTADO ESTADUAL","PRP","CE",1
"1113",2010,"DEPUTADO ESTADUAL","PRP","ES",2
"1114",2010,"DEPUTADO ESTADUAL","PRP","MG",1
"1115",2010,"DEPUTADO ESTADUAL","PRP","PE",1
"1116",2010,"DEPUTADO ESTADUAL","PRP","RJ",1
"1117",2010,"DEPUTADO ESTADUAL","PRP","RO",2
"1118",2010,"DEPUTADO ESTADUAL","PRTB","AL",2
"1119",2010,"DEPUTADO ESTADUAL","PRTB","AM",1
"1120",2010,"DEPUTADO ESTADUAL","PRTB","AP",1
"1121",2010,"DEPUTADO ESTADUAL","PRTB","GO",1
"1122",2010,"DEPUTADO ESTADUAL","PRTB","MG",2
"1123",2010,"DEPUTADO ESTADUAL","PRTB","RJ",1
"1124",2010,"DEPUTADO ESTADUAL","PRTB","RR",1
"1125",2010,"DEPUTADO ESTADUAL","PSB","AC",1
"1126",2010,"DEPUTADO ESTADUAL","PSB","AM",1
"1127",2010,"DEPUTADO ESTADUAL","PSB","AP",2
"1128",2010,"DEPUTADO ESTADUAL","PSB","BA",1
"1129",2010,"DEPUTADO ESTADUAL","PSB","CE",11
"1130",2010,"DEPUTADO ESTADUAL","PSB","ES",2
"1131",2010,"DEPUTADO ESTADUAL","PSB","MA",3
"1132",2010,"DEPUTADO ESTADUAL","PSB","MG",3
"1133",2010,"DEPUTADO ESTADUAL","PSB","MS",1
"1134",2010,"DEPUTADO ESTADUAL","PSB","MT",1
"1135",2010,"DEPUTADO ESTADUAL","PSB","PA",2
"1136",2010,"DEPUTADO ESTADUAL","PSB","PB",3
"1137",2010,"DEPUTADO ESTADUAL","PSB","PE",13
"1138",2010,"DEPUTADO ESTADUAL","PSB","PI",5
"1139",2010,"DEPUTADO ESTADUAL","PSB","PR",3
"1140",2010,"DEPUTADO ESTADUAL","PSB","RJ",3
"1141",2010,"DEPUTADO ESTADUAL","PSB","RN",4
"1142",2010,"DEPUTADO ESTADUAL","PSB","RO",1
"1143",2010,"DEPUTADO ESTADUAL","PSB","RR",2
"1144",2010,"DEPUTADO ESTADUAL","PSB","RS",3
"1145",2010,"DEPUTADO ESTADUAL","PSB","SE",2
"1146",2010,"DEPUTADO ESTADUAL","PSB","SP",3
"1147",2010,"DEPUTADO ESTADUAL","PSB","TO",1
"1148",2010,"DEPUTADO ESTADUAL","PSC","AC",1
"1149",2010,"DEPUTADO ESTADUAL","PSC","AL",1
"1150",2010,"DEPUTADO ESTADUAL","PSC","AM",1
"1151",2010,"DEPUTADO ESTADUAL","PSC","AP",1
"1152",2010,"DEPUTADO ESTADUAL","PSC","BA",5
"1153",2010,"DEPUTADO ESTADUAL","PSC","GO",1
"1154",2010,"DEPUTADO ESTADUAL","PSC","MA",1
"1155",2010,"DEPUTADO ESTADUAL","PSC","MG",2
"1156",2010,"DEPUTADO ESTADUAL","PSC","PA",1
"1157",2010,"DEPUTADO ESTADUAL","PSC","PB",3
"1158",2010,"DEPUTADO ESTADUAL","PSC","PE",1
"1159",2010,"DEPUTADO ESTADUAL","PSC","PR",3
"1160",2010,"DEPUTADO ESTADUAL","PSC","RJ",3
"1161",2010,"DEPUTADO ESTADUAL","PSC","RR",1
"1162",2010,"DEPUTADO ESTADUAL","PSC","SE",4
"1163",2010,"DEPUTADO ESTADUAL","PSC","SP",4
"1164",2010,"DEPUTADO ESTADUAL","PSDB","AC",2
"1165",2010,"DEPUTADO ESTADUAL","PSDB","AL",6
"1166",2010,"DEPUTADO ESTADUAL","PSDB","AM",1
"1167",2010,"DEPUTADO ESTADUAL","PSDB","AP",1
"1168",2010,"DEPUTADO ESTADUAL","PSDB","BA",2
"1169",2010,"DEPUTADO ESTADUAL","PSDB","CE",7
"1170",2010,"DEPUTADO ESTADUAL","PSDB","GO",8
"1171",2010,"DEPUTADO ESTADUAL","PSDB","MA",3
"1172",2010,"DEPUTADO ESTADUAL","PSDB","MG",13
"1173",2010,"DEPUTADO ESTADUAL","PSDB","MS",3
"1174",2010,"DEPUTADO ESTADUAL","PSDB","MT",1
"1175",2010,"DEPUTADO ESTADUAL","PSDB","PA",6
"1176",2010,"DEPUTADO ESTADUAL","PSDB","PB",3
"1177",2010,"DEPUTADO ESTADUAL","PSDB","PE",5
"1178",2010,"DEPUTADO ESTADUAL","PSDB","PI",3
"1179",2010,"DEPUTADO ESTADUAL","PSDB","PR",9
"1180",2010,"DEPUTADO ESTADUAL","PSDB","RJ",4
"1181",2010,"DEPUTADO ESTADUAL","PSDB","RN",1
"1182",2010,"DEPUTADO ESTADUAL","PSDB","RO",2
"1183",2010,"DEPUTADO ESTADUAL","PSDB","RR",2
"1184",2010,"DEPUTADO ESTADUAL","PSDB","RS",5
"1185",2010,"DEPUTADO ESTADUAL","PSDB","SC",6
"1186",2010,"DEPUTADO ESTADUAL","PSDB","SE",1
"1187",2010,"DEPUTADO ESTADUAL","PSDB","SP",22
"1188",2010,"DEPUTADO ESTADUAL","PSDB","TO",2
"1189",2010,"DEPUTADO ESTADUAL","PSDC","AC",2
"1190",2010,"DEPUTADO ESTADUAL","PSDC","AP",1
"1191",2010,"DEPUTADO ESTADUAL","PSDC","CE",1
"1192",2010,"DEPUTADO ESTADUAL","PSDC","RJ",1
"1193",2010,"DEPUTADO ESTADUAL","PSDC","RO",2
"1194",2010,"DEPUTADO ESTADUAL","PSDC","RR",1
"1195",2010,"DEPUTADO ESTADUAL","PSL","AM",1
"1196",2010,"DEPUTADO ESTADUAL","PSL","BA",2
"1197",2010,"DEPUTADO ESTADUAL","PSL","CE",1
"1198",2010,"DEPUTADO ESTADUAL","PSL","MA",1
"1199",2010,"DEPUTADO ESTADUAL","PSL","MG",3
"1200",2010,"DEPUTADO ESTADUAL","PSL","MS",1
"1201",2010,"DEPUTADO ESTADUAL","PSL","PB",2
"1202",2010,"DEPUTADO ESTADUAL","PSL","PR",1
"1203",2010,"DEPUTADO ESTADUAL","PSL","RJ",1
"1204",2010,"DEPUTADO ESTADUAL","PSL","RR",2
"1205",2010,"DEPUTADO ESTADUAL","PSL","SE",2
"1206",2010,"DEPUTADO ESTADUAL","PSOL","PA",1
"1207",2010,"DEPUTADO ESTADUAL","PSOL","RJ",2
"1208",2010,"DEPUTADO ESTADUAL","PSOL","SP",1
"1209",2010,"DEPUTADO ESTADUAL","PT","AC",4
"1210",2010,"DEPUTADO ESTADUAL","PT","AL",3
"1211",2010,"DEPUTADO ESTADUAL","PT","AM",2
"1212",2010,"DEPUTADO ESTADUAL","PT","BA",14
"1213",2010,"DEPUTADO ESTADUAL","PT","CE",5
"1214",2010,"DEPUTADO ESTADUAL","PT","ES",4
"1215",2010,"DEPUTADO ESTADUAL","PT","GO",4
"1216",2010,"DEPUTADO ESTADUAL","PT","MA",3
"1217",2010,"DEPUTADO ESTADUAL","PT","MG",11
"1218",2010,"DEPUTADO ESTADUAL","PT","MS",4
"1219",2010,"DEPUTADO ESTADUAL","PT","MT",1
"1220",2010,"DEPUTADO ESTADUAL","PT","PA",8
"1221",2010,"DEPUTADO ESTADUAL","PT","PB",3
"1222",2010,"DEPUTADO ESTADUAL","PT","PE",5
"1223",2010,"DEPUTADO ESTADUAL","PT","PI",5
"1224",2010,"DEPUTADO ESTADUAL","PT","PR",6
"1225",2010,"DEPUTADO ESTADUAL","PT","RJ",6
"1226",2010,"DEPUTADO ESTADUAL","PT","RN",1
"1227",2010,"DEPUTADO ESTADUAL","PT","RO",3
"1228",2010,"DEPUTADO ESTADUAL","PT","RS",14
"1229",2010,"DEPUTADO ESTADUAL","PT","SC",7
"1230",2010,"DEPUTADO ESTADUAL","PT","SE",4
"1231",2010,"DEPUTADO ESTADUAL","PT","SP",24
"1232",2010,"DEPUTADO ESTADUAL","PT","TO",3
"1233",2010,"DEPUTADO ESTADUAL","PT do B","AC",1
"1234",2010,"DEPUTADO ESTADUAL","PT do B","AL",2
"1235",2010,"DEPUTADO ESTADUAL","PT do B","AP",2
"1236",2010,"DEPUTADO ESTADUAL","PT do B","BA",2
"1237",2010,"DEPUTADO ESTADUAL","PT do B","CE",1
"1238",2010,"DEPUTADO ESTADUAL","PT do B","GO",1
"1239",2010,"DEPUTADO ESTADUAL","PT do B","MA",1
"1240",2010,"DEPUTADO ESTADUAL","PT do B","MG",1
"1241",2010,"DEPUTADO ESTADUAL","PT do B","MS",2
"1242",2010,"DEPUTADO ESTADUAL","PT do B","RJ",1
"1243",2010,"DEPUTADO ESTADUAL","PT do B","RO",1
"1244",2010,"DEPUTADO ESTADUAL","PT do B","SE",1
"1245",2010,"DEPUTADO ESTADUAL","PTB","AL",2
"1246",2010,"DEPUTADO ESTADUAL","PTB","AM",1
"1247",2010,"DEPUTADO ESTADUAL","PTB","AP",2
"1248",2010,"DEPUTADO ESTADUAL","PTB","CE",1
"1249",2010,"DEPUTADO ESTADUAL","PTB","ES",1
"1250",2010,"DEPUTADO ESTADUAL","PTB","GO",4
"1251",2010,"DEPUTADO ESTADUAL","PTB","MA",1
"1252",2010,"DEPUTADO ESTADUAL","PTB","MG",4
"1253",2010,"DEPUTADO ESTADUAL","PTB","MT",1
"1254",2010,"DEPUTADO ESTADUAL","PTB","PA",3
"1255",2010,"DEPUTADO ESTADUAL","PTB","PB",1
"1256",2010,"DEPUTADO ESTADUAL","PTB","PE",7
"1257",2010,"DEPUTADO ESTADUAL","PTB","PI",4
"1258",2010,"DEPUTADO ESTADUAL","PTB","PR",1
"1259",2010,"DEPUTADO ESTADUAL","PTB","RJ",1
"1260",2010,"DEPUTADO ESTADUAL","PTB","RN",1
"1261",2010,"DEPUTADO ESTADUAL","PTB","RO",1
"1262",2010,"DEPUTADO ESTADUAL","PTB","RS",6
"1263",2010,"DEPUTADO ESTADUAL","PTB","SC",1
"1264",2010,"DEPUTADO ESTADUAL","PTB","SP",4
"1265",2010,"DEPUTADO ESTADUAL","PTB","TO",1
"1266",2010,"DEPUTADO ESTADUAL","PTC","MG",1
"1267",2010,"DEPUTADO ESTADUAL","PTC","PE",3
"1268",2010,"DEPUTADO ESTADUAL","PTC","PI",1
"1269",2010,"DEPUTADO ESTADUAL","PTC","RR",1
"1270",2010,"DEPUTADO ESTADUAL","PTC","SE",1
"1271",2010,"DEPUTADO ESTADUAL","PTN","AM",2
"1272",2010,"DEPUTADO ESTADUAL","PTN","BA",3
"1273",2010,"DEPUTADO ESTADUAL","PTN","CE",1
"1274",2010,"DEPUTADO ESTADUAL","PTN","GO",2
"1275",2010,"DEPUTADO ESTADUAL","PTN","PB",2
"1276",2010,"DEPUTADO ESTADUAL","PTN","RJ",1
"1277",2010,"DEPUTADO ESTADUAL","PTN","RO",2
"1278",2010,"DEPUTADO ESTADUAL","PV","AP",1
"1279",2010,"DEPUTADO ESTADUAL","PV","BA",1
"1280",2010,"DEPUTADO ESTADUAL","PV","CE",2
"1281",2010,"DEPUTADO ESTADUAL","PV","ES",2
"1282",2010,"DEPUTADO ESTADUAL","PV","MA",5
"1283",2010,"DEPUTADO ESTADUAL","PV","MG",6
"1284",2010,"DEPUTADO ESTADUAL","PV","PA",1
"1285",2010,"DEPUTADO ESTADUAL","PV","PE",1
"1286",2010,"DEPUTADO ESTADUAL","PV","PR",2
"1287",2010,"DEPUTADO ESTADUAL","PV","RJ",2
"1288",2010,"DEPUTADO ESTADUAL","PV","RN",1
"1289",2010,"DEPUTADO ESTADUAL","PV","RO",1
"1290",2010,"DEPUTADO ESTADUAL","PV","RR",1
"1291",2010,"DEPUTADO ESTADUAL","PV","SE",1
"1292",2010,"DEPUTADO ESTADUAL","PV","SP",9
"1293",2010,"DEPUTADO ESTADUAL","PV","TO",1
"1294",2014,"DEPUTADO DISTRITAL","PDT","DF",3
"1295",2014,"DEPUTADO DISTRITAL","PEN","DF",1
"1296",2014,"DEPUTADO DISTRITAL","PHS","DF",1
"1297",2014,"DEPUTADO DISTRITAL","PMDB","DF",3
"1298",2014,"DEPUTADO DISTRITAL","PP","DF",1
"1299",2014,"DEPUTADO DISTRITAL","PPL","DF",1
"1300",2014,"DEPUTADO DISTRITAL","PR","DF",1
"1301",2014,"DEPUTADO DISTRITAL","PRB","DF",1
"1302",2014,"DEPUTADO DISTRITAL","PRTB","DF",2
"1303",2014,"DEPUTADO DISTRITAL","PSDB","DF",1
"1304",2014,"DEPUTADO DISTRITAL","PT","DF",4
"1305",2014,"DEPUTADO DISTRITAL","PTB","DF",1
"1306",2014,"DEPUTADO DISTRITAL","PTC","DF",1
"1307",2014,"DEPUTADO DISTRITAL","PTN","DF",1
"1308",2014,"DEPUTADO DISTRITAL","PV","DF",1
"1309",2014,"DEPUTADO DISTRITAL","SD","DF",1
"1310",2014,"DEPUTADO ESTADUAL","DEM","AC",1
"1311",2014,"DEPUTADO ESTADUAL","DEM","AL",2
"1312",2014,"DEPUTADO ESTADUAL","DEM","AM",1
"1313",2014,"DEPUTADO ESTADUAL","DEM","AP",1
"1314",2014,"DEPUTADO ESTADUAL","DEM","BA",6
"1315",2014,"DEPUTADO ESTADUAL","DEM","CE",1
"1316",2014,"DEPUTADO ESTADUAL","DEM","ES",2
"1317",2014,"DEPUTADO ESTADUAL","DEM","GO",1
"1318",2014,"DEPUTADO ESTADUAL","DEM","MA",2
"1319",2014,"DEPUTADO ESTADUAL","DEM","MG",2
"1320",2014,"DEPUTADO ESTADUAL","DEM","MS",1
"1321",2014,"DEPUTADO ESTADUAL","DEM","MT",1
"1322",2014,"DEPUTADO ESTADUAL","DEM","PA",2
"1323",2014,"DEPUTADO ESTADUAL","DEM","PB",2
