"","Ano da eleição","UF","Turno","Cargo","Quantidade de abstenções","Quantidade de votos brancos","Quantidade de votos nulos","Quantidade de eleitores aptos","Alienação Absoluta","Alienação Percentual"
"276",2002,"CE",1,"Deputado Estadual","945.130","136.054","117.378","4.805.259","1.198.562",24.94
"277",2002,"DF",1,"Deputado Estadual","233.720","31.191","18.651","1.517.093","283.562",18.69
"278",2002,"ES",1,"Deputado Estadual","378.376","66.531","35.424","2.146.425","480.331",22.38
"279",2002,"GO",1,"Deputado Estadual","573.047","101.123","62.168","3.365.848","736.338",21.88
"280",2002,"MA",1,"Deputado Estadual","812.057","82.713","74.769","3.388.659","969.539",28.61
"281",2002,"MG",1,"Deputado Estadual","2.166.453","562.969","360.617","12.680.350","3.90.039",24.37
"282",2002,"MS",1,"Deputado Estadual","254.258","37.281","23.337","1.411.773","314.876",22.3
"283",2002,"MT",1,"Deputado Estadual","383.062","41.277","26.344","1.728.703","450.683",26.07
"284",2002,"PA",1,"Deputado Estadual","792.307","69.523","51.323","3.569.096","913.153",25.58
"285",2002,"PB",1,"Deputado Estadual","416.561","107.251","65.428","2.322.068","589.240",25.38
"286",2002,"PE",1,"Deputado Estadual","1.150.444","301.717","133.817","5.396.667","1.585.978",29.39
"287",2002,"PI",1,"Deputado Estadual","291.659","47.222","47.309","1.848.292","386.190",20.89
"288",2002,"PR",1,"Deputado Estadual","1.77.980","268.853","125.350","6.663.199","1.472.183",22.09
"289",2002,"RJ",1,"Deputado Estadual","1.499.487","339.808","267.145","10.211.785","2.106.440",20.63
"290",2002,"RN",1,"Deputado Estadual","337.519","70.418","46.782","1.917.382","454.719",23.72
"291",2002,"RO",1,"Deputado Estadual","189.096","19.524","13.207","882.545","221.827",25.13
"292",2002,"RR",1,"Deputado Estadual","33.314","1.891","2.397","208.524","37.602",18.03
"293",2002,"RS",1,"Deputado Estadual","955.166","339.050","107.664","7.352.139","1.401.880",19.07
"294",2002,"SC",1,"Deputado Estadual","516.405","134.416","64.844","3.817.974","715.665",18.74
"295",2002,"SE",1,"Deputado Estadual","198.741","42.615","30.253","1.147.933","271.609",23.66
"296",2002,"SP",1,"Deputado Estadual","4.86.503","1.258.842","721.087","25.651.378","6.66.432",23.65
